time	cell	C	M	X	V1	V3	VM1	VM3	Kc	reaction1	reaction2	reaction3	reaction4	reaction5	reaction6	reaction7
10.0	1.0	0.24685388584835796	0.009560321894746697	9.679279777285825E-5	0.9915750210014148	0.009560321894746697	3.0	1.0	0.5	0.025	0.0024685388584835795	2.2384607756791424E-5	0.9865944328110345	0.9849014977679876	0.009512753522856613	0.009495461323751843
11.0	1.0	0.2692485742836328	0.011402737390700031	1.1587880744578712E-4	1.0500451347642943	0.011402737390700031	3.0	1.0	0.5	0.025	0.002692485742836328	2.6966601107488386E-5	1.0447610766540358	1.042759246743027	0.0113460008120726	0.011325405840061534
12.0	1.0	0.2914154350973883	0.013596113532307007	1.387833371133017E-4	1.1046616814904349	0.013596113532307007	3.0	1.0	0.5	0.025	0.002914154350973883	3.246756744450743E-5	1.0990904824232905	1.0966899219576036	0.013528461834207547	0.01350352097071122
13.0	1.0	0.31335568190994856	0.01624752537706703	1.6674043243580935E-4	1.1557883797188817	0.01624752537706703	3.0	1.0	0.5	0.025	0.0031335568190994857	3.918416929968296E-5	1.149943699632697	1.1470177177387946	0.01616667850410395	0.016135940504098556
14.0	1.0	0.33507015820820574	0.0195099487136184	2.015513785676628E-4	1.203743739066761	0.0195099487136184	3.0	1.0	0.5	0.025	0.0033507015820820572	4.754965373923954E-5	1.1976364032418305	1.194001807689104	0.019412864822115652	0.01937416012058728
15.0	1.0	0.35655916746916244	0.023607433050169855	2.4592881566677503E-4	1.2488074881832347	0.023607433050169855	3.0	1.0	0.5	0.025	0.0035655916746916245	5.821673016233462E-5	1.2424450623292027	1.2378303748243686	0.023489954386847086	0.02343996881279799
16.0	1.0	0.37782219521427535	0.02887614417089372	3.040930530913948E-4	1.291225708147136	0.02887614417089372	3.0	1.0	0.5	0.025	0.0037782219521427535	7.220129133727578E-5	1.2846116616793835	1.2786052638645935	0.028732438279532806	0.028665885953316716
17.0	1.0	0.39885744048607147	0.03583065388251609	3.8283386759040106E-4	1.3312147928721032	0.03583065388251609	3.0	1.0	0.5	0.025	0.003988574404860714	9.113848877871888E-5	1.3243469797380776	1.3163144773145175	0.035652323991835155	0.03556062447843804
18.0	1.0	0.41966100590804634	0.045266100478407775	4.934132013318181E-4	1.368964226640289	0.045266100478407775	3.0	1.0	0.5	0.025	0.0041966100590804635	1.1774200896640776E-4	1.3618322277220332	1.3507940753585672	0.04504078537807245	0.044909529216935244
19.0	1.0	0.44022547424759984	0.058397573560222016	6.5497377471036E-4	1.4046379926045394	0.058397573560222016	3.0	1.0	0.5	0.025	0.004402254742475999	1.5662765140445317E-4	1.3972186264938506	1.3816989424228407	0.05810684889869956	0.057911300812699774
20.0	1.0	0.46053738962244706	0.07700112610504922	9.006076968713463E-4	1.4383741682459685	0.07700112610504922	3.0	1.0	0.5	0.025	0.004605373896224471	2.15781085274597E-4	1.4306242980214021	1.408537841414617	0.07661769232003103	0.07631482578894981
21.0	1.0	0.4805727639237444	0.10345123361718256	0.0012885024570349068	1.4702818034657859	0.10345123361718256	3.0	1.0	0.5	0.025	0.0048057276392374434	3.092553329540172E-4	1.4621276033920347	1.4308444934202045	0.10293589014512697	0.10244907001614252
22.0	1.0	0.5002887231806836	0.1405130037028136	0.001925150419510399	1.5004329597655048	0.1405130037028136	3.0	1.0	0.5	0.025	0.005002887231806836	4.6278681547223485E-4	1.491754790133155	1.4484582146670717	0.13981259234387275	0.13899701110365956
23.0	1.0	0.5196061380260857	0.19086267954000752	0.0030245722351986107	1.528843693601201	0.19086267954000752	3.0	1.0	0.5	0.025	0.005196061380260857	7.281173190789862E-4	1.519454345789843	1.4617078658496143	0.18991024760280034	0.18845691374873338
24.0	1.0	0.5383661885801972	0.2565155835248702	0.0050944494768324295	1.5554229167929532	0.2565155835248702	3.0	1.0	0.5	0.025	0.005383661885801972	0.001227993118069473	1.5450324338212569	1.4713210207249972	0.25523288445699	0.2523391438297155
25.0	1.0	0.5561931407698774	0.3383354994986319	0.009669586184596915	1.5798052059809589	0.3383354994986319	3.0	1.0	0.5	0.025	0.005561931407698774	0.002333487302005182	1.5679566284371356	1.4781554776277077	0.3366358855071248	0.3295793781405365
26.0	1.0	0.5719312142339483	0.43540174155873507	0.02286372721710337	1.6006564786230528	0.43540174155873507	3.0	1.0	0.5	0.025	0.005719312142339484	0.005522803560087093	1.5866057292141336	1.482970094592599	0.4331851360141449	0.41027761718592176
27.0	1.0	0.5812480708684152	0.5428864223641112	0.06773033568250575	1.6127142878550897	0.5428864223641112	3.0	1.0	0.5	0.025	0.005812480708684152	0.01636933607864435	1.5952649597472084	1.4863110314586045	0.5399903165632293	0.46562644766396505
28.0	1.0	0.5719380348511109	0.6453047662377519	0.18190309050094328	1.6006653824832835	0.6453047662377519	3.0	1.0	0.5	0.025	0.005719380348511109	0.043939268128217836	1.5784150823369478	1.488466945977668	0.6413847857421958	0.4866240842069576
29.0	1.0	0.5261447441278179	0.7067799476690181	0.3682668383198979	1.5382179184916642	0.7067799476690181	3.0	1.0	0.5	0.025	0.005261447441278179	0.08869519642087587	1.5124279371260843	1.4894630355567597	0.7012298994682609	0.4933023785042018
30.0	1.0	0.43340536379715017	0.6672100390451199	0.5655881464610356	1.3929811653343107	0.6672100390451199	3.0	1.0	0.5	0.025	0.004334053637971502	0.13515992307822014	1.3723621220478173	1.4888427729959912	0.6596179584757008	0.4956185560188977
31.0	1.0	0.3078302394741063	0.44141822237423634	0.6360543136651249	1.143174237972952	0.44141822237423634	3.0	1.0	0.5	0.025	0.0030783023947410634	0.14931260765340312	1.1330321939665888	1.4831996105353586	0.4354360651255732	0.4961001744365362
32.0	1.0	0.20570559393125631	0.008481044504936808	0.3646602997551695	0.8744677484501888	0.008481044504936808	3.0	1.0	0.5	0.025	0.002057055939312563	0.08308684583060655	0.8700801362345447	0.9436632860863664	0.008414821494699489	0.49323703410494507
33.0	1.0	0.19735961531955976	0.006425174186984313	6.463341415702262E-5	0.8490294432770724	0.006425174186984313	3.0	1.0	0.5	0.025	0.0019735961531955975	1.4671568285655364E-5	0.8447782373517387	0.8435548660129765	0.006393206090325456	0.006380858087018689
34.0	1.0	0.2202551034978057	0.007741949097424352	7.809200937455767E-5	0.9174045519212763	0.007741949097424352	3.0	1.0	0.5	0.025	0.002202551034978057	1.789781294625226E-5	0.9128049171973903	0.9113930339341849	0.0077034289445852885	0.00768910933775852
35.0	1.0	0.24291930951322338	0.009268490709129556	9.378246375357663E-5	0.9809381977393586	0.009268490709129556	3.0	1.0	0.5	0.025	0.0024291930951322338	2.1662132178163533E-5	0.9760124813761296	0.9743662695031089	0.009222374511680537	0.009205581944352302
36.0	1.0	0.2653539319733036	0.011058164593597417	1.1229855215055365E-4	1.040122435730399	0.011058164593597417	3.0	1.0	0.5	0.025	0.002653539319733036	2.61069316287241E-5	1.0348901253542837	1.0329478685882731	0.011003142701212502	0.010983176256726422
37.0	1.0	0.2875604855358936	0.01318354779523428	1.3445981013269893E-4	1.095384383106361	0.01318354779523428	3.0	1.0	0.5	0.025	0.002875604855358936	3.142904412724904E-5	1.0898622707201864	1.0875392368718237	0.01311794922871988	0.01309386138998952
38.0	1.0	0.3095402361704557	0.01574549371038859	1.6142406492182754E-4	1.1470964221670112	0.01574549371038859	3.0	1.0	0.5	0.025	0.0030954023617045566	3.790678473754853E-5	1.141298640024631	1.1384757044251843	0.01566714533639361	0.015637551080030506
39.0	1.0	0.33129410203991544	0.01888748436183075	1.94874244826281E-4	1.19558445522572	0.01888748436183075	3.0	1.0	0.5	0.025	0.0033129410203991544	4.594489885791888E-5	1.1895223454955135	1.186028051912236	0.01879349855364911	0.018756396752083234
40.0	1.0	0.3528224971200628	0.022818748789072515	2.373292249075739E-4	1.2411345795104818	0.022818748789072515	3.0	1.0	0.5	0.025	0.003528224971200628	5.6149434662799725E-5	1.2348163231907836	1.2303976517108461	0.02270519586034224	0.02265746668921335
41.0	1.0	0.37412507672283135	0.027851950296784844	2.926875600069804E-4	1.283998434613469	0.027851950296784844	3.0	1.0	0.5	0.025	0.0037412507672283137	6.945875961125217E-5	1.2774283020987314	1.2717030516531005	0.027713343013091724	0.02765018307698805
42.0	1.0	0.39520031065847616	0.03446426971708266	3.671825086634139E-4	1.3243973643210023	0.03446426971708266	3.0	1.0	0.5	0.025	0.003952003106584762	8.73738757938339E-5	1.3175743421333754	1.3099546740946402	0.03429274302037797	0.03420626260339832
43.0	1.0	0.41604474823145976	0.04339270113632232	4.7110369829388317E-4	1.3625254083974176	0.04339270113632232	3.0	1.0	0.5	0.025	0.004160447482314597	1.1237391365366704E-4	1.3554407834678466	1.3450179505609225	0.043176715805805316	0.04305380817775332
44.0	1.0	0.4366517292244457	0.055767962652917454	6.218745128554777E-4	1.3985509734317039	0.055767962652917454	3.0	1.0	0.5	0.025	0.004366517292244457	1.4865956045985435E-4	1.3911842236887202	1.3765797029787386	0.0554903383138476	0.0553084661916096
45.0	1.0	0.4570091046613957	0.0732606210398535	8.495405296852222E-4	1.4326167925740658	0.0732606210398535	3.0	1.0	0.5	0.025	0.004570091046613958	2.0348026539273735E-4	1.4249289303621409	1.4041663623371874	0.07289583197687534	0.07261600508398718
46.0	1.0	0.4770951813198118	0.09814720044235282	0.0012067298788573536	1.464837378510173	0.09814720044235282	3.0	1.0	0.5	0.025	0.004770951813198118	2.895446546217295E-4	1.4567608892540074	1.4272883804132752	0.09765831889988887	0.09721140620022521
47.0	1.0	0.4968712684117699	0.13315278907935277	0.0017888019240724635	1.4952921730908926	0.13315278907935277	3.0	1.0	0.5	0.025	0.004968712684117699	4.298963471515822E-4	1.4867167475211307	1.4457122794988082	0.13248915619061147	0.1317465102148243
48.0	1.0	0.5162665687148512	0.18101101689435134	0.0027833651258993442	1.5240093040777014	0.18101101689435134	3.0	1.0	0.5	0.025	0.005162665687148512	6.698899609163906E-4	1.5147615511627681	1.4596798075446265	0.18010796354941716	0.1788021685271854
49.0	1.0	0.5351417414131944	0.24389073458238988	0.004620377720101816	1.5509230861928411	0.24389073458238988	3.0	1.0	0.5	0.025	0.005351417414131944	0.001113480033418022	1.5407345156638654	1.4698662948920773	0.24267174366558897	0.24013494347771394
50.0	1.0	0.5531787483712401	0.32289055502533404	0.008539134364679585	1.5757403457677277	0.32289055502533404	3.0	1.0	0.5	0.025	0.0055317874837124015	0.002060294311962105	1.5641898507747563	1.4771265140607037	0.3212703681913059	0.3153500857099172
51.0	1.0	0.5694477853097759	0.41748018257692177	0.01927534072058464	1.5974069789994372	0.41748018257692177	3.0	1.0	0.5	0.025	0.005694477853097759	0.004655331802909321	1.5838124845532258	1.482247688035321	0.415362551762643	0.3970148337452546
52.0	1.0	0.5804964705220514	0.5238285981591633	0.05582276723577935	1.6117492829243008	0.5238285981591633	3.0	1.0	0.5	0.025	0.005804964705220515	0.013490886685383919	1.5950011005015907	1.485817711019965	0.5210692157167839	0.45889697043364114
53.0	1.0	0.5756955105149463	0.6290439293207402	0.1560779486219287	1.6055533509831836	0.6290439293207402	3.0	1.0	0.5	0.025	0.005756955105149463	0.03770943910352516	1.584200412751832	1.4881711666129587	0.6253389723797607	0.4844795639540467
54.0	1.0	0.5374443137707449	0.701319647154327	0.33229802513648404	1.5541392631012378	0.701319647154327	3.0	1.0	0.5	0.025	0.005374443137707448	0.08009395722363542	1.5285508565985122	1.489381578113795	0.696106940239823	0.492588157019335
55.0	1.0	0.45281928246547426	0.684819074427368	0.5352821676223896	1.4257245549033555	0.684819074427368	3.0	1.0	0.5	0.025	0.004528192824654742	0.1281600053383152	1.4034601968321572	1.4891275839157887	0.6775293887137028	0.49537278823951986
56.0	1.0	0.33030157638178653	0.4984712257385093	0.6416338715330333	1.1934274934939124	0.4984712257385093	3.0	1.0	0.5	0.025	0.0033030157638178656	0.15125016094441474	1.1816470423711316	1.4851034187922085	0.49161214908431555	0.4961338245488548
57.0	1.0	0.21789811855447722	0.07003919346985732	0.44520263127974513	0.9105670272261989	0.07003919346985732	3.0	1.0	0.5	0.025	0.0021789811855447722	0.10194365588177685	0.9056974807122357	1.4000522306651295	0.06941361716865056	0.4944469449392299
58.0	1.0	0.19333634997899987	0.006213676814784741	1.371983025928447E-4	0.8365478745699216	0.006213676814784741	3.0	1.0	0.5	0.025	0.0019333634997899987	3.108403590061886E-5	0.8323600525345635	0.8311738759840501	0.006182758778987769	0.013353417029240214
59.0	1.0	0.21627225092470617	0.0074980778613753015	7.559413231987493E-5	0.9058242196825262	0.0074980778613753015	3.0	1.0	0.5	0.025	0.002162722509247062	1.7298807931881732E-5	0.9012837561526894	0.8999077231565037	0.007460771185283078	0.007446825962552242
60.0	1.0	0.23897673236077568	0.008984568396515196	9.085707208143974E-5	0.9701661306601393	0.008984568396515196	3.0	1.0	0.5	0.025	0.002389767323607757	2.0960112902770675E-5	0.9652958942166223	0.9636945676586688	0.008939865009847133	0.008923553617298085
61.0	1.0	0.2614513453272341	0.010723681061077649	1.088280241669385E-4	1.0300776809904064	0.010723681061077649	3.0	1.0	0.5	0.025	0.002614513453272341	2.527366967696423E-5	1.0248976437041435	1.0230124567608105	0.010670323636113945	0.010650977450418713
62.0	1.0	0.2836976405524214	0.0127840959879382	1.3028052686836776E-4	1.0859965343998441	0.0127840959879382	3.0	1.0	0.5	0.025	0.002836976405524214	3.042522656354202E-5	1.0805239526260155	1.0782748808212257	0.012720485274329271	0.012697212772874797
63.0	1.0	0.30571693339885797	0.015260875790316722	1.5630226403988144E-4	1.1383039901217422	0.015260875790316722	3.0	1.0	0.5	0.025	0.0030571693339885796	3.66762086537398E-5	1.1325534647445086	1.1298284399145038	0.015184939225133991	0.015156429553202828
64.0	1.0	0.3275102120484643	0.0182886968350315	1.8846659890288197E-4	1.1873335480817602	0.0182886968350315	3.0	1.0	0.5	0.025	0.0032751021204846433	4.440497978957775E-5	1.181316927291701	1.1779553594979049	0.018197691227377254	0.01816207113511474
65.0	1.0	0.3490779934139833	0.02206309333389429	2.291161804011466E-4	1.233377838508355	0.02206309333389429	3.0	1.0	0.5	0.025	0.0034907799341398335	5.417514586368066E-5	1.2271038964570196	1.2228698173018206	0.021953301670495258	0.02190773473917825
66.0	1.0	0.3704200899338435	0.0268750525815962	2.8185332101490773E-4	1.2766941878443916	0.0268750525815962	3.0	1.0	0.5	0.025	0.0037042008993384353	6.685371424930119E-5	1.2701679552234262	1.2647062704978784	0.026741308343620457	0.026681290059068663
67.0	1.0	0.39153522041327093	0.03316724602672371	3.5240851472893896E-4	1.3175089826460527	0.03316724602672371	3.0	1.0	0.5	0.025	0.003915352204132709	8.382049618459524E-5	1.3107305067341248	1.3034964326546197	0.03300217697013199	0.03292055471468305
68.0	1.0	0.4124203426495331	0.04162264436851067	4.50187599986323E-4	1.356020871209181	0.04162264436851067	3.0	1.0	0.5	0.025	0.004124203426495331	1.0734146034001964E-4	1.3489830222121995	1.339133963729746	0.04141547373418907	0.041300193041745266
69.0	1.0	0.4330694859113035	0.053292257361688244	5.910600989355902E-4	1.3924026852780518	0.053292257361688244	3.0	1.0	0.5	0.025	0.0043306948591130354	1.4124218312443966E-4	1.3850874002231144	1.3713379728380657	0.053026965729741304	0.05285760557717081
70.0	1.0	0.45347168826279244	0.06974355976166718	8.023146366851392E-4	1.4268017409798794	0.06974355976166718	3.0	1.0	0.5	0.025	0.004534716882627924	1.9210598111498012E-4	1.4191738772219125	1.3996569065760975	0.0693962996515404	0.06913746383318341
71.0	1.0	0.473607333368893	0.0931505062773375	0.0011315969528152608	1.4593378166024344	0.0931505062773375	3.0	1.0	0.5	0.025	0.00473607333368893	2.714367165158567E-4	1.4513357404558291	1.4235867415822823	0.09268654852154708	0.09227587539781945
72.0	1.0	0.493441480932463	0.12618430341595427	0.0016645019364615711	1.4900972741826004	0.12618430341595427	3.0	1.0	0.5	0.025	0.00493441480932463	3.999162178379714E-4	1.481619402883905	1.4428285259386615	0.12555547934036093	0.12487819437451587
73.0	1.0	0.5129106537115835	0.17161785580692096	0.002566245494573588	1.5191191399719344	0.17161785580692096	3.0	1.0	0.5	0.025	0.005129106537115835	6.174837400222602E-4	1.5100049589773148	1.4575354373671083	0.17076184983627407	0.16958513283860968
74.0	1.0	0.5318920608815312	0.2317583233777525	0.004203511714688796	1.5463595885033066	0.2317583233777525	3.0	1.0	0.5	0.025	0.005318920608815312	0.0010127951946320086	1.5363603888012272	1.4683221274209075	0.2306004539902668	0.22836455501979727
75.0	1.0	0.550114444838229	0.30792423139588776	0.0075860773142526474	1.571584261721991	0.30792423139588776	3.0	1.0	0.5	0.025	0.00550114444838229	0.0018299881488769041	1.5603115684761113	1.4760325368011797	0.3063806183361927	0.30136781798019263
76.0	1.0	0.566823272719651	0.3999328314697176	0.016394900881072587	1.593956432750054	0.3999328314697176	3.0	1.0	0.5	0.025	0.005668232727196511	0.003959033241070646	1.580784701447711	1.4814784097086457	0.3979101187008569	0.38314972740950276
77.0	1.0	0.5792835258165943	0.5047803900506983	0.045935589482246776	1.6101891077554542	0.5047803900506983	3.0	1.0	0.5	0.025	0.005792835258165942	0.01110064313860484	1.5940942858439475	1.4852877824522555	0.502148760806015	0.45091840449060955
78.0	1.0	0.578422671645675	0.6118354759529276	0.13272128527016122	1.6090796869923025	0.6118354759529276	3.0	1.0	0.5	0.025	0.00578422671645675	0.032071395373063846	1.588616501880519	1.4878411662552102	0.608328365979813	0.48184739566512275
79.0	1.0	0.5472798775745987	0.6932080533386157	0.297316585706108	1.5677181123026458	0.6932080533386157	3.0	1.0	0.5	0.025	0.0054727987757459875	0.07170860057729574	1.542577660006018	1.489258216137529	0.6883103261958207	0.49173052317271687
80.0	1.0	0.4709826264120875	0.6973090037926304	0.5022409297988589	1.4551731831261456	0.6973090037926304	3.0	1.0	0.5	0.025	0.004709826264120875	0.1204455817189033	1.4315265181105494	1.4893209399858207	0.6903741810800968	0.49507137564590586
81.0	1.0	0.3529586759219936	0.547523878691055	0.6380798657960784	1.2414153905186598	0.547523878691055	3.0	1.0	0.5	0.025	0.003529586759219936	0.1509656693245637	1.22784730103055	1.4864259260291741	0.5400628016384292	0.49611245798077475
82.0	1.0	0.23317151073957862	0.15867039981118175	0.5118801527052094	0.9540939902494415	0.15867039981118175	3.0	1.0	0.5	0.025	0.002331715107395786	0.11786068283829697	0.9484573329114695	1.4541761979646144	0.1570615576536248	0.49516328884574945
83.0	1.0	0.1900760647516341	0.006057291985131857	0.053180927624489394	0.8263265796070376	0.006057291985131857	3.0	1.0	0.5	0.025	0.0019007606475163411	0.01202947781635102	0.822190573743152	0.8217145744107295	0.006025472429499229	0.4570305922907337
84.0	1.0	0.21228298950895008	0.007260378218003459	7.31618340225268E-5	0.8940954338470103	0.007260378218003459	3.0	1.0	0.5	0.025	0.002122829895089501	1.671561580670666E-5	0.889614828815759	0.8882733577511659	0.00722425430359366	0.007210674172847764
85.0	1.0	0.2350277924778751	0.00870835490080537	8.801410662299817E-5	0.9592608397251168	0.00870835490080537	3.0	1.0	0.5	0.025	0.002350277924778751	2.027794793023409E-5	0.9544466829245263	0.9528883987706378	0.008665025957459832	0.008649161026148827
86.0	1.0	0.2575424368155244	0.010398991283024258	1.05463493970683E-4	1.0199129090304975	0.010398991283024258	3.0	1.0	0.5	0.025	0.0025754243681552443	2.446592090918922E-5	1.014785662526162	1.0129551110099042	0.010347249578271931	0.01032849359271989
87.0	1.0	0.27982850750315164	0.012397316583315988	1.2623994007345175E-4	1.076500172066436	0.012397316583315988	3.0	1.0	0.5	0.025	0.0027982850750315163	2.9454782595739314E-5	1.071077558416224	1.0688990331306327	0.012335630642872204	0.012313112685829812
88.0	1.0	0.3018873665367477	0.01479300340675637	1.5136688390120657E-4	1.1294131038897466	0.01479300340675637	3.0	1.0	0.5	0.025	0.003018873665367477	3.549048107530504E-5	1.12371018971233	1.1210782241648145	0.014719395288482467	0.014691914526050431
89.0	1.0	0.3237200677950672	0.0177125568136188	1.823160611401905E-4	1.1789930115273288	0.0177125568136188	3.0	1.0	0.5	0.025	0.0032372006779506717	4.292691437179965E-5	1.1730221414445379	1.1697861864894539	0.017624418651359424	0.01759021053417554
90.0	1.0	0.3453272241533979	0.021338853330912354	2.2126775253075628E-4	1.2255392265376734	0.021338853330912354	3.0	1.0	0.5	0.025	0.003453272241533979	5.228858795917656E-5	1.219309747866651	1.2152495628502666	0.021232666502678132	0.021189083094187947
91.0	1.0	0.3667087935672535	0.02594289748703222	2.7155623271318976E-4	1.2693148943069938	0.02594289748703222	3.0	1.0	0.5	0.025	0.003667087935672535	6.437793770172154E-5	1.2628325609933955	1.2576180445563265	0.02581379346072558	0.025756742480334303
92.0	1.0	0.3878637239552724	0.03193553526934698	3.3845180586006816E-4	1.3105515412683253	0.03193553526934698	3.0	1.0	0.5	0.025	0.0038786372395527243	8.046387193205538E-5	1.3038173957478068	1.296943514008736	0.031776598484482714	0.03169943442109438
93.0	1.0	0.40878934686061935	0.03994965308604581	4.3056318588946335E-4	1.3494524829305086	0.03994965308604581	3.0	1.0	0.5	0.025	0.004087893468606193	1.0262011220115163E-4	1.3424608659270754	1.3331466544214932	0.03975081340596984	0.039642590570368445
94.0	1.0	0.42948031963292616	0.050961281114877736	5.623504385151094E-4	1.3861949862559912	0.050961281114877736	3.0	1.0	0.5	0.025	0.004294803196329262	1.3433204721645237E-4	1.37893010822318	1.3659787651286264	0.05070760045517164	0.05054971317711789
95.0	1.0	0.44992675853517955	0.0664379523918074	7.58610622647481E-4	1.4209308912267586	0.0664379523918074	3.0	1.0	0.5	0.025	0.004499267585351795	1.8158107207071484E-4	1.4133611685065197	1.3950137882051037	0.06610716562532588	0.0658675045386829
96.0	1.0	0.4701109276890866	0.08844802176614058	0.001062510990503503	1.4537850701536073	0.08844802176614058	3.0	1.0	0.5	0.025	0.0047011092768908655	2.5478825262100684E-4	1.445854341156901	1.4197414791854104	0.08800751614335821	0.08762961355186422
97.0	1.0	0.4900012557082301	0.11959644110515298	0.0015510502622675271	1.4848504066523378	0.11959644110515298	3.0	1.0	0.5	0.025	0.004900012557082301	3.7255622788724604E-4	1.4764652449272948	1.439805664323346	0.1190005142214963	0.11838180140375379
98.0	1.0	0.5095407222318403	0.16267740179888418	0.002370347724923171	1.5141758356375383	0.16267740179888418	3.0	1.0	0.5	0.025	0.005095407222318403	5.702057655771586E-4	1.5051877363103254	1.4552712534930874	0.16186614810501151	0.16080297791837764
99.0	1.0	0.5286206878018727	0.2201203600153358	0.003835187414331972	1.5417365042448747	0.2201203600153358	3.0	1.0	0.5	0.025	0.005286206878018727	9.238438569169521E-4	1.5319150206332282	1.4666844882466912	0.2190210387185413	0.2170405241268982
100.0	1.0	0.5470081521782645	0.2934496607572624	0.006775710278070588	1.56734639851724	0.2934496607572624	3.0	1.0	0.5	0.025	0.005470081521782645	0.0016341778970302193	1.5563327968640859	1.4748701339416164	0.2919798024109032	0.28769858115007757
