time	compartment	R	Rin	x1	x1p	x2	x2p	x3	x3p	v1	v2	v3	v4	v5	v6	v7	v8
0.0	1.0	0.5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.8333333333333334	0.0	0.45454545454545453	0.0	0.0	0.0	0.0	0.0
1.0	1.0	0.004420857215450991	0.4955791427845483	0.8695239206878036	0.13047607931219768	0.9139719542339069	0.08602804576609335	0.9693389282829485	0.0306610717170502	0.04233691748315626	0.008320962021395449	0.003964874941974466	0.034625079212179805	0.1176082599640011	0.02376403982424094	0.07798307111018797	0.008924681224052572
2.0	1.0	8.402911271755201E-4	0.4991597088728231	0.8993807101638365	0.1006192898361648	0.8438755266825887	0.15612447331741067	0.8771727212504591	0.12282727874954012	0.008332890730311165	0.008330995917797507	7.562099438357131E-4	0.027426183812699498	0.08995906113102946	0.040512369624723044	0.14014731084426849	0.03281732134785573
3.0	1.0	8.40098507509321E-4	0.4991599014924891	0.922962462142893	0.07703753785710844	0.8098675237193276	0.19013247628067165	0.765919950305191	0.23408004969480803	0.008330996497854083	0.008330996454353787	7.579744278290667E-4	0.021458176288929612	0.0685706417597297	0.047927221566508776	0.16817519533181952	0.05690393822168102
4.0	1.0	8.40098503087209E-4	0.4991599014969113	0.9411761167647607	0.05882388323524097	0.7991866699244067	0.2008133300755924	0.6601719878411191	0.3398280121588797	0.008330996454366706	0.008330996454366104	7.594110488169707E-4	0.016666761347176363	0.05228198429448085	0.05016932899877561	0.17439650160945802	0.07609066441549711
5.0	1.0	8.400985030871476E-4	0.4991599014969113	0.9551169063209496	0.044883093679051675	0.8033121240292258	0.19668787597077342	0.5718811252989959	0.428118874701003	0.008330996454366102	0.008330996454366104	7.604771361983867E-4	0.012886540307878133	0.03991436886233489	0.049308064346657694	0.16741366829255583	0.08993345349993413
6.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9657101785249405	0.03428982147506133	0.8163481271742699	0.1836518728257299	0.5060151537935396	0.493984846206459	0.008330996454366104	0.008330996454366104	7.612685810299205E-4	0.009945903197468946	0.030547813338830356	0.046547099795642984	0.1533470410610283	0.099194750360579
7.0	1.0	8.400985030871477E-4	0.4991599014969113	0.973713909052552	0.026286090947449624	0.8341811034277924	0.16581889657220691	0.46329332973079423	0.5367066702692046	0.008330996454366104	0.008330996454366104	7.618561988751763E-4	0.007683848932372091	0.02347227991541333	0.0426701515286178	0.13638149907072147	0.10477731644943979
8.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9797343377441419	0.020265662255859955	0.853978220122574	0.14602177987742487	0.4419344431802722	0.5580655568197267	0.008330996454366104	0.008330996454366104	7.622924656462767E-4	0.005958936874652293	0.018141330501906906	0.0382248703579725	0.11907723303878606	0.10745354475818697
9.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9842474975534796	0.0157525024465225	0.873853286347716	0.1261467136522827	0.4389455629231004	0.5610544370768986	0.008330996454366104	0.008330996454366104	7.626163318132674E-4	0.004652462802281456	0.014134958750017683	0.03360487016203273	0.10274050673073466	0.10782220473889738
10.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9876219640014461	0.012378035998556192	0.8926232424325281	0.10737675756747085	0.4509801369220773	0.5490198630779213	0.008330996454366104	0.008330996454366104	7.628567287489062E-4	0.0036680080637112454	0.011131033564055213	0.029089491945814616	0.0878884402267939	0.10632914583555027
11.0	1.0	8.400985030871477E-4	0.4991599014969113	0.990140078340507	0.009859921659495157	0.9096196980479996	0.09038030195199913	0.4747788230750402	0.5252211769249584	0.008330996454366104	0.008330996454366104	7.630351495073024E-4	0.002929095842310215	0.008883324067495086	0.024866636472669294	0.07465594010643414	0.10330721567553992
12.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9920163803384335	0.007983619661568762	0.9245392379878766	0.0754607620121225	0.5073255938181742	0.4926744061818239	0.008330996454366104	0.008330996454366104	7.631675597228379E-4	0.0023761158929098275	0.007204379651469391	0.0210497950304407	0.06303567030180764	0.09901846058486197
13.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9934129015394653	0.006587098460537277	0.9373250194868963	0.06267498051310272	0.5458818561486003	0.4541181438513977	0.008330996454366104	0.008330996454366104	7.632658169258325E-4	0.001963197761210583	0.005952090306217859	0.017693551178604213	0.05297119646708009	0.09368939087341568
14.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9944514605781065	0.005548539421896101	0.9480754995521868	0.051924500447812084	0.5879997217161348	0.41200027828386254	0.008330996454366104	0.008330996454366104	7.633387258519476E-4	0.0016553769025668419	0.005019136776355123	0.014808429813843322	0.04437733163235203	0.08753545263842415
15.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9952233313620681	0.00477666863793481	0.9569768314173193	0.04302316858267976	0.631546038544852	0.36845396145514553	0.008330996454366104	0.008330996454366104	7.633928231558807E-4	0.001426188163109922	0.004324750630278039	0.012374557884790457	0.03714203925987474	0.08077450286965081
16.0	1.0	8.400985030871477E-4	0.4991599014969113	0.995796728525402	0.004203271474600617	0.9642552769267448	0.03574472307325438	0.6747324559954289	0.3252675440045687	0.008330996454366104	0.008330996454366104	7.634329609096623E-4	0.0012557033801817079	0.003808321920134848	0.010353339662844593	0.031130907968873973	0.07363061416754518
17.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9962225400009368	0.0037774599990657073	0.9701457499882504	0.029854250011749024	0.716138329608323	0.28386167039167465	0.008330996454366104	0.008330996454366104	7.634627405086451E-4	0.0011289733480574142	0.003424474436201286	0.008696643241917512	0.026196261049745914	0.06632996613375228
18.0	1.0	8.400985030871477E-4	0.4991599014969113	0.996538671664727	0.0034613283352755812	0.9748725086937284	0.025127491306270962	0.7547162225169	0.24528377748309796	0.008330996454366104	0.008330996454366104	7.634848345685775E-4	0.0010348166603543745	0.0031393061133581125	0.00735347306145859	0.022187627683198787	0.05909105585046308
19.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9967733298085582	0.0032266701914445035	0.9786386844466212	0.02136131555337835	0.7897761470627239	0.21022385293727422	0.008330996454366104	0.008330996454366104	7.635012263067407E-4	9.64887683108174E-4	0.002927527370222595	0.006274365954952393	0.018960563900966104	0.05211197558874344
20.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9969474869315664	0.0030525130684361814	0.9816217578973847	0.01837824210261508	0.8209495061200177	0.17905049387998084	0.008330996454366104	0.008330996454366104	7.63513387291212E-4	9.129670765984855E-4	0.0027702967533381837	0.005413973318401837	0.016382666668730214	0.04555797096291457
21.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9970767279807782	0.0029232720192241004	0.9839727984531852	0.01602720154681437	0.8481374213247699	0.15186257867522868	0.008330996454366104	0.008330996454366104	7.635224093955616E-4	8.744254223970386E-4	0.002653590711409405	0.004732314702524006	0.014336813509559116	0.039552264693733095
22.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9971726293410387	0.0028273706589637664	0.9858178930425623	0.014182106957437081	0.8714502953970166	0.12854970460298232	0.008330996454366104	0.008330996454366104	7.635291027374771E-4	8.458197517402875E-4	0.002566979788903483	0.0041951362167047986	0.01272221682979642	0.03417209824574065
23.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9972437869922691	0.0027562130077332823	0.9872606935140169	0.01273930648598216	0.8911459826288877	0.1088540173711111	0.008330996454366104	0.008330996454366104	7.635340683602034E-4	8.245911534567654E-4	0.0025027123501471767	0.00377371740320375	0.01145399567311958	0.029450409792224214
24.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9972965828937315	0.002703417106271116	0.9883854125108279	0.011614587489170885	0.9075731327907399	0.09242686720925884	0.008330996454366104	0.008330996454366104	7.635377522214441E-4	8.088385040333203E-4	0.0024550292580699422	0.003444371295000296	0.010461858509885655	0.02538207453063879
25.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9973357539488161	0.002664246051186562	0.9892598129440008	0.010740187055998019	0.9211236501637711	0.07887634983622795	0.008330996454366104	0.008330996454366104	7.635404851729393E-4	7.971500115853988E-4	0.0024196537124693404	0.0031878183514047753	0.00968838622323154	0.021932916551985204
26.0	1.0	8.400985030871477E-4	0.4991599014969113	0.9973648156036278	0.0026351843963742937	0.9899380036810298	0.010061996318969074	0.9321965623457156	0.06780343765428351	0.008330996454366104	0.008330996454366104	7.635425126688624E-4	7.884775352145989E-4	0.002393410608555672	0.0029885283345889536	0.009087182345930573	0.019049415443885047
