model	status	load_time	simulate_time	repeat
BIOMD0000000001	success	0.08698749542236328	0.003859281539916992	1
BIOMD0000000001	success	0.09606122970581055	0.003905773162841797	2
BIOMD0000000001	success	0.12009477615356445	0.0038940906524658203	3
BIOMD0000000001	success	0.13096284866333008	0.003544330596923828	4
BIOMD0000000001	success	0.1650230884552002	0.003952980041503906	5
BIOMD0000000002	success	0.067291259765625	0.0032460689544677734	1
BIOMD0000000002	success	0.08558773994445801	0.0035202503204345703	2
BIOMD0000000002	success	0.10882997512817383	0.003377199172973633	3
BIOMD0000000002	success	0.12413525581359863	0.0032944679260253906	4
BIOMD0000000002	success	0.14186954498291016	0.0031096935272216797	5
BIOMD0000000003	success	0.03602290153503418	0.0031557083129882812	1
BIOMD0000000003	success	0.0546267032623291	0.0029828548431396484	2
BIOMD0000000003	success	0.07385659217834473	0.0036263465881347656	3
BIOMD0000000003	success	0.09369730949401855	0.003276348114013672	4
BIOMD0000000003	success	0.11144590377807617	0.0036563873291015625	5
BIOMD0000000004	success	0.032850027084350586	0.0040836334228515625	1
BIOMD0000000004	success	0.053888797760009766	0.0040585994720458984	2
BIOMD0000000004	success	0.07503437995910645	0.004038810729980469	3
BIOMD0000000004	success	0.09548807144165039	0.004219770431518555	4
BIOMD0000000004	success	0.10893392562866211	0.0034906864166259766	5
BIOMD0000000005	success	0.03953242301940918	0.0033233165740966797	1
BIOMD0000000005	success	0.05945539474487305	0.0032989978790283203	2
BIOMD0000000005	success	0.08095526695251465	0.0033462047576904297	3
BIOMD0000000005	success	0.1021723747253418	0.0033156871795654297	4
BIOMD0000000005	success	0.11323809623718262	0.0030374526977539062	5
BIOMD0000000006	success	0.028088808059692383	0.0017862319946289062	1
BIOMD0000000006	success	0.04904341697692871	0.0018014907836914062	2
BIOMD0000000006	success	0.06741857528686523	0.0018169879913330078	3
BIOMD0000000006	success	0.09663271903991699	0.0019724369049072266	4
BIOMD0000000006	success	0.10398626327514648	0.0016987323760986328	5
BIOMD0000000007	success	0.1110532283782959	0.006701231002807617	1
BIOMD0000000007	success	0.13386845588684082	0.0056993961334228516	2
BIOMD0000000007	success	0.15548014640808105	0.006647348403930664	3
BIOMD0000000007	success	0.17910122871398926	0.006413936614990234	4
BIOMD0000000007	success	0.18613886833190918	0.0065267086029052734	5
BIOMD0000000008	success	0.0438237190246582	0.0027861595153808594	1
BIOMD0000000008	success	0.061476707458496094	0.002804994583129883	2
BIOMD0000000008	success	0.08601117134094238	0.002801656723022461	3
BIOMD0000000008	success	0.10580635070800781	0.0025022029876708984	4
BIOMD0000000008	success	0.1187736988067627	0.0023589134216308594	5
BIOMD0000000009	success	0.08466386795043945	0.0070950984954833984	1
BIOMD0000000009	success	0.10312223434448242	0.005681753158569336	2
BIOMD0000000009	success	0.12539386749267578	0.006875276565551758	3
BIOMD0000000009	success	0.14213275909423828	0.006351947784423828	4
BIOMD0000000009	success	0.15700054168701172	0.005984306335449219	5
BIOMD0000000010	success	0.0463564395904541	0.002257823944091797	1
BIOMD0000000010	success	0.06344318389892578	0.001953601837158203	2
BIOMD0000000010	success	0.0879366397857666	0.0019605159759521484	3
BIOMD0000000010	success	0.10637211799621582	0.0016109943389892578	4
BIOMD0000000010	success	0.1196746826171875	0.001718759536743164	5
BIOMD0000000011	success	0.09209799766540527	0.003687620162963867	1
BIOMD0000000011	success	0.1071462631225586	0.0036644935607910156	2
BIOMD0000000011	success	0.12812256813049316	0.003701448440551758	3
BIOMD0000000011	success	0.14673328399658203	0.0033867359161376953	4
BIOMD0000000011	success	0.16202068328857422	0.0034716129302978516	5
BIOMD0000000012	success	0.06510400772094727	0.0027320384979248047	1
BIOMD0000000012	success	0.08231925964355469	0.0026578903198242188	2
BIOMD0000000012	success	0.10296249389648438	0.002683401107788086	3
BIOMD0000000012	success	0.12201166152954102	0.0023849010467529297	4
BIOMD0000000012	success	0.13385415077209473	0.0023632049560546875	5
BIOMD0000000013	success	0.13263607025146484	0.006491184234619141	1
BIOMD0000000013	success	0.1463336944580078	0.006535530090332031	2
BIOMD0000000013	success	0.1659247875213623	0.006482839584350586	3
BIOMD0000000013	success	0.1812748908996582	0.006134986877441406	4
BIOMD0000000013	success	0.1956796646118164	0.006436824798583984	5
BIOMD0000000014	success	0.661501407623291	0.03326225280761719	1
BIOMD0000000014	success	0.660667896270752	0.032877445220947266	2
BIOMD0000000014	success	0.6838796138763428	0.03201937675476074	3
BIOMD0000000014	success	0.6989271640777588	0.031194448471069336	4
BIOMD0000000014	success	0.6772921085357666	0.030411958694458008	5
BIOMD0000000015	success	0.14778447151184082	0.0035593509674072266	1
BIOMD0000000015	success	0.16695618629455566	0.0030121803283691406	2
BIOMD0000000015	success	0.18786215782165527	0.0034520626068115234	3
BIOMD0000000015	success	0.20990347862243652	0.0037086009979248047	4
BIOMD0000000015	success	0.21658992767333984	0.0031023025512695312	5
BIOMD0000000016	success	0.04617500305175781	0.0025620460510253906	1
BIOMD0000000016	success	0.0630652904510498	0.0024881362915039062	2
BIOMD0000000016	success	0.08615732192993164	0.0024521350860595703	3
BIOMD0000000016	success	0.10596084594726562	0.002515554428100586	4
BIOMD0000000016	success	0.11944174766540527	0.002193927764892578	5
BIOMD0000000017	success	0.1072535514831543	0.004062175750732422	1
BIOMD0000000017	success	0.12369847297668457	0.003930091857910156	2
BIOMD0000000017	success	0.14498138427734375	0.004003047943115234	3
BIOMD0000000017	success	0.1643831729888916	0.0035707950592041016	4
BIOMD0000000017	success	0.17658329010009766	0.0034537315368652344	5
BIOMD0000000018	success	0.16771721839904785	0.004147052764892578	1
BIOMD0000000018	success	0.18952465057373047	0.0045642852783203125	2
BIOMD0000000018	success	0.2088913917541504	0.0039033889770507812	3
BIOMD0000000018	success	0.231461763381958	0.0040435791015625	4
BIOMD0000000018	success	0.23337078094482422	0.003962039947509766	5
BIOMD0000000019	success	0.3822624683380127	0.17824244499206543	1
BIOMD0000000019	success	0.4242072105407715	0.18750882148742676	2
BIOMD0000000019	success	0.4380197525024414	0.185638427734375	3
BIOMD0000000019	success	0.4506065845489502	0.1856250762939453	4
BIOMD0000000019	success	0.4552185535430908	0.17509126663208008	5
BIOMD0000000020	success	0.041085004806518555	0.0026557445526123047	1
BIOMD0000000020	success	0.05916881561279297	0.0025985240936279297	2
BIOMD0000000020	success	0.08058881759643555	0.002567768096923828	3
BIOMD0000000020	success	0.11502599716186523	0.003353595733642578	4
BIOMD0000000020	success	0.11225390434265137	0.0022149085998535156	5
BIOMD0000000021	success	0.08321428298950195	0.005124330520629883	1
BIOMD0000000021	success	0.10102701187133789	0.005044221878051758	2
BIOMD0000000021	success	0.12168502807617188	0.005112171173095703	3
BIOMD0000000021	success	0.14685416221618652	0.005110502243041992	4
BIOMD0000000021	success	0.15103673934936523	0.004533290863037109	5
BIOMD0000000022	success	0.09987330436706543	0.004942655563354492	1
BIOMD0000000022	success	0.1164553165435791	0.004800558090209961	2
BIOMD0000000022	success	0.1400763988494873	0.0048749446868896484	3
BIOMD0000000022	success	0.16158390045166016	0.004960298538208008	4
BIOMD0000000022	success	0.16797852516174316	0.004282474517822266	5
BIOMD0000000023	success	0.08547258377075195	0.0022537708282470703	1
BIOMD0000000023	success	0.10529828071594238	0.002224445343017578	2
BIOMD0000000023	success	0.12610626220703125	0.00218963623046875	3
BIOMD0000000023	success	0.14423847198486328	0.002307891845703125	4
BIOMD0000000023	success	0.15461492538452148	0.001954317092895508	5
BIOMD0000000024	failure	0.029505014419555664		1
BIOMD0000000024	failure	0.051598548889160156		2
BIOMD0000000024	failure	0.07252025604248047		3
BIOMD0000000024	failure	0.09295392036437988		4
BIOMD0000000024	failure	0.10601377487182617		5
BIOMD0000000025	failure	0.04252505302429199		1
BIOMD0000000025	failure	0.06223630905151367		2
BIOMD0000000025	failure	0.08285999298095703		3
BIOMD0000000025	failure	0.09883284568786621		4
BIOMD0000000025	failure	0.11472034454345703		5
BIOMD0000000026	success	0.055503129959106445	0.0026519298553466797	1
BIOMD0000000026	success	0.07327032089233398	0.002575397491455078	2
BIOMD0000000026	success	0.0939476490020752	0.0025739669799804688	3
BIOMD0000000026	success	0.11162543296813965	0.0026955604553222656	4
BIOMD0000000026	success	0.12456941604614258	0.0025856494903564453	5
BIOMD0000000027	success	0.04187154769897461	0.0016422271728515625	1
BIOMD0000000027	success	0.06215262413024902	0.0014688968658447266	2
BIOMD0000000027	success	0.08257317543029785	0.0014548301696777344	3
BIOMD0000000027	success	0.10167884826660156	0.0019941329956054688	4
BIOMD0000000027	success	0.12098360061645508	0.0016334056854248047	5
BIOMD0000000028	success	0.07850527763366699	0.0032842159271240234	1
BIOMD0000000028	success	0.09485220909118652	0.0032100677490234375	2
BIOMD0000000028	success	0.11327362060546875	0.0032308101654052734	3
BIOMD0000000028	success	0.15509772300720215	0.003589153289794922	4
BIOMD0000000028	success	0.1568140983581543	0.0033142566680908203	5
BIOMD0000000029	success	0.06617426872253418	0.0017774105072021484	1
BIOMD0000000029	success	0.08659482002258301	0.001712799072265625	2
BIOMD0000000029	success	0.10463690757751465	0.001697540283203125	3
BIOMD0000000029	success	0.13783788681030273	0.0016055107116699219	4
BIOMD0000000029	success	0.14385533332824707	0.0016252994537353516	5
BIOMD0000000030	success	0.08741974830627441	0.0036513805389404297	1
BIOMD0000000030	success	0.09970355033874512	0.003599405288696289	2
BIOMD0000000030	success	0.12325763702392578	0.0035762786865234375	3
BIOMD0000000030	success	0.1431732177734375	0.0037271976470947266	4
BIOMD0000000030	success	0.16498279571533203	0.0035924911499023438	5
BIOMD0000000031	success	0.041351318359375	0.0016281604766845703	1
