model	status	load_time	simulate_time	repeat
BIOMD0000000027	success	2.91668E-4	0.005500322	1
BIOMD0000000027	success	2.33068E-4	0.004483873	2
BIOMD0000000027	success	2.51272E-4	0.004485496	3
BIOMD0000000027	success	2.5023E-4	0.004524389	4
BIOMD0000000027	success	2.47805E-4	0.004569203	5
BIOMD0000000028	success	4.05121E-4	0.054928531	1
BIOMD0000000028	success	4.12144E-4	0.062547571	2
BIOMD0000000028	success	4.44505E-4	0.056275019	3
BIOMD0000000028	success	4.5812E-4	0.056747718	4
BIOMD0000000028	success	4.69362E-4	0.057291308	5
BIOMD0000000029	success	9.73068E-4	0.020839966	1
BIOMD0000000029	success	6.73134E-4	0.014106028	2
BIOMD0000000029	success	8.36191E-4	0.013261441	3
BIOMD0000000029	success	6.1225E-4	0.013924717	4
BIOMD0000000029	success	5.25266E-4	0.013627528	5
BIOMD0000000030	success	4.26682E-4	0.0785063	1
BIOMD0000000030	success	3.91144E-4	0.076703051	2
BIOMD0000000030	success	4.13607E-4	0.078894899	3
BIOMD0000000030	success	3.63894E-4	0.076123243	4
BIOMD0000000030	success	4.1486E-4	0.075833568	5
BIOMD0000000031	success	2.46804E-4	0.006500311	1
BIOMD0000000031	success	1.99134E-4	0.006573177	2
BIOMD0000000031	success	1.98774E-4	0.006501783	3
BIOMD0000000031	success	1.96078E-4	0.006566665	4
BIOMD0000000031	success	2.0229E-4	0.006507483	5
BIOMD0000000032	success	5.79419E-4	0.459113567	1
BIOMD0000000032	success	5.4302E-4	0.463540865	2
BIOMD0000000032	success	5.03015E-4	0.460381704	3
BIOMD0000000032	success	5.50233E-4	0.459729689	4
BIOMD0000000032	success	5.12382E-4	0.46815584	5
BIOMD0000000033	success	6.95346E-4	0.532837404	1
BIOMD0000000033	success	6.61492E-4	0.533018699	2
BIOMD0000000033	success	6.19644E-4	0.531301451	3
BIOMD0000000033	success	6.08553E-4	0.527321907	4
BIOMD0000000033	success	5.91922E-4	0.533612422	5
BIOMD0000000034	success	8.7331E-4	10.187380562	1
BIOMD0000000034	success	6.97289E-4	10.037948959	2
BIOMD0000000034	success	7.48005E-4	9.91693385	3
BIOMD0000000034	success	8.01365E-4	10.101543926	4
BIOMD0000000034	success	6.88042E-4	10.196646261	5
BIOMD0000000035	success	1.66603E-4	0.090597934	1
BIOMD0000000035	success	1.56453E-4	0.086462961	2
BIOMD0000000035	success	1.61664E-4	0.085343767	3
BIOMD0000000035	success	1.43129E-4	0.087649257	4
BIOMD0000000035	success	1.69659E-4	0.090602322	5
BIOMD0000000036	success	7.16765E-4	0.071911367	1
BIOMD0000000036	success	6.49078E-4	0.075713114	2
BIOMD0000000036	success	5.9132E-4	0.070092974	3
BIOMD0000000036	success	5.9166E-4	0.069800855	4
BIOMD0000000036	success	6.30734E-4	0.071322171	5
BIOMD0000000037	success	1.56323E-4	0.017698229	1
BIOMD0000000037	success	1.69348E-4	0.017896411	2
BIOMD0000000037	success	1.61183E-4	0.018021496	3
BIOMD0000000037	success	1.58878E-4	0.016290328	4
BIOMD0000000037	success	1.68286E-4	0.016214473	5
BIOMD0000000038	success	2.27216E-4	0.018677127	1
BIOMD0000000038	success	2.41213E-4	0.018757017	2
BIOMD0000000038	success	2.59247E-4	0.017524965	3
BIOMD0000000038	success	2.41233E-4	0.015765611	4
BIOMD0000000038	success	2.27487E-4	0.018744353	5
BIOMD0000000039	success	2.0789E-4	0.244325073	1
BIOMD0000000039	success	1.88274E-4	0.240112942	2
BIOMD0000000039	success	1.89065E-4	0.237504983	3
BIOMD0000000039	success	1.78646E-4	0.242938436	4
BIOMD0000000039	success	1.98363E-4	0.244253253	5
BIOMD0000000040	success	2.21515E-4	0.007386308	1
BIOMD0000000040	success	1.73385E-4	0.005554118	2
BIOMD0000000040	success	1.09315E-4	0.005821541	3
BIOMD0000000040	success	1.05759E-4	0.005926798	4
BIOMD0000000040	success	1.08303E-4	0.005818575	5
BIOMD0000000041	success	5.52397E-4	0.027506635	1
BIOMD0000000041	success	5.63918E-4	0.026675115	2
BIOMD0000000041	success	5.29263E-4	0.025301372	3
BIOMD0000000041	success	5.2171E-4	0.026206983	4
BIOMD0000000041	success	4.83478E-4	0.024974842	5
BIOMD0000000042	success	6.1768E-4	3.768336976	1
BIOMD0000000042	success	5.52067E-4	3.761308524	2
BIOMD0000000042	success	5.41066E-4	3.766220821	3
BIOMD0000000042	success	4.99538E-4	3.720493314	4
BIOMD0000000042	success	5.54641E-4	3.793713276	5
BIOMD0000000043	success	3.04572E-4	0.930343985	1
BIOMD0000000043	success	3.18027E-4	0.909873405	2
BIOMD0000000043	success	3.25652E-4	0.895258017	3
BIOMD0000000043	success	2.74295E-4	0.904843641	4
BIOMD0000000043	success	3.07026E-4	0.899668715	5
BIOMD0000000044	success	2.58184E-4	0.561685219	1
BIOMD0000000044	success	2.28329E-4	0.555840861	2
BIOMD0000000044	success	2.01047E-4	0.556396092	3
BIOMD0000000044	success	2.22227E-4	0.544904603	4
BIOMD0000000044	success	2.19422E-4	0.570244027	5
BIOMD0000000045	success	2.03472E-4	2.454669353	1
BIOMD0000000045	success	2.09914E-4	2.443164772	2
BIOMD0000000045	success	2.66541E-4	2.309970408	3
BIOMD0000000045	success	1.90037E-4	2.294617668	4
BIOMD0000000045	success	1.83575E-4	2.417015865	5
BIOMD0000000046	success	1.93744E-4	0.006012867	1
BIOMD0000000046	success	1.62765E-4	0.005876781	2
BIOMD0000000046	success	1.79247E-4	0.005929508	3
BIOMD0000000046	success	1.59209E-4	0.004959239	4
BIOMD0000000046	success	1.70039E-4	0.005061912	5
BIOMD0000000047	success	3.74072E-4	0.229015097	1
BIOMD0000000047	success	2.53586E-4	0.227969876	2
BIOMD0000000047	success	2.43857E-4	0.222797637	3
BIOMD0000000047	success	2.41583E-4	0.225438913	4
BIOMD0000000047	success	2.38488E-4	0.22152676	5
BIOMD0000000048	success	4.86814E-4	0.085025741	1
BIOMD0000000048	success	4.51758E-4	0.080916579	2
BIOMD0000000048	success	4.49123E-4	0.088212241	3
BIOMD0000000048	success	4.03668E-4	0.085739129	4
BIOMD0000000048	success	4.42911E-4	0.085798851	5
BIOMD0000000049	success	0.00187513	15.550897854	1
BIOMD0000000049	success	0.001890648	15.597540479	2
BIOMD0000000049	success	0.002045137	15.51828776	3
BIOMD0000000049	success	0.001910324	15.540209456	4
BIOMD0000000049	success	0.001882071	15.503154324	5
BIOMD0000000050	success	1.96559E-4	0.007762113	1
BIOMD0000000050	success	1.3853E-4	0.005565821	2
BIOMD0000000050	success	1.14054E-4	0.005553007	3
BIOMD0000000050	success	1.14545E-4	0.005548519	4
BIOMD0000000050	success	1.88183E-4	0.00686605	5
BIOMD0000000051	success	0.004522024	27.60622689	1
BIOMD0000000051	success	0.002173607	27.35102829	2
BIOMD0000000051	success	0.002150754	27.736183933	3
BIOMD0000000051	success	0.002039585	27.368267563	4
BIOMD0000000051	success	0.001881738	27.704169565	5
BIOMD0000000052	success	1.46274E-4	0.003200931	1
BIOMD0000000052	success	1.04085E-4	0.003141669	2
BIOMD0000000052	success	9.3796E-5	0.003122914	3
BIOMD0000000052	success	9.3515E-5	0.003121051	4
BIOMD0000000052	success	9.2373E-5	0.003102345	5
BIOMD0000000053	success	3.12677E-4	0.011588533	1
BIOMD0000000053	success	3.28195E-4	0.011561312	2
BIOMD0000000053	success	3.49324E-4	0.012955756	3
BIOMD0000000053	success	3.61207E-4	0.013033063	4
BIOMD0000000053	success	3.44004E-4	0.012908869	5
BIOMD0000000054	success	3.06365E-4	0.121436252	1
BIOMD0000000054	success	3.48644E-4	0.119098489	2
BIOMD0000000054	success	3.72789E-4	0.121494399	3
BIOMD0000000054	success	3.7872E-4	0.119042593	4
BIOMD0000000054	success	2.93049E-4	0.117453275	5
BIOMD0000000055	success	0.001474814	5.839005406	1
BIOMD0000000055	success	0.001279258	5.876663073	2
BIOMD0000000055	success	0.001021035	5.898020944	3
BIOMD0000000055	success	0.001007017	6.061256459	4
BIOMD0000000055	success	0.001096616	5.941048159	5
BIOMD0000000056	success	0.010975732	61.449942097	1
BIOMD0000000056	success	0.004745513	62.627993904	2
BIOMD0000000056	success	0.003583202	62.683264815	3
BIOMD0000000056	success	0.003531666	63.855384043	4
BIOMD0000000056	success	0.002617241	63.656719524	5
BIOMD0000000057	success	6.63833E-4	0.056637625	1
BIOMD0000000057	success	3.42862E-4	0.056840906	2
BIOMD0000000057	success	4.08946E-4	0.056644148	3
BIOMD0000000057	success	3.29106E-4	0.056479999	4
BIOMD0000000057	success	3.39596E-4	0.056331252	5
BIOMD0000000058	success	3.33635E-4	0.773561036	1
BIOMD0000000058	success	3.7375E-4	0.742359184	2
BIOMD0000000058	success	4.26699E-4	0.741943392	3
BIOMD0000000058	success	3.27323E-4	0.731354886	4
BIOMD0000000058	success	3.24617E-4	0.740392955	5
BIOMD0000000059	success	0.001353074	0.247332254	1
BIOMD0000000059	success	0.00131418	0.232728371	2
BIOMD0000000059	success	0.001089279	0.228851223	3
BIOMD0000000059	success	9.98619E-4	0.234095812	4
BIOMD0000000059	success	9.83311E-4	0.231382802	5
BIOMD0000000060	success	1.69156E-4	0.002620266	1
BIOMD0000000060	success	8.3907E-5	0.002614306	2
BIOMD0000000060	success	7.9439E-5	0.00263313	3
BIOMD0000000060	success	8.1162E-5	0.002651053	4
BIOMD0000000060	success	7.9229E-5	0.002666974	5
BIOMD0000000061	success	9.80677E-4	23.953712293	1
BIOMD0000000061	success	9.98329E-4	25.127951816	2
BIOMD0000000061	success	0.001008839	23.543755921	3
BIOMD0000000061	success	0.001066827	23.85147126	4
BIOMD0000000061	success	8.88683E-4	23.686160731	5
BIOMD0000000062	success	2.17367E-4	0.176841489	1
BIOMD0000000062	success	2.0277E-4	0.190681014	2
BIOMD0000000062	success	1.95286E-4	0.178298635	3
BIOMD0000000062	success	1.79976E-4	0.180050314	4
BIOMD0000000062	success	1.90256E-4	0.183363076	5
BIOMD0000000063	success	0.00341383	5.741602428	1
BIOMD0000000063	success	0.002996599	5.788323756	2
BIOMD0000000063	success	0.002856266	5.807021517	3
BIOMD0000000063	success	0.003018189	5.751863781	4
BIOMD0000000063	success	0.004176217	5.792184877	5
BIOMD0000000064	success	0.001732813	33.904015121	1
BIOMD0000000064	success	0.001458861	33.991943237	2
BIOMD0000000064	success	0.001226185	33.822312446	3
BIOMD0000000064	success	0.00131986	34.302610234	4
BIOMD0000000064	success	0.0012983	34.326114963	5
BIOMD0000000065	success	3.94338E-4	0.206885034	1
BIOMD0000000065	success	3.53221E-4	0.202432012	2
BIOMD0000000065	success	3.34817E-4	0.206659721	3
BIOMD0000000065	success	3.39425E-4	0.205428737	4
BIOMD0000000065	success	3.13456E-4	0.202952473	5
BIOMD0000000066	success	5.54928E-4	0.538181428	1
BIOMD0000000066	success	5.42024E-4	0.544068855	2
BIOMD0000000066	success	5.46302E-4	0.537392692	3
BIOMD0000000066	success	5.54939E-4	0.53927311	4
BIOMD0000000066	success	5.49898E-4	0.539183761	5
BIOMD0000000067	success	2.85865E-4	1.385546967	1
BIOMD0000000067	success	4.30716E-4	1.380604335	2
BIOMD0000000067	success	2.89291E-4	1.414379909	3
BIOMD0000000067	success	2.70646E-4	1.437612008	4
BIOMD0000000067	success	2.70025E-4	1.428370311	5
BIOMD0000000068	success	3.85802E-4	0.003029147	1
BIOMD0000000068	success	2.11044E-4	0.003055498	2
BIOMD0000000068	success	1.80628E-4	0.003012618	3
BIOMD0000000068	success	2.16324E-4	0.003079311	4
BIOMD0000000068	success	2.02399E-4	0.003026584	5
BIOMD0000000069	success	2.17988E-4	0.037888908	1
BIOMD0000000069	success	2.15633E-4	0.037878179	2
BIOMD0000000069	success	1.87E-4	0.035430018	3
BIOMD0000000069	success	1.72563E-4	0.03278151	4
BIOMD0000000069	success	1.84395E-4	0.033018255	5
BIOMD0000000070	success	0.001641141	25.950046481	1
BIOMD0000000070	success	0.001810137	26.353986971	2
BIOMD0000000070	success	0.001804767	25.947212713	3
BIOMD0000000070	success	0.001690985	26.019075963	4
BIOMD0000000070	success	0.001625461	24.759616757	5
BIOMD0000000071	success	0.001220784	1.974327841	1
BIOMD0000000071	success	0.001215123	1.959850659	2
BIOMD0000000071	success	0.001336891	1.989887379	3
BIOMD0000000071	success	0.001357109	2.03319633	4
BIOMD0000000071	success	0.001388619	2.066888981	5
BIOMD0000000072	success	1.18031E-4	0.004681047	1
BIOMD0000000072	success	1.04115E-4	0.005068104	2
BIOMD0000000072	success	9.0459E-5	0.005252487	3
BIOMD0000000072	success	8.9628E-5	0.005179312	4
BIOMD0000000072	success	8.9046E-5	0.005220577	5
BIOMD0000000073	success	8.15706E-4	1.239138296	1
BIOMD0000000073	success	8.21046E-4	1.204329518	2
BIOMD0000000073	success	8.41395E-4	1.170379047	3
BIOMD0000000073	success	7.67586E-4	1.181452532	4
BIOMD0000000073	success	8.30554E-4	1.189669313	5
BIOMD0000000074	success	8.90706E-4	2.022230637	1
BIOMD0000000074	success	9.70585E-4	2.050380906	2
BIOMD0000000074	success	8.30844E-4	2.034046468	3
BIOMD0000000074	success	9.63032E-4	2.090994906	4
BIOMD0000000074	success	8.63326E-4	2.081267801	5
BIOMD0000000075	success	0.00163522	0.300396365	1
BIOMD0000000075	success	0.001378389	0.293910679	2
BIOMD0000000075	success	8.38048E-4	0.296183633	3
BIOMD0000000075	success	7.31849E-4	0.291840486	4
BIOMD0000000075	success	7.40766E-4	0.296270374	5
BIOMD0000000076	success	2.00846E-4	0.001696574	1
BIOMD0000000076	success	1.38399E-4	0.001673992	2
BIOMD0000000076	success	1.48638E-4	0.002016863	3
BIOMD0000000076	success	1.34432E-4	0.00169397	4
BIOMD0000000076	success	1.48548E-4	0.001956771	5
BIOMD0000000077	success	3.20179E-4	0.011392715	1
BIOMD0000000077	success	3.16121E-4	0.011126698	2
BIOMD0000000077	success	2.66107E-4	0.010918267	3
BIOMD0000000077	success	2.63223E-4	0.011398056	4
BIOMD0000000077	success	3.26451E-4	0.011602547	5
BIOMD0000000078	success	0.001011493	1.309077375	1
BIOMD0000000078	success	0.001187682	1.282096414	2
BIOMD0000000078	success	9.53474E-4	1.23966642	3
BIOMD0000000078	success	9.89542E-4	1.338981525	4
BIOMD0000000078	success	9.36733E-4	1.331003946	5
BIOMD0000000079	success	3.34536E-4	0.254712831	1
BIOMD0000000079	success	3.32502E-4	0.254586744	2
BIOMD0000000079	success	2.79523E-4	0.255328552	3
BIOMD0000000079	success	2.65867E-4	0.248962633	4
BIOMD0000000079	success	2.81287E-4	0.24962501	5
BIOMD0000000080	success	1.50862E-4	0.002618639	1
BIOMD0000000080	success	1.15827E-4	0.002528681	2
BIOMD0000000080	success	1.17881E-4	0.002573084	3
BIOMD0000000080	success	1.12771E-4	0.002549089	4
BIOMD0000000080	success	1.11378E-4	0.00250155	5
BIOMD0000000081	success	0.00121346	0.265869603	1
BIOMD0000000081	success	0.001491992	0.248490487	2
BIOMD0000000081	success	0.001267762	0.250405651	3
BIOMD0000000081	success	0.001540272	0.248771353	4
BIOMD0000000081	success	9.75224E-4	0.246424913	5
BIOMD0000000082	success	1.85717E-4	0.002472787	1
BIOMD0000000082	success	2.25512E-4	0.004604955	2
BIOMD0000000082	success	1.81039E-4	0.003878226	3
BIOMD0000000082	success	1.76851E-4	0.00380037	4
BIOMD0000000082	success	1.35103E-4	0.002493545	5
BIOMD0000000083	success	8.63145E-4	7.604861942	1
BIOMD0000000083	success	9.33246E-4	7.789370115	2
BIOMD0000000083	success	9.31062E-4	7.830478022	3
BIOMD0000000083	success	8.8166E-4	7.792771521	4
BIOMD0000000083	success	8.84515E-4	7.789768266	5
BIOMD0000000084	success	1.94504E-4	0.021658188	1
BIOMD0000000084	success	1.28461E-4	0.019324684	2
BIOMD0000000084	success	1.24042E-4	0.020030714	3
BIOMD0000000084	success	1.30514E-4	0.020682051	4
BIOMD0000000084	success	1.19013E-4	0.020341106	5
BIOMD0000000085	success	4.15347E-4	0.01714182	1
BIOMD0000000085	success	3.66576E-4	0.016822051	2
BIOMD0000000085	success	3.66777E-4	0.017197124	3
BIOMD0000000085	success	3.67828E-4	0.017742493	4
BIOMD0000000085	success	3.90671E-4	0.016640613	5
BIOMD0000000086	success	5.64677E-4	0.026582461	1
BIOMD0000000086	success	5.09483E-4	0.025975546	2
BIOMD0000000086	success	5.68092E-4	0.025578804	3
BIOMD0000000086	success	5.89954E-4	0.026737081	4
BIOMD0000000086	success	5.70407E-4	0.033485124	5
BIOMD0000000087	success	9.9946E-4	0.125490771	1
BIOMD0000000087	success	5.60038E-4	0.11486946	2
BIOMD0000000087	success	5.34069E-4	0.11435085	3
BIOMD0000000087	success	5.3942E-4	0.11316444	4
BIOMD0000000087	success	5.28869E-4	0.113560622	5
BIOMD0000000088	success	0.001531284	2.846817914	1
BIOMD0000000088	success	0.001618297	2.932738856	2
BIOMD0000000088	success	0.001704419	2.940749977	3
BIOMD0000000088	success	0.002449102	2.852424334	4
BIOMD0000000088	success	0.001503262	2.951298746	5
BIOMD0000000089	success	7.76693E-4	9.587455199	1
BIOMD0000000089	success	8.08403E-4	9.54166015	2
BIOMD0000000089	success	7.08896E-4	9.240155323	3
BIOMD0000000089	success	7.61344E-4	9.293718744	4
BIOMD0000000089	success	7.68378E-4	9.622412488	5
BIOMD0000000090	success	4.12401E-4	1.465349191	1
BIOMD0000000090	success	3.6385E-4	1.477665159	2
BIOMD0000000090	success	4.01401E-4	1.450966771	3
BIOMD0000000090	success	4.05228E-4	1.413011945	4
BIOMD0000000090	success	3.80632E-4	1.397401028	5
BIOMD0000000091	success	3.32552E-4	0.04348603	1
BIOMD0000000091	success	2.20582E-4	0.04506847	2
BIOMD0000000091	success	2.20252E-4	0.042187051	3
BIOMD0000000091	success	2.28768E-4	0.046609383	4
BIOMD0000000091	success	3.62048E-4	0.048077951	5
BIOMD0000000092	success	8.528E-5	8.03413E-4	1
BIOMD0000000092	success	6.0493E-5	7.99235E-4	2
BIOMD0000000092	success	6.402E-5	8.33209E-4	3
BIOMD0000000092	success	7.4569E-5	8.37086E-4	4
BIOMD0000000092	success	5.9281E-5	7.32871E-4	5
BIOMD0000000093	success	5.63254E-4	0.109303807	1
BIOMD0000000093	success	6.48233E-4	0.109404897	2
BIOMD0000000093	success	6.29607E-4	0.107944844	3
BIOMD0000000093	success	6.0964E-4	0.110042377	4
BIOMD0000000093	success	5.62973E-4	0.106744078	5
BIOMD0000000094	success	5.54257E-4	0.105976543	1
BIOMD0000000094	success	5.90795E-4	0.104876103	2
BIOMD0000000094	success	6.18167E-4	0.104728457	3
BIOMD0000000094	success	6.17224E-4	0.106761431	4
BIOMD0000000094	success	5.44108E-4	0.106521862	5
BIOMD0000000095	success	7.38732E-4	2.551188292	1
BIOMD0000000095	success	7.49141E-4	2.395557071	2
BIOMD0000000095	success	6.5789E-4	2.349151774	3
BIOMD0000000095	success	7.29013E-4	2.423638547	4
BIOMD0000000095	success	7.52338E-4	2.379382791	5
BIOMD0000000096	success	7.94667E-4	3.765140107	1
BIOMD0000000096	success	7.79669E-4	3.781467082	2
BIOMD0000000096	success	6.93257E-4	3.839051215	3
BIOMD0000000096	success	7.73006E-4	3.61883497	4
BIOMD0000000096	success	6.95751E-4	3.677585987	5
BIOMD0000000097	success	7.93775E-4	5.19452726	1
BIOMD0000000097	success	8.40272E-4	5.174812364	2
BIOMD0000000097	success	8.37226E-4	5.176865243	3
BIOMD0000000097	success	8.44419E-4	5.175699288	4
BIOMD0000000097	success	7.1604E-4	5.188038247	5
BIOMD0000000098	success	1.84015E-4	0.524881186	1
BIOMD0000000098	success	1.50913E-4	0.508979379	2
BIOMD0000000098	success	1.66211E-4	0.517205768	3
BIOMD0000000098	success	1.65049E-4	0.500140995	4
BIOMD0000000098	success	1.63907E-4	0.499988739	5
BIOMD0000000099	success	1.52175E-4	0.07125407	1
BIOMD0000000099	success	1.72332E-4	0.072712047	2
BIOMD0000000099	success	1.73825E-4	0.071233032	3
BIOMD0000000099	success	1.64658E-4	0.072228163	4
BIOMD0000000099	success	1.55231E-4	0.070587693	5
BIOMD0000000100	success	3.27332E-4	3.819641803	1
BIOMD0000000100	success	3.53231E-4	3.860201407	2
BIOMD0000000100	success	3.47701E-4	3.843826949	3
BIOMD0000000100	success	3.49333E-4	3.741823381	4
BIOMD0000000100	success	3.40838E-4	3.664587575	5
