model	status	load_time	simulate_time	repeat
BIOMD0000000001	success	0.1087954044342041	0.0003027915954589844	1
BIOMD0000000001	success	0.11396193504333496	0.00032806396484375	2
BIOMD0000000001	success	0.11591768264770508	0.0003237724304199219	3
BIOMD0000000001	success	0.11414480209350586	0.00032258033752441406	4
BIOMD0000000001	success	0.11641645431518555	0.0003287792205810547	5
BIOMD0000000002	success	0.107757568359375	0.0003247261047363281	1
BIOMD0000000002	success	0.11560511589050293	0.00038814544677734375	2
BIOMD0000000002	success	0.11580348014831543	0.00039386749267578125	3
BIOMD0000000002	success	0.11606645584106445	0.0004105567932128906	4
BIOMD0000000002	success	0.11619973182678223	0.00042128562927246094	5
BIOMD0000000003	success	0.04978585243225098	0.0013833045959472656	1
BIOMD0000000003	success	0.052886247634887695	0.0016901493072509766	2
BIOMD0000000003	success	0.05310320854187012	0.00168609619140625	3
BIOMD0000000003	success	0.05320167541503906	0.0016903877258300781	4
BIOMD0000000003	success	0.05351138114929199	0.001676797866821289	5
BIOMD0000000004	success	0.051827192306518555	0.0016515254974365234	1
BIOMD0000000004	success	0.05506324768066406	0.0019335746765136719	2
BIOMD0000000004	success	0.05507802963256836	0.0019381046295166016	3
BIOMD0000000004	success	0.055228471755981445	0.0019409656524658203	4
BIOMD0000000004	success	0.05574297904968262	0.0019423961639404297	5
BIOMD0000000005	success	0.05586385726928711	0.0010004043579101562	1
BIOMD0000000005	success	0.059507131576538086	0.0011410713195800781	2
BIOMD0000000005	success	0.05956840515136719	0.0011451244354248047	3
BIOMD0000000005	success	0.05982208251953125	0.001142263412475586	4
BIOMD0000000005	success	0.05966544151306152	0.0011501312255859375	5
BIOMD0000000006	success	0.03704237937927246	0.0006368160247802734	1
BIOMD0000000006	success	0.03981661796569824	0.0007174015045166016	2
BIOMD0000000006	success	0.03960227966308594	0.0007023811340332031	3
BIOMD0000000006	success	0.03964066505432129	0.0007228851318359375	4
BIOMD0000000006	success	0.03978896141052246	0.0007159709930419922	5
BIOMD0000000007	success	0.1393263339996338	0.001394510269165039	1
BIOMD0000000007	success	0.1496431827545166	0.0015735626220703125	2
BIOMD0000000007	success	0.14721083641052246	0.0013949871063232422	3
BIOMD0000000007	success	0.15448451042175293	0.0015685558319091797	4
BIOMD0000000007	success	0.15010595321655273	0.0015707015991210938	5
BIOMD0000000008	success	0.05973625183105469	0.0008113384246826172	1
BIOMD0000000008	success	0.06375360488891602	0.0009295940399169922	2
BIOMD0000000008	success	0.06385111808776855	0.0009322166442871094	3
BIOMD0000000008	success	0.06379556655883789	0.0009434223175048828	4
BIOMD0000000008	success	0.06423759460449219	0.000942230224609375	5
BIOMD0000000009	success	0.11523818969726562	0.00041365623474121094	1
BIOMD0000000009	success	0.12311100959777832	0.00046944618225097656	2
BIOMD0000000009	success	0.1232309341430664	0.00047850608825683594	3
BIOMD0000000009	success	0.1209573745727539	0.0004649162292480469	4
BIOMD0000000009	success	0.12822484970092773	0.0004646778106689453	5
BIOMD0000000010	success	0.0605473518371582	0.0003681182861328125	1
BIOMD0000000010	success	0.0646965503692627	0.000408172607421875	2
BIOMD0000000010	success	0.06488871574401855	0.0004150867462158203	3
BIOMD0000000010	success	0.06261277198791504	0.0004210472106933594	4
BIOMD0000000010	success	0.06292843818664551	0.0004177093505859375	5
BIOMD0000000011	success	0.10242319107055664	0.0006084442138671875	1
BIOMD0000000011	success	0.1102144718170166	0.0006830692291259766	2
BIOMD0000000011	success	0.11057782173156738	0.0006935596466064453	3
BIOMD0000000011	success	0.1075439453125	0.0006947517395019531	4
BIOMD0000000011	success	0.10595273971557617	0.0006182193756103516	5
BIOMD0000000012	success	0.07122087478637695	0.0005950927734375	1
BIOMD0000000012	success	0.07624650001525879	0.0007419586181640625	2
BIOMD0000000012	success	0.07615423202514648	0.0007472038269042969	3
BIOMD0000000012	success	0.07338857650756836	0.0007529258728027344	4
BIOMD0000000012	success	0.07216715812683105	0.0006430149078369141	5
BIOMD0000000013	success	0.1327822208404541	0.0014204978942871094	1
BIOMD0000000013	success	0.14257216453552246	0.001617431640625	2
BIOMD0000000013	success	0.14272499084472656	0.0015935897827148438	3
BIOMD0000000013	success	0.13913559913635254	0.001438140869140625	4
BIOMD0000000013	success	0.1387343406677246	0.0014352798461914062	5
BIOMD0000000014	success	0.6400315761566162	0.006640434265136719	1
BIOMD0000000014	success	0.6877813339233398	0.007766246795654297	2
BIOMD0000000014	success	0.6802468299865723	0.00783395767211914	3
BIOMD0000000014	success	0.6703543663024902	0.007775306701660156	4
BIOMD0000000014	success	0.6719303131103516	0.007864952087402344	5
BIOMD0000000015	success	0.12453413009643555	0.0006375312805175781	1
BIOMD0000000015	success	0.13434195518493652	0.0006997585296630859	2
BIOMD0000000015	success	0.13251876831054688	0.0006780624389648438	3
BIOMD0000000015	success	0.13159584999084473	0.0007352828979492188	4
BIOMD0000000015	success	0.13390398025512695	0.0006680488586425781	5
BIOMD0000000016	success	0.06326842308044434	0.00031876564025878906	1
BIOMD0000000016	success	0.0641012191772461	0.00037980079650878906	2
BIOMD0000000016	success	0.06178021430969238	0.00039386749267578125	3
BIOMD0000000016	success	0.06343889236450195	0.00037384033203125	4
BIOMD0000000016	success	0.06299114227294922	0.0003681182861328125	5
BIOMD0000000017	success	0.09989023208618164	0.0008139610290527344	1
BIOMD0000000017	success	0.10239100456237793	0.0008673667907714844	2
BIOMD0000000017	success	0.10308694839477539	0.0008966922760009766	3
BIOMD0000000017	success	0.10008621215820312	0.0008854866027832031	4
BIOMD0000000017	success	0.10190486907958984	0.0008795261383056641	5
BIOMD0000000018	success	0.1722714900970459	0.0006868839263916016	1
BIOMD0000000018	success	0.1759037971496582	0.0006933212280273438	2
BIOMD0000000018	success	0.1739344596862793	0.0006997585296630859	3
BIOMD0000000018	success	0.1733686923980713	0.0007007122039794922	4
BIOMD0000000018	success	0.17663836479187012	0.0007047653198242188	5
BIOMD0000000019	success	0.49091219902038574	0.0311887264251709	1
BIOMD0000000019	success	0.4995408058166504	0.03364419937133789	2
BIOMD0000000019	success	0.5010347366333008	0.033654212951660156	3
BIOMD0000000019	success	0.5008559226989746	0.03360342979431152	4
BIOMD0000000019	success	0.49903345108032227	0.033532142639160156	5
BIOMD0000000020	success	0.06620216369628906	0.0003483295440673828	1
BIOMD0000000020	success	0.06812691688537598	0.0004057884216308594	2
BIOMD0000000020	success	0.06865215301513672	0.0004124641418457031	3
BIOMD0000000020	success	0.06879281997680664	0.00040340423583984375	4
BIOMD0000000020	success	0.06860780715942383	0.0004029273986816406	5
BIOMD0000000021	success	0.08818960189819336	0.0013017654418945312	1
BIOMD0000000021	success	0.08930039405822754	0.0013110637664794922	2
BIOMD0000000021	success	0.09091401100158691	0.0013175010681152344	3
BIOMD0000000021	success	0.09077000617980957	0.0012977123260498047	4
BIOMD0000000021	success	0.09073495864868164	0.0013027191162109375	5
BIOMD0000000022	success	0.10182046890258789	0.0012011528015136719	1
BIOMD0000000022	success	0.10367059707641602	0.0012421607971191406	2
BIOMD0000000022	success	0.10441446304321289	0.0012395381927490234	3
BIOMD0000000022	success	0.10329604148864746	0.001233816146850586	4
BIOMD0000000022	success	0.10230302810668945	0.0010814666748046875	5
BIOMD0000000023	success	0.08402132987976074	0.000514984130859375	1
BIOMD0000000023	success	0.0846703052520752	0.0005433559417724609	2
BIOMD0000000023	success	0.0863029956817627	0.0005271434783935547	3
BIOMD0000000023	success	0.08482098579406738	0.0005352497100830078	4
BIOMD0000000023	success	0.0865638256072998	0.0005407333374023438	5
BIOMD0000000024	failure	0.03820180892944336		1
BIOMD0000000024	failure	0.03925657272338867		2
BIOMD0000000024	failure	0.03762531280517578		3
BIOMD0000000024	failure	0.03931617736816406		4
BIOMD0000000024	failure	0.03960442543029785		5
BIOMD0000000025	failure	0.0555880069732666		1
BIOMD0000000025	failure	0.05492401123046875		2
BIOMD0000000025	failure	0.05644488334655762		3
BIOMD0000000025	failure	0.05671405792236328		4
BIOMD0000000025	failure	0.0568394660949707		5
BIOMD0000000026	success	0.07814717292785645	0.0006060600280761719	1
BIOMD0000000026	success	0.08062887191772461	0.0005881786346435547	2
BIOMD0000000026	success	0.08152008056640625	0.0005960464477539062	3
BIOMD0000000026	success	0.07881355285644531	0.0006048679351806641	4
BIOMD0000000026	success	0.08089303970336914	0.0005984306335449219	5
BIOMD0000000027	success	0.05616354942321777	0.0003566741943359375	1
BIOMD0000000027	success	0.05713486671447754	0.0004017353057861328	2
BIOMD0000000027	success	0.06544041633605957	0.0004189014434814453	3
BIOMD0000000027	success	0.055564165115356445	0.00034236907958984375	4
BIOMD0000000027	success	0.05742835998535156	0.0004119873046875	5
BIOMD0000000028	success	0.10828971862792969	0.0007219314575195312	1
BIOMD0000000028	success	0.11196303367614746	0.0008182525634765625	2
BIOMD0000000028	success	0.1091911792755127	0.0007369518280029297	3
BIOMD0000000028	success	0.10956692695617676	0.0008237361907958984	4
BIOMD0000000028	success	0.11221480369567871	0.0008280277252197266	5
BIOMD0000000029	success	0.07778787612915039	0.00034737586975097656	1
BIOMD0000000029	success	0.07727527618408203	0.00039696693420410156	2
BIOMD0000000029	success	0.07728195190429688	0.00040268898010253906	3
BIOMD0000000029	success	0.07830405235290527	0.0003745555877685547	4
BIOMD0000000029	success	0.07651710510253906	0.00041031837463378906	5
BIOMD0000000030	success	0.12110686302185059	0.0009212493896484375	1
BIOMD0000000030	success	0.12212944030761719	0.0009334087371826172	2
BIOMD0000000030	success	0.11982464790344238	0.00086212158203125	3
BIOMD0000000030	success	0.12257647514343262	0.0009403228759765625	4
BIOMD0000000030	success	0.1247248649597168	0.0009629726409912109	5
BIOMD0000000031	success	0.05911755561828613	0.00041794776916503906	1
BIOMD0000000031	success	0.05899238586425781	0.0004265308380126953	2
BIOMD0000000031	success	0.058264970779418945	0.0004329681396484375	3
BIOMD0000000031	success	0.059232473373413086	0.0004353523254394531	4
BIOMD0000000031	success	0.05935525894165039	0.0004591941833496094	5
BIOMD0000000032	success	0.1716909408569336	0.008147239685058594	1
BIOMD0000000032	success	0.1737995147705078	0.00816488265991211	2
BIOMD0000000032	success	0.17413711547851562	0.008159637451171875	3
BIOMD0000000032	success	0.17499375343322754	0.008150100708007812	4
BIOMD0000000032	success	0.17780494689941406	0.008162975311279297	5
BIOMD0000000033	success	0.1769874095916748	0.0029218196868896484	1
BIOMD0000000033	success	0.18184781074523926	0.002918243408203125	2
BIOMD0000000033	success	0.17756271362304688	0.0029418468475341797	3
BIOMD0000000033	success	0.1817185878753662	0.002948760986328125	4
BIOMD0000000033	success	0.17968297004699707	0.0029535293579101562	5
BIOMD0000000034	failure	0.1769874095916748		1
BIOMD0000000034	failure	0.18184781074523926		2
BIOMD0000000034	failure	0.17756271362304688		3
BIOMD0000000034	failure	0.1817185878753662		4
BIOMD0000000034	failure	0.17968297004699707		5
BIOMD0000000035	success	0.06666302680969238	0.004717826843261719	1
BIOMD0000000035	success	0.06734800338745117	0.004725217819213867	2
BIOMD0000000035	success	0.06713628768920898	0.004131317138671875	3
BIOMD0000000035	success	0.06688117980957031	0.00473332405090332	4
BIOMD0000000035	success	0.0686490535736084	0.004812479019165039	5
BIOMD0000000036	success	0.044654130935668945	0.0008494853973388672	1
BIOMD0000000036	success	0.045111894607543945	0.0010304450988769531	2
BIOMD0000000036	success	0.04505133628845215	0.0010144710540771484	3
BIOMD0000000036	success	0.04558062553405762	0.001035928726196289	4
BIOMD0000000036	success	0.04552006721496582	0.0010242462158203125	5
BIOMD0000000037	success	0.06468319892883301	0.0007414817810058594	1
BIOMD0000000037	success	0.06586813926696777	0.0007457733154296875	2
BIOMD0000000037	success	0.06455850601196289	0.0007772445678710938	3
BIOMD0000000037	success	0.0662839412689209	0.0007419586181640625	4
BIOMD0000000037	success	0.06612038612365723	0.0007486343383789062	5
BIOMD0000000038	success	0.07945036888122559	0.0008544921875	1
BIOMD0000000038	success	0.08155059814453125	0.0008478164672851562	2
BIOMD0000000038	success	0.07891488075256348	0.0008442401885986328	3
BIOMD0000000038	success	0.08166050910949707	0.0008492469787597656	4
BIOMD0000000038	success	0.08174514770507812	0.000850677490234375	5
BIOMD0000000039	success	0.05440711975097656	0.0035631656646728516	1
BIOMD0000000039	success	0.05584096908569336	0.0043184757232666016	2
BIOMD0000000039	success	0.05470132827758789	0.0038857460021972656	3
BIOMD0000000039	success	0.054342031478881836	0.004297018051147461	4
BIOMD0000000039	success	0.05582547187805176	0.0035207271575927734	5
BIOMD0000000040	success	0.04397273063659668	0.0013799667358398438	1
BIOMD0000000040	success	0.04471230506896973	0.0013599395751953125	2
BIOMD0000000040	success	0.04339933395385742	0.0013434886932373047	3
BIOMD0000000040	success	0.04508638381958008	0.0013663768768310547	4
BIOMD0000000040	success	0.044348716735839844	0.001377105712890625	5
BIOMD0000000041	success	0.07311725616455078	0.0006756782531738281	1
BIOMD0000000041	success	0.07380938529968262	0.0006077289581298828	2
BIOMD0000000041	success	0.0728006362915039	0.0006811618804931641	3
BIOMD0000000041	success	0.07561826705932617	0.0006852149963378906	4
BIOMD0000000041	success	0.07554864883422852	0.0006818771362304688	5
BIOMD0000000042	success	0.1171572208404541	0.002842426300048828	1
BIOMD0000000042	success	0.11790060997009277	0.0028443336486816406	2
BIOMD0000000042	success	0.11682391166687012	0.002846240997314453	3
BIOMD0000000042	success	0.11967897415161133	0.002830982208251953	4
BIOMD0000000042	success	0.11969733238220215	0.00281524658203125	5
BIOMD0000000043	success	0.05875897407531738	0.024062156677246094	1
BIOMD0000000043	success	0.05807232856750488	0.025684118270874023	2
BIOMD0000000043	success	0.05906200408935547	0.02224254608154297	3
BIOMD0000000043	success	0.05857372283935547	0.0255587100982666	4
BIOMD0000000043	success	0.0598757266998291	0.02591228485107422	5
BIOMD0000000044	success	0.05634117126464844	0.012819290161132812	1
BIOMD0000000044	success	0.05691051483154297	0.016251325607299805	2
BIOMD0000000044	success	0.05625629425048828	0.01491999626159668	3
BIOMD0000000044	success	0.057173728942871094	0.0162506103515625	4
BIOMD0000000044	success	0.05641818046569824	0.015885353088378906	5
BIOMD0000000045	success	0.06323719024658203	0.02877020835876465	1
BIOMD0000000045	success	0.05851554870605469	0.028787612915039062	2
BIOMD0000000045	success	0.05570721626281738	0.02887868881225586	3
BIOMD0000000045	success	0.05711841583251953	0.028769969940185547	4
BIOMD0000000045	success	0.05757617950439453	0.028926849365234375	5
BIOMD0000000046	success	0.0754091739654541	0.0005743503570556641	1
BIOMD0000000046	success	0.07814955711364746	0.0005030632019042969	2
BIOMD0000000046	success	0.07620024681091309	0.0005595684051513672	3
BIOMD0000000046	success	0.07705307006835938	0.0005223751068115234	4
BIOMD0000000046	success	0.07890439033508301	0.0005965232849121094	5
BIOMD0000000047	success	0.05538177490234375	0.0007698535919189453	1
BIOMD0000000047	success	0.05599522590637207	0.0009145736694335938	2
BIOMD0000000047	success	0.056121826171875	0.0009222030639648438	3
BIOMD0000000047	success	0.05718994140625	0.0009219646453857422	4
BIOMD0000000047	success	0.0581355094909668	0.0008373260498046875	5
BIOMD0000000048	success	0.11458325386047363	0.000457763671875	1
BIOMD0000000048	success	0.11802959442138672	0.00043892860412597656	2
BIOMD0000000048	success	0.11575865745544434	0.0004048347473144531	3
BIOMD0000000048	success	0.11644721031188965	0.0004086494445800781	4
BIOMD0000000048	success	0.11820840835571289	0.0004448890686035156	5
BIOMD0000000049	success	0.5385103225708008	0.005781888961791992	1
BIOMD0000000049	success	0.5548591613769531	0.005707263946533203	2
BIOMD0000000049	success	0.5458629131317139	0.005202293395996094	3
BIOMD0000000049	success	0.5513298511505127	0.005701303482055664	4
BIOMD0000000049	success	0.5843732357025146	0.0057239532470703125	5
BIOMD0000000050	success	0.07914590835571289	0.0006968975067138672	1
BIOMD0000000050	success	0.08144402503967285	0.0007815361022949219	2
BIOMD0000000050	success	0.07912206649780273	0.0007607936859130859	3
BIOMD0000000050	success	0.08249425888061523	0.0008218288421630859	4
BIOMD0000000050	success	0.0820302963256836	0.0007004737854003906	5
