model	objective_value	load_time	simulate_time	repeat
RECON1	0.0	5.217274904251099	0.0474696159362793	1
RECON1	0.0	5.124531030654907	0.07429075241088867	2
RECON1	0.0	5.232892751693726	0.1924750804901123	3
RECON1	0.0	5.341173410415649	0.2017216682434082	4
RECON1	0.0	5.372676849365234	0.20769214630126953	5
Recon3D	755.0032155506631	11.75755524635315	1.485733985900879	1
Recon3D	755.0032155506631	11.870020389556885	1.5121114253997803	2
Recon3D	755.0032155506631	11.756372213363647	1.4736037254333496	3
Recon3D	755.0032155506631	11.778454780578613	1.5179200172424316	4
Recon3D	755.0032155506631	11.911181449890137	1.5115628242492676	5
STM_v1_0	0.47783366076071954	3.3377435207366943	0.32944560050964355	1
STM_v1_0	0.47783366076071954	3.4698777198791504	0.33718323707580566	2
STM_v1_0	0.47783366076071954	3.3365209102630615	0.3348722457885742	3
STM_v1_0	0.47783366076071954	3.4776947498321533	0.2910950183868408	4
STM_v1_0	0.47783366076071954	3.3832900524139404	0.35497450828552246	5
e_coli_core	0.8739215069684303	0.180938720703125	0.003043651580810547	1
e_coli_core	0.8739215069684303	0.17060279846191406	0.008975028991699219	2
e_coli_core	0.8739215069684303	0.18812918663024902	0.015119791030883789	3
e_coli_core	0.8739215069684303	0.18485355377197266	0.008519172668457031	4
e_coli_core	0.8739215069684303	0.19083595275878906	0.013756275177001953	5
iAB_RBC_283	2.9355614666667216	0.6747212409973145	0.013105392456054688	1
iAB_RBC_283	2.9355614666667216	0.6753880977630615	0.03911995887756348	2
iAB_RBC_283	2.9355614666667216	0.63580322265625	0.04048800468444824	3
iAB_RBC_283	2.9355614666667216	0.6793208122253418	0.02172088623046875	4
iAB_RBC_283	2.9355614666667216	0.6674072742462158	0.04451322555541992	5
iAF1260	0.7367009388623597	3.4775760173797607	0.18052911758422852	1
iAF1260	0.7367009388623597	3.525193691253662	0.2833290100097656	2
iAF1260	0.7367009388623597	3.3807528018951416	0.27880191802978516	3
