model	objective_value	load_time	simulate_time	repeat
RECON1	0.0	5.189336776733398	0.12123298645019531	1
RECON1	0.0	5.4348649978637695	0.0746617317199707	2
RECON1	0.0	5.303218126296997	0.07865190505981445	3
RECON1	0.0	5.3264689445495605	0.20164132118225098	4
RECON1	0.0	5.24375057220459	0.21259188652038574	5
Recon3D	755.0032155506631	11.634344577789307	1.4958817958831787	1
Recon3D	755.0032155506631	11.794864892959595	1.5276286602020264	2
Recon3D	755.0032155506631	11.875611782073975	1.5281622409820557	3
Recon3D	755.0032155506631	11.370181560516357	1.4256794452667236	4
Recon3D	755.0032155506631	11.80221676826477	1.5230789184570312	5
STM_v1_0	0.47783366076071954	3.3989040851593018	0.2649388313293457	1
STM_v1_0	0.47783366076071954	3.341289758682251	0.34900331497192383	2
STM_v1_0	0.47783366076071954	3.422645092010498	0.32329678535461426	3
STM_v1_0	0.47783366076071954	3.46506929397583	0.3496389389038086	4
STM_v1_0	0.47783366076071954	3.430938959121704	0.3534412384033203	5
e_coli_core	0.8739215069684303	0.1890125274658203	0.006766080856323242	1
e_coli_core	0.8739215069684303	0.1824655532836914	0.01052546501159668	2
e_coli_core	0.8739215069684303	0.18666386604309082	0.011612176895141602	3
e_coli_core	0.8739215069684303	0.1891164779663086	0.01257634162902832	4
e_coli_core	0.8739215069684303	0.1843428611755371	0.014349699020385742	5
iAB_RBC_283	2.9355614666667216	0.6645300388336182	0.014097213745117188	1
iAB_RBC_283	2.9355614666667216	0.686762809753418	0.03973841667175293	2
iAB_RBC_283	2.9355614666667216	0.6750390529632568	0.04482913017272949	3
iAB_RBC_283	2.9355614666667216	0.680875301361084	0.04710865020751953	4
iAB_RBC_283	2.9355614666667216	0.6537473201751709	0.02084493637084961	5
iAF1260	0.7367009388623597	3.48551082611084	0.22750043869018555	1
iAF1260	0.7367009388623597	3.4632108211517334	0.2875058650970459	2
iAF1260	0.7367009388623597	3.4369966983795166	0.2836019992828369	3
iAF1260	0.7367009388623597	3.3645522594451904	0.28527116775512695	4
iAF1260	0.7367009388623597	3.434767246246338	0.293428897857666	5
iAF1260b	0.7367009388648791	3.3305037021636963	0.26783180236816406	1
iAF1260b	0.7367009388648791	3.399836778640747	0.2753469944000244	2
iAF1260b	0.7367009388648791	3.4471006393432617	0.28011560440063477	3
iAF1260b	0.7367009388648791	3.474346876144409	0.23430538177490234	4
iAF1260b	0.7367009388648791	3.3405752182006836	0.2925260066986084	5
iAF692	0.026780467547181067	1.0452046394348145	0.03877425193786621	1
iAF692	0.026780467547181067	1.1879074573516846	0.07278847694396973	2
iAF692	0.026780467547181067	1.05079984664917	0.07703351974487305	3
iAF692	0.026780467547181067	1.1889257431030273	0.08162474632263184	4
iAF692	0.026780467547181067	1.0404841899871826	0.08333230018615723	5
iAF987	0.04732237605613248	1.9905750751495361	0.1030120849609375	1
iAF987	0.04732237605613248	2.0360052585601807	0.15421009063720703	2
iAF987	0.04732237605613248	2.040457010269165	0.16608977317810059	3
iAF987	0.04732237605613248	2.0720736980438232	0.1664745807647705	4
iAF987	0.04732237605613248	1.9610497951507568	0.16365671157836914	5
iAM_Pb448	0.6586991858988221	1.4108657836914062	0.08023285865783691	1
iAM_Pb448	0.6586991858988221	1.5529875755310059	0.11984419822692871	2
iAM_Pb448	0.6586991858988221	1.4089887142181396	0.12235164642333984	3
iAM_Pb448	0.6586991858988221	1.625614881515503	0.1295311450958252	4
iAM_Pb448	0.6586991858988221	1.4531066417694092	0.13126754760742188	5
iAM_Pc455	0.6587010614860831	1.591768741607666	0.07194900512695312	1
iAM_Pc455	0.6587010614860831	1.3760809898376465	0.11655545234680176	2
iAM_Pc455	0.6587010614860831	1.4783129692077637	0.12003159523010254	3
iAM_Pc455	0.6587010614860831	1.373171091079712	0.1233365535736084	4
iAM_Pc455	0.6587010614860831	1.5443356037139893	0.12773561477661133	5
iAM_Pf480	0.6871751707722257	1.4424924850463867	0.08070063591003418	1
iAM_Pf480	0.6871751707722257	1.3564074039459229	0.12747430801391602	2
iAM_Pf480	0.6871751707722257	1.4412939548492432	0.13459014892578125	3
iAM_Pf480	0.6871751707722257	1.4723620414733887	0.13940644264221191	4
iAM_Pf480	0.6871751707722257	1.4477043151855469	0.14087963104248047	5
iAM_Pk459	0.6871751707722252	1.4588735103607178	0.10718560218811035	1
iAM_Pk459	0.6871751707722252	1.3892083168029785	0.11670589447021484	2
iAM_Pk459	0.6871751707722252	1.536841869354248	0.1262650489807129	3
iAM_Pk459	0.6871751707722252	1.360382318496704	0.12357735633850098	4
iAM_Pk459	0.6871751707722252	1.5217838287353516	0.12715482711791992	5
iAM_Pv461	0.6871751707722258	1.4716739654541016	0.06290340423583984	1
iAM_Pv461	0.6871751707722258	1.5556271076202393	0.11482524871826172	2
iAM_Pv461	0.6871751707722258	1.513650894165039	0.11961507797241211	3
iAM_Pv461	0.6871751707722258	1.5522546768188477	0.12102746963500977	4
iAM_Pv461	0.6871751707722258	1.5332396030426025	0.12864995002746582	5
iAPECO1_1312	0.9824784386660063	3.732238292694092	0.31385087966918945	1
iAPECO1_1312	0.9824784386660063	3.7326877117156982	0.33731746673583984	2
iAPECO1_1312	0.9824784386660063	3.7342889308929443	0.3288578987121582	3
iAPECO1_1312	0.9824784386660063	3.740910291671753	0.33133697509765625	4
iAPECO1_1312	0.9824784386660063	3.690258502960205	0.3628230094909668	5
iAT_PLT_636	0.0	1.5833868980407715	0.05005288124084473	1
iAT_PLT_636	0.0	1.3636655807495117	0.06228280067443848	2
iAT_PLT_636	0.0	1.5527851581573486	0.0656285285949707	3
iAT_PLT_636	0.0	1.4428067207336426	0.07188796997070312	4
iAT_PLT_636	0.0	1.6096549034118652	0.07534337043762207	5
iB21_1397	0.9756145115851372	3.749309778213501	0.32451415061950684	1
iB21_1397	0.9756145115851372	3.8071787357330322	0.33530354499816895	2
iB21_1397	0.9756145115851372	3.851227045059204	0.343325138092041	3
iB21_1397	0.9756145115851372	3.783123016357422	0.34854817390441895	4
iB21_1397	0.9756145115851372	3.8711776733398438	0.35947465896606445	5
iBWG_1329	0.9824784386659988	3.586460828781128	0.31204771995544434	1
iBWG_1329	0.9824784386659988	3.638841152191162	0.31908464431762695	2
iBWG_1329	0.9824784386659988	3.6476101875305176	0.3097543716430664	3
iBWG_1329	0.9824784386659988	3.6084609031677246	0.3101210594177246	4
iBWG_1329	0.9824784386659988	3.62168550491333	0.3418726921081543	5
iCHOv1	0.032368971602008176	8.009097814559937	1.2377817630767822	1
iCHOv1	0.032368971602008176	8.31533145904541	1.2833197116851807	2
iCHOv1	0.032368971602008176	8.138270378112793	1.2636713981628418	3
iCHOv1	0.032368971602008176	8.084126949310303	1.2714862823486328	4
iCHOv1	0.032368971602008176	8.160239696502686	1.2628180980682373	5
iCHOv1_DG44	0.010689973084939866	4.674867868423462	0.6188392639160156	1
iCHOv1_DG44	0.010689973084939866	4.723747253417969	0.6190361976623535	2
iCHOv1_DG44	0.010689973084939866	4.714998483657837	0.6433520317077637	3
iCHOv1_DG44	0.010689973084939866	4.578571081161499	0.7494814395904541	4
iCHOv1_DG44	0.010689973084939866	4.543947219848633	0.7413425445556641	5
iCN718	1.3135912923645445	1.765172004699707	0.058995962142944336	1
