Mos-P	Mek1-PP	MAPK-Pase	MAPKK-Pase	Erk2-P	Mek1-P	Mos	P-Mos_Mek1	Erk2-PP	MAPKKK activator (Ras)	PP-Mek1_Erk2	MAPKK-Pase_PP-Mek1	MAPK-Pase_PP-Erk2	P-Mos_P-Mek1	Mek1	PP-Mek1_P-Erk2	MAPK-Pase_P-Erk2	MAPKK-Pase_P-Mek1	E2_Mos-P	Erk2	E1_Mos	MAPKKK inactivator	K_PP_norm	KK_PP_norm	KKK_P_norm	relative maximal K_PP
0.0002888332592518117	0.7199868814319418	0.027409815029397964	6.975321407306095e-05	0.03716724194673479	0.27028198620569466	0.0023381948673675897	0.00011221543225164925	0.9762309350651207	2.976799156597845e-05	0.003396817405763049	0.00016739707497064624	0.08919414956352562	0.00026023588438772976	0.11653207443835965	0.08919954241567495	0.003396035407074848	6.284971095629349e-05	2.885483072026821e-07	0.0014152781961089308	2.3200843402139873e-07	0.00029971145169279713	0.8878542371905366	0.6772921986069584	0.22046644706214055	0.9864510012127526
0.00029077094938929644	0.7334149025460918	0.02740879013155786	6.937233782785385e-05	0.03651149705457362	0.26393739322485504	0.0023467622989575393	0.00010611080058559331	0.9769357871189239	2.9767148100242835e-05	0.0033366709457813446	0.00016958866427091464	0.08925523391012971	0.0002558326155230735	0.10945839953584786	0.08926006266914367	0.0033359759583107265	6.103899790123092e-05	2.904836447469692e-07	0.0013647723431394376	2.328518997570146e-07	0.0002997095163552528	0.8884925175242097	0.6884843540210729	0.21760941608007175	0.9871601629735822
0.0002922922593619917	0.7458590348881837	0.027407888244213807	6.9028704097686e-05	0.03592411376306969	0.25795112929064157	0.002355461253642684	0.00010038198063787764	0.977566386659406	2.9766291713178562e-05	0.0032828002785430846	0.0001716124714504289	0.08930992859667566	0.00025133879468969956	0.103010098129408	0.08931424534199459	0.0032821831591091162	5.935882445188498e-05	2.920033809308099e-07	0.0013203422012038905	2.3370828682129336e-07	0.000299707996619069	0.8890635960467332	0.6988564108168097	0.21470863650831581	0.9877946601204305
0.0002934027161001266	0.7573348145248044	0.02740709473405928	6.871932868871027e-05	0.0353989345157036	0.2523446441399987	0.002364228258720107	9.503090053801031e-05	0.9781295913281424	2.9765428655993287e-05	0.0032346385745587645	0.00017347253425244687	0.08935881403565782	0.0002468104402758247	0.0971501147659942	0.08936266598251918	0.003234091230281459	5.780813705884274e-05	2.9311302193282765e-07	0.001281264333138185	2.345713440065715e-07	0.00029970688697806696	0.8895736711364991	0.7084213263467789	0.21178527089678284	0.9883613793654559
0.0002941144588270874	0.7678651601570372	0.027406396923084626	6.84414006334533e-05	0.034930345401825935	0.24713222834824602	0.002373002088910383	9.005536225475597e-05	0.9786316217107585	2.9764564957545164e-05	0.003191669357585496	0.00017517381103925156	0.08940241845982161	0.00024229883029425585	0.09184118088094542	0.08940584846427023	0.003191184617092122	5.638478832729532e-05	2.9382467107142205e-07	0.0012469119886471876	2.3543504245468761e-07	0.00029970617532892836	0.890028366808816	0.7171982098249438	0.208859730805797	0.9888665692743572
0.00029444571783573243	0.7774794716422467	0.027405783783600993	6.819227971883871e-05	0.03451321666693333	0.2423214783528027	0.002381724679908289	8.544939984530571e-05	0.9790781353768196	2.9763706334439705e-05	0.0031534209903005097	0.00017672207911552417	0.08944122376531664	0.0002378497522355975	0.08704625125123436	0.08944427089105343	0.0031529924510811914	5.508564116563763e-05	2.941565095230299e-07	0.0012167398584960174	2.362936655601396e-07	0.0002997058434904768	0.8904327992851131	0.7252115713355969	0.20595137228604063	0.9893159142281289
0.0002944200609213092	0.7862126523222857	0.027405245683160905	6.796949394122374e-05	0.03414285317392219	0.23791388124606208	0.0023903419334393734	8.120372081694006e-05	0.9794742885839052	2.9762858111849848e-05	0.0031194619935591317	0.00017812381774848742	0.08947567038141793	0.0002335030108891279	0.08272889694174107	0.08947837025858743	0.003119083935419999	5.3906688310289043e-05	2.941320451052177e-07	0.0011902716731890242	2.3714188815000126e-07	0.0002997058679548947	0.8907916324711019	0.7324905069934838	0.20307822759870356	0.9897145960621054
0.0002940654610667228	0.7941040949301265	0.02740477417839037	6.777073647792442e-05	0.03381495257091661	0.23390548780303708	0.0023988043843220473	7.730620607401917e-05	0.9798247879510474	2.976202515795473e-05	0.0030893971620066457	0.0001793860811971312	0.0895061613643651	0.00022929219451226458	0.07885364589796837	0.08950854654275395	0.0030890644572436152	5.2843182324945074e-05	2.9377918290525034e-07	0.0011670899516677904	2.3797484204512647e-07	0.0002997062208170946	0.8911091244295096	0.7390678539300698	0.20025678300113003	0.9900673456995225
0.00029341325297346137	0.8011966702706068	0.027404361843044133	6.759386191485772e-05	0.03352556969355475	0.23028764002545676	0.0024070677107356263	7.374243918607859e-05	0.9801339342641545	2.9761211833839957e-05	0.0030628642401876816	0.0001805163673786847	0.08953306587594786	0.0002252446797539431	0.07538626609165276	0.08953516611507185	0.0030625722810074586	5.18897707064576e-05	2.9312918473632964e-07	0.0011468275300771439	2.3878816615990484e-07	0.0002997068708152635	0.8913891667834176	0.7449793474943702	0.1975018088508144	0.9903784869306202
0.00029249704722017424	0.8075357522395934	0.027404002125473045	6.743688154789613e-05	0.03327108579102647	0.22704772182323874	0.0024150930776948693	7.049623818281543e-05	0.9804056600566068	2.9760421959833905e-05	0.0030395310620028905	0.0001815224872589844	0.08955672218052692	0.00022138184327586693	0.07229398896187227	0.08955856471338364	0.0030392756939991864	5.1040631193119994e-05	2.9221558611329334e-07	0.0011291605024552336	2.395780401659503e-07	0.00029970778441388657	0.891635318530944	0.7502628087518649	0.19482624534478735	0.9906519739824656
0.00029135166297432135	0.8131683072651449	0.027403689229586702	6.729795778735618e-05	0.033048181869146515	0.22416990373925127	0.002422847314704973	6.755016637535028e-05	0.9806435619555064	2.9759658798175776e-05	0.003019093041353155	0.0001824124395275593	0.08957744023727549	0.00021771944161202774	0.06954567435875136	0.08957904994530053	0.003018870533136972	5.0289602685083425e-05	2.910731315074543e-07	0.001113802418281727	2.403412018240716e-07	0.00029970892686849237	0.8918508351606509	0.7549573855761043	0.19224114355361305	0.990891423867646
0.00029001213851231525	0.8181420680398294	0.027403418015243066	6.717539763899766e-05	0.032853814499159376	0.2216358576775786	0.002430302937874796	6.488600361959069e-05	0.980850929628552	2.975892505099293e-05	0.0030012709808038517	0.00018319429417810342	0.08959550403334055	0.00021426810825720446	0.0671119208827503	0.08959690370480168	0.0030010779514156485	4.96303081828962e-05	2.897367870920565e-07	0.001100499201927784	2.4107494900692336e-07	0.00029971026321290776	0.8920386947182434	0.7591028641830099	0.18975565830650984	0.9911001453456906
0.00028851285274673086	0.8225048050455844	0.027403183912693203	6.70676454990339e-05	0.03268519458891409	0.21942542322265005	0.0024374380327653157	6.248516515459517e-05	0.9810307711046259	2.9758222871980306e-05	0.002985809051803941	0.00018387608757212623	0.08961117363664334	0.00021103393134127286	0.06496512713287572	0.0896123840960902	0.0029856424506624255	4.905626692883824e-05	2.882408640702591e-07	0.0010890250712606534	2.417771280195448e-07	0.0002997117591359295	0.8922016206177238	0.7627390619008747	0.18737708749009105	0.9912811642674163
0.00028688678998883756	0.8263037025642891	0.027402982851573384	6.697327535178239e-05	0.03253976773200506	0.21751721184782577	0.0024442360185161515	6.0329060378941706e-05	0.981185835819122	2.9757553889752176e-05	0.002972473001394467	0.00018446573079072424	0.08962468707870792	0.000208019066721162	0.06307951037631121	0.08962572735843272	0.00297233006971767	4.8560993857491445e-05	2.866182846642486e-07	0.001079178940620256	2.4244611024767606e-07	0.00029971338171533556	0.8923421024148583	0.7659053072124218	0.18511095090072344	0.9914372466553028
0.0002851649578513737	0.8295848401711167	0.02740281119936881	6.689098259922789e-05	0.032415196240584136	0.21588914094932218	0.0024506853174947173	5.8399388842000015e-05	0.9813186355237007	2.975691924047639e-05	0.002961048485223447	0.00018497093208177882	0.08963626207360392	0.00020522235505151336	0.06143109007500827	0.08963714955803619	0.0029609267270262027	4.8138085318991e-05	2.84900000875027e-07	0.001070781391825274	2.4308075952345744e-07	0.00029971509999912485	0.8924624146644206	0.7686400076220478	0.18296110056196152	0.9915709196548418
0.0002833759592488997	0.8323927756650644	0.027402665709113632	6.681957571044683e-05	0.0323093424770965	0.21451889427585	0.002456778955011998	5.667837478757964e-05	0.9814314634560969	2.9756319607372785e-05	0.002951339532190121	0.00018539913343681302	0.08964609760501834	0.0002026399159919088	0.059997643631008464	0.08964684818081887	0.002951236685866539	4.778129085273548e-05	2.8311456699117735e-07	0.0010636720629132502	2.4368039262706893e-07	0.0002997168854330087	0.8925646342175957	0.7709803020929247	0.1809298543212294	0.9916844907528318
0.00028154571328707623	0.8347702229822427	0.02740254347271678	6.67579679727691e-05	0.032220253832512376	0.2133843086631839	0.0024625141121363864	5.514894215361536e-05	0.9815264115945443	2.975575526480621e-05	0.0029431671418318718	0.00018575746044009048	0.0896543753597527	0.00020026569982766935	0.05875864108350636	0.089655003455227	0.0029430811675288287	4.74845715871358e-05	2.8128786006282456e-07	0.0010577074486042926	2.4424473519363204e-07	0.000299718712139937	0.8926506557952465	0.7729617925331178	0.17901814504624147	0.9917800650800641
0.00027969729757433505	0.8367578151905555	0.027402441884764074	6.670516912517886e-05	0.032146147482624905	0.21246369016691458	0.0024678916532484023	5.3794844596689374e-05	0.9816053876343963	2.9755226124849824e-05	0.002936367915121619	0.00018605268580093506	0.08966126115687578	0.000198091987782325	0.0576951650805403	0.08966177998361423	0.0029362969583582314	4.724214507388228e-05	2.794429231021848e-07	0.0010527588690102166	2.447738751500273e-07	0.00029972055707689764	0.8927222073260593	0.7746183464792437	0.17722567821031604	0.991859562452777
0.0002778509145958476	0.8383939434115171	0.027402358605608027	6.666027765470995e-05	0.032085397922152224	0.21173606479192186	0.0024729156455636212	5.2600742205749406e-05	0.9816701292197902	2.97547317846145e-05	0.002930792871484501	0.00018629120285891274	0.0896669061391578	0.0001961098294894296	0.056789820920995986	0.08966732771003988	0.0029307352552322744	4.70485194863735e-05	2.775999299689439e-07	0.001048710882145006	2.4526821538534727e-07	0.00029972240007003086	0.8927808627991218	0.7759819626632505	0.1755510921216596	0.9919247316525234
0.0002760239369653825	0.8397146583402189	0.027402291533692665	6.662247323166359e-05	0.032036524115923684	0.21118137035084023	0.002477592888858173	5.155224896250665e-05	0.9817222181166081	2.975427157256184e-05	0.0029263062870046783	0.00018647901001504056	0.08967144797557382	0.00019430942055591007	0.05602664258915074	0.08967178323649852	0.00292626049073215	4.6898516753292504e-05	2.7577623059302114e-07	0.001045459777660954	2.457284274379955e-07	0.0002997242237694067	0.8928280550768168	0.7770826890614477	0.1739921147273632	0.9919771646619427
0.0002742310275825045	0.8407536271717999	0.02740223877787981	6.659100967345724e-05	0.03199817807606155	0.21078059592848272	0.0024819324622910484	5.063594743894958e-05	0.9817630929645053	2.9753844593118514e-05	0.0029227846257535075	0.00018662170339327528	0.08967501194240166	0.00019268042080988908	0.055390996116967496	0.08967527079842054	0.0029227492797170873	4.67872869332634e-05	2.739864707302175e-07	0.0010429123131423656	2.461554068813132e-07	0.00029972601352926955	0.8928650874224209	0.7779485869161396	0.1725457146944525	0.9920183094725076
0.00027248430976596004	0.8415421334250862	0.02740219863813129	6.656520838215011e-05	0.031969134040871844	0.2105158765785448	0.002485945300740022	4.9839380858257904e-05	0.981794061013837	2.9753449768373032e-05	0.0029201155756635663	0.00018672447676281747	0.08967771192780279	0.00019121221564316634	0.054869484617667164	0.08967790341491852	0.0029200894340645957	4.671031485502782e-05	2.7224276097034534e-07	0.001040984592843686	2.4655023162679897e-07	0.0002997277572390294	0.8928931441180319	0.7786057307436931	0.1712082426346458	0.9920494818815774
0.00027079356975894534	0.8421091139288192	0.027402169582924518	6.654445230178353e-05	0.0319482786623177	0.21037054908295888	0.002489643804216037	4.9151028640132716e-05	0.9818163090299544	2.975308587650951e-05	0.0029181971192813825	0.00018679212724978338	0.08967965136043106	0.00018989412838254984	0.05444985549256441	0.08967978367165479	0.0029181790566430218	4.666342044842854e-05	2.705548788492271e-07	0.0010396010997199745	2.469141234903252e-07	0.0002997294451211506	0.8929133003253195	0.7790782390391714	0.16997556128858307	0.9920718764481928
0.0002691664772069624	0.8424812188828451	0.027402150233111502	6.65281804367938e-05	0.03193460186231491	0.21032917832251122	0.0024930414867803076	4.8560269877345666e-05	0.9818309132036961	2.9752751586344616e-05	0.0029169367057634106	0.00018682906529846982	0.08968092406238835	0.00018871558723290523	0.05412091378959674	0.08968100462260953	0.0029169257044985284	4.6642754264731577e-05	2.6893048882897826e-07	0.0010386938387312629	2.472484136552117e-07	0.0002997310695111708	0.8929265310550688	0.7793883243970976	0.16884316253184678	0.9920865764586916
0.00026760881464801627	0.8426828963249403	0.027402139346381537	6.651588279423583e-05	0.03192718835409534	0.21037755612519024	0.0024961526618764653	4.805733853342678e-05	0.9818388483765587	2.975244548827682e-05	0.0029162504697987516	0.00018683932860946148	0.0896816150416937	0.00018766625505914426	0.05387243880507244	0.08968165056419918	0.0029162456119225565	4.6644788596298196e-05	2.673753712280225e-07	0.0010382015817342154	2.475545117230117e-07	0.0002997326246287717	0.8929337195152083	0.7795563639062902	0.16780627223490235	0.9920945632017906
0.0002661247054406699	0.8427364890121322	0.027402135804349186	6.650709583734964e-05	0.03192520984523329	0.21050268106880754	0.0024989921676806075	4.763327348378918e-05	0.9818409964554058	2.9752166121292536e-05	0.0029160625212585776	0.000186826598418875	0.08968180121873982	0.0001867361258669479	0.053695107313245165	0.08968179778104299	0.00291606297690859	4.666630574377068e-05	2.658936492810197e-07	0.001038069201413055	2.47833878707304e-07	0.0002997341063507187	0.8929356647284531	0.7796009799273775	0.166859941778939	0.9920967244321731
0.00026471683257166755	0.842662342455777	0.02740213860002569	6.650139836319956e-05	0.03192791788903877	0.2106927222270673	0.002501575127841239	4.727986726097811e-05	0.9818381541616514	2.9751911996489145e-05	0.0029163042836365055	0.00018679421764589103	0.08968155209489524	0.0001859155963147147	0.05358042178744943	0.0896815151808571	0.0029163093050767206	4.670438399090552e-05	2.644880078934837e-07	0.0010382470848463398	2.4808800351069464e-07	0.0002997355119921062	0.8929330885471206	0.7795391301149306	0.16599912777272333	0.9920938621643052
0.0002633866445694702	0.8424789178461883	0.027402146827580614	6.649840781149529e-05	0.03193463728372706	0.21093697161053712	0.0025039167502153054	4.698961373303965e-05	0.9818310401229718	2.975168161685674e-05	0.002916913891599724	0.000186745210134011	0.08968093036681098	0.00018519551320005914	0.05352064501429985	0.08968086491825356	0.002916922805606721	4.675638205448965e-05	2.631598989868186e-07	0.00103869061103193	2.483183831430886e-07	0.00029973684010101284	0.8929266420748178	0.7793862015551466	0.16521875910321665	0.9920866998072526
0.0002621345465255864	0.8422029086972646	0.02740215967287799	6.649777691520094e-05	0.03194475999555435	0.21122578822586485	0.002506032155638906	4.6755656933583184e-05	0.9818203014031472	2.9751473494104877e-05	0.002917835633407951	0.00018668230054347718	0.08967999249234945	0.00018456720466385356	0.053508739403969316	0.08967990295481093	0.0029178478347711818	4.681992254131833e-05	2.6190973217816007e-07	0.001039359685960322	2.4852650589495843e-07	0.00029973809026782145	0.8929169115795796	0.779156107988356	0.16451379397504348	0.9920758887344794
0.0002609600730097567	0.8418493577160439	0.02740217640507653	6.649919069862997e-05	0.031957739573614925	0.2115505365671553	0.0025079362376580145	4.657174185931056e-05	0.9818065194900895	2.97512861624432e-05	0.0029190194388681243	0.00018660793441026142	0.08967878921042183	0.00018402249658794283	0.053538311655479495	0.0896786795747048	0.0029190343845003942	4.6892874891102765e-05	2.6073704742218777e-07	0.0010402183278019953	2.487138375566274e-07	0.00029973926295257745	0.8929044239170915	0.7788613872200223	0.16387926663147484	0.9920620143093226
0.00025986204352334647	0.8414317723765588	0.027402196369096955	6.6502363762687e-05	0.03197308600329926	0.2119035219409472	0.0025096435480093647	4.643216769547312e-05	0.9817902158034009	2.975111818982958e-05	0.0029204204076507716	0.00018652429803856692	0.08967736601967385	0.0001835537182914278	0.05360356189262523	0.08967723985999462	0.002920437611227587	4.697333819873966e-05	2.596406702233054e-07	0.001041234294754105	2.4888181017024747e-07	0.00029974035932977633	0.8928896515192284	0.7785132974518686	0.1633103254940135	0.9920456014275096
0.00025883870030047636	0.840962237777184	0.027402218978856276	6.650703783140987e-05	0.03199036096813548	0.21227792431425807	0.002511168205335504	4.633174390778782e-05	0.9817718567567871	2.9750968186933306e-05	0.0029219983751353168	0.00018643333797273181	0.08967576361894815	0.00018315369979393919	0.053699236999359266	0.08967562412819362	0.0029220174021937443	4.7059624195851966e-05	2.586188492315164e-07	0.001042378750607461	2.49031813066527e-07	0.0002997413811507681	0.8928730169797786	0.7781219113487375	0.16280226355970742	0.992027119612131
0.00025788782851489985	0.8404515255358789	0.027402243711153598	6.651297953861481e-05	0.03200917348401249	0.21266773210072454	0.002512523825444659	4.6265749367570314e-05	0.9817518584169078	2.9750834813980098e-05	0.0029237175123829604	0.00018633677984863676	0.08967401831299099	0.00018281576211057055	0.05382058798400407	0.08967386833507038	0.0029237379758534827	4.715024061274361e-05	2.5766937628683634e-07	0.0010436259627829795	2.4916518601974133e-07	0.0002997423306237128	0.8928548972749148	0.7776962068026505	0.1623505416195806	0.9920069877027972
0.0002570068610158552	0.8399091982229913	0.027402270100134494	6.65199784099554e-05	0.032029175871144365	0.2130676771256354	0.002513723468459766	4.6229894434962016e-05	0.9817305907967768	2.975071678593696e-05	0.0029255459571340165	0.00018623614647578468	0.08967216238662543	0.00018253370318433717	0.053963330628675005	0.08967200444635527	0.0029255675132380697	4.724387511425623e-05	2.567896910221758e-07	0.0010449530287266302	2.492832140628736e-07	0.0002997432103089774	0.8928356276528349	0.7772441539774634	0.16195080584998361	0.991985578177227
0.000256192968160453	0.839343708679089	0.02740229773226537	6.652784502658913e-05	0.03205006004202569	0.2134731715576583	0.002514779601381108	4.6220286011534946e-05	0.981708381808732	2.9750612876182287e-05	0.0029274554737624982	0.00018613277504285646	0.08967022444947693	0.00018230178035250042	0.05412360928805784	0.08967006078009537	0.0029274778182560635	4.7339379930551275e-05	2.5597697058974517e-07	0.0010463396276519227	2.493871238175527e-07	0.0002997440230294098	0.8928155052151738	0.7767727980899913	0.16159890026879312	0.991963221130376
0.0002554431344740194	0.8387624940992886	0.027402326241741132	6.653640934424345e-05	0.032071554066776	0.21388024731089358	0.0025157040735086936	4.623339534829332e-05	0.9816855209192322	2.9750521918912173e-05	0.002929421138683558	0.00018602783342212798	0.08966822975485733	0.00018211469038166914	0.054297963451303236	0.08966806232344574	0.0029294440033997703	4.743575723362583e-05	2.552282062383712e-07	0.001047767793605756	2.4947808108766956e-07	0.0002997447717937612	0.8927947922284076	0.7762883378290331	0.16129087490754532	0.9919402079535753
0.0002547542231443787	0.8381720645260073	0.027402355306296432	6.654551915276229e-05	0.032093419006300576	0.21428549850534329	0.0025165081028810216	4.626602850881109e-05	0.9816622625165479	2.9750442810464594e-05	0.0029314210503053263	0.0001859223354899149	0.08966620049372956	0.00018196754800851105	0.05448329683628851	0.08966603102469074	0.002931444199972267	4.7532145357318404e-05	2.5454026774407897e-07	0.0010492217084543433	2.495571895352475e-07	0.00029974545973225554	0.8927737191752307	0.7757961991137445	0.16102299031389375	0.9919167947247658
0.0002541230300940778	0.8375780858761276	0.027402384643358875	6.655503865554254e-05	0.03211544598226798	0.2146860271818381	0.0025172022715358633	4.631529922977488e-05	0.9816388290251784	2.9750374509777e-05	0.0029334360606852804	0.00018581715548121987	0.08966415606664618	0.00018185586369263003	0.054676848693684006	0.08966398606339808	0.002933459289993117	4.762780586323251e-05	2.5390995743354066e-07	0.001050687511832026	2.496254902228418e-07	0.0002997460900425661	0.8927524875765196	0.7753011042964105	0.1607917191155822	0.9918932053438418
0.00025354632880358413	0.8369854575750703	0.027402414006512353	6.656484715653951e-05	0.03213745346596727	0.21507939239055715	0.002517796528190703	4.6378603986755035e-05	0.9816154137865781	2.9750316038115235e-05	0.0029354495272446105	0.00018571304138869765	0.08966211333534678	0.00018177552100210275	0.05487616712891624	0.08966194410038023	0.0029354726581387615	4.772211145475817e-05	2.5333405497164224e-07	0.001052153126344861	2.496839618845993e-07	0.000299746665945028	0.8927312726016036	0.7748071368700693	0.1605937451132094	0.991869634432796
0.0002530209068479162	0.8363983847292589	0.027402443182246595	6.657483784561587e-05	0.032159284776063286	0.21546356286229082	0.0025183001970663756	4.645359913385905e-05	0.9815921837172491	2.9750266478199358e-05	0.0029374470836197016	0.00018561062738799405	0.08966008685495101	0.0001817227540761746	0.05507908430108839	0.0896599195083787	0.002937469962800695	4.781453476638442e-05	2.528093538730582e-07	0.0010536080969373964	2.497335218004745e-07	0.0002997471906461266	0.8927102254768337	0.7743178016238705	0.16042596032712847	0.9918462500117592
0.00025254359568163757	0.8358204452882516	0.027402471986950363	6.658491666725153e-05	0.03218080575893848	0.21583687306862429	0.0025187219913186234	4.653817982619438e-05	0.9815692817725296	2.9750224972877084e-05	0.002939416427238549	0.00018551044536830797	0.0896580890891965	0.00018169412545515062	0.0552836932413674	0.08965792458590523	0.0029394389238516024	4.7904637964432354e-05	2.523326912703039e-07	0.0010550434423400906	2.497750271227476e-07	0.0002997476673087294	0.8926894757181053	0.7738360806223025	0.16028546050995035	0.991823195979447
0.00025211129428378474	0.8352546521763262	0.027402500264139915	6.659500126867463e-05	0.03220190264665065	0.21619798274615604	0.0025190700303499448	4.6630460642010104e-05	0.9815468292215526	2.9750190723416506e-05	0.002941347123164399	0.00018541293556422798	0.08965613060919482	0.00018168650447612843	0.055488326235799405	0.08965596975470619	0.0029413691266634437	4.799206316709043e-05	2.519009715486124e-07	0.0010564515180679099	2.498092765833289e-07	0.00029974809902845104	0.8926691331922898	0.7733644849914666	0.16016953936708747	0.9918005944035153
0.00025172098772928165	0.8347035107105404	0.027402527881895556	6.660502001842944e-05	0.03222248007649454	0.2165458397237237	0.002519351859969386	4.672875770246378e-05	0.9815249277505915	2.9750162987519404e-05	0.0029432304227377582	0.00018531845634470057	0.0896542202771918	0.00018169704640147354	0.05569153461659219	0.08965406374232188	0.002943251840910835	4.807652363686416e-05	2.515111849125004e-07	0.001057825889751677	2.498370124804304e-07	0.00029974848881508717	0.8926492900231527	0.7729051027766198	0.16007568182925025	0.9917785476381318
0.00025136976144016817	0.834169071613163	0.02740255473048492	6.661491108863083e-05	0.032242459257552536	0.21687964586325562	0.002519574474658252	4.6831572154413684e-05	0.9815036614104461	2.975014107712811e-05	0.002945059095677999	0.0001852272932161637	0.08965236541669194	0.00018172317240265274	0.055892069843341025	0.0896522137510956	0.00294507985282183	4.815779569520016e-05	2.5116042163643194e-07	0.0010591612157143185	2.498589228717287e-07	0.00029974883957836323	0.8926300223559482	0.7724596431276262	0.16000155662408516	0.9917571402845268
0.00025105481179232424	0.8336529796862062	0.02740258072017341	6.66246215988416e-05	0.03226177628325929	0.2171988260804787	0.0025197443414044013	4.693757488024251e-05	0.9814830984088488	2.9750124356078635e-05	0.0029468272755583708	0.00018513966705011164	0.08965057196903702	0.00018176255039642809	0.056088865840343886	0.08965042561373718	0.002946847310787919	4.8235711351043575e-05	2.508458826745562e-07	0.0010604531387721377	2.4987564392120623e-07	0.0002997491541173251	0.892611391981571	0.7720294768687919	0.15994500832591219	0.9917364409955136
0.0002507734536283428	0.833156518595215	0.027402605779189033	6.663410681411743e-05	0.03228038056917613	0.21750300013317211	0.002519867424486845	4.704559235108357e-05	0.9814632927703082	2.9750112237660838e-05	0.0029485303167246387	0.0001850557416210382	0.0896488446383857	0.00018181307688420448	0.05628102245520995	0.08964870393725913	0.0029485495824234592	4.8310151564840366e-05	2.505648871770814e-07	0.0010616981857233451	2.4988776233900774e-07	0.0002997494351128226	0.8925934478405778	0.7716156738256817	0.15990404908955577	0.9917165041465273
0.00025052312525747085	0.8326806518888277	0.027402629851845793	6.664332939564353e-05	0.0322982334149932	0.21779195708246635	0.002519949210842229	4.715459348889089e-05	0.9814442858640448	2.975010418212175e-05	0.00295016466261957	0.0001849756304755277	0.08964718702515612	0.00018187285971602352	0.05646779000667551	0.08964705223560371	0.002950183122996246	4.838104012882504e-05	2.503148774989649e-07	0.0010628936745873026	2.4989581787810074e-07	0.00029974968512250076	0.8925762274076668	0.7712190370146041	0.1598768501909318	0.9916973713738553
0.00025030139132145996	0.8322260604903756	0.02740265289680857	6.665225870086704e-05	0.03231530668153536	0.21806563224750167	0.0025199947356383434	4.726367748013737e-05	0.9814261078101818	2.97500996941489e-05	0.0029517277246067335	0.0001848994031781618	0.08964560174881703	0.00018194020183212258	0.05664855486537067	0.08964547305153621	0.00295174535437253	4.844833812096708e-05	2.5009342207306634e-07	0.001064037628950573	2.499003058509477e-07	0.0002997499065779266	0.8925597579658323	0.7708401338914126	0.15986173349926888	0.9916790729902841
