glucose{cell}	glucose 6-phosphate	glucose 1-phosphate	trehalose 6-phosphate	UDP glucose	trehalose	Values[log10 change in glucose]	Values[log10 change in glucose 1-phosphate]	Values[log10 change in glucose 6-phosphate]	Values[log10 change in trehalose]	Values[log10 change in trehalose 6-phosphate]	Values[log10 change in UDP glucose]
0.09765	2.675	0.1	0.02	0.7	0.05	0.0	0.0	0.0	0.0	0.0	0.0
0.09762638011666344	2.6749011108462626	0.09999540390753961	0.01999889999943347	0.7000312001262343	0.049997147255884535	-0.00010506119624058917	-1.996103465598977e-05	-1.605525519191414e-05	-2.4779327450112555e-05	-2.3886865701879375e-05	1.935677241944637e-05
0.09762683628494548	2.6749009439846914	0.09999761491242153	0.019999227493187943	0.700050424800561	0.04999796463243524	-0.00010303191988489724	-1.0358427271181731e-05	-1.6082346683928882e-05	-1.767933788242013e-05	-1.677509625953159e-05	3.128346273284839e-05
0.09762717383200596	2.6749008241046983	0.09999954252146924	0.019999469545484552	0.7000646927640658	0.049998593238296855	-0.00010153033919356687	-1.986808559635381e-06	-1.6101810290829165e-05	-1.2219148795718615e-05	-1.1518826204002756e-05	4.013487464981729e-05
0.09762742754144194	2.6749007340506177	0.10000100528638246	0.01999965148530622	0.7000754203526635	0.04999906524626313	-0.00010040171423643302	4.365881341534271e-06	-1.6116431390257317e-05	-8.119243692390247e-06	-7.5679663574658224e-06	4.678982652000239e-05
0.09762761844477351	2.674900666291091	0.1000021066035021	0.019999788386200427	0.7000834925699464	0.04999942037403097	-9.955248380497748e-05	9.148766401446744e-06	-1.61274327663434e-05	-5.0345963802591066e-06	-4.59515958251081e-06	5.1797428714891575e-05
0.0976277621004422	2.6749006153018122	0.10000293537873955	0.019999891404822716	0.7000895670133181	0.04999968760812949	-9.891343494454141e-05	1.2748000788662149e-05	-1.6135711340131527e-05	-2.713409787563979e-06	-2.358120714804353e-06	5.556567324563462e-05
0.09762787020212935	2.674900576932097	0.10000355904915126	0.01999996892693684	0.700094138100031	0.04999988870223156	-9.843254775416918e-05	1.5456479021927948e-05	-1.614194101298222e-05	-9.667212096233e-07	-6.747435174763724e-07	5.84012979261545e-05
0.0976279515497084	2.6749005480585444	0.10000402836219613	0.02000002726308566	0.7000975779024251	0.05000004002833662	-9.807067578147836e-05	1.749460235825682e-05	-1.6146628897380408e-05	3.4768157503589413e-07	5.920099795924595e-07	6.0535130288587294e-05
0.09762801276520483	2.6749005263306693	0.10000438153530992	0.020000071162087532	0.7001001664270015	0.050000153903173326	-9.779836090083693e-05	1.9028349209781888e-05	-1.6150156615905662e-05	1.3367839211210273e-06	1.5452623476344943e-06	6.214087768297423e-05
0.09762805883064224	2.6749005099801813	0.10000464730021497	0.020000104196641413	0.7001021143292333	0.05000023959579195	-9.759344061223486e-05	2.0182499423941924e-05	-1.6152811266678554e-05	2.081097620412714e-06	2.2625954260558287e-06	6.334922193749511e-05
0.09762809349511	2.6749004976763566	0.10000484729038692	0.020000129055308145	0.7001035801386574	0.05000030407981822	-9.743923715296865e-05	2.1051004474597642e-05	-1.615480890477736e-05	2.641195710835751e-06	2.8023913678460917e-06	6.425850683320104e-05
0.09762811958118202	2.674900488417349	0.10000499779126437	0.020000147762219016	0.7001046832070179	0.05000035260575787	-9.732319437047196e-05	2.170458930769263e-05	-1.6156312189116693e-05	3.062683899414118e-06	3.2086039648754823e-06	6.494277147393546e-05
0.09762813921177671	2.674900481449663	0.10000511104645983	0.020000161839758775	0.7001055133004077	0.05000038912318262	-9.723586852487456e-05	2.2196425512513417e-05	-1.6157443456462528e-05	3.3798678680201864e-06	3.514291490581975e-06	6.545770127459546e-05
0.09762815398367373	2.6749004762065063	0.10000519627066322	0.02000017243302045	0.7001061379443223	0.0500004166024992	-9.717015639595052e-05	2.256653045120471e-05	-1.615829473075026e-05	3.6185482560348913e-06	3.744319322859158e-06	6.58451847025497e-05
0.09762816510001758	2.67490047226087	0.1000052604052681	0.020000180404801234	0.7001066080082836	0.05000043728134595	-9.712070583965814e-05	2.2845048939263434e-05	-1.6158935340734325e-05	3.7981609030302404e-06	3.917422816154323e-06	6.613677779815414e-05
0.09762817346561829	2.6749004692915817	0.10000530866906572	0.020000186403961718	0.7001069617544621	0.050000452843349315	-9.708349184440496e-05	2.3054644872931296e-05	-1.6159417431806286e-05	3.933329543625283e-06	4.047691736367541e-06	6.635621577044485e-05
0.09762817976099152	2.674900467057098	0.10000534498932788	0.020000190918515993	0.7001072279603017	0.050000464554204524	-9.705548716433902e-05	2.321237336525245e-05	-1.615978022062092e-05	4.0350478063666665e-06	4.145723112074491e-06	6.652135011642413e-05
0.09762818449821584	2.674900465375663	0.10000537232023912	0.020000194315687173	0.7001074282777484	0.05000047336648097	-9.703441383962539e-05	2.3331063644538737e-05	-1.61600532168893e-05	4.111589549100241e-06	4.219491036502296e-06	6.664561215193987e-05
0.09762818806278972	2.67490046411045	0.10000539288569764	0.02000019687192418	0.7001075790088777	0.05000047999736135	-9.701855699716603e-05	2.342037348884847e-05	-1.6160258635733603e-05	4.169184095182149e-06	4.274998474926784e-06	6.673911450320681e-05
0.09762819074531298	2.6749004631583193	0.1000054083617739	0.020000198795620577	0.7001076924416253	0.0500004849875981	-9.700662391660676e-05	2.348758160442486e-05	-1.6160413222841142e-05	4.21252832265731e-06	4.316770598249557e-06	6.680947970690121e-05
0.0976281927642158	2.6749004624417263	0.1000054200097479	0.020000200243422476	0.7001077778137191	0.050000488743154714	-9.699764292114004e-05	2.3538165373997466e-05	-1.6160529568264712e-05	4.245148355367644e-06	4.348208903437525e-06	6.686243816941075e-05
0.09762819428367724	2.674900461902412	0.10000542877578232	0.020000201333061064	0.7001078420646137	0.05000049156980969	-9.699088366751068e-05	2.3576233712839747e-05	-1.6160617130865776e-05	4.269700127759948e-06	4.371869867106163e-06	6.690229461518775e-05
0.09762819542685602	2.6749004614966636	0.10000543537194816	0.020000202152863026	0.7001078904076098	0.05000049369620458	-9.698579828987873e-05	2.360487894105168e-05	-1.6160683007828176e-05	4.2881695771586086e-06	4.3896714610982e-06	6.693228298907261e-05
0.09762819628712589	2.6749004611912834	0.10000544033452692	0.020000202769780994	0.700107926781892	0.050000495296568026	-9.698197141943653e-05	2.3626429974896908e-05	-1.6160732589075118e-05	4.30207002001665e-06	4.403067528901301e-06	6.695484686797142e-05
0.0976281969345143	2.6749004609615343	0.10000544406949056	0.020000203234036035	0.7001079541579244	0.05000049650097603	-9.697909154228709e-05	2.364264983311377e-05	-1.6160769890938854e-05	4.3125312711908436e-06	4.4131485967524954e-06	6.6971828906182e-05
0.09762819742188474	2.6749004607885296	0.10000544688147463	0.020000203583541817	0.700107974767427	0.05000049740752949	-9.697692349761456e-05	2.365486145977117e-05	-1.6160797979853752e-05	4.320405416282507e-06	4.420737941145136e-06	6.698461349611115e-05
0.09762819778880769	2.6749004606582933	0.10000544899839485	0.020000203846670766	0.7001079902826555	0.05000049809004542	-9.697529125798351e-05	2.366405462671768e-05	-1.616081912487034e-05	4.326333615334732e-06	4.426451655491695e-06	6.6994237980083e-05
0.09762819806495852	2.67490046056028	0.10000545059155515	0.020000204044704175	0.7001080019598858	0.050000498603800916	-9.697406281388785e-05	2.3670973256905063e-05	-1.616083503821575e-05	4.330795994281295e-06	4.4307518524457725e-06	6.700148165777126e-05
0.09762819827268211	2.674900460486553	0.10000545178993704	0.020000204193667093	0.7001080107438152	0.050000498990252606	-9.697313876518426e-05	2.367617747960129e-05	-1.6160847008472286e-05	4.3341526376467545e-06	4.433986508088161e-06	6.700693054871658e-05
0.0976281984288366	2.6749004604311266	0.10000545269082974	0.020000204305649083	0.700108017346984	0.0500004992807327	-9.697244411924582e-05	2.3680089793549478e-05	-1.616085600747712e-05	4.33667569041527e-06	4.436418141327382e-06	6.701102665920308e-05
