Glucose_1	ATP_1	Glucose_2	ATP_2	Values[Tsum]	Values[Tdiff]
6.6	7.6	10.300000000000002	0.41000000000000003	8.01	-7.1899999999999995
6.023773993322373	7.2212396856145675	10.568427228894745	0.4671934750331589	7.688433160647726	-6.754046210581409
5.577292587115723	6.677447196119396	10.822402400303679	0.5236145592331517	7.201061755352547	-6.153832636886244
5.249783223918679	6.024210448246806	11.061702793648976	0.5789566202935099	6.603167068540316	-5.445253827953296
5.027465425460081	5.315940046181542	11.286192868973291	0.6333251463734173	5.949265192554959	-4.682614899808124
4.89610231074396	4.600011922128409	11.495733866001773	0.6872037740675472	5.287215696195956	-3.9128081480608614
4.842360069295574	3.9136303897482563	11.69009725025718	0.7413950612926193	4.655025451040875	-3.1722353284556366
4.8543504792550385	3.2828129698674258	11.868889350419979	0.7969515535602554	4.079764523427681	-2.4858614163071704
4.921719844931698	2.72291003642408	12.031491508053369	0.8551073805166589	3.5780174169407384	-1.8678026559074206
5.035539469401819	2.240159172360973	12.177017767095487	0.9172167393623317	3.1573759117233045	-1.3229424329986412
5.1881405698749505	1.833816631132763	12.304290549778452	0.9847024555808136	2.8185190867135765	-0.8491141755519496
5.372955296835315	1.498436440309141	12.411833963800811	1.059014599476805	2.5574510397859456	-0.43942184083233626
5.584379480275241	1.22594160223762	12.497884452747684	1.1415958451329646	2.367537447370584	-0.0843457571046553
5.817653564909911	1.0072632559208297	12.560419398882852	1.233847397621471	2.2411106535423007	0.22658414170064134
6.068754579507902	0.8334728501164317	12.597205764437106	1.3370874018714283	2.1705602519878595	0.5036145517549965
6.3342946158507525	0.6964501934835653	12.605872484186245	1.452493000376228	2.148943193859793	0.7560428068926628
6.611424681230577	0.5891927884124716	12.584011559405216	1.581017642264618	2.1702104306770895	0.9918248538521464
6.897744826628625	0.5058845564754806	12.529313046403162	1.7232769650341893	2.2291615215096696	1.2173924085587084
7.191222016480644	0.4418247632780394	12.43973772643156	1.8793999630603586	2.321224726338398	1.437575199782319
7.490116884768093	0.39328989362476996	12.313727529766142	2.0488478783342305	2.442137771959	1.6555579847094601
7.792919904533123	0.35737448728358423	12.150447272477944	2.230211923477026	2.58758641076061	1.8728374361934415
8.098296935248872	0.3318365200235116	11.950041957067462	2.4210126215973786	2.7528491416208896	2.089176101573867
8.405043731806055	0.31495941858360593	11.713882764320378	2.6175369552632897	2.932496373846895	2.3025775366796832
8.712048787572353	0.3054349236576004	11.444764301366387	2.8147613948399495	3.120196318497549	2.509326471182349
9.018263767685625	0.3022670341849533	11.147009467897174	3.006413878007823	3.3086809121927763	2.70414684382287
9.32268068331591	0.30469566517216146	10.826440875350121	3.1852196757212172	3.4899153408933787	2.8805240105490557
9.624314801533949	0.31213829434064994	10.490192323404298	3.343350418595809	3.6554887129364593	3.031212124255159
9.922192058664537	0.3241479812891008	10.146360104962692	3.4730535444531396	3.7972015257422402	3.148905563164039
10.215339476003543	0.3403862410266969	9.803526532341031	3.567390249367281	3.907776490393978	3.227004008340584
10.50277683428841	0.3606091298121332	9.47021746740767	3.620969519418456	3.9815786492305887	3.2603603896063222
10.78350773244763	0.3846645656114657	9.154371577390215	3.6305503776600307	4.015214943271496	3.2458858120485647
11.056508206147564	0.4124985183314463	8.862895482391457	3.5954029072263944	4.007901425557841	3.182904388894948
11.320711337749497	0.4441674713667629	8.601357270779634	3.5173667676436713	3.9615342390104336	3.073199296276908
11.574986724089806	0.47985461686158565	8.373839097370853	3.4006082782502927	3.8804628951118776	2.920753661388707
11.818114216181144	0.5198876172132677	8.182938448658184	3.251134132797845	3.771021750011113	2.7312465155845773
12.048751931845594	0.564756333961794	8.029885639075996	3.076156450965347	3.6409127849271408	2.511400117003553
12.265399118822224	0.6151295084145615	7.914735626112487	2.8834145783855205	3.498544086800082	2.268285069970959
12.466355009481147	0.6718697813762864	7.836593827591881	2.6805471546541595	3.352416936030446	2.008677373277873
12.649675410617608	0.7360464972104721	7.793844075081838	2.47458182740139	3.2106283246118617	1.7385353301909177
12.813129514536433	0.80894532475513	7.784357626302008	2.271578706466097	3.0805240312212265	1.4626333817109667
12.95416044044236	0.8920727458875667	7.805672023094997	2.0764344309218847	2.968507176809451	1.1843616850343177
13.069854470506792	0.9871518339048962	7.855135962999536	1.8928309585206373	2.8799827924255332	0.905679124615741
13.156925973440982	1.096103403734325	7.930021003961499	1.7232988036232595	2.819402207357584	0.6271953998889344
13.211727667764047	1.2210035736467544	8.027603379670188	1.5693583296672164	2.790361903313971	0.34835475602046206
13.230299057479147	1.364005194921457	8.145220185840076	1.4317034573842735	2.7957086523057306	0.0676982624628164
13.20846913635184	1.5272069887842608	8.280304353173957	1.310397601157884	2.8376045899421443	-0.2168093876263768
13.142031834434462	1.7124516971091335	8.430402597517437	1.2050594393342722	2.917511136443405	-0.5073922577748615
13.02701245530936	1.92103516487351	8.593180186243346	1.1150242445344196	3.0360594094079296	-0.8060109203390902
