E	X	P	Q
0.9999999984644123	4.690591900394209e-14	1.5355872955596223e-09	7.9999999984643635
0.9999999990756869	-7.993566428774273e-14	9.243127469820672e-10	7.999999999075765
0.9999999994354207	-1.621988903531745e-13	5.645789306602052e-10	7.99999999943558
0.9999999996512317	-1.1269273894437534e-13	3.4876814788912013e-10	7.999999999651343
0.9999999997849067	-2.481273420934963e-15	2.1509302891513568e-10	7.999999999784907
0.9999999998675679	6.834458322572767e-14	1.3243182903525487e-10	7.999999999867498
0.9999999999184058	5.6843096751882424e-14	8.159387105670211e-11	7.999999999918347
0.9999999999495903	1.2913198560265446e-16	5.0409292612968365e-11	7.999999999949589
0.9999999999687874	-3.972296912252255e-14	3.121218484298824e-11	7.999999999968826
0.9999999999807002	-3.533826598913933e-14	1.9299414482675037e-11	7.9999999999807345
0.9999999999881235	-4.779498959338895e-15	1.1876187509799762e-11	7.999999999988127
0.9999999999927247	1.856774366233372e-14	7.275068218714169e-12	7.9999999999927045
0.9999999999955416	1.8538757072339658e-14	4.4582433200525816e-12	7.999999999995522
0.9999999999987949	4.44566818503068e-14	1.2047846748650006e-12	7.999999999998749
1.0000000000012532	6.164609121395691e-14	-1.253493289119001e-12	8.00000000000119
1.0000000000028626	6.859809367671354e-14	-2.86298851201093e-12	8.000000000002792
1.0000000000036233	6.531268923857666e-14	-3.623700993810787e-12	8.000000000003556
1.0000000000035354	5.1789877899546284e-14	-3.5356307345185704e-12	8.000000000003482
1.000000000002639	2.8634527994236487e-14	-2.639233469046229e-12	8.000000000002608
1.0000000000030296	2.7174340974707078e-14	-3.0298167425532284e-12	8.000000000003
1.0000000000031941	2.478813997931821e-14	-3.194396187797895e-12	8.000000000003167
1.0000000000031328	2.1475925008069872e-14	-3.132971804780228e-12	8.000000000003109
1.0000000000028453	1.723769606096207e-14	-2.845543593500227e-12	8.000000000002826
1.000000000002332	1.2073453137994803e-14	-2.332111553957892e-12	8.000000000002318
1.0000000000017595	-1.257735504642195e-15	-1.7596006926734407e-12	8.000000000001759
1.0000000000015359	-1.0746219052157575e-15	-1.5360243630633014e-12	8.000000000001535
1.0000000000013123	-8.9150830578932e-16	-1.3124480334531618e-12	8.000000000001311
1.0000000000010887	-7.083947063628828e-16	-1.0888717038430225e-12	8.000000000001087
1.000000000000865	-5.252811069364454e-16	-8.652953742328831e-13	8.000000000000863
1.0000000000006417	-3.4216750751000803e-16	-6.417190446227437e-13	8.00000000000064
1.0000000000004465	-1.8271559780786083e-16	-4.46562046012717e-13	8.000000000000444
1.0000000000004392	-1.7968651884921016e-16	-4.392797196967204e-13	8.000000000000437
1.0000000000004319	-1.7665743989055954e-16	-4.3199739338072377e-13	8.00000000000043
1.0000000000004245	-1.7362836093190887e-16	-4.2471506706472715e-13	8.000000000000423
1.0000000000004172	-1.7059928197325823e-16	-4.1743274074873053e-13	8.000000000000416
1.0000000000004101	-1.6757020301460759e-16	-4.101504144327339e-13	8.000000000000409
1.0000000000004028	-1.6454112405595694e-16	-4.028680881167373e-13	8.000000000000401
1.0000000000003955	-1.615120450973063e-16	-3.9558576180074073e-13	8.000000000000394
1.0000000000003881	-1.5848296613865566e-16	-3.8830343548474406e-13	8.000000000000385
1.0000000000003808	-1.5545388718000501e-16	-3.810211091687475e-13	8.000000000000378
1.0000000000003737	-1.5242480822135437e-16	-3.7373878285275087e-13	8.000000000000371
1.0000000000003664	-1.493957292627037e-16	-3.664564565367542e-13	8.000000000000364
