E	X	P	Q
1.0	8.0	0.0	0.0
0.06969802797880847	6.661264158733078	0.9303019720211919	0.4084338692457316
0.07387405048301313	6.20122166373048	0.9261259495169871	0.8726523867525332
0.07916350331546146	5.744741791468863	0.9208364966845388	1.334421711846599
0.08521014514741096	5.291847227384371	0.9147898548525896	1.793362917763042
0.09217631541082094	4.843117748195686	0.9078236845891796	2.2490585672151377
0.10027126490175071	4.399272448510268	0.8997287350982497	2.7009988163914858
0.10976690170581588	3.961212579994243	0.8902330982941846	3.1485543217115737
0.12102029154910311	3.530080697198427	0.8789797084508975	3.5909395943506754
0.13450483640629998	3.107341792182381	0.8654951635937004	4.027163044223918
0.1508528670620061	2.6948941716311126	0.8491471329379942	4.455958695430892
0.1709118172349692	2.2952185552712314	0.8290881827650312	4.875693261963736
0.19581263923578707	1.911570765556267	0.8041873607642132	5.284241873679519
0.22703803163431133	1.5482093141747757	0.7729619683656889	5.678828717459534
0.2664502570312826	1.2106091845516043	0.7335497429687178	6.055841072479678
0.3161814747905616	0.9055233529245614	0.6838185252094384	6.410658121865998
0.3782058710384339	0.6406009344203253	0.6217941289615662	6.737604936618106
0.45338034881118505	0.4231341391826778	0.5466196511888148	7.030246209628503
0.539994327229969	0.25769819083143186	0.46000567277003096	7.282296136398531
0.6326317182146393	0.1434024887170653	0.3673682817853607	7.489229229497568
0.7228408157114444	0.07277220262327054	0.2771591842885557	7.650068613088167
0.8021357484078034	0.03390804276291708	0.19786425159219678	7.76822770564488
0.865348844616542	0.014709242367874237	0.134651155383458	7.850639602248662
0.9117411892852125	0.006041164981402288	0.08825881071478739	7.905700024303804
0.943696783558374	0.0023864751211643363	0.056303216441625996	7.941310308437203
0.9647387857752648	0.0009183631807562723	0.035261214224735306	7.963820422594502
0.9781811683440671	0.0003474495682034514	0.02181883165593305	7.977833718775858
0.9866018796295813	0.00013004698274152548	0.013398120370418745	7.986471832646833
0.991811901887067	4.8350632245886744e-05	0.008188098112933088	7.991763551254815
0.9950106675150628	1.7902448442250123e-05	0.004989332484937267	7.994992765066614
0.996965289551937	6.611883413937679e-06	0.0030347104480631147	7.996958677668519
0.998156203148391	2.4381948309872765e-06	0.0018437968516089556	7.998153764953555
0.9988805178290803	8.982629649979143e-07	0.0011194821709197705	7.99887961956611
0.9993205712140071	3.3074320970218693e-07	0.0006794287859930778	7.999320240470792
0.9995877477663605	1.2174205432697572e-07	0.0004122522336396561	7.999587626024302
0.999749898275886	4.479829277577237e-08	0.00025010172411404	7.9997498534775895
0.9998482842520469	1.6483417608565042e-08	0.0001517157479531592	7.999848267768626
0.9999079718854226	6.064651089073493e-09	9.202811457731454e-05	7.999907965820769
0.9999441792373649	2.2313790366198655e-09	5.582076263507888e-05	7.999944177005982
0.9999661419498564	8.211879155235724e-10	3.385805014352189e-05	7.999966141128664
0.9999794636791102	3.0167454489848517e-10	2.0536320889765668e-05	7.999979463377432
0.9999875439544175	1.1083970583134942e-10	1.2456045582417124e-05	7.999987543843575
0.9999924449789914	4.095451338900231e-11	7.555021008484494e-06	7.999992444938033
0.9999954176327324	1.529042042740773e-11	4.582367267591815e-06	7.999995417617439
0.9999972206483309	5.495951935802977e-12	2.7793516691178938e-06	7.999997220642832
0.9999983142362505	1.810143775778842e-12	1.6857637492907904e-06	7.999998314234436
0.999998977533537	1.0505505141804064e-12	1.02246646272182e-06	7.999998977532483
0.9999993798335479	2.1482002132371247e-13	6.201664516309872e-07	7.999999379833329
0.9999996238478365	1.024038422779578e-13	3.7615216295211744e-07	7.999999623847731
0.9999997718459978	1.9540464265677562e-13	2.281540017021883e-07	7.999999771845799
0.9999998616192496	-1.5023258548309323e-14	1.3838074988476278e-07	7.999999861619261
0.9999999160675285	1.0326113725006614e-13	8.393247097752978e-08	7.999999916067421
0.9999999490932893	-8.063462687152279e-14	5.0906710261392304e-08	7.9999999490933655
0.999999969121759	1.498993139040682e-14	3.0878240366430864e-08	7.99999996912174
0.999999981283446	9.875813132752602e-13	1.871655346571882e-08	7.999999981282455
0.9999999886460973	1.756523569529445e-13	1.1353902366698348e-08	7.999999988645918
0.9999999931105158	-2.7898185507503533e-14	6.889483786760594e-09	7.99999999311054
0.9999999958196575	3.763035001400955e-13	4.180342142285642e-09	7.999999995819278
0.9999999974631051	3.4086826219893374e-14	2.536894507323353e-09	7.999999997463068
