x	y	u	v
0.1	0.1	0.1	0.1
0.2635628852766485	0.12876900012892867	0.6689072854856158	0.03681705670179343
0.4084939598461825	0.08179353940450611	0.8781974912177899	0.014429369502369109
0.49520166439121244	0.04701906940334133	0.9551913502176648	0.009707600065236481
0.5438466223472553	0.03522964164200664	0.9835158185003683	0.013203134394363259
0.5728173281790943	0.03945227311716828	0.9939358082209264	0.019459533566616165
0.5917925967173057	0.05122662682325705	0.9977691071303832	0.025871338508632817
0.6052933251418813	0.06508535099660796	0.9991792931937185	0.031575374280342176
0.615497779793498	0.07842054789060658	0.9996980519283188	0.03643988125384809
0.6235524647370705	0.0903128033110143	0.9998888455325248	0.040561359543040354
0.630119234033925	0.10062709823022949	0.999958948121315	0.04407796978901493
0.6356101518438294	0.10952229519424411	0.9999846046796493	0.04711390720750985
0.6402969657019288	0.11723045369388545	0.9999938623589586	0.04976859233501447
0.6443669857839472	0.12397270757230548	0.9999970406081229	0.052118857492755015
0.6479539366271225	0.12993482811789336	0.9999979387082156	0.054223731837600014
0.6511560872977151	0.13526561857892053	0.9999979576441097	0.05612885639155847
0.6540474435267096	0.14008242068534235	0.9999976158489908	0.05786992866166139
0.6566849375937122	0.1444777316316945	0.9999971065509673	0.05947524684501906
0.6591132028447365	0.14852499279684098	0.9999965027132625	0.06096755918167488
0.6613678353477896	0.15228315634635198	0.9999958324140424	0.06236540914835667
0.663477677808445	0.15580014555852228	0.99999510659034	0.06368412238537174
0.6654664546008101	0.15911544275998063	0.999994329271845	0.06493653960920326
0.6673539658504228	0.16226202549865162	0.9999935013582345	0.06613356871076144
0.6691569759682269	0.16526782622708472	0.9999926220194024	0.06728460692847088
0.6708898868981416	0.16815684609471848	0.9999916892044668	0.06839786885899814
0.6725652573949912	0.1709500171945622	0.9999906998066981	0.06948064589836123
0.6741942112565735	0.17366588172299266	0.9999896496838013	0.07053951547303565
0.6757867644021376	0.1763211366750537	0.999988533604025	0.07158051328288384
0.6773520933039393	0.17893108112076614	0.999987345140416	0.07260927905040074
0.6788987608815653	0.18150999273573876	0.9999860765168763	0.07363118338341952
0.6804349125754734	0.18407145471586023	0.9999847184007453	0.07465144218837028
0.681968452403027	0.18662864939646676	0.9999832596315366	0.07567522381690299
0.6835072074890527	0.18919463273051576	0.9999816868698391	0.07670775367347758
0.6850590883379426	0.19178260174959627	0.9999799841445682	0.0777544208108791
0.6866322521947424	0.19440616727497037	0.9999781322670233	0.07882089132926458
0.6882352760908599	0.19707964289900565	0.9999761080716104	0.07991323320149982
0.6898773480817959	0.19981836446062257	0.9999738834224626	0.08103805899149777
0.6915684855279649	0.20263905482202973	0.9999714239037042	0.0822026935221747
0.6933197919539112	0.2055602532581748	0.9999686870772296	0.08341537581424355
0.695143766884616	0.2086028335725284	0.9999656201345665	0.0846855076803183
0.6970546878311612	0.21179064306676199	0.9999621566962599	0.08602396537243144
0.6990690901390948	0.21515130547204334	0.9999582123849069	0.08744349694678862
0.7012063801968079	0.2187172473843836	0.9999536786078143	0.08895923699460113
0.7034896317153525	0.22252703163536922	0.9999484136749779	0.09058938373368328
0.7059466360830665	0.22662711684021783	0.999942229869555	0.0923561036131025
0.7086113101420647	0.2310742168090938	0.9999348742292946	0.09428675959503126
0.7115256143909053	0.2359385171819271	0.9999259993100188	0.09641560772586823
