x	y	u	v
0.7147422131480304	0.2413081391339452	0.9999151175403783	0.09878618433883657
0.7183282351571324	0.24729545448979917	0.9999015278428918	0.10145473413273112
0.7223707017399663	0.2540462097322003	0.9998841937156133	0.10449524430709138
0.7269845471743172	0.2617530230720931	0.9998615328616893	0.10800702549182972
0.7323247813142351	0.2706758829354842	0.9998310380976768	0.11212645440562191
0.7386054822917707	0.2811742202202885	0.9997885588455449	0.11704575347612498
0.7461304567651317	0.29375881932256603	0.9997268560824168	0.12304413769545937
0.7553446346399773	0.3091791548751412	0.9996324834024484	0.13054166361226066
0.7669239707352768	0.3285769894907496	0.9994784557083936	0.14019683956167336
0.7819403246576554	0.3537704548021642	0.9992051129006897	0.15309321590404293
0.8021792407974458	0.3878095170947896	0.998663181058332	0.17111693784371615
0.8307786689245049	0.4361243305656194	0.9974137145644344	0.1977608735813343
0.8735052431090033	0.5089835885523999	0.9938602450891236	0.23985273084942627
0.9406834244875224	0.6263758608778071	0.9804443537596856	0.3105631492462389
1.0436202272693014	0.8221248462347073	0.914311555399029	0.4274951125161472
1.1558994967920933	1.1151700801933304	0.6686084530116374	0.5766599087416326
1.2114956932824388	1.4354148156330713	0.34863498375589486	0.6920474227739692
1.21950444532603	1.6811720644809922	0.15945846895760077	0.7496671215306058
1.209411205044972	1.8241038891029637	0.07380184852631247	0.7685332489173977
1.1918710921181987	1.8857158528160598	0.03796947039904978	0.7666123949623086
1.1687103984117662	1.893613526116101	0.023771474737027547	0.7526046846614836
1.138522940158995	1.8652698086550343	0.01903284993030789	0.7286231300126469
1.0974479365012022	1.8059486792696777	0.019083731928040082	0.6919387081064584
1.0375671597895915	1.7081220373126107	0.023152205152270264	0.6337977820221826
0.9428114767121816	1.5461083768549782	0.03522193784871416	0.5347708718001191
0.7883640179753728	1.270921140443387	0.08111867388304332	0.36986601196233826
0.603431706251245	0.877121707856274	0.3096068860110087	0.1864909670633276
0.5303791480217038	0.5098329568427942	0.6945745481028993	0.08154335085398852
0.54221976607077	0.2732872612401976	0.8861855036161203	0.04061112846570242
0.5664766318085539	0.1514912056048719	0.9581045627570886	0.028674729853710584
0.5862989386196994	0.09969798468377844	0.984586795539633	0.02809144414446483
0.6010435719038589	0.0838094548664601	0.9943297044027195	0.031321010342927884
0.6121843767990499	0.08408695990600575	0.9979139544420453	0.03542935509103951
0.6208964718461829	0.09062578200029082	0.9992325013268734	0.03940671704804462
0.6279320250621697	0.09895474370516899	0.9997175039539755	0.042977047958393584
0.6337672798235606	0.10726103455221693	0.9998958180444404	0.04611706989803567
0.6387141675642178	0.11492151794338051	0.9999612585907208	0.04887728552517849
0.6429852663587423	0.1218022610633876	0.9999851260711471	0.051320626253366884
0.6467306983085217	0.12794893835641777	0.9999936532174565	0.05350399053767829
0.6500597394735456	0.13345926512812847	0.9999964942599537	0.05547441230201678
0.6530540103907805	0.13843484688223995	0.9999972044243554	0.057269710318638624
0.6557758492447993	0.1429656712143816	0.99999709464292	0.05892016903445661
0.6582738124579988	0.14712708939296737	0.9999966494869416	0.06045018291064968
0.660586396831379	0.15098104139928908	0.9999960487934968	0.061879603937482396
0.6627446241946444	0.1545783498275452	0.9999953596087429	0.06322478379395137
0.664773877579518	0.15796097226804767	0.9999946068412527	0.06449936570188305
0.6666952333005395	0.16116389946396004	0.9999937992935816	0.06571488606416322
0.6685264454203658	0.16421666859098655	0.9999929392536915	0.06688123494159832
0.6702826871782934	0.16714454867263703	0.999992026029711	0.06800701307900278
0.6719771191666032	0.1699694678212385	0.9999910572348524	0.06909981288645217
0.6736213328491708	0.17271074474220874	0.9999900292275498	0.07016644348825724
0.6752257035516794	0.17538567408618652	0.9999889372201171	0.07121311476726436
0.6767996776397456	0.17801000397693315	0.9999877752424123	0.0722455914695506
0.6783520118471205	0.1805983345416064	0.9999865360240332	0.07326932601245638
