Z	Y	Phosphorylated protein	Values[vk]
0.15	1.6	1.0	1.1320754716981132
0.23312321917016246	1.2720138735324775	0.8729709347093809	1.7059107875929862
0.9906145732005244	0.677061337865435	0.7375126358867219	5.675874849122832
0.33237297490096374	1.9626840750433445	0.3642645461709582	2.3469576771582172
0.2863482690447136	1.869456018570436	0.3836791563978621	2.0553659585625796
0.2597883926227058	1.6834800256215254	0.46267153854994475	1.882668927205839
0.23899309486025122	1.4409236825324812	0.586255199003944	1.7451164466878302
0.28464254338394696	1.112214601574519	0.7342426862361642	2.044374018921971
0.5061507029971797	1.7783376739138872	0.2798822820875144	3.367433991200371
0.30865154266683203	1.941720259258439	0.26049316765729646	2.197862839003271
0.2745170992329274	1.8018771601917365	0.33214654914275754	1.9788459714940903
0.25082183761798155	1.590879378844502	0.4499180372926356	1.823613831967945
0.2329409780549747	1.328061887855407	0.6045271695150503	1.704690880084487
0.7120362954398773	0.7603152450351197	0.6537944603686582	4.433550744434327
0.3498128154753448	1.9572478466792433	0.22534085881026772	2.454988015884801
0.2925284749531417	1.8960742695443857	0.2642058322451387	2.095079621045227
0.26418237511966186	1.7230414697327698	0.3611112559669641	1.911468487011284
0.2425403895826682	1.4899659563028416	0.49856989951281255	1.7687279319855378
0.24409634747542036	1.1974275162785302	0.6656532253335183	1.7790654304101965
1.3255012722648012	0.7234430271098543	0.3650532011591537	6.929817443140299
0.31810139259521686	1.955370681358951	0.2274290875972861	2.2575581803483242
0.27972736668357207	1.8344685161894394	0.2949237327099502	2.012624475596024
0.25485250029796735	1.6345247584927143	0.4103040802715585	1.850207953205497
0.23523888694400458	1.3811084689344912	0.5627032272367442	1.7200610013762234
0.44983276883410717	0.9383094994587049	0.6939920049465454	3.049886580600291
0.3797232918065736	1.9301542008759214	0.22444068320453534	2.6372206863552985
0.299381576644701	1.9193749130186266	0.24717275425095286	2.138912245064751
0.2687858767955389	1.7605640940823406	0.33638014390897747	1.9415432522114633
0.24626451018206252	1.5373499188344733	0.4678126428203739	1.7934507711767103
