Z	Y	Phosphorylated protein	Values[vk]
0.23369494231194496	1.2617005555692857	0.6325758921465159	1.7097368012416492
1.0422490019850097	0.6715152830684303	0.5224395285503105	5.8846738408336225
0.32993290829224037	1.9623531716156402	0.22128947097081944	2.331736609906718
0.2853212608190228	1.8644811682857283	0.2774529549817059	2.0487493836536768
0.259037553450633	1.6763449431762263	0.38519761639413164	1.877738511581067
0.23839664984498066	1.432156787989603	0.5313480922148949	1.7411403848925695
0.2983949314201267	1.092848949212388	0.6930389520894384	2.1326148648267993
0.46554201890736324	1.8270922583040197	0.24045925734872878	3.139675755320368
0.30716374473019603	1.9387800389000156	0.23622328202794363	2.188427699002777
0.2736376294358312	1.7959163934092413	0.31605263308190734	1.9731317929335286
0.2501301780851449	1.5830478343834462	0.4403776393018759	1.8190424589959229
0.23271560222339188	1.3185051887549184	0.5999857766615897	1.7031820071876476
0.7601601683309686	0.7382981345906698	0.6323041011997922	4.6633301990198275
0.34619125594250594	1.9592989019294007	0.2195363391516745	2.4326633371506574
0.2914022333108392	1.891635792718901	0.26235417629518926	2.087855557564783
0.2633980884766376	1.71625196892114	0.36188475494799993	1.9063347374741764
0.24190402047427353	1.4814905415498285	0.5014183346400093	1.7644966320333182
0.24802512000152477	1.1846552475847039	0.6691845042922382	1.8051153768302315
1.3147627752467046	0.8023346834146968	0.3325037855768893	6.893025085480852
0.31630757165141454	1.9533992867125223	0.2277321143312906	2.2462572968615033
0.2787888866281591	1.8289361840062746	0.2973480962563239	2.0065496013009274
0.25413542112014376	1.6270051493298285	0.4142511923814961	1.8454823911075766
0.23474952000917532	1.371970504243426	0.5678839259983298	1.7167899165287188
0.49100517224548507	0.9042756147729206	0.6894444882081754	3.283211789813556
0.3728001208109105	1.9375176779383194	0.222895210084791	2.5953780641423774
0.2981222467722969	1.9155534258414173	0.24913736560177713	2.130873639392905
0.2679623627812232	1.7541406881568637	0.3399658479245202	1.9361705663654838
0.2456012039885193	1.529166052804531	0.47265329965002767	1.7890522748295408
0.23452615301724553	1.2511774550491905	0.6381860020791491	1.7152964710794372
1.095319489006145	0.6682660164651794	0.4980312806665118	6.093030076216812
0.3276215541449401	1.9617242369664663	0.22195045034906438	2.3172942196927857
0.2843090982733112	1.8594187708604168	0.2802527299752819	2.042223677318193
0.25829208716988494	1.6691511387216702	0.389401160650185	1.8728407217736154
0.23781021147884204	1.4233377043895057	0.5366939573718091	1.7372293410388562
0.3152355486107559	1.0714827532313727	0.6955210664272703	2.239496789292223
0.43902187952199134	1.8594209212515866	0.23603003834237293	2.987537333974491
0.3057169311126244	1.9356942195373839	0.2379528818489388	2.179242871741808
0.272767315274044	1.7898840854309368	0.3194851987336109	1.9674735328239057
0.24944277516541746	1.575162863987143	0.44508160856139073	1.8144969403875661
0.23257365445771327	1.3088518694188165	0.6056769444882885	1.7022315506724601
0.8082640205378135	0.7197310638139379	0.6166800017650436	4.88633322806211
0.3428556770067934	1.960816202140001	0.21953167030879658	2.412051232708245
0.29029542363676236	1.887098271285118	0.2648652969730679	2.080750455150033
0.2626200388507783	1.7094005280060276	0.36586901808778133	1.901238933748019
0.24127324059182942	1.4729643558084153	0.5065792469120195	1.7603005568298584
0.2529755772419463	1.1711766396432823	0.6741493778565409	1.8378337921572738
1.196712098588372	0.9844537392049653	0.3024814255687246	6.474467400614448
0.31457840774482876	1.951237658138385	0.22903704679655648	2.2353501105473454
0.27786167271705137	1.8233260673889216	0.3005120278759681	2.0005436227879003
0.25342297446728096	1.6194299386353685	0.4187386341076568	1.8407849198419068
0.2342888689797565	1.3627699208798942	0.573451373917059	1.713709708127339
0.535435508837238	0.8700419732479445	0.6834864644544105	3.52789909242607
0.3667982246506527	1.9435004500096185	0.22181374622455852	2.558939945592792
0.29688942143118696	1.9116165863592758	0.2513122615172038	2.1229972065128453
0.2671462128223675	1.7476514579161204	0.34370512636067313	1.930842769236181
0.2449422478788114	1.5209306905445867	0.47760935734048204	1.7846805197311058
0.23567522612676448	1.2404067136363033	0.6438140207403896	1.722976644858821
1.1497217420847667	0.6675187520599647	0.47215141398104915	6.3003254677055525
0.3254247631628557	1.9608200796973603	0.22274458268773442	2.3035457705733884
0.2833111468807368	1.8542704955687628	0.2831285582600958	2.0357849477105296
0.2575518651903533	1.6618991195111832	0.3936624230824128	1.8679747673400475
0.23723523846630631	1.4144657368139928	0.542085393740497	1.7333931343016833
0.3356949840216739	1.0478244932515521	0.6972062691487603	2.367638169219317
0.4201311529103821	1.8825258766550517	0.2325041616076113	2.8774813932014904
0.30430829488037964	1.9324684288010823	0.23975693681770754	2.17029130096668
0.27190584942376733	1.7837811854289312	0.3229677922426983	1.961869300000157
0.24875959558611024	1.5672248034332505	0.4498260236672164	1.809977096473349
0.23253313252171798	1.299090500482828	0.6113812866204339	1.7019602050140543
0.8565659385937189	0.7044016575499757	0.5994831206045055	5.103823099346526
0.33976384402585336	1.9618608133022482	0.21966815363248346	2.3929021051566015
0.2892071008731989	1.8824640019273244	0.26743348306254916	2.073758530032845
0.2618480576994325	1.7024877541213415	0.3698958818096054	1.8961800376342715
