U	V	Values[Umodif]
0.0	0.0	0.0
94.14445138839895	0.27319885968864477	94.14445138839895
131.22727597577503	0.18373097404854513	131.22727597577503
146.12577103826592	0.13709542018344603	146.12577103826592
151.9990014591342	0.11575488490243152	151.9990014591342
154.29375404349528	0.10640800176160205	154.29375404349528
155.18855767748065	0.1024055715448456	155.18855767748065
155.53792958164632	0.10071606575655986	155.53792958164632
155.67470334134788	0.1000100947232747	155.67470334134788
155.72841179666398	0.09971734251298836	155.72841179666398
155.7495654657694	0.09959666113967434	155.7495654657694
155.75792012185207	0.09954714541941566	155.75792012185207
155.76122793027272	0.09952690531440185	155.76122793027272
155.76254039292527	0.09951865707462573	155.76254039292527
155.76306211766953	0.09951530407836055	155.76306211766953
155.7632698441973	0.09951394380970667	155.7632698441973
155.7633526627232	0.09951339289579705	155.7633526627232
155.76338572129646	0.09951317007388807	155.76338572129646
155.76339893124344	0.0995130800481613	155.76339893124344
155.76340421336474	0.09951304371496864	155.76340421336474
155.7634063287952	0.09951302905129283	155.7634063287952
155.76340717347432	0.09951302315627626	155.76340717347432
155.76340751132582	0.09951302078589346	155.76340751132582
155.76340764978116	0.09951301981075597	155.76340764978116
155.76340770432037	0.09951301942504576	155.76340770432037
155.7634077251533	0.09951301927685251	155.7634077251533
155.7634077336178	0.09951301921664797	155.7634077336178
155.76340773724678	0.09951301919082738	155.76340773724678
155.76340773872283	0.09951301918029115	155.76340773872283
155.76340773933669	0.09951301917590634	155.76340773933669
155.76340773987994	0.09951301917202499	155.76340773987994
155.7634077401841	0.09951301916985114	155.7634077401841
155.76340774023538	0.09951301916948314	155.76340774023538
155.76340774009734	0.09951301917046727	155.76340774009734
155.76340774013408	0.09951301917020386	155.76340774013408
155.76340774010978	0.09951301917037712	155.76340774010978
155.7634077400244	0.09951301917098707	155.7634077400244
155.76340773992194	0.09951301917171819	155.76340773992194
155.7634077398887	0.0995130191719563	155.7634077398887
155.76340773985547	0.09951301917219442	155.76340773985547
155.76340773982224	0.09951301917243253	155.76340773982224
155.76340773980812	0.09951301917253369	155.76340773980812
155.7634077398072	0.09951301917254039	155.7634077398072
155.76340773980624	0.09951301917254708	155.76340773980624
155.7634077398053	0.09951301917255378	155.7634077398053
155.76340773980436	0.09951301917256049	155.76340773980436
155.76340773980345	0.09951301917256719	155.76340773980345
155.76340773980252	0.09951301917257391	155.76340773980252
155.76340773980158	0.0995130191725806	155.76340773980158
155.76340773980064	0.0995130191725873	155.76340773980064
155.76340773979973	0.099513019172594	155.76340773979973
155.76340773979877	0.0995130191726007	155.76340773979877
155.76340773979783	0.09951301917260741	155.76340773979783
155.7634077397969	0.0995130191726141	155.7634077397969
155.76340773979598	0.09951301917262081	155.76340773979598
155.76340773979504	0.09951301917262752	155.76340773979504
155.7634077397941	0.09951301917263422	155.7634077397941
155.76340773979317	0.09951301917264092	155.76340773979317
155.76340773979226	0.09951301917264761	155.76340773979226
155.7634077397913	0.09951301917265432	155.7634077397913
155.76340773979035	0.09951301917266102	155.76340773979035
155.76340773978941	0.09951301917266774	155.76340773978941
155.7634077397885	0.09951301917267444	155.7634077397885
155.76340773978757	0.09951301917268113	155.76340773978757
155.76340773978663	0.09951301917268783	155.76340773978663
155.7634077397857	0.09951301917269453	155.7634077397857
155.76340773978475	0.09951301917270124	155.76340773978475
155.76340773978382	0.09951301917270794	155.76340773978384
155.76340773978288	0.09951301917271464	155.76340773978288
155.76340773978194	0.09951301917272135	155.76340773978194
155.763407739781	0.09951301917272805	155.763407739781
155.7634077397801	0.09951301917273475	155.7634077397801
155.76340773977915	0.09951301917274145	155.76340773977915
155.76340773977822	0.09951301917274814	155.76340773977822
155.76340773977728	0.09951301917275486	155.76340773977728
155.76340773977637	0.09951301917276156	155.76340773977637
155.7634077397754	0.09951301917276827	155.7634077397754
155.76340773977446	0.09951301917277497	155.76340773977446
155.76340773977353	0.09951301917278166	155.76340773977353
155.76340773977324	0.09951301917278371	155.76340773977324
155.7634077397732	0.0995130191727839	155.7634077397732
155.76340773977319	0.09951301917278409	155.76340773977319
155.76340773977316	0.09951301917278428	155.76340773977316
155.76340773977313	0.09951301917278446	155.76340773977313
155.7634077397731	0.09951301917278466	155.7634077397731
155.76340773977307	0.09951301917278485	155.76340773977307
155.76340773977304	0.09951301917278503	155.76340773977304
155.76340773977302	0.09951301917278522	155.76340773977302
155.763407739773	0.0995130191727854	155.763407739773
155.76340773977296	0.0995130191727856	155.76340773977296
155.76340773977293	0.09951301917278578	155.76340773977293
155.76340773977293	0.09951301917278599	155.76340773977293
155.7634077397729	0.09951301917278617	155.7634077397729
155.76340773977287	0.09951301917278636	155.76340773977287
155.76340773977284	0.09951301917278656	155.76340773977284
155.76340773977282	0.09951301917278674	155.76340773977282
155.7634077397728	0.09951301917278693	155.7634077397728
155.76340773977276	0.09951301917278711	155.76340773977276
155.76340773977273	0.0995130191727873	155.76340773977273
155.7634077397727	0.09951301917278749	155.7634077397727
155.76340773977267	0.09951301917278768	155.76340773977267
