c_GSH	m_Glycine	m_Formate	m_Serine	b_Cysteine	c_THF	m_THF	b_Glutamate	c_Methionine	c_5-10-methylene-THF	b_Glycine	c_Serine	c_Cysteine	c_GSSG	c_Glycine	b_GSH	S-adenosylmethionine	c_10-formyl-THF	Homocysteine	c_Glutamate	m_5-10-methylene-THF	Sarcosine	b_GSSG	AICAR	m_5-10-methenyl-THF	c_DHF	Cystathione	Glutamyl-Cysteine	Dimethylglycine	c_formate	c_5-methyl-THF	S-adenosylhomocysteine	m_10-formyl-THF	c_5-10-methenyl-THF	b_Met	b_Ser	Values[tot_cfol]	Values[tot_mfol]	Values[V_oCys_b]	Values[V_oGly_b]	Values[V_oGlu_b]	Values[daytime]	Values[Aminoacid_input]
6590.56824161192	2040.43402532595	55.820116666595005	2114.87119909779	185.50378543937	4.670919668857204	21.075801087262697	60.4330872702655	49.18682158	0.506278119133034	221.101111778807	562.834377270222	194.96740946034	61.30196117926091	924.4298202166851	12.6996048211362	81.1684566962769	3.4090707047830704	1.12248362561721	3219.39793573653	1.6661092442315202	9.16245914628594	0.484328542816829	0.942750394171554	1.54929073348709	0.0385952337473159	36.8825861752429	9.80842470037426	0.7073827122615051	13.088818642992202	4.4965335653401	19.1432773636787	15.9087989350187	0.278602708139276	7.500000000000001	37.50000000000001	13.4	40.2	17.5	157.5	68.25	0.0	0.25
6558.680423542452	1775.6516029985864	61.00633867337435	1561.0900151268427	177.13674308981595	3.358141375711484	21.023748570435554	54.88166266862812	27.881308091624746	0.39072576299633116	123.53343156059259	328.23086650688913	178.62394758263474	61.21507966467267	704.8586652567852	12.685735342455782	41.86646431340209	2.9499662128121154	1.1337156783550484	3058.3377842657487	1.654519020262593	7.940368365551266	0.48367047845148725	0.9486810529344941	1.5429774725117142	0.029522939266498995	25.221082597853165	10.170515808058342	0.7873472131126728	14.967897122448822	6.446722102205211	12.913505355866558	15.978754936790194	0.22492160700834224	7.500000000000001	37.50000000000001	13.39999999999998	40.20000000000006	17.5	157.5	68.25	1.0	0.25
6482.062196180709	1457.3631928864968	81.72475895842084	1054.66074946236	176.62786321495463	1.7468988530439409	20.94179197984743	53.182707788176224	27.80483889947498	0.27838583859469457	109.93721335665752	281.26568986900844	169.55965470228188	60.912355678801106	586.3246075149328	12.650910957830662	23.142478243457887	2.405977767525955	0.9320911630971759	2948.365180681418	1.6088946208925057	6.044518496140655	0.48132271180404396	0.9567502948269105	1.517400922877518	0.020852156882744555	12.25541893376133	10.592447228166096	0.690718851663785	22.26034261420877	8.779959640793177	8.160716682841493	16.131912476382613	0.16792574315946499	7.500000000000001	37.50000000000001	13.399999999999975	40.20000000000007	17.5	157.5	68.25	2.0	0.25
6380.818841070713	1261.3224796397733	101.39076834964025	765.7799864163401	175.90310138207033	1.2699299339883687	21.10344766136753	51.94695239552647	27.38470311006097	0.24202144360327457	103.03933878369116	247.8101153622354	165.2081889162565	60.46612069719964	521.9608014319393	12.602527264973594	18.603909374707044	2.2009470842738397	0.8764250320520497	2869.8791451579896	1.5530701905613293	5.4433915121206615	0.477844709711877	0.9601352873702684	1.4845439344620954	0.018076821602526823	7.162614329700224	10.9514301872852	0.6555475170778972	29.075409251583025	9.520688993485633	7.087665038303011	16.0589382136091	0.14833572304632905	7.500000000000001	37.50000000000001	13.399999999999972	40.20000000000005	17.5	157.5	68.25	3.0	0.25
6269.867469987624	1139.9908299593392	106.04852180696072	610.8217032537721	175.04426319953797	1.1899504047735232	21.467887493157903	50.9315244062855	27.337972739132233	0.23565727661580949	98.7433919822996	226.4707133582045	164.43208612053948	59.946427020263215	481.78321459661356	12.546332739237549	17.798896193557493	2.1568483534567826	0.8707529111764839	2806.465710825706	1.504400571537805	5.277730577085013	0.4737853586457732	0.9608916965171121	1.454515321150925	0.01759259481498493	5.7282754053423615	11.293333241699553	0.6448956303653433	30.73699770479641	9.655126214542932	6.888957674862377	15.773196614153406	0.14482515579593283	7.500000000000001	37.50000000000001	13.399999999999965	40.20000000000004	17.5	157.5	68.25	4.0	0.25
6156.504361550536	1062.4207763788809	101.42920063457478	525.2114501964314	174.1078787042252	1.2281273844092488	21.86096519462264	50.020015503996405	27.444237774816788	0.23660762784878367	95.77736534049374	213.59387911431978	164.7366922268311	59.395938620811144	455.1109705542035	12.485301798506528	17.879317859130303	2.149618329023639	0.8779945457227251	2750.191117482314	1.4671731778725632	5.230157525012342	0.4694816008003482	0.9610167857834261	1.430743554738084	0.017664761960522336	5.336584545657835	11.56678536980957	0.6415072560902412	29.244860524115	9.62267539695725	6.901480452792142	15.441118072766775	0.14530649980053043	7.500000000000001	37.50000000000001	13.399999999999974	40.20000000000006	17.5	157.5	68.25	5.0	0.25
6043.134457993174	1012.239638787697	95.1447161757546	475.0725650419632	173.11351491177373	1.2967518908966105	22.195145264380255	49.171732572923	27.563348759185146	0.23880115048189432	93.64227391482919	205.62854339853067	165.15106350278384	58.83078602957069	437.3991767606572	12.420361703117779	18.129148674258992	2.148123106607955	0.8870345299233994	2698.2982520552223	1.4399684677287818	5.217569223597869	0.465061371742348	0.9610425696178635	1.4129727539720012	0.01783151957860754	5.235548885773327	11.748463293755977	0.6404331966113255	27.17591764486958	9.552027934823055	6.957230574570497	15.151913513918984	0.14646439761184904	7.500000000000001	37.50000000000001	13.39999999999997	40.200000000000024	17.5	157.5	68.25	6.0	0.25
5930.548213320996	979.551924045689	90.2363813228525	444.4455787257307	172.06634219805255	1.3602872621140587	22.443943395986754	48.3707005053592	27.657768237236187	0.24078210475291262	92.03890586452715	200.57682895104074	165.40403263703735	58.256312546973874	425.6789417353751	12.351724141019158	18.364216424592623	2.147612098380603	0.8946857009843471	2649.728885277596	1.4207841309246796	5.216369287271688	0.4605670252386735	0.9610513872692669	1.4002684912476728	0.01798217801552291	5.218228037809915	11.846365752343251	0.6402206724089881	25.556534675829173	9.485825332332048	7.011233905590544	14.935003981840898	0.14751102440484035	52.5	262.5	13.399999999999983	40.2	122.5	1102.5	477.75	7.0	1.75
5886.718808523673	1534.524341562766	57.51013246506511	1129.5545446939987	187.85260578549858	4.155701827321803	21.400776635594777	58.41183522122889	76.44755962950282	0.48857763442925545	281.63532192078554	546.1750250043278	194.9733961899143	57.89411280880498	845.6856785299593	12.32298974584653	75.92230563119547	3.3360436051551763	1.039912910430378	2923.882349524776	1.6213311219951785	8.255360381997225	0.4576827315467743	0.9436897074240732	1.5230707002653538	0.03719072755183476	24.242058563194103	9.731720810384457	0.6614360475571864	13.736707290930845	5.111835192010113	15.455448319226067	15.65482154214472	0.270651013531792	52.5	262.5	13.399999999999974	40.20000000000003	122.5	1102.5	477.75	8.0	1.75
5919.90828794894	2080.1269109941413	52.20154931947153	1801.5267378545982	188.10168155109014	5.721023738589846	21.37731490337273	61.307657919005415	68.59717986718057	0.563753578841366	357.9068971362975	613.4460182058469	203.90228500934333	57.97795560911896	1066.5017107217827	12.343855444920772	123.70224281320613	3.601107574287464	1.2436470786820772	3109.186906624937	1.6432643475394542	10.611272377735235	0.4583053453965473	0.9404481765835169	1.5355554105140243	0.04316993175383356	41.5796553689553	9.515827926487189	0.6900277733527564	11.8722271778976	3.167328826645674	26.79273447805598	15.643865338573843	0.3036163498818021	52.5	262.5	13.399999999999984	40.200000000000045	122.5	1102.5	477.75	9.0	1.75
