HexP	Fru	Suc	Glc	Suc6P
1.0	1.0	1.0	1.0	1.0
1.2339382925114268	1.1720621186433728	1.394116858334513	1.162367538293805	0.5616897995827754
1.459052370200045	1.3508283801841459	1.7201388588047164	1.3309818431563738	0.18240014535877644
1.6742178350838155	1.5320423544730335	1.8362717837813574	1.5020985453455309	0.009949365588661744
1.8797227818408166	1.7094316276780526	1.7923594293640603	1.6704580068551742	0.002513462625709009
2.076048430308221	1.8815636325741487	1.7475061133098586	1.8349140584620147	0.002829027409918651
2.2634447195892133	2.0487323098535892	1.7091317642591597	1.9957607707349583	0.003204968230794256
2.4421993580886667	2.211241435540301	1.6769753700965686	2.153291587677511	0.003570257980443776
2.6126264096695637	2.3693690491931787	1.6507044398169644	2.307768382537592	0.00392310179666234
2.775052879108056	2.5233735576832887	1.629987815048157	2.459426901836663	0.0042628019079296794
2.9298089440178985	2.673496466446935	1.614500821463582	2.6084798503590423	0.004589022257482677
3.077221883751783	2.819964290844037	1.6039281805202683	2.7551195948507288	0.004901678516398389
3.217612336309826	2.962989926953774	1.5979658204637557	2.8995204633468186	0.005200864191018927
3.3512916634418577	3.102773457465128	1.5963222875555727	3.0418405220239997	0.005486797456597863
3.4785607728158716	3.2395030873369217	1.598719167675067	3.1822233429557496	0.0057597831427643655
3.599708705552066	3.3733554279307496	1.6048919368857546	3.320799154203594	0.006020184216188497
3.7150128471338424	3.504496452885266	1.6145894459811299	3.4576863684064776	0.006268401238586513
3.8247370815221626	3.633081033985319	1.627575314105154	3.59299200977693	0.006504854293325138
3.929134437813763	3.7592549594142213	1.643625339565079	3.726813723314227	0.006729982649920024
4.028446693355402	3.883155058689984	1.662527695252126	3.859240407481269	0.006944223584552449
4.122904546465437	4.004909573016281	1.6840826270948137	3.990352920218299	0.007148019041962487
4.212723165867796	4.124635969082357	1.7081061244761298	4.120223115636003	0.007341787679075044
4.298115760006104	4.242448828872079	1.7344178490515962	4.24891929700693	0.00752596757745018
4.379277598396984	4.35845095911624	1.7628550850112124	4.376500770676589	0.007700957025505519
4.456397380662975	4.472740064562943	1.7932625161861955	4.5030224187211525	0.00786715480782903
