IIa	Xa	Va	II	Xa_ATIII	IIa_alpha2M	PL	IIa_ATIII	X	PT	V	Values[AmAct]
0.0	0.0	0.0	509.29979999999995	0.0	0.0	9.999997	0.0	81.24998	0.0	6.711998	0.0
145.94870455629228	9.47061712489361	0.8532326265818035	307.0049571342598	39.135951255854366	10.319290687168554	4.466801159849928	46.02684762228018	27.11021577910181	5.533195840150093	0.32556953326810184	151.686230178358
208.27892745490178	3.4847303284439017	1.8032873929773152	54.66604062736568	70.27070027742724	45.117681513257	5.091296849339843	201.23715040447618	2.5858492434686053	4.908700150660179	1.0456362495677323e-05	233.36435837627266
107.93618347009227	0.657331265597766	3.892378771108707	0.2843408863348712	77.67588378890532	73.45407792162725	7.180377773398253	327.62519772194617	0.09714571889499901	2.8196192266017754	2.2895091056259763e-09	148.77665079451702
41.35251549230783	0.23349776236183958	5.153262003994061	-1.9297746594207886e-22	79.45444812172653	85.7003549841552	8.441261004054113	382.2469295235393	0.003298119965642091	1.5587359959459273	5.999801568621743e-11	89.00191286349812
15.800368370418973	0.11582028991670418	5.780381563287204	-2.9316131079914035e-36	80.20243172980493	90.38000192613306	9.068380563302178	403.11942970344995	0.0001115435803999183	0.931616436697866	1.4919725555634063e-11	66.05164944134896
6.037157305953128	0.06589944915620015	6.128460617138403	1.9577622436379516e-40	80.6005393960231	92.16804660917941	9.416459617147215	411.0945960848695	3.7719677166453394e-06	0.5835373828528225	8.766677297650339e-12	57.28259122065689
2.306735354701139	0.040074132963609385	6.336955172272862	-2.633812690692818e-46	80.83486291176357	92.85123998597041	9.624954172280054	414.1418246593305	1.2755264109323458e-07	0.3750428277199767	7.154851807146919e-12	53.93202478690069
0.881379716797962	0.025276371884887648	6.467311095479816	-1.2405811191878552e-47	80.98001671928799	93.11228110788971	9.755310095486479	415.3061391753142	4.313311980099323e-09	0.244686904513556	6.620445264738228e-12	52.65180801278464
0.33676607243331186	0.016291476769733006	6.550883955695252	-1.772647295094221e-49	81.07257447878585	93.2120222201827	9.838882955701711	415.75101170738594	1.4585883914599757e-10	0.16111404429831477	6.426960654713855e-12	52.1626504268549
0.1286748328953629	0.010641997038590784	6.60529395250944	-1.1147642748742856e-50	81.13263395547199	93.250132267378	9.893292952515822	415.9209928997286	4.932383027084331e-12	0.10670404748420118	6.354534341790719e-12	51.97574837355754
0.049165322909600344	0.007011132048840128	6.641063560334207	-1.8142057977480065e-51	81.17203442829125	93.2646937221743	9.929062560340563	415.9859409549182	1.667960244170099e-13	0.07093443965946065	6.327077004968688e-12	51.90433503243852
0.018785561633045948	0.0046446307996245	6.664726692148343	-5.465612110013102e-52	81.19806406135477	93.27025750342045	9.952725692154681	416.01075693494863	5.640626074022484e-15	0.0472713078453367	6.3166171945033e-12	51.87704873353482
0.007177768804733712	0.0030880558426663314	6.680445101682087	-2.464780121236799e-52	81.2153390458455	93.27238336673648	9.96844410168842	416.0202388644608	1.9074674437971353e-16	0.03155289831159404	6.3126251763633855e-12	51.86662292071021
0.0027425514586042524	0.00205804939173416	6.690914370117043	-1.450529329190509e-52	81.22683832073135	93.27319563707881	9.978913370123372	416.0238618114647	6.451856115982906e-18	0.021083629876641235	6.311100533839238e-12	51.86263932567443
0.0010479007648501884	0.0013737697276477061	6.69789990870654	-1.0184531336511494e-52	81.23450813898495	93.27350599717884	9.985898908712867	416.0252461020585	2.183144241509512e-19	0.014098091287145552	6.310518080927724e-12	51.861117235196296
0.0004003921812278005	0.0009179721486887369	6.702566493854211	-8.04196037213029e-53	81.23963052171158	93.27362458257791	9.990565493860538	416.02577502524304	7.389921303815315e-21	0.009431506139475805	6.3102955458602726e-12	51.86053566009455
0.00015298564197270483	0.0006138327168189935	6.705686404584096	-6.8673743200787245e-53	81.24305457187329	93.27366989287022	9.99368540459043	416.0259771214899	2.4994265031759312e-22	0.006311595409589772	6.310210519513717e-12	51.86031344607782
5.845451564383173e-05	0.000410652248547238	6.707773366322503	-6.179118948293226e-53	81.24534471407999	93.27368720539954	9.995772366328838	416.0260543400869	8.609906915769422e-24	0.004224633671181869	6.310178032250102e-12	51.86022854071779
