MPFc	Stgc	StgPn	MPFn	preMPFc	StgPc	Stgn	preMPFn	Wee1n	Wee1c	Wee1Pn	FZYa	IEa_1	Stgm	Xp	N	Xm	Wee1Pc	Values[CycBT]	Values[StgPT]
1.0	0.0	0.0	0.0	0.0	0.8000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.8000560039202744	0.99993	0.799944
0.9888959029573633	0.019922910608441997	0.024617490605084343	0.14710154865532218	0.011093648691451328	0.780072653596252	0.03874657797272741	0.0021343026854150214	0.01929633095056875	0.01964637614751159	0.012546385536715658	0.00024659609726878013	0.0052541251136810135	0.9980953079385102	2.5000000001216576e-07	1.0	0.0005000000000000003	0.7804073986265685	0.9999299988897931	0.7800197717348426
0.9866588001258099	0.01999968190354478	0.06376673129572943	0.2875498596096626	0.013320407243273606	0.7799915343648254	0.06170636540152224	0.00926022523923102	0.0306718280486779	0.01972067739297437	0.03269667632446285	0.0009597851283604403	0.018954165264937033	0.9961906895961805	1.0000000000121657e-06	1.0	0.0010000000000000002	0.7803308904214667	0.999929985530507	0.7799413986286104
0.9862657990334103	0.020013098570556394	0.1274229994361495	0.423144712196817	0.013703167090786655	0.7799738558802656	0.058928943277790705	0.018771705383648044	0.03211083462369076	0.01973367893027431	0.062469683404775045	0.003911413289605937	0.06288312971573747	0.9942860464597595	2.2500000000121694e-06	1.0	0.0015000000000000022	0.7803157038902613	0.9999299024457988	0.7799281773203144
0.9861898030407245	0.020015637223055074	0.20291827702927032	0.5532455428409274	0.013769023847144944	0.7799671398232557	0.04310669558937731	0.025453779207383096	0.028196410752086936	0.01973614496924659	0.09728546967681721	0.022032974631063584	0.18137201589477145	0.9923812805998896	4.000000000012171e-06	1.0	0.0020000000000000026	0.7803110746044936	0.9999293387225306	0.7799267464028601
0.9861683785569558	0.02001630267862896	0.2705884349935361	0.6353712378408688	0.013780410087082803	0.7799623797042539	0.03392763479590865	0.025913316330760033	0.025409045288565094	0.01973679579780356	0.13066663817875052	0.13183080087455915	0.3903842837326962	0.9904762946713528	6.250000000012165e-06	1.0	0.0025000000000000005	0.7803082820598038	0.9999250821476253	0.779926723528124
0.9861564177921721	0.020016645816220195	0.32121559489368234	0.5377060978878385	0.01378243259459009	0.7799580230054798	0.040633049657040926	0.019767772737094756	0.03161986955282553	0.019737132822108164	0.1547451187103151	0.43299286814453314	0.5923630994068971	0.988570991913414	9.00000000001218e-06	1.0	0.003	0.7803058246357354	0.9999078778381789	0.779925911035512
0.9862035959971722	0.02001539288636593	0.13417370102826057	0.19094854957020543	0.013782207663060955	0.7800050405063897	0.10589513709098211	0.009356835596909443	0.06723774462431598	0.01973591415675515	0.05661013617590523	0.7758208065007083	0.46895796221888175	0.986665267194688	1.2413852858365464e-05	1.9500000000000002	0.0038945379767633733	0.7803563932074709	0.9998766472831088	0.7799168845285508
0.9861834092101839	0.02001597176042446	0.09940369998441179	0.1274438302186434	0.01378216045539247	0.7799964600207625	0.19927700149572336	0.009444593502884409	0.11165634609535886	0.019736466595114285	0.042803350155791765	0.909033123379338	0.2329720789578907	0.9847589560605389	1.6795890835128813e-05	1.9500000000000002	0.00486953797676337	0.7803516616858579	0.9998477596351549	0.7799035591090174
0.986163253639575	0.02001655093855957	0.06926701147425958	0.10990596629403007	0.013782283773175854	0.779988037759242	0.2868643332621622	0.010618027346829536	0.1498350357674335	0.019737019145024386	0.034931717782094654	0.8096325245878837	0.00683592221067291	0.9828518704343678	2.2152928811892148e-05	1.9500000000000002	0.005844537976763367	0.7803469716578608	0.9998254963720259	0.779891024339154
0.9861432713882978	0.02001711967755805	0.06102474499777053	0.12023143679882896	0.013782433502004404	0.7799797813242754	0.35141902902004707	0.014668762378685234	0.17804711161425774	0.01973756586048128	0.036724975123023286	0.6163257001292269	0.004192607024906941	0.980943823303802	2.8484966788655497e-05	1.9500000000000002	0.006819537976763363	0.7803423286552805	0.9998076289087723	0.7798816439618167
0.9861234851588864	0.02001767816039611	0.06965916677237687	0.1451242548568306	0.013782584947943599	0.7799716874543474	0.3979813728834866	0.022228245876638228	0.199111242564827	0.01973810633332093	0.04536745708588457	0.42480746894899185	0.005495501106125649	0.9790346287987709	3.5792004765418826e-05	1.9500000000000002	0.007794537976763354	0.7803377326762015	0.9997924265446104	0.7798747297952743
0.9861038971053531	0.020018227219509056	0.09276817413813046	0.1864354344641735	0.013782733985436075	0.7799637522994738	0.4289755710760824	0.034965043017767136	0.21162319985510336	0.01973864036819729	0.06226636636610853	0.23741796607757573	0.008226938402870016	0.9771241021938648	4.407404274218219e-05	1.9500000000000002	0.00876953797676335	0.7803331835099729	0.9997803677308214	0.7798699501030546
0.9860845062703961	0.020018764400740807	0.1409494611931082	0.2571330440449082	0.013782879619897262	0.7799559753560457	0.4338255951469021	0.05523794081473256	0.2069163318870396	0.01973916694860538	0.09609129888594412	0.06266568973856469	0.015366542003783942	0.9752120599110504	5.333108071894554e-05	1.9500000000000002	0.009744537976763347	0.7803286817711446	0.9997735426315526	0.7798687509668625
0.9860653118279878	0.020019282455908467	0.24276086618557477	0.37368187493648486	0.013783020744928168	0.7799483609730805	0.38399484325433614	0.0769898110510134	0.16547405273086177	0.019739683612140152	0.16636175558693372	0.0023538676174972586	0.041643886275780785	0.9732983195227398	6.356311869570888e-05	1.9500000000000002	0.010719537976763336	0.7803242295241677	0.999773369960657	0.779875034880042
