X_gut	C_p	C_per	C_t	C_e	Values[MAP]
4.181661957011871e-05	5.052688366638535	7.296354368798821	5.211896264807974	5.391854802495432	88.18567275181542
2.575112666301e-10	4.237702884667638	6.550345362238427	4.859072841966167	4.590759008957295	87.74648904614327
4.1816619568832044e-05	5.059881731742061	7.307517783329305	5.220643540724251	5.3995534484457055	88.18483983845182
2.57503697164846e-10	4.243998952302135	6.560116256931664	4.86672898620392	4.597497328909174	87.74636557101806
4.181661956731137e-05	5.065392430432838	7.3160698605494865	5.227344660610006	5.405451233077604	88.18420355590821
2.574982056015165e-10	4.248822248655274	6.567601551480005	4.8725942110911	4.602659426258899	87.74627122829287
4.181661956672863e-05	5.069614070739251	7.322621442467269	5.232478259704425	5.4099694124805975	88.18371716238796
2.5749261168285765e-10	4.252517283248302	6.5733358917051055	4.8770874470997665	4.606614009780942	87.74619909987922
4.181661956600334e-05	5.072848188203742	7.3276404833997	5.236411011261054	5.413430702845051	88.18334516029728
2.5748873864830026e-10	4.255347978201403	6.577728859490861	4.880529628809424	4.60964354017789	87.74614392898724
4.1816619565852846e-05	5.075325783407182	7.331485474151209	5.239423816609086	5.416082330839053	88.18306053657167
2.574847596962473e-10	4.257516519175965	6.5810942276429385	4.883166618030446	4.6119644051627855	87.74610171358496
4.181661956555434e-05	5.0772238214529315	7.3344310476339185	5.241731868855575	5.418113692059379	88.18284270268461
2.574819657736439e-10	4.259177796719526	6.583672371474412	4.885186764768234	4.613742375201727	87.74606940244969
4.181661956544257e-05	5.078677871904118	7.336687594841085	5.243500023302022	5.419669878830978	88.18267594793195
2.574796122170083e-10	4.26045046950239	6.585647437890812	4.886734360340392	4.6151044438615365	87.74604466666915
4.1816619565378325e-05	5.079791791996213	7.338416292267366	5.244854572425153	5.420862043594213	88.18254827278895
2.5747785412990607e-10	4.261425439650295	6.587160498295682	4.8879199435509095	4.616147898471864	87.74602572712422
4.181661956494238e-05	5.080645144759911	7.339740614125999	5.2458922664629615	5.421775338096115	88.18245050581376
2.5747712132816474e-10	4.26217234553367	6.5883196247784	4.8888281960518825	4.616947268985027	87.7460112238033
4.181661956513484e-05	5.081298881903905	7.340755151637606	5.246687223912361	5.422474995453082	88.18237563334019
2.574754441824512e-10	4.262744535769311	6.5892076092889855	4.889523990828866	4.6175596513647985	87.74600011654898
4.181661956487697e-05	5.081799697359829	7.341532369317606	5.2472962255287845	5.423010989501193	88.1823182896001
2.5747517778026973e-10	4.263182879706668	6.589887877148213	4.890057025828646	4.618028785730914	87.7459916095253
4.181661956446013e-05	5.082183362450839	7.3421277808377665	5.247762769957147	5.423421604235244	88.18227436824198
2.5747550503142605e-10	4.263518686568617	6.590409017274974	4.890465373692759	4.618388180548293	87.74598509364924
4.1816619564266604e-05	5.082477280899714	7.342583914154725	5.248120180672978	5.423736168287581	88.1822407259672
2.574752288026791e-10	4.2637759417485155	6.5908082527054095	4.890778201139635	4.618663506007286	87.74598010266071
4.181661956416578e-05	5.082702446172199	7.3429333491182245	5.248393986149971	5.423977149759697	88.18221495622088
2.574752840593812e-10	4.263973019995439	6.5911140992922945	4.891017852231673	4.618874427547589	87.74597627957054
4.181661956454778e-05	5.082874940957532	7.343201044524841	5.248603743261219	5.424161761031742	88.18219521624651
2.574736394278014e-10	4.264123997850643	6.591348402481258	4.891201444325057	4.619036010483655	87.74597335101517
4.1816619564864664e-05	5.083007085896143	7.343406120828343	5.2487644341506945	5.424303188177552	88.18218009484887
2.5747290416837945e-10	4.264239659082787	6.5915278976494855	4.891342090697808	4.619159796064402	87.74597110764664
4.181661956421225e-05	5.083108319592619	7.343563225841484	5.248887536351528	5.424411532794668	88.18216851123357
2.574742656836467e-10	4.264328264928762	6.591665405446455	4.89144983717963	4.619254625817529	87.74596938912788
4.181661956492133e-05	5.083185872780985	7.343683580971189	5.248981842580568	5.4244945335225445	88.18215963759879
2.574722871386742e-10	4.26439614416352	6.591770747525602	4.891532379687539	4.619327273067961	87.74596807265235
4.181661956446528e-05	5.083245284787406	7.343775782721778	5.249054088769227	5.424558118784228	88.1821528398834
2.5747345629976107e-10	4.264448145140122	6.5918514480668895	4.8915956139156815	4.619382926729616	87.74596706415429
4.1816619564014636e-05	5.083290799183102	7.343846416709998	5.249109435185189	5.424606830230514	88.1821476324049
2.5747441985626107e-10	4.264487982088514	6.59191327119999	4.891644056442067	4.619425561929816	87.7459662915801
4.181661956430983e-05	5.0833256668867595	7.3439005280504075	5.249151835010359	5.424644147133082	88.18214364312664
2.5747380041092876e-10	4.2645185004087045	6.591960632713582	4.891681167330127	4.619458223936947	87.7459656997357
4.181661956416179e-05	5.083352378363761	7.343941981707783	5.249184316701159	5.424672734894465	88.18214058705865
2.5747394068360627e-10	4.264541879906835	6.591996915458239	4.891709597267776	4.619483245672369	87.74596524634077
4.1816619564179136e-05	5.0833728415125625	7.343973738557413	5.249209200299781	5.424694635428623	88.18213824588811
2.5747373086857827e-10	4.264559790490762	6.592024710971194	4.891731376896285	4.619502414342723	87.74596489900703
4.181661956516009e-05	5.083388517937861	7.3439980668694025	5.249228263146226	5.424711413006971	88.18213645237688
2.5747164006787865e-10	4.264573511444946	6.592046004579581	4.891748061851085	4.619517099092845	87.7459646329235
4.181661956498903e-05	5.083400527345515	7.344016704321603	5.249242866826503	5.4247242659871215	88.18213507841065
2.5747183613958744e-10	4.26458402280405	6.59206231720341	4.89176084387412	4.619528348797388	87.74596442908305
4.181661956464897e-05	5.083409727521765	7.344030982115248	5.249254054425105	5.424734112407974	88.18213402584644
2.5747254521106817e-10	4.264592075353992	6.592074813990623	4.891770635936055	4.61953696697953	87.7459642729254
4.181661956344089e-05	5.08341677560012	7.34404192005832	5.249262625029175	5.424741655561701	88.18213321950023
2.574757224639726e-10	4.264598244257774	6.592084387539088	4.891778137446435	4.619543569203202	87.74596415329647
4.181661956423249e-05	5.083422174997115	7.344050299406109	5.249269190804129	5.424747434226547	88.18213260177548
2.5747357082026463e-10	4.264602970136313	6.592091721650554	4.891783884209325	4.619548627039934	87.74596406165138
4.181661956439689e-05	5.083426311371338	7.344056718663462	5.24927422071815	5.4247518611506855	88.18213212854945
2.5747302667193755e-10	4.26460659054089	6.592097340172168	4.891788286693801	4.6195525017512304	87.74596399144387
4.1816619564641616e-05	5.083429480168186	7.34406163633296	5.249278074038465	5.424755252532104	88.18213176602072
2.574724681772726e-10	4.264609364063314	6.5921016444136615	4.89179165935255	4.619555470093183	87.74596393765941
4.181661956376633e-05	5.083431907722335	7.3440654036650335	5.249281025993102	5.424757850604146	88.1821314882947
2.574744768547747e-10	4.264611488805383	6.592104941810069	4.891794243081453	4.619557744082627	87.74596389645609
