sumrc1	c2	m3PI	mRas	x1	x2	y	ypp	z	zpp	fGEF	w	eph	r	c1	ePI3K	eGEF	yp	zp
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.6	0.4000000000000001	0.0	0.0	0.0	0.0
0.912898096881799	0.03944957387744837	0.5342179663027407	0.5994886049402361	0.1917463617269758	0.7853107869911911	0.8587677182603006	0.023779327138835477	0.97130409024411	0.0019601089091715266	0.9994574003657727	6.12311740691119e-06	1.000000000032195	0.5477388581290795	0.36515923875271966	0.9470422160093085	0.956463898743824	0.11745295460086402	0.02673580084671857
0.8406096063484685	0.06524512508581497	0.8050223680335715	0.8125027166479747	0.4908146836841664	1.008226549184164	0.6217949766575405	0.13746076088167467	0.6227406709328679	0.23823232179678885	0.8480629959948237	0.002458038719394187	1.0000136529487502	0.5043657638090812	0.3362438425393874	0.9692935253548792	0.8253838162752865	0.240744262460785	0.13902700727034337
0.7796897646493478	0.08138441459995636	0.9115302292217612	0.7072551069210381	0.6475028535041106	1.0465461811758792	0.48066220765313883	0.22715127592715487	0.20109294357078042	0.7274071447551133	0.5202149937955175	0.018790098013138506	1.0016354199571782	0.4678138587896086	0.31187590585973907	0.9757002501162573	0.5088874970671812	0.29218651641970633	0.07149991167410641
0.7276778182299459	0.09070426732885546	0.9531665319929947	0.5251232002321136	0.6343560640236694	1.0556947738859255	0.4398580491648496	0.2499232291302822	0.04542502370515823	0.9181451101192357	0.3540793495149754	0.04585033427496281	1.015817316447826	0.4366066909379676	0.29107112729197837	0.9783148747947338	0.3471024481357103	0.3102187217048682	0.036429866175606174
0.6827713897875264	0.09523558742461588	0.9695139110810009	0.3970139834432749	0.5457152757077446	1.0600868928197908	0.4539655986836548	0.23334999032761436	0.01199443875721224	0.9563470869123941	0.2896667468453624	0.07523453056977047	1.0580800921822981	0.4096628338725158	0.27310855591501054	0.9793931994976913	0.28420920790325677	0.3126844109887308	0.03165847433039359
0.6436216825572014	0.09644033496192991	0.9758894245573873	0.3270531988426557	0.45301025691916513	1.0632292551605385	0.4883487947030167	0.2050696935562345	0.006117450540513041	0.9578400914481747	0.2661213540901957	0.1041603205032896	1.1355745138740985	0.38617300953432093	0.2574486730228806	0.9796621082812874	0.2611661329732666	0.3065815117407489	0.03604245801131234
0.6092003062534607	0.09537373246523526	0.9782081951573169	0.29318840219167325	0.3826468226909625	1.0654526853186268	0.5238483938182671	0.1794062429597435	0.006297954891926858	0.9497238067118369	0.257825496998085	0.13200078562461254	1.2468872038834335	0.36552018375207634	0.2436801225013842	0.9794243944160632	0.2529781578419049	0.2967453632219896	0.04397823839623638
0.5787101612764518	0.09279750354893147	0.9787732276057411	0.27798118229005997	0.33667562363209447	1.0668599657022733	0.552087369196046	0.16079884105154635	0.008570183970729634	0.9378433361866493	0.2551538153346718	0.15859375232955547	1.3858083064708182	0.34722609676587113	0.23148406451058076	0.9788266788396465	0.2502391401508921	0.28711378975240787	0.05358647984262111
0.5515243076081944	0.08926016202563827	0.9784966428611465	0.27157770733193826	0.30920744056793065	1.0676476038813911	0.5714348813907368	0.1488855677740149	0.012118901121380001	0.9242353273004588	0.2545743075015356	0.18389425628457803	1.5442623305084477	0.33091458456491657	0.22060972304327772	0.9779471417401472	0.24949950002243065	0.2796795508352484	0.06364577157816122
