Pbs2	Hog1P	Glyin	Protein	RNA	Fps1	Pbs2P	Hog1	Glyex	Fps1P	Hog1PP	Sho1	Sho1Pbs2P	Compartments[Vos]	Hog1PPActive	Compartments[V]	Values[Area]	Values[Turgor]	Values[ActivationSln1_nlfb]	Values[ks]	Values[Fps1TransportCapacitty]	Values[FitVrel]	Values[FitHog1PPrel]	Values[FitProteinrel]	Values[FitGlyinrel]	Values[Turgor2Osm]	Values[FitRNArel]	Values[Osmex]	Values[Osmin]	Values[cen]	Values[ActivationSho1_nlfb]	Values[Fps1TotalTrans]	Values[TurgorActivation]	Values[TurgorDeactivation]	Values[Hog1Inhibition]
0.1213413038042935	0.04728505542602972	180000.0	0.0454266559338921	0.034	0.02552786674847592	0.00013068320070690195	0.3280000337104134	1800.0	0.02552786674847592	0.006816695844052033	0.131041418862202	0.00011608835708998218	29.500000000000004	0.006816695844052033	50.0	65.63429036687326	0.6099999999999989	0.0007105395610531713	0.00042819413680910844	0.5	100.0	2.23	19.9	17.0	242026.12207773747	3.4000000000000004	260000.0	502026.12207773793	258200.0	0.0036065403549781954	0.05105573349695184	0.4999999999999991	0.5000000000000009	1.0
0.12134130400949035	0.04728505551026828	180000.00031831072	0.04542665601114591	0.034000000059329946	0.025527866747905758	0.00013068320207098802	0.32800003426373886	1800.0500817098327	0.025527866749046085	0.006816695856300677	0.13104141908503697	0.00011608835730495643	29.499999949831516	0.006816695856300677	49.99999994983152	65.63429032296962	0.6099999856518143	0.00071054022996632	0.00042819413680910844	0.49999999998883254	99.99999989966304	2.2300000002145985	19.900000000000013	17.00000000115202	242026.11638489246	3.400000000150863	260000.05008170984	502026.1229436948	258200.0	0.003606541023891344	0.05105573349695184	0.49999998823919195	0.5000000117608081	1.0
0.12134130454024528	0.04728505576603044	180000.0011517191	0.04542665621248513	0.03400000023919051	0.02552786674441593	0.00013068320959173257	0.3280000356632581	1800.100163405865	0.025527866752535912	0.006816695894555061	0.13104141966572594	0.00011608835792690612	29.499999819082834	0.006816695894555062	49.99999981908283	65.63429020854832	0.6099999482576878	0.0007105419732821491	0.00042819413680910844	0.4999999999204792	99.99999963816566	2.2300000028453457	19.900000000000478	17.000000004516114	242026.1015482442	3.40000000306758	260000.10016340588	502026.1252043741	258200.0	0.003606542767207173	0.05105573349695184	0.49999995758826693	0.500000042411733	1.0
0.12134130531489415	0.04728505625446253	180000.00238592137	0.04542665650901023	0.03400000059331376	0.025527866735730004	0.00013068322757051377	0.32800003759263285	1800.1502450879943	0.025527866761221835	0.006816695970875203	0.13104142052081705	0.00011608835895187428	29.499999626524865	0.006816695970875203	49.99999962652487	65.63429004003626	0.6099998931861089	0.0007105445407214933	0.00042819413680910844	0.4999999997503529	99.99999925304974	2.2300000132564843	19.900000000003832	17.00000001011405	242026.07969781687	3.4000000162867834	260000.150245088	502026.1285405661	258200.0	0.0036065453346465176	0.05105573349695184	0.49999991244762265	0.5000000875523773	1.0
0.12134130626815923	0.04728505707842934	180000.0039288296	0.04542665687748999	0.03400000121906503	0.02552786672013087	0.000130683259074005	0.32800003973321556	1800.200326756273	0.025527866776820972	0.006816696105517019	0.13104142158320237	0.00011608836037264904	29.499999387253176	0.006816696105517019	49.999999387253176	65.63428983064388	0.6099998247544056	0.0007105477310109194	0.00042819413680910844	0.49999999944482143	99.99999877450635	2.230000039215615	19.900000000016306	17.000000017947777	242026.05254657133	3.4000000512848314	260000.20032675628	502026.1326953976	258200.0	0.0036065485249359435	0.05105573349695184	0.4999998563560496	0.5000001436439504	1.0
0.12134130735062022	0.047285058367497315	180000.00571061202	0.04542665730029759	0.034000002234404206	0.02552786669629339	0.00013068330627878658	0.32800004178078335	1800.2504084107334	0.02552786680065845	0.006816696324651318	0.13104142280191958	0.00011608836218348857	29.49999911273153	0.006816696324651318	49.99999911273153	65.63428959040344	0.6099997462412129	0.0007105513912994325	0.00042819413680910844	0.49999999897793007	99.99999822546306	2.2300000901507855	19.900000000049317	17.000000028028307	242026.02139535238	3.4000001211789623	260000.25040841073	502026.13747389684	258200.0	0.0036065521852244567	0.05105573349695184	0.4999997920009509	0.5000002079990491	1.0
0.12134130852461644	0.047285060264472295	180000.00767797398	0.04542665776396823	0.03400000379244421	0.0255278666631729	0.00013068337070667806	0.3280000434491319	1800.3004900513986	0.025527866833778945	0.006816696658092049	0.13104142413798503	0.00011608836437974582	29.499998811729167	0.006816696658092049	49.99999881172917	65.63428932698909	0.6099996601545385	0.0007105554046642212	0.00042819413680910844	0.4999999983292176	99.99999762345834	2.230000176478163	19.900000000119885	17.000000040375713	242025.98723924754	3.400000242291157	260000.3004900514	502026.1427270429	258200.0	0.0036065561985892452	0.05105573349695184	0.49999972143806876	0.5000002785619313	1.0
0.12134130976203146	0.0472850629178868	180000.00979106914	0.0454266582584204	0.03400000604755594	0.025527866619944137	0.00013068345335212698	0.3280000444723219	1800.3505716782809	0.025527866877007702	0.0068166971380012095	0.13104142556214204	0.00011608836695766566	29.499998490827394	0.0068166971380012095	49.999998490827394	65.63428904616028	0.6099995683766255	0.0007105596833547175	0.00042819413680910844	0.4999999974825201	99.99999698165479	2.23000030921666	19.900000000251204	17.000000055019346	242025.95082506328	3.4000004308170246	260000.35057167828	502026.1483431469	258200.0	0.0036065604772797417	0.05105573349695184	0.49999964621022364	0.5000003537897764	1.0
0.12134131104207556	0.047285066476050144	180000.01202040468	0.04542665877617476	0.03400000916247029	0.025527866565939118	0.00013068355480550434	0.3280000446050587	1800.4006532913845	0.025527866931012725	0.006816697797875776	0.13104142705260113	0.00011608836991417288	29.49999815492778	0.006816697797875776	49.99999815492778	65.6342887522065	0.6099994723093334	0.0007105641620163051	0.00042819413680910844	0.4999999964247541	99.99999630985556	2.23000049969493	19.900000000473295	17.000000071998407	242025.91270900727	3.400000703594579	260000.40065329138	502026.15423921007	258200.0	0.003606564955941329	0.05105573349695184	0.49999956746647956	0.5000004325335204	1.0
0.12134131234965626	0.0472850710818613	180000.01434457026	0.04542665931178119	0.03400001330894251	0.02552786650060174	0.00013068367534637397	0.32800004362403984	1800.450734890708	0.025527866996350103	0.006816698671560734	0.13104142859338344	0.00011608837324672101	29.499997807624883	0.006816698671560734	49.99999780762488	65.63428844827344	0.6099993729806996	0.000710568792721717	0.00042819413680910844	0.49999999514502746	99.99999561524976	2.2300007592566753	19.900000000823425	17.00000009136225	242025.87329896787	3.4000010782136294	260000.4507348907	502026.16035458306	258200.0	0.003606569586646741	0.05105573349695184	0.49999948604948957	0.5000005139505104	1.0
