Osteoclasts	Osteoblasts	BoneMass	Values[y1]	Values[y2]	Values[x1_bar]	Values[x2_bar]	Values[gamma]
1.0606600000000002	212.13200000000003	100.0	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606600326758022	212.13200006613133	100.0	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606600621981932	212.13200025327393	100.0	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606600887733744	212.13200054910016	100.0	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606601126188744	212.13200094122053	100.0	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606601339979025	212.13200141445316	100.0	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606601531311415	212.13200195640073	99.99999999975704	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606601701607965	212.13200255983162	99.99999999857168	0.0	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606601852758537	212.13200321443497	99.99999999601663	1.3496032291726578e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606601986399047	212.132003911673	99.99999999158267	2.6860083490731768e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602103816523	212.13200464543564	99.99999998464264	3.860183084292146e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602206536666	212.1320054079522	99.99999997465007	4.887384519314253e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602295835044	212.13200619308532	99.99999996181207	5.780368295127403e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602372778924	212.13200699605906	99.99999994695611	6.54980711889408e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602438603314	212.13200781100105	99.99999993040677	7.208051022722373e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.060660249423616	212.13200863398052	99.99999991239332	7.764379450492243e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602540507268	212.1320094616872	99.99999989311466	8.227090564361106e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602578416635	212.13201028973475	99.99999987282234	8.606184231929603e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602608958904	212.1320111137696	99.99999985176638	8.911606919070891e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
1.0606602632724962	212.13201193190878	99.99999983007413	9.149267499175551e-08	0.0	1.0606601717798212	212.13203435596427	-1.0
