Mek1-P	Erk2-P	Mos	Mek1	Erk2	Mek1-PP	Mos-P	Erk2-PP
10.0	10.0	90.0	280.0	280.0	10.0	10.0	10.0
10.140191267634554	10.134137289361439	89.07360439414748	280.05296602573213	279.9658395301826	9.806842706633686	10.926395605852553	9.900023180456015
10.286140773624872	10.26220142094563	88.14784920193522	280.08650268113115	279.9376578378515	9.627356545244291	11.852150798064805	9.80014074120299
10.43778815007803	10.384524223933782	87.22224063983306	280.10069127978625	279.9150453212692	9.461520570136061	12.77775936016696	9.700430454797102
10.59508739779973	10.501424043323317	86.29635475729474	280.09559858759906	279.8975989490837	9.309314014601572	13.70364524270527	9.600977007593013
10.75800551542087	10.613207008576474	85.36982689666388	280.0712785744677	279.8849218255955	9.170715910111777	14.63017310333614	9.501871165828105
10.926521177234692	10.720168193148142	84.44234319525002	280.0277739623679	279.8766228008336	9.04570486039774	15.55765680475	9.403209006018379
11.100623481982131	10.822592637473484	83.51363410773558	279.9651175409725	279.8723161332998	8.934258977045737	16.486365892264434	9.305091229226809
11.280310757847529	10.920756223227528	82.58346987462338	279.88333326019597	279.87162120527057	8.836355981956881	17.416530125376642	9.207622571502053
11.465589298356049	11.014926731979461	81.65165359351842	279.7824375988171	279.8741621733336	8.751973102827247	18.3483464064816	9.110911094687053
11.65647232886556	11.105364321850443	80.71802122742365	279.6624400612764	279.87956781731634	8.681087609858391	19.28197877257638	9.015067860833335
11.852978854452454	11.192322300207127	79.78243814270351	279.52334411802667	279.8874712888241	8.6236770275213	20.21756185729651	8.920206410968893
12.055132480680564	11.276047958133784	78.84479434680239	279.36514829307873	279.8975098250296	8.57971922624109	21.155205653197623	8.826442216836728
12.262960537882652	11.356782633287597	77.90500805163884	279.1878461710322	279.9093247057542	8.54919329108553	22.094991948361166	8.733892660958327
12.476492802825554	11.434762837429632	76.9630184298178	278.99142782455453	279.92256088926626	8.532079372620343	23.036981570182213	8.642676273304223
12.69576077089404	11.510220179318596	76.01878901972157	278.7758797575635	279.936866955225	8.528359471542894	23.98121098027843	8.552912865456564
12.920796452355304	11.58338220313896	75.07230386166138	278.5411859155012	279.9518948454224	8.538017632143895	24.927696138338607	8.464722951438894
13.151631666840169	11.654472531025394	74.12356820549051	278.2873279651669	279.9672997283927	8.561040367993327	25.876431794509486	8.378227740582133
13.388297082812803	11.723711293681692	73.1726076111806	278.0142858516544	279.9827398209584	8.597417065533252	26.827392388819398	8.293548885360126
13.630821359291147	11.791315536103212	72.21946689697808	277.7220383713637	279.9978762009942	8.64714026934555	27.780533103021913	8.21080826290276
13.879230607837806	11.857499304846355	71.2642107600018	277.4105634574901	280.0123726620514	8.710205934672508	28.735789239998194	8.130128033102405
14.133547410889324	11.922474142165202	70.30692240736896	277.0798388155784	280.0258955245534	8.78661377353269	29.693077592631024	8.051630333281544
14.393790829400567	11.98644893002159	69.3477045973448	276.72984213771934	280.0381134964396	8.876367032880497	30.652295402655177	7.9754375735389464
14.659974726613507	12.049630709228527	68.38667759453136	276.360551850433	280.0486974710498	8.979473422953902	31.61332240546863	7.90167181972182
14.932107186396294	12.11222487836963	67.4239790255534	275.97194753468654	280.05732036358216	9.095945278917565	32.576020974446585	7.830454758048347
15.210190900142766	12.17443492993164	66.45976475101808	275.56401015111277	280.06365697924156	9.225798948744869	33.54023524898191	7.761908090826951
15.494224295381413	12.236461827031675	65.49421055446942	275.1367221105002	280.06738390579943	9.369053594118782	34.50578944553056	7.696154267169075
15.784197898573638	12.298505715387916	64.5275083814206	274.6900683672008	280.0681792485541	9.525733734225941	35.472491618579376	7.633315036058196
16.080094795263772	12.360765627591219	63.55986726389515	274.2240366330959	280.0657225007855	9.69586857164072	36.440132736104836	7.573511871623397
16.381892067334224	12.423438859857256	62.59151382655221	273.73861769016366	280.0596944945755	9.879490242502511	37.40848617344776	7.51686664556738
16.689560852197847	12.486720922446166	61.622692248314245	273.233805791769	280.04977727378514	10.076633356033547	38.37730775168573	7.463501803768892
17.003063495308012	12.550806691838572	60.65366315930805	272.70959923426796	280.0356538002226	10.287337270424452	39.34633684069192	7.413539507939057
17.322354301186454	12.61589007574298	59.68470383002302	272.16600071978934	280.0170078687951	10.511644979024615	40.31529616997695	7.367102055462163
17.647381699487486	12.682163125423662	58.716107537357175	271.6030177412914	279.99352423191215	10.749600559221513	41.283892462642804	7.324312642664423
17.978086906189517	12.749816551594197	57.74818353330675	271.02066302505835	279.96488834268064	11.001250068752546	42.25181646669322	7.285295105725348
18.31440260585143	12.81904023187537	56.78125701003331	270.4189549728518	279.93078610039123	11.266642421297192	43.218742989966664	7.250173667733606
18.656253677104413	12.890022894171759	55.81566862093978	269.7979180679698	279.8909038317998	11.54582825492618	44.18433137906019	7.219073274028656
19.00355949004951	12.962951098196188	54.85177258481568	269.15758322323813	279.84492861122345	11.838857286712804	45.148227415184294	7.192120290580591
19.356231883982048	13.038010083654799	53.88993770040146	268.49798826086504	279.7925477935057	12.145779855153304	46.11006229959852	7.169442122839747
19.714175033790042	13.11538380227932	52.9305470884417	267.81917833464274	279.73344889113577	12.466646631567682	47.06945291155827	7.151167306585128
