R	IR	I2R	Rp	IRp	I2Rp	Ren	IRen	I2Ren	RPen	IRPen	I2RPen	Values[mliver]	Values[vp]	Values[vhep]	Values[vd]	Values[mkidney]	Values[Kkidney]	Values[r1]	Values[r2]	Values[r3]	Values[r4]	Values[r5]	Values[r6]	Values[r7]	Values[i1]	Values[i2]	Values[i3]	Values[i4]	Values[i5]	Values[i6]	Values[i7]	Values[f1]	Values[f2]	Values[f3]	Values[f4]	Values[f5]	Values[f6]	Values[rliv]	Values[rkid]	Values[Ratetotal]	Values[Fracliver]	Values[Frackidney]	Values[Cliver]	Values[Ckidney]	Values[Ctotal]	Values[ReceptorIns]	Values[ReceptorIns2]	Values[ReceptorInsPM]	Values[ReceptorIns2PM]	Values[ReceptorInsEN]	Values[ReceptorIns2EN]
35.3837	0.0	0.0	0.0	0.0	0.0	4.616300000000001	0.0	0.0	0.0	0.0	2.6645352591003757e-15	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	3.5383699999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0258460747536448e-17	0.0	0.0	-1.923794457070471e-17	-4.790000000028799e-08	0.0	0.0	0.0	0.0	0.0	3.8903740353102862	0.49275362318840576	4.383127658498692	88.757944974909	11.242055025091002	1.5756014843006658	0.19956521739130434	1.77516670169197	6.661338147750939e-17	6.661338147750939e-17	0.0	0.0	6.661338147750939e-17	6.661338147750939e-17
32.01746219401992	3.166216150822708	0.16084814670495715	4.893210095413843e-06	0.03666763680311658	0.0024962318706441733	4.615958076285129	0.000325896363329455	1.0908657414868955e-05	5.296422388933224e-09	9.447595282422525e-06	4.1237098002697703e-07	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	3.200479732941663	-1.4177733711705248e-05	0.31018768921407247	0.0035669144054858905	1.8838858867343297e-08	0.07299842268231255	0.0037059816961825297	6.273504994092009e-07	1.8186620918663358e-08	4.199833104724548e-08	1.5876282731038614e-09	3.824016964809787e-11	7.45999435497132e-06	2.4901266780767807e-07	-0.0006727712921411185	0.0006332432301645415	3.216962934099143e-05	2.6831461369553793e-09	2.016720024171412e-05	1.3729275288542951e-06	3.863821720245914	0.49275362318840576	4.35657534343432	88.68942726008349	11.310572739916497	1.5648477966995953	0.19956521739130434	1.7644130140908996	0.08416437077971081	0.0040838924900999055	0.08415570415503563	0.004083609464390034	8.666624675177093e-06	2.830257098719591e-07
28.97324637350058	5.674724360294836	0.5854641261167791	3.5197220127126e-05	0.13187743665690835	0.018315429975442752	4.614977851753947	0.0012022146862710305	8.07797158519372e-05	7.93103006588791e-08	7.0000334665725e-05	6.150434290687777e-06	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	2.89505474760594	-4.923125265005074e-05	0.5440538709848124	0.012455126466673126	1.3550929748943508e-07	0.1305784045916816	0.01345370690789214	2.3142632710717334e-06	1.3475064423152065e-07	3.1100190602995823e-07	2.367917201914794e-08	5.726203707571071e-10	2.7265756836574264e-05	1.8216053006009832e-06	-0.0012801117720386852	0.0011349448720589673	0.0001170928252233558	1.9236888379009236e-08	7.253259016129959e-05	1.0073486486493515e-05	3.794877993822779	0.49275362318840576	4.287631617011185	88.507556917124	11.492443082875988	1.5369255874982253	0.19956521739130434	1.7364908048895296	0.16029351245537615	0.01509666215605911	0.16025953382609917	0.015094488902305544	3.39786292769817e-05	2.1732537535661817e-06
26.22012142084974	7.639460917598428	1.1997466273405002	0.00010694950396519988	0.2673900309150975	0.05675257247700641	4.613422444754098	0.00249789188339972	0.0002525622414602426	3.7623137540906677e-07	0.000219157769058293	2.904843587196019e-05	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	2.6189563577179342	-9.626106196951899e-05	0.7159562266662227	0.02446890019242949	4.117555902660195e-07	0.17544209557750054	0.027495649687529072	4.80844187554446e-06	4.21878705437214e-07	9.72364629621934e-07	1.1183647810704672e-07	2.716390530453462e-09	5.611898341393265e-05	5.624458070736051e-06	-0.0018283523236380852	0.0015278921835196854	0.0002399493254681	5.824546448235783e-08	0.0001470645170033036	3.1213914862353525e-05	3.693473551596577	0.49275362318840576	4.186227174784983	88.22917145642687	11.770828543573131	1.4958567883966134	0.19956521739130434	1.6954220057879177	0.22915872021652053	0.031419520262370965	0.22908375370827577	0.031412479995437656	7.496650824476148e-05	7.040266933308614e-06
23.730145101699158	9.155786361709028	1.9442726198798057	0.00022854978650552259	0.42935062527709766	0.12363734696887474	4.611348772573216	0.004106072381052818	0.0005550444432496783	1.1155786548327272e-06	0.00048266990208369233	8.571980127484248e-05	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	2.369352195625232	-0.0001488852714602868	0.8378077313757106	0.03798956864895477	8.799166780462618e-07	0.2098456650481617	0.04443669373339334	7.904189333526673e-06	9.291395615111078e-07	2.136921106511261e-06	3.300212349081436e-07	8.05447788789229e-09	9.136539530927582e-05	1.2202629673863202e-05	-0.002323168648014907	0.0018311572723418057	0.0003888545239759611	1.2399220050017886e-07	0.0002361428439024037	6.80005408328811e-05	3.5678196794519237	0.49275362318840576	4.0605733026403295	87.86492481571506	12.135075184284934	1.4449669701780292	0.19956521739130434	1.6445321875693335	0.2914569115090616	0.05171376827733012	0.2913261738458702	0.051697749171217	0.0001307376631914381	1.6019106113117354e-05
21.47807257727864	10.303429494553184	2.771733886730408	0.00040299759771847914	0.6073636289165384	0.22216791247828593	4.608808171512522	0.005940019624070618	0.0010058916072078713	2.558327796289751e-06	0.000877304399443677	0.0001955569741888388	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	2.1436858859300423	-0.00020264569179476746	0.919473593986102	0.0518496463925224	1.5515407512161448e-06	0.2356708713528498	0.06317170632043101	1.1434537776335937e-05	1.6888109689290783e-06	3.872682687750304e-06	7.528943506270294e-07	1.8471126689212e-08	0.0001308803155520479	2.1824174772858403e-05	-0.0027696884114729687	0.0020606858989106365	0.0005543467773460815	2.1772676223345137e-07	0.0003340499959040961	0.00012219235186305724	3.424673580549262	0.49275362318840576	3.9174272037376676	87.42149891851817	12.578501081481825	1.3869928001224512	0.19956521739130434	1.5865580175137555	0.34781784238208313	0.07487758119475225	0.34761737306696033	0.07484754498021734	0.00020046931512279764	3.0036214534914785e-05
19.441093745415273	11.148971710177035	3.6447957202145846	0.00062959238498703	0.7937470898662522	0.353574115932169	4.6058469533332325	0.00792969132673751	0.0016141280317135995	4.989052292139935e-06	0.001413040092090158	0.0003792241736339276	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	1.9396497858574566	-0.0002545395974477979	0.9691053422091203	0.06523174434933846	2.4239306822000657e-06	0.2544853202091044	0.08283352079061804	1.5264655803969707e-05	2.720102177273554e-06	6.214392922097358e-06	1.4600130684906214e-06	3.6020957549250334e-08	0.0001729737201827455	3.454835899894718e-05	-0.003172544630376791	0.002229794342035407	0.0007289591440429169	3.38627594579016e-07	0.0004365608994264387	0.00019446576376269293	3.2695650979291746	0.49275362318840576	3.7623187211175804	86.90292716503201	13.09707283496799	1.3241738646613157	0.19956521739130434	1.52373908205262	0.39881061799535544	0.1000090797088025	0.398527215904751	0.09995924590366882	0.00028340209060445654	4.9833805133681075e-05
17.598596498872983	11.747942837686502	4.534310349986845	0.0009052111818745322	0.9829338988736414	0.5176422269787995	4.602506904849051	0.010018872911578595	0.002382157318403654	8.702773943926696e-06	0.002094796790575525	0.00065754177580721	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	1.7551604727522232	-0.0003026524413620033	0.9934218697691765	0.07758770080821215	3.4850630502169487e-06	0.2675931840398947	0.10274964651082774	1.9286330354788797e-05	4.0324838218578856e-06	9.171305675854067e-06	2.5315358368577583e-06	6.283402787515075e-08	0.00021631153142951024	5.0280382433796335e-05	-0.003535923785358998	0.0023495885675373003	0.0009068620699973692	4.845247975749531e-07	0.0005406136443805027	0.00028470322483833965	3.106990259566318	0.49275362318840576	3.5997438827547237	86.3114255003241	13.688574499675887	1.2583310551243587	0.19956521739130434	1.457896272515663	0.44494956705805383	0.12637480690149638	0.4445707328381447	0.12629881442414112	0.000378834219909141	7.599247735526338e-05
15.931953292646115	12.146588714844322	5.417828264871327	0.0012252560400155422	1.1709925606143283	0.7131275272145418	4.598825736681591	0.012162780172785296	0.0033073999840992586	1.3995477051751754e-05	0.002923791404885969	0.0010506800489390746	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	1.5883366937786738	-0.0003458714202441771	0.9979457408895791	0.08857415497285118	4.717235754059837e-06	0.2760778779545387	0.12240629193875165	2.3413351832611697e-05	5.62829845440549e-06	1.2733489938782144e-05	4.045118188415437e-06	1.0104734431364764e-07	0.0002598504480480636	6.881502967935274e-05	-0.003863609195803656	0.0024293177429688647	0.0010835656529742655	6.524357556882128e-07	0.0006440459083378806	0.000392220139967998	2.9405763261969495	0.49275362318840576	3.4333299493853553	85.64793857704764	14.352061422952373	1.1909334121097646	0.19956521739130434	1.3904986295010688	0.48669954297888074	0.15338284680297268	0.48621342668861295	0.1532738948021467	0.0004861162902677907	0.00010895200082597367
14.424328681900656	12.383361419502794	6.278359532893779	0.0015843449212612794	1.3552451649134756	0.9380763518022665	4.594837486528544	0.014326056201754853	0.004383614427331989	2.1157451209935277e-05	0.0038985938562414234	0.001577595600690893	10.0	0.00675	0.007421503330161751	0.002121600000000001	1.4782608695652173	3.326086956521739e-05	1.4374795236222642	-0.0003836635738392623	0.987201760634528	0.09800146241925689	6.099727946855925e-06	0.2808379549055976	0.14141851125540755	2.7577658188378088e-05	7.5047931732647395e-06	1.687691554522816e-05	6.073743062659938e-06	1.527567977357327e-07	0.000302784050618474	8.98712530343807e-05	-0.004159020130468125	0.0024766722839005585	0.0012556719065787557	8.389553339888729e-07	0.0007453848407024116	0.0005159419934912465	2.7732223770232562	0.49275362318840576	3.265976000211662	84.91251548828065	15.087484511719355	1.123155062694419	0.19956521739130434	1.3227202800857232	0.5244807082299582	0.18055992736810167	0.5238760617278079	0.1804108971174011	0.0006046465021503078	0.00014903025070056586
