p53	Mdm2	precursor Mdm2
0.0	0.0	0.0
0.2996318849745537	0.0019025889140870647	0.058024672084226125
0.5888208391779686	0.014450221400877363	0.22329631708336892
0.8221580532982087	0.04592170912990083	0.4742920825921913
0.9186698363888414	0.10074110977883666	0.7663976894083006
0.8294622369140671	0.17740966571094635	1.0315078041364942
0.617232797514629	0.2681383380338603	1.2098666524067505
0.40933955012569634	0.36224200193723116	1.2876457216001087
0.2750330782769834	0.45096613180781925	1.2924507932623621
0.2053265986352816	0.529623778802159	1.259116288478126
0.17029279812451484	0.596737162425607	1.209959886029372
0.15085070371497458	0.6524793469152349	1.1555571372336269
0.13874221126346842	0.6976850162640474	1.1005059930712002
0.13065874190091353	0.7334098172889737	1.0469290752085834
0.12511227320409093	0.7607535726157217	0.995897284184549
0.12131263989238844	0.7807859003104678	0.9479673464325082
0.11878509848548155	0.7945125731132642	0.9034102247956504
0.11722103952378482	0.8028604923371488	0.862325566237257
0.11640850136021186	0.8066722844036551	0.824706301132696
0.11619537803361285	0.806706205573165	0.7904777897019164
0.11646825881500006	0.8036390252790208	0.7595225945668109
0.11713954818256223	0.7980705408589409	0.7316965984343519
0.11813928987062171	0.7905289139632536	0.706839675086752
0.11940980925920679	0.7814763318051354	0.6847828212810884
0.1209021218271029	0.7713146868839085	0.6653529370072087
0.12257349289623698	0.760391089499955	0.6483760215372393
0.1243857766275927	0.7490031064594482	0.6336792967190191
0.1263042979175823	0.7374036623588741	0.6210926059763263
0.12829712715721822	0.7258055858341451	0.6104493354324061
0.13033464130653347	0.7143857941605248	0.6015870291063182
0.13238929756227028	0.7032891280921392	0.594347821609258
0.13443556324224373	0.692631857887695	0.5885787754643065
0.13644995612662236	0.6825048857287375	0.5841321822081571
0.13841115588676967	0.6729766725437504	0.5808658652552825
0.14030015407824983	0.6640959148553586	0.5786435044564537
0.14210041051202355	0.6558939999823689	0.5773349895799545
0.14379799455676803	0.6483872621501754	0.5768167968994364
0.1453816859327421	0.641579060996333	0.5769723769300751
0.14684302264402635	0.635461697869095	0.5776925334569597
0.14817628423438942	0.6300181855203343	0.578875772710842
0.14937840732781069	0.6252238788197038	0.5804285995903873
0.15044883400658715	0.6210479785719535	0.5822657410275854
0.15138930068863937	0.6174549040387146	0.5843102776870395
0.1522035777057044	0.6144055462579973	0.5864936735482258
0.15289717193527405	0.6118583994092169	0.5887556958477581
0.15347700934493644	0.6097705693510707	0.5910442246233746
0.15395110963131012	0.6080986651959528	0.5933149580758967
0.15432826836985442	0.6067995719409509	0.595531023078373
0.1546177573074828	0.6058311094200803	0.5976625045741027
0.15482905227327165	0.6051525797225411	0.5996859112665369
0.15497159481238956	0.6047252097362994	0.6015835946799964
0.15505459126047821	0.6045124946241386	0.6033431400885166
0.15508684945621884	0.6044804502866212	0.6049567460651368
0.15507665596406808	0.604597782356044	0.6064206084070738
0.15503168361094924	0.6048359816267582	0.6077343230544863
0.15495893530290655	0.6051693547073842	0.608900316864016
0.1548647132276626	0.6055749995022656	0.6099233162288661
0.15475461122681805	0.606032734486302	0.610809859724625
0.15463352621536947	0.6065249906030323	0.6115678577321286
0.1545056840352807	0.6070366736769942	0.612206200322295
0.15437467624778933	0.6075550054226729	0.6127344166851765
0.15424350436305792	0.6080693491754771	0.6131623803938625
0.15411462855790248	0.6085710265435502	0.6135000616877947
0.15399001951257288	0.6090531300108605	0.6137573221101763
0.15387121018411948	0.6095103357538615	0.6139437485905027
0.15375934724007595	0.6099387201612222	0.6140685227913705
0.15365524016629173	0.6103355830236669	0.6141403224463307
0.1535594085483519	0.6106992795431517	0.6141672500074177
0.15347212507956004	0.611029062696716	0.6141567856267518
0.15339345613622543	0.6113249370897208	0.6141157602676184
0.15332329813981802	0.6115875251981321	0.6140503461369651
0.1532614106971796	0.6118179457040598	0.6139660611265587
0.15320744556987495	0.6120177049885241	0.6138677848569163
0.15316097298093279	0.6121886005186099	0.613759783431522
0.15312150383981177	0.6123326363100656	0.6136457411299812
0.15308850954945355	0.6124519494962252	0.6135287977845103
0.15306143851762638	0.6125487480103566	0.6134115875511232
0.15303973032925505	0.6126252576412385	0.6132962821900204
0.15302282726907487	0.6126836782490068	0.6131846336202093
0.1530101839451706	0.6127261484935432	0.6130780170085103
0.15300127539973454	0.6127547179699505	0.6129774724852202
0.15299560130941076	0.6127713255833556	0.6128837463033733
0.15299269268607021	0.6127777840727285	0.6127973289033507
0.1529921132040522	0.6127757694740777	0.6127184918944174
0.15299346174946152	0.6127668151511432	0.6126473219403231
0.15299637333993843	0.6127523091662145	0.6125837517237885
0.15300051942185075	0.6127334942493443	0.6125275879205937
0.1530056071075227	0.6127114719305478	0.6124785380099068
0.15301137831748374	0.6126872069858225	0.612436232067415
0.15301760806874234	0.6126615343929057	0.6124002443137551
0.15302410267809524	0.6126351671155511	0.6123701096207778
0.1530306983452118	0.6126087047571053	0.6123453391413357
0.15303725814652244	0.6125826427046983	0.6123254334874344
0.1530436695550214	0.612557381633351	0.6123098935637733
0.15304984297242658	0.612533236951966	0.6122982294285938
0.15305570881339958	0.6125104482082938	0.612289967611184
0.15306121528923639	0.6124891882311859	0.6122846566556833
0.153066326312402	0.6124695713752886	0.6122818715607238
0.15307101925561556	0.6124516623521156	0.6122812166411524
0.15307528307790083	0.6124354834543225	0.6122823275354269
0.1530791164447864	0.6124210215773871	0.6122848722980676
