Rb	E2F	CycD	phosphorylated Rb	Myc	CycE	Rb-E2F complex
0.0	0.0	0.0	0.0	0.0	0.0	0.55
0.15759566836059527	0.06860921517713754	0.2385897451584374	0.025183979779536722	0.7016232699750007	0.04828842485608034	0.5248994076974128
0.14788703831619593	0.09921722019301477	0.29398976215374173	0.12956395928559386	1.0500390747223531	0.07605817097255396	0.5798335468135457
0.09370716418691627	0.17887479344520898	0.30673996797359254	0.2887999166279028	1.2230572428046218	0.10512465957304765	0.6170533630111962
0.056904062082214095	0.3178350512621222	0.3097279029216975	0.4559845140315752	1.3089755210652934	0.13797013878995584	0.6212823120771128
0.03913836330634656	0.48029267587208435	0.3104569935188015	0.6176129054253524	1.351641276243122	0.16395787027121944	0.6039285058967434
0.038442202656195155	0.49452198033117484	0.2384749042197677	0.6199506539540489	1.1506477616364459	0.1757011728343128	0.7227121158858073
0.03594096163248259	0.5341822727068856	0.22223163302144697	0.6549543411085372	1.050837336138998	0.17954470210735618	0.8069352623919902
0.03159167731594689	0.6143947520506206	0.21850122167958447	0.7399448361737103	1.001272945580441	0.18415798787201854	0.8378161376406242
0.027787064825724933	0.7047218264371276	0.21761147586023963	0.8442742637613091	0.9766599977889309	0.1891944543385434	0.8427817121496683
0.025023099388279128	0.787599142672287	0.21738316210217068	0.9502188421191151	0.9644375698430705	0.19349183251642219	0.8389349855195969
0.023102016342218076	0.8569956344058135	0.21731709162785373	1.0506483843023562	0.9583680916037488	0.19673861002003767	0.83383526025263
0.021757510382406715	0.9129594238159574	0.21729475243994134	1.143944501500646	0.9553540778394688	0.19908614444345102	0.8297166696542204
0.020795475513853152	0.9575295987404	0.21728597411477152	1.2304400278724956	0.9538573628713126	0.20077615238258337	0.8267993736645893
0.02009106587583583	0.9929371336451466	0.21728212618887044	1.3108693961266937	0.9531141163151707	0.20200800876088698	0.8248088721866963
0.01956519758458024	1.021084410176092	0.21728032813424764	1.385907563672317	0.9527450310571214	0.2029211999129624	0.8234561570136503
0.01916664599220149	1.0434882137294583	0.2172794600828076	1.4560967997051657	0.9525617484826848	0.20360897769096503	0.8225318972757747
0.01886111228254369	1.0613397975646388	0.21727903448511812	1.5218698080276065	0.9524707331345509	0.20413381006958492	0.8218980031463661
0.01862486128488953	1.075575383549853	0.2172788243396533	1.5835820305948283	0.9524255363967188	0.2045384316189147	0.8214646642974698
0.018440991963913446	1.086933792564437	0.21727872024677045	1.6415353942383724	0.9524030922897896	0.20485284994308672	0.8211725319421496
0.018297184891149787	1.096000272438767	0.21727866861286746	1.695993568722648	0.9523919468052511	0.20509866346569852	0.8209813643657559
0.018184291181655557	1.1032396713418346	0.21727864298459124	1.747191547976844	0.9523864120851236	0.20529174879508477	0.8208631520039281
0.01809541564485156	1.10902185287855	0.21727863026067268	1.7953417956062003	0.952383663620276	0.20544397739420098	0.8207979517240256
0.018025300861807696	1.1136414261250296	0.21727862394268896	1.840638349170317	0.9523822987594209	0.2055643470140965	0.8207713035511979
0.01796990122543464	1.1173332153102327	0.2172786208053575	1.8832596910008068	0.9523816209807165	0.20565975050873592	0.8207725777973683
0.017926080961075497	1.1202844708183703	0.2172786192474258	1.923370849388214	0.9523812844043852	0.20573551287606284	0.8207938825024061
0.017891395461171838	1.122644548225402	0.21727861847377383	1.961125000504378	0.9523811172629669	0.20579577533932986	0.8208293193780517
0.017863930377303966	1.1245325994940647	0.2172786180895816	1.9966647334046284	0.9523810342609911	0.2058437755158929	0.8208744635371676
0.017842181020444523	1.1260436939071627	0.2172786178987956	2.030123079249461	0.9523809930429845	0.2058820552176158	0.8209259918742378
0.017824961408477547	1.127253694642385	0.2172786178040511	2.0616243696730097	0.9523809725740692	0.20591261668821476	0.8209814121398591
0.01781133472064861	1.1282231452548734	0.2172786177569999	2.0912849673548544	0.9523809624089814	0.20593704137502794	0.8210388626937997
0.01780055924281776	1.1290003678370266	0.21727861773363322	2.119213898217128	0.9523809573607606	0.20595658106320072	0.8210969630646545
0.017792047572689335	1.1296239361670055	0.21727861772202922	2.1455134074234943	0.9523809548537949	0.20597222835919554	0.821154699801818
0.017785333446184656	1.1301246435194108	0.21727861771626714	2.170279450216248	0.952380953608943	0.20598477142679555	0.821211340985358
0.017780046679212538	1.1305270777431091	0.2172786177134059	2.193602135226802	0.9523809529907824	0.20599483688514314	0.8212663695832721
0.017775893147035756	1.1308508740838865	0.2172786177119852	2.2155661224755754	0.9523809526838487	0.20600292338851417	0.8213194326176421
0.017772639044643636	1.1311117158557034	0.2172786177112795	2.2362509860673936	0.9523809525313859	0.20600942809826803	0.8213703018272626
0.01777009846322611	1.1313221319646247	0.2172786177109291	2.255731545521809	0.9523809524556889	0.20601466755596426	0.8214188432640481
0.017768123539460452	1.131492134338612	0.21727861771075502	2.2740781703121837	0.9523809524180779	0.20601889422762967	0.8214649937088937
0.01776659666614604	1.1316297252058767	0.21727861771066856	2.2913570603386284	0.9523809523993977	0.20602230957875697	0.8215087424858157
0.017765424293121886	1.1317413026945515	0.2172786177106256	2.3076305055839956	0.9523809523901154	0.206025074472167	0.8215501173684192
0.01776453204823596	1.1318319840486997	0.21727861771060422	2.3229571268520277	0.9523809523855048	0.2060273174162171	0.8215891737032575
0.017763860737375778	1.1319058637146715	0.21727861771059362	2.337392099719821	0.9523809523832131	0.20602914113044252	0.8216259861505707
0.017763363367383975	1.1319662190991684	0.21727861771058835	2.350987363042259	0.952380952382075	0.20603062775989836	0.8216606421920266
0.017763002531677653	1.132015674639841	0.21727861771058576	2.363791813223533	0.9523809523815101	0.20603184302973923	0.8216932374278106
0.017762748650248118	1.1320563339589533	0.2172786177105845	2.375851487223262	0.9523809523812292	0.20603283957641236	0.8217238716717264
0.01776257808544332	1.1320898832261672	0.21727861771058382	2.3872097316612373	0.9523809523810899	0.20603365956197853	0.8217526465783668
0.017762472195085463	1.1321176755848532	0.2172786177105835	2.39790736298444	0.9523809523810207	0.206034336792237	0.8217796633105724
0.017762416186644047	1.1321407975177111	0.21727861771058335	2.407982816582019	0.9523809523809863	0.2060348983897941	0.8218050212379212
0.017762398358299996	1.1321601222205828	0.21727861771058327	2.4174722870646006	0.9523809523809692	0.20603536613454093	0.8218288168733844
0.01776240946357252	1.1321763523642525	0.21727861771058318	2.4264098607353253	0.9523809523809609	0.20603575753732759	0.8218511431630711
0.01776244221511468	1.1321900536627738	0.21727861771058318	2.434827638028319	0.9523809523809567	0.20603608668256573	0.8218720890511199
0.017762490877390066	1.1322016824942196	0.21727861771058318	2.442755850938127	0.9523809523809545	0.20603636492070165	0.8218917392010412
0.017762550952304373	1.132211607304663	0.21727861771058318	2.4502229716418125	0.9523809523809534	0.20603660140487526	0.8219101738825981
0.01776261892341477	1.132220126078085	0.21727861771058318	2.4572558154779816	0.9523809523809529	0.20603680352858397	0.8219274689552128
0.017762692051554372	1.1322274803482575	0.21727861771058318	2.4638796378695536	0.9523809523809528	0.2060369772764563	0.8219436959186981
0.01776276821566496	1.1322338661725446	0.21727861771058318	2.4701182251022726	0.9523809523809527	0.20603712749902972	0.8219589220308628
0.01776284578484562	1.1322394429952327	0.21727861771058318	2.47599397988267	0.9523809523809527	0.20603725813450943	0.821973210461353
0.017762923515171895	1.1322443408319975	0.21727861771058318	2.481528001961725	0.9523809523809527	0.20603737238833753	0.8219866204618245
