IR	IRp	IRS	X	IRi	IRiP	IRins	Xp	IRSiP	Values[measIRS1]	Values[measIRp]	Values[IRmem]
8.94067597532632	0.0383525925240207	9.43998194225544	9.99635886407151	4.83863890758515e-06	0.42407663182338406	0.59688996214639	0.0036411359284838603	0.560018057744573	0.560018057744573	0.4624292243474047	9.57591852999673
0.21644285283828754	0.4861789709456659	6.098448368562447	9.99374647208501	3.625785661930751e-05	1.8552242579336529	7.4421176608847865	0.006253527914990926	3.9015516314375818	3.9015516314375813	2.3414032288793187	8.144739484668738
0.264252677010206	0.4542560728545233	6.5276933018690375	9.991580954261071	5.822940790720002e-05	2.21785033146725	7.06358268971913	0.008419045738939859	3.47230669813099	3.4723066981309896	2.672106404321773	7.782091439583859
0.28284643058319514	0.4617026558437735	6.675860027819941	9.989893690549957	6.440534074981254e-05	2.046962593565849	7.20842391512545	0.010106309450055181	3.32413997218008	3.3241399721800797	2.508665249409622	7.952973001552419
0.28878730154931637	0.4749322895335132	6.753047051490311	9.988499671834095	6.519599280197395e-05	1.8234426703557296	7.412772543027656	0.011500328165926478	3.2469529485097115	3.2469529485097115	2.2983749598892427	8.176492134110486
0.29125963627020024	0.48544708504162815	6.814334958557853	9.987333661902294	6.500796885648531e-05	1.6527181843579795	7.570510086820354	0.012666338097727783	3.185665041442174	3.185665041442174	2.1381652693996074	8.347216808132181
0.29289496313265834	0.4928956995500984	6.867765384494781	9.98635893237745	6.484486684796516e-05	1.5322493581604435	7.681895134748972	0.01364106762256847	3.13223461550525	3.13223461550525	2.0251450577105414	8.467685797431727
0.2942102655945292	0.49820553134285805	6.913707005909712	9.985545563497231	6.479068897655275e-05	1.4459816816152282	7.761537731217425	0.01445443650278749	3.086292994090317	3.0862929940903165	1.9441872129580862	8.55395352815481
0.29529493117521005	0.5021065425762438	6.952490339639567	9.98486751773093	6.479821362725503e-05	1.3822767279972858	7.820257000496653	0.015132482269093946	3.047509660360462	3.047509660360462	1.8843832705735295	8.617658474248106
0.2961850683724661	0.5050531213284309	6.984899413212156	9.984302474554209	6.483212186897504e-05	1.333961525241063	7.8647354533951885	0.015697525445817127	3.0151005867878706	3.01510058678787	1.8390146465694939	8.665973643096086
0.2969132060373225	0.5073267519456403	7.011856795987054	9.98383160158963	6.487477585306299e-05	1.2965664428270014	7.899128724873203	0.016168398410395853	2.9881432040129745	2.988143204012974	1.8038931947726413	8.703368682856166
0.2975088471070167	0.509109544035026	7.034239415876965	9.983439144705097	6.491811501540018e-05	1.2671762511380633	7.926140440063902	0.016560855294929778	2.9657605841230654	2.965760584123065	1.7762857951730888	8.732758831205944
0.2979969060693092	0.5105247583712115	7.052815752568693	9.983111976214628	6.495863506550444e-05	1.2438039114168147	7.94760946596662	0.016888023785406114	2.947184247431339	2.9471842474313386	1.754328669788026	8.756131130407141
0.2983976946112452	0.5116590011632824	7.068236447090657	9.982839174183232	6.499498532001584e-05	1.2250454409574845	7.964832868741687	0.017160825816803286	2.931763552909374	2.9317635529093735	1.7367044421207667	8.774889564516213
0.2987275606900826	0.5125749714621425	7.081043980434231	9.982611655913812	6.502684182912801e-05	1.2098798533259603	7.9787525881390025	0.017388344086222127	2.9189560195658006	2.9189560195658006	1.7224548247881026	8.790055120291226
0.29899962648151873	0.5133191697250157	7.091687600881388	9.982421867648771	6.505436290279251e-05	1.197547179088083	7.990068970801498	0.017578132351265194	2.9083123991186444	2.9083123991186444	1.7108663488130986	8.802387767008033
0.2992244420009215	0.5139267703942075	7.100538363112776	9.982263525215426	6.507791832995383e-05	1.1874708333774164	7.999312876768142	0.017736474784608294	2.8994616368872577	2.899461636887257	1.7013976037716239	8.81246408916327
0.29941051805044266	0.514424817610866	7.1079025546624575	9.982131398525768	6.509795280988771e-05	1.1792064070082342	8.006893159836665	0.017868601474265673	2.892097445337574	2.8920974453375736	1.6936312246191	8.820728495497972
0.2995647473513022	0.5148343878788609	7.114033106934437	9.982021132919453	6.511491750842958e-05	1.1724068426490348	8.013128907662312	0.01797886708058227	2.885966893065594	2.8859668930655937	1.6872412305278957	8.827528042892475
0.2996927342217644	0.5151720932744697	7.119139077581104	9.98192910116181	6.512923719509873e-05	1.1667981269926946	8.018271916732893	0.018070898838226317	2.880860922418928	2.880860922418928	1.6819702202671643	8.833136744229126
0.29979905216327235	0.5154511512435827	7.123393448584714	9.98185228080528	6.514129599833867e-05	1.1621619278557997	8.022522727900363	0.01814771919475685	2.876606551415317	2.876606551415317	1.6776130790993822	8.837772931307217
0.2998874458970853	0.5156821615782765	7.126939511713139	9.981788152521384	6.515143306853436e-05	1.1583229425793613	8.026042298971223	0.018211847478650456	2.8730604882868938	2.8730604882868933	1.6740051041576378	8.841611906446582
0.29996099057689635	0.5158736811917898	7.1298960916407035	9.981734615746422	6.515994328466456e-05	1.1551395120564854	8.02896065669056	0.018265384253610975	2.870103908359327	2.8701039083593267	1.6710131932482748	8.844795328459243
0.30002221795239714	0.516032656238575	7.132361820742005	9.981689918629304	6.516708034281131e-05	1.1524965465271002	8.031383412660597	0.01831008137072739	2.8676381792580257	2.8676381792580257	1.6685292027656748	8.84743828685157
