Xa	VII	IXa	IIa	Pg	VIIa_TF	VK	FDP	ATIII_Heparin	XF	XII	XI	X	Va	VIIIa	VIIa	Fg	II	IX	XIII	APC	Pk	TFPI	VII_TF	V	Tmod	VIII	PC	PS	Va_Xa	Xa_TFPI	P	XIa	XIIa	F	TF	VKH2	TAT	K	XIIIa	Xa_ATIII_Heparin	IXa_ATIII_Heparin	IXa_VIIIa	IIa_ATIII_Heparin	IIa_Tmod	APC_PS	VIIa_TF_Xa_TFPI	D	CA	VKO	VK_p	C_warf	A_warf	DP
0.0	6.82357828252051	0.0	0.0	2154.3	0.0	1.0083878326002147	81.78742857142917	0.0	0.0	375.0	30.6	160.91295091981053	0.0	0.0	0.0	8945.5	1332.3343884094215	79.12610059319258	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	49.11120752505469	278.71192877041216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05338661347806546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11618412170917782	115.48030291121115	0.30848282037730307	3.326125441017579e-06	81.78742857142917
0.0	6.655235968580695	0.0	0.0	2154.3	0.0	1.0079733568723115	81.78742857141489	0.0	0.0	375.0	30.6	159.7012328648886	0.0	0.0	0.0	8945.5	1326.4793817263999	78.23071311580175	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	48.27714332954931	276.77003094442756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05333220806010924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11449517701747294	115.48078085300406	0.3023746590942338	1.2236034871849497e-06	81.78742857141489
0.0	6.50596531027006	0.0	0.0	2154.3	0.0	1.0074981691371858	81.78742857140907	0.0	0.0	375.0	30.6	158.51119977915806	0.0	0.0	0.0	8945.5	1320.6829319457997	77.3609784997043	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	47.48383048915525	274.8600200875203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0533864514305251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11287639660064293	115.4812323414538	0.2963873161383512	4.501390276895847e-07	81.78742857140907
0.0	6.374701009231944	0.0	0.0	2154.3	0.0	1.0069821823016072	81.78742857156605	0.0	0.0	375.0	30.6	157.34547164769342	0.0	0.0	0.0	8945.5	1314.9578756265848	76.5186396080492	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	46.732109512083966	272.986122053896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0535264245193574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11134409561447593	115.48165442728217	0.29051848218919096	1.655964694249278e-07	81.78742857156605
0.0	6.260268030088409	0.0	0.0	2154.3	0.0	1.0064421335303206	81.78742857142865	0.0	0.0	375.0	30.6	156.2059874624484	0.0	0.0	0.0	8945.5	1309.3140909705269	75.70486717886504	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	46.0221833853047	271.15149207531465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05373404644604968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10990809263259525	115.48204523742766	0.2847658411596741	6.091939582741726e-08	81.78742857142865
0.0	6.161442662573304	0.0	0.0	2154.3	0.0	1.005891784081751	81.78742857142862	0.0	0.0	375.0	30.6	155.0941514184001	0.0	0.0	0.0	8945.5	1303.75912550269	74.92038656686354	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	45.353774742272165	269.35844393856337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05399506190843949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10857333710833848	115.48240379344344	0.2791271035141528	2.241067651335297e-08	81.78742857142862
0.0	6.076996465292847	0.0	0.0	2154.3	0.0	1.0053422018739184	81.78742857142858	0.0	0.0	375.0	30.6	154.01094836260472	0.0	0.0	0.0	8945.5	1298.2986919253094	74.16557768965183	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	44.72624889901784	267.6086309819274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05429823593645167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1073411817176431	115.4827298444278	0.2736000179487712	8.244644039015677e-09	81.78742857142858
0.0	6.005727131758558	0.0	0.0	2154.3	0.0	1.0048020803424293	81.78742857145487	0.0	0.0	375.0	30.6	152.95703484556262	0.0	0.0	0.0	8945.5	1292.937059342288	73.44055372213165	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	44.138709881398036	265.90318885832244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05463471460806256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10621037230415685	115.48302371784368	0.26818237512521237	3.0332086825065827e-09	81.78742857145487
0.0	5.946479426904786	0.0	0.0	2154.3	0.0	1.004278063186639	81.78742857123162	0.0	0.0	375.0	30.6	151.93281080371995	0.0	0.0	0.0	8945.5	1287.677361400713	72.7452229283032	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	43.590075078426075	264.24284794419697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05499751857911202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10517781347923127	115.48328618944342	0.2628720084914874	1.116032996369765e-09	81.78742857123162
0.0	5.898158657286998	0.0	0.0	2154.3	0.0	1.003775056255269	81.78742857215637	0.0	0.0	375.0	30.6	150.93847592270419	0.0	0.0	0.0	8945.5	1282.5218387056148	72.07933716300757	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	43.0791330477836	262.62802173945926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055381142457284274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10423915685595371	115.48351837201028	0.2576667940425243	4.1100843643356756e-10	81.78742857215637
0.0	5.859738603936451	0.0	0.0	2154.3	0.0	1.003296515627461	81.78742856976812	0.0	0.0	375.0	30.6	149.97407392519824	0.0	0.0	0.0	8945.5	1277.4720294144838	71.44252987240716	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	42.60458809466039	261.05887634149383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05578123823026071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10338924977290212	115.48372162177074	0.2525646497013172	1.5169600143577122e-10	81.78742856976812
0.0	5.8198986283474925	0.0	0.0	2154.3	0.0	1.0028674612162747	81.78742857137841	0.0	0.0	375.0	30.6	149.01166470207085	0.0	0.0	0.0	8945.5	1272.404814341184	70.81133901501116	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	42.13868303820389	259.4914070219409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05388355900872296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10491055180126285	115.48389745519	0.4974897517629403	1.47151776480117	81.78742857137841
0.0	5.753004132151459	0.0	0.0	2154.3	0.0	1.0026667334888368	81.78742857142709	0.0	0.0	375.0	30.6	147.97994875466657	0.0	0.0	0.0	8945.5	1267.0022551400564	70.12693517335683	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	41.61402753206384	257.81305856038443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05073255289369087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10754167405525997	115.48405435655741	0.5795815117705501	0.5413411331391014	81.78742857142709
0.0	5.6589641220962985	0.0	0.0	2154.3	0.0	1.0026702473976334	81.78742857142855	0.0	0.0	375.0	30.6	146.87112609303324	0.0	0.0	0.0	8945.5	1261.227235055471	69.38342964620087	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	41.02509330547877	256.011369066812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04783100188988932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10974357395821681	115.48420575348405	0.6019288643156975	0.19914827353953216	81.78742857142855
0.0	5.545671616492557	0.0	0.0	2154.3	0.0	1.00280088922672	81.78742857142888	0.0	0.0	375.0	30.6	145.69976706451428	0.0	0.0	0.0	8945.5	1255.1423144824496	68.5933861165755	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	40.38745324764583	254.10918898549198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04544847780063863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11128003353946296	115.48436137970224	0.6024529679007883	0.07326255551448517	81.78742857142888
0.0	5.421295785348425	0.0	0.0	2154.3	0.0	1.0029908419574378	81.78742857142737	0.0	0.0	375.0	30.6	144.48346415605278	0.0	0.0	0.0	8945.5	1248.8241006373905	67.77170640839586	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	39.71898927082001	252.13417852616482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04358611967147609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11219349169591956	115.48452662390798	0.5951011582105388	0.026951787942566013	81.78742857142737
0.0	5.292610638265311	0.0	0.0	2154.3	0.0	1.003190003512203	81.78742857145713	0.0	0.0	375.0	30.6	143.2382173175488	0.0	0.0	0.0	8945.5	1242.3427387585314	66.9318116023475	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	39.03550259835005	250.11152668362217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04217678067859762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11259256131601417	115.48470340275603	0.5850013553657106	0.009915008661164515	81.78742857145713
0.0	5.164776079715637	0.0	0.0	2154.3	0.0	1.0033653023261075	81.78742857111038	0.0	0.0	375.0	30.6	141.97741168678783	0.0	0.0	0.0	8945.5	1235.757282812292	66.08482025854235	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	38.34983082033242	248.0623323862195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04114272511418044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11259033187053248	115.48489120408898	0.5740370575650761	0.0036475278365610403	81.78742857111038
0.0	5.041520914798269	0.0	0.0	2154.3	0.0	1.0034974163001107	81.78742857168893	0.0	0.0	375.0	30.6	140.71186108519862	0.0	0.0	0.0	8945.5	1229.115790226639	65.23961203500829	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	37.671990792071696	246.00366635074118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040413014837289846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1122861769723858	115.48508799680172	0.5628982654629573	0.0013418505004329847	81.78742857168893
0.0	4.925412595315525	0.0	0.0	2154.3	0.0	1.003577126041765	81.78742857143934	0.0	0.0	375.0	30.6	139.45014955002642	0.0	0.0	0.0	8945.5	1222.4567502401073	64.40313530984092	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	37.00959477394146	243.94910380490973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039927734778094894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11176203257901211	115.48529093041435	0.5518359739146569	0.0004936392486186058	81.78742857143934
0.0	4.818114594162542	0.0	0.0	2154.3	0.0	1.0036021475227306	81.78742857143078	0.0	0.0	375.0	30.6	138.1990177528453	0.0	0.0	0.0	8945.5	1215.8107259118242	63.58074790052912	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	36.36829392039717	241.9093290098867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039637868718596744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11108345463396037	115.48549683218853	0.5409397328643836	0.00018159970369047788	81.78742857143078
0.0	4.720604279462397	0.0	0.0	2154.3	0.0	1.0035746636322016	81.7874285714249	0.0	0.0	375.0	30.6	136.9637142672517	0.0	0.0	0.0	8945.5	1209.201853817774	62.77652473992332	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	35.75217344878688	239.8926852813132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03950389450507984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1103020032058839	115.48570253840826	0.5302397551293628	6.680674815451742e-05	81.7874285714249
0.0	4.633348504074802	0.0	0.0	2154.3	0.0	1.0034995153442028	81.78742857144772	0.0	0.0	375.0	30.6	135.7482920977305	0.0	0.0	0.0	8945.5	1202.6491125482232	61.99351682731181	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	35.16408290178602	237.90563947638287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039494168174155256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10945774041001857	115.48590510047931	0.5197444787043912	2.4576803417145976e-05	81.78742857144772
0.0	4.556441695829151	0.0	0.0	2154.3	0.0	1.0033829315436509	81.78742857135713	0.0	0.0	375.0	30.6	134.55585136688802	0.0	0.0	0.0	8945.5	1196.167361921447	61.23396279001852	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	34.60590462091641	235.95316221939154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03958344489202195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10858145630482466	115.48610190122633	0.5094543840824871	9.041290373893393e-06	81.78742857135713
0.0	4.489712882009721	0.0	0.0	2154.3	0.0	1.0032316693553243	81.7874285713044	0.0	0.0	375.0	30.6	133.38873512930806	0.0	0.0	0.0	8945.5	1189.7681819952384	60.49945936056511	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	34.07876910532669	234.03903472994486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039751625184168665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10769653740789929	115.48629070922894	0.4993670763026495	3.3260969116145437e-06	81.7874285713044
0.0	4.432807747751119	0.0	0.0	2154.3	0.0	1.0030524551789677	81.78742857115179	0.0	0.0	375.0	30.6	132.24868626152792	0.0	0.0	0.0	8945.5	1183.4605456095949	59.791097802768	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	33.58322654055948	232.16609468632365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039982725590216754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1068204951308808	115.48646969198363	0.48947915350472326	1.2236018092389032e-06	81.78742857115179
0.0	4.385250939680797	0.0	0.0	2154.3	0.0	1.0028516401306882	81.78742857139966	0.0	0.0	375.0	30.6	131.1369726965426	0.0	0.0	0.0	8945.5	1177.2513554543482	59.10957267431787	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	33.11938281970301	230.3364325017349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0402640458429396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10596620085517074	115.48663740291464	0.47978689332935986	4.5013618478069783e-07	81.78742857139966
0.0	4.346492881339567	0.0	0.0	2154.3	0.0	1.0026350049377086	81.78742857140689	0.0	0.0	375.0	30.6	130.0544871658146	0.0	0.0	0.0	8945.5	1171.1458719936734	58.455268326911515	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	32.6870070545459	228.55154766436715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040585499858401874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10514287771933388	115.48679275282808	0.47028650443663456	1.6559545771932604e-07	81.78742857140689
0.0	4.315944526001662	0.0	0.0	2154.3	0.0	1.0024076666044524	81.78742857141816	0.0	0.0	375.0	30.6	129.00182651456421	0.0	0.0	0.0	8945.5	1165.1480539117817	57.82832757752189	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	32.28561630426947	226.81247307540932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04093908034634719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10435689416067276	115.48693497311682	0.4609742180693314	6.092122023145849e-08	81.78742857141816
0.0	4.293002773095231	0.0	0.0	2154.3	0.0	1.002174052469683	81.7874285722621	0.0	0.0	375.0	30.6	127.97935470695474	0.0	0.0	0.0	8945.5	1159.2608286940153	57.228706150857306	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	31.914542163195133	225.11987383323324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041318431224665955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10361239737754316	115.48706357561858	0.4518463207873264	2.2404853626149532e-08	81.7874285722621
0.0	4.277068687654085	0.0	0.0	2154.3	0.0	1.0019379172200542	81.78742856904677	0.0	0.0	375.0	30.6	126.9872527989761	0.0	0.0	0.0	8945.5	1153.4863073722959	56.65621575850316	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	31.572982899091674	223.47412559829584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041718506780979984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10291181775666575	115.48717831234102	0.44289916557279946	8.255662869368246e-09	81.78742856904677
0.0	4.267560223101535	0.0	0.0	2154.3	0.0	1.0017023857217704	81.7874285758885	0.0	0.0	375.0	30.6	126.02555855227847	0.0	0.0	0.0	8945.5	1147.8259548796384	56.110558150416736	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	31.260044144817453	221.8753767265571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04213530016082291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10225626994847897	115.48727913702831	0.4341291750188321	3.038278348402475e-09	81.7874285758885
0.0	4.2639207680376545	0.0	0.0	2154.3	0.0	1.0014700099060896	81.78742857150628	0.0	0.0	375.0	30.6	125.09419779827684	0.0	0.0	0.0	8945.5	1142.2807250453845	55.59135198147973	70.3	0.0	450.0	2.5	0.0	26.7	50.0	0.7	30.9747705113207	220.32359747585735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042565627327594585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10164587103459548	115.48736616971865	0.42553284158705257	1.1177102774323415e-09	81.78742857150628
