GnRH_Pit	LH_Pit	GnRH_Hyp	FSH_Pit	Foll	CL	E2	P4	Inh	OT	Enz	PGF	IOF	LH_Bld	FSH_Bld	PGF_syn	Values[t_mod]	Values[Total_PGF_2alpha]
0.219992404098564	2.25000957482152	0.740638780629751	0.00579108659591004	0.028657097823545703	0.31439362847189306	0.16369072850792502	0.120192549532403	0.493710210684922	0.11173005922348302	5.8362669112277807e-05	0.000362064120302475	0.133415086647186	0.00633682772990623	0.016860463199229105	0.0	0.0	0.000362064120302475
0.04321617836933686	2.361312552566622	0.7822226404647912	0.008473749627323987	0.014166380124286325	0.34665860078097893	0.04835934318836973	0.1641122547438298	0.3075305445780798	0.09320076545703376	0.0003657857795798565	0.00010582865500896354	0.09903419756077142	0.0027701247009407574	0.0051172267716667755	0.016932397532109258	1.0	0.01703822618711822
0.00846758453517778	2.3909566215675935	0.8061533570883614	0.08704045306874465	0.005767267386440415	0.37944792396302857	0.01423246906405315	0.20239843864106827	0.19134580837246964	0.05434057268194013	0.001128508467529332	3.0932930365133344e-05	0.07351321753020636	0.002807759402612669	0.029393554034530377	6.919885580700252e-05	2.0	0.00010013178617213585
0.001659050794663739	2.397148883989469	0.8431944377631229	0.6510834581209706	0.019216242655286986	0.412625644269315	0.004284187424717528	0.24229144047502676	0.11908881603736446	0.02912430142152549	0.0028557626976290743	9.041465951912174e-06	0.054568959861841716	0.002816620060989787	0.22941273908024393	2.827998483725538e-07	3.0	9.324265800284727e-06
0.00032506085855293595	2.3918997995667612	0.8882209288393694	1.729574030865016	0.20017028650176755	0.4461225884842511	0.019829625046455288	0.2855650209187326	0.08793505393854287	0.016153221598914934	0.006594474714302602	2.6427533947749704e-06	0.040506612014087603	0.0028112308342179747	0.7937189668781286	1.1557383179587738e-09	4.0	2.643909133092929e-06
0.00023753803275301986	2.4161861292287368	1.0879309423339034	1.249576363586805	0.3961687995172756	0.4799060665002031	0.14758538385920245	0.33268910166503357	0.1728745969340143	0.07392965572621535	0.014266365511588728	7.724598996317835e-07	0.030068112366700487	0.002831964407852712	0.8797777721935184	4.723238348382819e-12	5.0	7.724646228701318e-07
0.009586809552731926	2.566051589921774	1.3847534289999828	0.3323980089470655	0.45703397548304736	0.5139181215994153	0.28868292726652584	0.3837923318187133	0.3228323741236408	0.24686621685173224	0.029141700423269374	2.2725648368893444e-07	0.022319600093488386	0.002996353707269	0.33496947170071445	1.9302796724637526e-14	6.0	2.2725650299173114e-07
0.032233468130152876	2.7757293963511978	1.62978297572254	0.06655807806361337	0.35923730435405804	0.5481074803741681	0.3086255153200264	0.4388984885999182	0.4062018092059162	0.4060672479965713	0.056285839910745275	1.87815555519038e-07	0.01656786905203096	0.0032413138430025684	0.0916175112285781	7.888610953519483e-17	7.0	1.878155555979241e-07
0.012693966629384452	2.9215601304603465	1.73249532621126	0.019947425187320178	0.13339363295416376	0.5823973933793173	0.15181525323201184	0.49797065451839295	0.314676916688655	0.4744127677081478	0.10252794223852468	3.879692201399032e-06	0.012298351394088239	0.003424495523927934	0.021983538009939456	3.223894968908708e-19	8.0	3.879692201399354e-06
0.002588464389549153	2.9381238446427074	1.4204859267966008	0.0703170971061117	0.04487740149549535	0.6167642909991901	0.05171809309637256	0.5609576459334571	0.2031724685074952	0.3647371875792284	0.17511931018928786	4.6716086157090297e-05	0.009129082716520612	0.0034537902726299806	0.02660582892010966	1.3175320976815666e-21	9.0	4.6716086157090297e-05
