A_b	O_b	P_b	L_b	S_b	A_r	O_r	P_r	L_r	S_r	FAAH_b	PFM_p	FAAH_r	FAAH_m	A_m	O_m	P_m	L_m	S_m	NAPE_r	NOPE_r	NPPE_r	NLPE_r	NSPE_r	NOPE_b	NLPE_b	NAPE_b	NSPE_b	NPPE_b	FAAHinh_r	FAAHinh_b	FAAHinh_m	A_p	O_p	P_p	L_p	S_p	PFM_gut	PFM_r	Values[F_PFM]	Values[MD]	Values[PF_p]	Values[PF_b]	Values[PF_r]	Values[PF_m]	Values[FAAH_D_b]	Values[slag1_b]	Values[slag2_b]	Values[den_b]	Values[FAAH_D_r]	Values[c_NAT_ROB]	Values[slag1_r]	Values[slag2_r]	Values[den_r]	Values[c_FAAH_ROB]	Values[c_NAAA_ROB]	Values[FAAH_D_m]	Values[F_r]	Values[PFG_p]	Values[AG_p]	Values[OG_p]	Values[PG_p]	Values[LG_p]	Values[SG_p]	Values[CB1_b]	Values[tid]
0.7493309000000002	20.77858	6.541209	2.319571	3.4278070000000005	0.5419204000000001	14.238220000000002	4.121915	1.7054660000000001	2.515968	15.366000000000001	0.0	2.1658680000000006	10.686000000000002	0.97761	16.3219	5.809415000000001	0.0	2.9687740000000002	4.2416330000000005e-06	9.638198000000001e-05	1.894222e-05	8.256095000000002e-06	1.3915870000000001e-05	0.0008814286999999999	7.550331e-05	3.879041e-05	0.0001272629	0.0001732296	0.0	0.0	0.0	0.8740574	5.085073000000001	4.8493070000000005	1.9162540000000003	0.273772	0.0	0.0	0.7340930674264008	7340930.674264008	0.0	0.0	0.0	0.0	1.0010590411232025	4.83222041779326e-07	0.09721197057124316	1.0972124537932848	1.0007559520111093	12.240089000000003	5.2839099053655947e-08	0.06699796951287043	1.0669980223519695	1.81322	20.315184	1.0007394769468256	1500.0	0.0	0.3037349465	1.6551912615000006	1.4523674464999998	0.6199081690000001	0.088017698	0.003122871387844325	0.0
21.195664409328206	496.11031641880356	101.21522842150443	60.09746905236335	84.00126215670173	2.3821365825348466	54.762223546952946	11.340783943059291	7.1623449093875236	10.384982932476449	0.0002635927279730106	5523845.37793184	3.219893606546557e-05	0.0001833106788441749	10.766673311067567	324.10027787803403	65.7979891869426	0.0	56.461987608266625	5.007882817021479e-06	0.00011379335903399179	2.2364125040113112e-05	9.747556860380863e-06	1.6429773764777618e-05	0.0026787035521299895	0.0002294582671460617	0.00011788588275961829	0.00038675804341046794	0.0005264530874321552	2.1658357989598143	15.365736407272033	10.685816689321136	3.5768008520129047	19.521348552170327	13.271275145899175	7.987547362204572	1.1292228101642257	-6527532.367820254	683132.6191349888	0.7340930674264008	813398.3064437555	207.9559744552078	270.34276679177015	311.93396168281174	270.34276679177015	1.0262399729090808	1.4685348525012294e-06	2.3344871031914716	3.3344885717263244	1.00306215300264	12.240089000000003	6.238446974927291e-08	0.2597511211707377	1.2597511835552075	1.81322	20.315184	1.0132892002191172	0.022299791190007797	94.70315076690163	1.2429382960744844	6.354198953731442	3.974746906196803	2.5839715716731795	0.3630451334677985	0.08139791596533552	0.0
36.62267369651232	805.9818077156735	161.48285496499503	107.93687138067926	151.32947274601514	3.542649422288705	74.7572283511958	14.870538839983409	11.116695651035295	16.091553968710244	0.00029195831643773185	4982379.1811736	3.566850717866982e-05	0.00020303700178664601	17.692333741769488	516.7168306664696	102.50374348334067	0.0	100.02664731818065	5.403953733332134e-06	0.00012279321709200675	2.4132892085404694e-05	1.0518485909102964e-05	1.7729196036904906e-05	0.0038798443354141217	0.00033234815992909893	0.00017074637240773325	0.0005601817917152652	0.0007625166183963187	2.1658323272952877	15.365708041683575	10.685796962998191	5.47322888147302	26.682054978281233	17.462141599479672	12.449283966267386	1.7504300442729719	-7250803.570278027	1516354.593193216	0.7340930674264008	90127.10398598108	187.5714193350981	243.84284513562756	281.3571290026472	243.84284513562756	1.045330936423258	2.1270313566996953e-06	3.82967947247405	4.829681599505407	1.0045300261879908	12.240089000000003	6.7318425061966e-08	0.35938406596598427	1.3593841332844092	1.81322	20.315184	1.0222478292754111	0.024702687731521542	85.42002436520367	1.901947036311874	8.68500889543054	5.229911409044162	4.0273433630875	0.5627632592337605	0.13277615362690687	0.0
47.562781911503734	995.1737430643532	197.50129115704905	145.30564144600885	204.44271076300785	4.239731772602376	84.04533996782578	16.497124126675683	13.842736651437853	20.02628055461758	0.0003549735772601271	4097092.0737106907	4.336821943202997e-05	0.0002468597973839462	22.450175437035508	629.3881489898002	123.65032287887244	0.0	133.4498690198086	5.600271082896246e-06	0.00012725410576186225	2.500960289540796e-05	1.090060622322673e-05	1.8373270424790933e-05	0.004636458782960377	0.0003971598440616348	0.00020404389776066008	0.0006694236962585863	0.0009112161488411325	2.165824625500273	15.365645026422763	10.685753140202586	6.660519430726463	30.008363787883187	19.393385506125277	15.525107504163394	2.1787576590162305	-7330944.304934042	2116656.315803993	0.7340930674264008	9986.369329967536	154.24305286043582	200.51596871856657	231.36457929065375	200.51596871856657	1.0591271899382901	2.541826983504864e-06	4.771519592307283	5.771522134134266	1.00544184881879	12.240089000000003	6.97639997735049e-08	0.4087683371030725	1.4087684068670723	1.81322	20.315184	1.0283677743933552	0.030035223446985233	70.24228627264247	2.314530502177446	9.767722412955976	5.808318959084519	5.022372277596857	0.7004705873737179	0.16586107023533414	0.0
55.316895130956844	1110.6130933618335	219.01843636953737	174.48397240039426	246.32680207119654	4.659217623787531	88.35918738776961	17.2466091231912	15.721881175364569	22.739132029872856	0.00042706583769188506	3405236.1884112395	5.2176430604549674e-05	0.0002969950241816662	25.68644686585878	695.8514436227613	135.91949836880036	0.0	159.15775392325054	5.699728384531836e-06	0.00012951405858859993	2.5453757685775722e-05	1.1094194080763797e-05	1.8699568129148725e-05	0.00511602103833778	0.00043823919713648275	0.00022514875207195698	0.0007386641035407397	0.0010054658431135081	2.1658158152169316	15.365572934162328	10.685703004975792	7.394899565708703	31.553266255037016	20.28325192907407	17.645369802879994	2.474074224124664	-7339824.152193632	2516057.9345991225	0.7340930674264008	1106.5220703762025	128.19678346542142	166.65581850504785	192.29517519813214	166.65581850504785	1.0692140281679525	2.80473541859285e-06	5.368482279577537	6.368485084312956	1.006022306662962	12.240089000000003	7.100296444786115e-08	0.43378714592556245	1.4337872169285268	1.81322	20.315184	1.0326290684899673	0.036135464492131876	58.380815190152916	2.569727599083774	10.270588166014548	6.0748339527576825	5.708277131231677	0.7954148630560796	0.18782248504405902	0.0
60.80914532577951	1180.9861295171427	231.8645317689262	197.2565430331098	279.3417959098595	4.911959288249308	90.36210082827806	17.59187457285498	17.017119628018488	24.609388103778777	0.000501771192585137	2898217.2342716474	6.130360179147319e-05	0.00034894747910743033	27.871732669183196	735.3098420752178	143.07720555708073	0.0	178.97568620183546	5.751477325958515e-06	0.00013068994175413935	2.5684857262309513e-05	1.1194920388420282e-05	1.886934511446148e-05	0.005422167961469625	0.00046446377199567727	0.000238621844364871	0.0007828663672138516	0.0010656337423761376	2.1658066859841165	15.365498228807434	10.685651052520866	7.845278661995679	32.270565251207486	20.693189441132205	19.106805214263026	2.677667385087534	-7340808.067662057	2770533.780664476	0.7340930674264008	122.60660195257515	109.10906223835917	141.84178090986694	163.66359335753876	141.84178090986694	1.07666568560516	2.972573079188768e-06	5.749576074629047	6.749579047202126	1.0063990897481676	12.240089000000003	7.164761405609928e-08	0.446804761331754	1.4468048329793681	1.81322	20.315184	1.0356464497840483	0.04245660544841919	49.68826694334877	2.7262343350434985	10.504068989268035	6.197610237619095	6.18105148681409	0.8608700643056422	0.20269097216935483	0.0
64.69604653638594	1223.8282739683375	239.52659251930774	215.02040633174795	305.3534008311012	5.064342034244886	91.29144020635613	17.750855427965664	17.909787849613085	25.89861444467287	0.0005754757346054182	2527092.112000544	7.030816660331996e-05	0.0004002039372636669	29.341336657485368	758.8420852459377	147.26962039275264	0.0	194.28300594905792	5.779248663365745e-06	0.00013132098554724647	2.58088780475586e-05	1.1248975683781689e-05	1.8960456813388774e-05	0.005619212361358995	0.000481342613268199	0.0002472934894392521	0.0008113161335602454	0.0011043594214770324	2.165797679368163	15.365424524265412	10.685599796062705	8.119883390806125	32.60338966790723	20.881951201548823	20.11401652147648	2.818010675004302	-7340917.0888394825	2923194.5502045453	0.7340930674264008	13.58542452659458	95.13733038014571	123.67852949418943	142.70599557021856	123.67852949418943	1.082220501943052	3.0805979139588944e-06	5.994858231113479	6.994861311711393	1.00664734632771	12.240089000000003	7.199356860886108e-08	0.4537907323890554	1.453790804382624	1.81322	20.315184	1.037814931851123	0.04869283377931964	43.325540255118355	2.8216594783051283	10.612403336903805	6.254144384863872	6.5068843446976405	0.9059904320138832	0.21288874032337823	0.0
67.44402910945993	1249.8588451416374	244.0901968529985	228.86936637026534	325.83678731090424	5.156240892366832	91.72208237879781	17.82399211476123	18.524920564858206	26.787198176394764	0.0006456270647436264	2252627.4345755884	7.887827963004782e-05	0.00044898938005013606	30.32817934953813	772.9140093925988	149.731424816053	0.0	206.12633972958346	5.794664040949543e-06	0.00013167126678337865	2.5877719789623578e-05	1.1278980821462281e-05	1.9011031304319398e-05	0.005747202984553723	0.0004923063014212374	0.00025292617563974753	0.0008297957417512606	0.00112951377137974	2.1657891072144304	15.36535437293527	10.685551010619934	8.286658627959564	32.7576172361947	20.968789799372534	20.808081469156207	2.914740693214557	-7340929.1689145425	3004796.2437662724	0.7340930674264008	1.5053494665771723	84.80457022080711	110.24594128704925	127.20685533121066	110.24594128704925	1.0863933459054138	3.1507656825615797e-06	6.154181773571498	7.15418492433718	1.0068127531516728	12.240089000000003	7.218560185591772e-08	0.4576685214414401	1.4576685936270422	1.81322	20.315184	1.0393937226996735	0.05462817689605496	38.62000127855555	2.8796138732159484	10.662604410381375	6.280152544912074	6.731414355272031	0.9370891328684802	0.21994241761474198	0.0
69.38445871115276	1265.6302728050202	246.8027016178086	239.6597923832084	341.95832867497046	5.21165793594535	91.92112173604123	17.85757593704351	18.948731312270382	27.399541702958462	0.0007106502100334162	2046653.7842909426	8.682158505210966e-05	0.0004942085216983655	30.991062035087253	781.3356224748898	151.17851352237702	0.0	215.30289237620917	5.803521320323109e-06	0.00013187252937125118	2.5917274483845113e-05	1.1296221001948907e-05	1.9040090105925604e-05	0.005831182733282036	0.0004995000140898743	0.0002566220055536904	0.0008419209491380199	0.0011460185428104844	2.165781161878683	15.36528934978998	10.685505791478286	8.387670815228583	32.82890127033153	21.008666833862563	21.286275545133794	2.9813996537711933	-7340930.50745727	3037028.3882516655	0.7340930674264008	0.1668067378923297	77.05028887756703	100.16537554083713	115.57543331635054	100.16537554083713	1.0895483813521312	3.1968055518842405e-06	6.258720294562479	7.2587234913680305	1.0069238622794132	12.240089000000003	7.229593922016715e-08	0.45989659941132055	1.4598966717072597	1.81322	20.315184	1.0405562158885937	0.060129416276744674	35.08870155484403	2.914715608291933	10.685807363492913	6.292095716741838	6.886110138850783	0.9585199886874386	0.22484754741358945	0.0
70.75267926744792	1275.147050440672	248.41003914945702	248.06195584771393	354.63996988726535	5.245060897934759	92.01265377908229	17.872941919498267	19.240663874324962	27.821435501511328	0.0007699073260991224	1889262.9036508393	9.406026578669977e-05	0.0005354177851552273	31.436958553667175	786.3693064694178	152.02861157982412	0.0	222.42193141007036	5.808781017364002e-06	0.00013199204465345063	2.594076315354664e-05	1.1306458697297786e-05	1.9057346024762914e-05	0.005886887207450437	0.0005042716642625685	0.00025907348063958387	0.0008499637012561623	0.001156966296621255	2.165773921177952	15.365230092673913	10.68546458221483	8.448727197271404	32.86168363843408	21.026913412074382	21.615669723613998	3.0273265524194928	-7340930.655778365	3035154.673963787	0.7340930674264008	0.01848564390093088	71.1250010183818	92.46250132389633	106.68750152757269	92.46250132389633	1.091946653591089	3.2273441847253835e-06	6.328061576246427	7.328064803590612	1.0069989377697262	12.240089000000003	7.236146059396429e-08	0.46121969370786925	1.4612197660693298	1.81322	20.315184	1.0414204937021783	0.06514265868873535	32.39032546377107	2.9359327010518124	10.696478024310293	6.297560566916277	6.9926691555891285	0.973285486602867	0.2282692939924477	0.0
