Ca	Values[zzs]	Values[bbs]	Values[nns]	Values[hhs]	Values[VVs]	Values[rrs]	Values[ccs]	Values[qqs]	Values[INa]	Values[INaP]	Values[IKdr]	Values[IA]	Values[Iz]	Values[Minfs]	Values[Pinfs]	Values[Ainfs]	Values[mKCa]	Values[ICa]	Values[IAHP]	Values[IKC]
0.00043909488430068114	0.0016279228890410272	0.16233836142205108	0.048349063759427116	0.9453290436959657	-64.47902839340277	0.010933568540330705	0.006143171275749255	1.8409374781799059e-16	-0.0682615640320051	-0.009532589745334833	0.0008367596501767394	0.20192473334493444	0.041546173828945786	0.02584706107414254	0.00039892313628243356	0.3265234475731313	7.317712543320926e-05	-0.0017642529537764738	2.349125655507504e-14	0.00011472687750537099
0.0004245579026957188	0.0016915439813454736	0.15619283956215596	0.05099979217405201	0.9409777049239058	-63.93223996725749	0.01157035188392001	0.006684599890133527	1.8850006864149967e-16	-0.08001594208605435	-0.011385180348819786	0.0010581045700887453	0.2096611031816849	0.044094762590543686	0.027336517171721628	0.0004786414664330786	0.3325638189625857	7.075464387541817e-05	-0.0019698854894643738	2.4568872777510526e-14	0.00012329176826065248
0.0004131393348257535	0.0017638754244195243	0.15009733460093716	0.05366425882405843	0.936515997807178	-63.40784252053944	0.012212949951148421	0.00724573363057782	1.9234259967212166e-16	-0.09313059074364087	-0.013498806962570675	0.0013232605542208209	0.2165611098080441	0.046905253060314324	0.028843162824414806	0.0005700132134503305	0.33840904278084727	6.885181490545698e-05	-0.0021885125623952143	2.5574023502449492e-14	0.00013266346335296484
0.00040473653459532016	0.0018454322456625636	0.14408663305130254	0.05634804675767493	0.9319383297172182	-62.90260230705227	0.012862546091623066	0.007826936333921423	1.9578687270663991e-16	-0.10773273090855953	-0.015905008902872664	0.0016390579208291753	0.22268302299979972	0.0500064114761081	0.030370808483582503	0.0006744977884988258	0.344087792282538	6.74515390821898e-05	-0.0024208270286603236	2.652657376395178e-14	0.00014305770385649667
0.00039926250246714667	0.001936773876644611	0.13818723195817217	0.05905886377993068	0.9272346865222254	-62.41336936063498	0.013520863031423708	0.008429227701860378	1.989670551083998e-16	-0.12397982295221312	-0.01864231820151137	0.002013679088904458	0.22809647566066782	0.05342906556696599	0.03192458415855739	0.0007938754463408472	0.34962943407937874	6.653932263511315e-05	-0.0026678135801975213	2.744415329338805e-14	0.00015472654263177496
0.0003966478267438131	0.0020385204331166413	0.13241888903746235	0.06180665664073282	0.9223902341700103	-61.937044928576114	0.014190193545405547	0.009054319554050097	2.0199675196194376e-16	-0.14206905798456643	-0.021758561583328184	0.0024571159870253475	0.23287987580613553	0.057206907326731865	0.033511063842038655	0.0009303536615200972	0.35506417992504175	6.61036011490129e-05	-0.002930810653307546	2.8343128874407914e-14	0.00016796327663647903
0.0003968431546063935	0.002151372756343387	0.1267958818702737	0.06460383775589044	0.9173847392041394	-61.470536520106414	0.014873458221200831	0.009704687428299894	2.0497773800835996e-16	-0.16224980265760583	-0.025313965178451043	0.0029817973607681675	0.23711871031615342	0.061377510483736665	0.03513847008072924	0.001086711108868339	0.36042342707091807	6.613615148790058e-05	-0.0032115894750125635	2.923952445350351e-14	0.0001831108488544525
0.0003998223599456988	0.0022761375403687494	0.12132802854911083	0.06746566639933788	0.9121917135272369	-61.01069798413044	0.015574299991863908	0.010383684556306966	2.0800750365298052e-16	-0.18484046929721987	-0.029385454755440216	0.0036034646605640403	0.24090479645264953	0.06598363858740817	0.036816990480006785	0.001266497627635167	0.36574031719135547	6.663261978906757e-05	-0.003512459308258332	3.014996172481672e-14	0.00020057469195690632
0.0004055866699941105	0.002413759555909707	0.11602151252464872	0.070410843339128	0.9067771535924198	-60.554250108376664	0.01629722979884492	0.011095712399875073	2.111863962810207e-16	-0.2102521068576036	-0.03407277598921322	0.004342422273356096	0.2443365731392294	0.07107496018183304	0.038559252513738825	0.0014743194628175445	0.37105056766562805	6.759320918158071e-05	-0.0038364123602371717	3.109270902702094e-14	0.00022084159573586257
0.00041417015383019847	0.0025653640288562005	0.11087954610237537	0.0734624075762294	0.9010976850035524	-60.09767423297752	0.01704784500465511	0.011846471292243532	2.1462513470650113e-16	-0.2390223838025676	-0.03950745279566786	0.005225367601983533	0.24752060927948646	0.07671035090185938	0.04038102783528783	0.001716257650684495	0.376393666682633	6.902359438624893e-05	-0.004187328835282828	3.20889534789244e-14	0.00024450714025788266
0.00042564719641979967	0.002732313912655755	0.10590289960344991	0.07664907446344078	0.8950978221344039	-59.6370664815682	0.017833154341044485	0.01264332908245542	2.1845358899491907e-16	-0.27186602532834075	-0.04586629634783662	0.006288146330281754	0.25057466527566313	0.08296106568145296	0.042302280078026964	0.0020005002638135015	0.3818145853451312	7.093616710652434e-05	-0.004570274420152132	3.316445899757777e-14	0.00027231583069558293
0.00044014293680049295	0.0029162895688258166	0.10109031690672282	0.08000724291965901	0.888705875718807	-59.16793199115413	0.018662064177417587	0.013495869492210781	2.2283199915024727e-16	-0.30975208980161384	-0.05339245374724363	0.007580033491321451	0.25363292697787926	0.08991523831952539	0.04434874538573933	0.002338329722543303	0.3873662638705611	7.335177525578539e-05	-0.004991943085088001	3.4351856761737545e-14	0.00030522081961552864
0.0004578482493565561	0.0031194031702536686	0.09643883202757948	0.08358405762859443	0.8818277250311879	-58.68488397948365	0.019546118395882828	0.014416723862108778	2.2796635204349527e-16	-0.35402664103447773	-0.06242944168400753	0.009170627998375971	0.2568545462598783	0.09768447219126014	0.04655437237570557	0.0027457230679530783	0.3931133127622709	7.630221908652087e-05	-0.0054613354342173594	3.569396381507964e-14	0.000344475051546811
0.00047904190690659234	0.0033443688229848373	0.09194399524238563	0.08744220812687138	0.8743370810345579	-58.18118548040256	0.02050065400143008	0.015422867657224558	2.3413065082361915e-16	-0.4066156325580527	-0.07347859543983921	0.011161426653038684	0.26043760274561806	0.10641385126367894	0.04896521100563776	0.0032460605147382076	0.39913771103034673	7.983394385031573e-05	-0.005990833682808421	3.7248798759546854e-14	0.00039177499270246635
0.0005041245279823026	0.003594765929132877	0.08760001001804842	0.09166772899954252	0.8660597112166588	-57.64801855239587	0.0215466712587391	0.01653771463741119	2.4170071299009017e-16	-0.4703771837457025	-0.0873011335491309	0.013706230270552839	0.2646425777936379	0.11629780064778628	0.051645870681042025	0.003874952026276636	0.40554795327985377	8.401369576959645e-05	-0.0065979759172274804	3.909748491264044e-14	0.00044949665937350124
0.0005336727643277984	0.003875466804103141	0.0833997718190299	0.0963832860184596	0.8567466893860506	-57.07325451103919	0.02271400183403979	0.01779465634339072	2.5120783485204725e-16	-0.5497505356406237	-0.10511112825783414	0.01704931646214238	0.26983370656706585	0.12760650910962046	0.054690815523862644	0.00468939394668336	0.41249450236820984	8.893755012992799e-05	-0.007308533962967108	4.1357282215031294e-14	0.000521103000875323
0.0005685302802265011	0.004193372719613886	0.07933478296065764	0.10177219675562012	0.8460263262539425	-56.43924595681698	0.024046998157165128	0.01924339963279249	2.6342827358959124e-16	-0.6520431252396387	-0.12896979785032184	0.021602278257089044	0.2765566285043248	0.14073275045435507	0.058245459786537945	0.0057865519791967185	0.4201975954118985	9.474606903622025e-05	-0.008162194138129054	4.420425748980298e-14	0.0006118919073559175
0.0006099705897739284	0.004558778204885082	0.07539488512678864	0.1081253274712708	0.8333110800399706	-55.718526496905966	0.025615548961464018	0.02096219244547791	2.7954134953428266e-16	-0.7902376913577077	-0.16267584888808795	0.02811385976910744	0.28569702305227557	0.15628163423725053	0.06254905422560327	0.007346369845909841	0.42900146139727807	0.00010165143089844532	-0.009223906138166654	4.79154468353933e-14	0.000730482272475678
0.0006600140495296744	0.0049881604384841025	0.07156767931851761	0.11594250928145658	0.8175984179146776	-54.864486724687545	0.02753865381807083	0.023083874418162065	3.0142999936039715e-16	-0.9899478184501068	-0.21406494844554644	0.038095031237537394	0.2988435936294187	0.17526157730574657	0.06803237437034583	0.009742226757131161	0.4394919174001008	0.00010999024240406276	-0.010609062740543277	5.2954488720523296e-14	0.000892091013345415
0.0007221209901820165	0.0055107240538166185	0.0678373188254412	0.12618566335049988	0.7969810582378771	-53.787863367017586	0.030042482236076286	0.025859714061919024	3.3231110950015645e-16	-1.3100990877941736	-0.30220601825158544	0.055086535703530434	0.31926345225073105	0.19955509238347013	0.07557924531528712	0.013889693615547583	0.45279273311734913	0.00012033901514220742	-0.012548189159569264	6.016847650938823e-14	0.001126897256818359
0.0008029955653886941	0.006187373601645865	0.06418178573076923	0.1410656555395886	0.7671560884988003	-52.28181929460738	0.033637656104579534	0.029853301468132226	3.782596710807886e-16	-1.9249774605210754	-0.4879276405301282	0.08961632963988198	0.3552697274170362	0.2333764755986547	0.08742773881634916	0.022740462630962036	0.4715081580423621	0.00013381468546494696	-0.01559483875708306	7.13363331369378e-14	0.0015067697097238767
0.0009189418746315531	0.007191650693248949	0.0605652958568346	0.16769044826579313	0.7147341518231802	-49.65183954122444	0.03992013105346828	0.03681296519837058	4.528675195904108e-16	-3.69626528957516	-1.1083231277702523	0.19142924759276564	0.4389111270575544	0.2901698761346731	0.11218494074753385	0.052952873672787275	0.5043518958356408	0.00015313352563707254	-0.021628802590974876	9.136185673500792e-14	0.002274546506575662
0.0011505022454015392	0.01015025966475531	0.056900944955460574	0.29255861854738496	0.48380657662542215	-33.16884380706716	0.06762059845315736	0.06761153264747487	6.020638823290251e-16	-108.55037590936345	-16.426331408763247	2.497982136857727	1.5448276360593982	0.5768509924065351	0.41737406388644976	0.9315269827461771	0.6987932072476227	0.00019171361307653673	-0.05602971857938703	1.7107993267382181e-13	0.00736648356867299
0.007550749805424122	0.016944368244520423	0.05357047940015332	0.40307396098035536	0.38510478988890845	-55.884490469057425	0.19441724450518202	0.19123811233516183	1.0397240244139198e-13	-0.34820168929828466	-0.1542125030620462	5.403088549058757	0.19915781906341626	0.5780657563417372	0.06153247273890945	0.006953745398013059	0.4269699497853775	0.0012568765741460743	-0.5318474717103728	1.7735357432221525e-11	0.0820009610138616
0.009470464119871645	0.017103742664686717	0.05138833680281928	0.15007337975328106	0.7092916019823928	-56.64909128840815	0.08738325683853458	0.12462585454553624	9.765819570265562e-13	-0.5145337473511873	-0.12053041034101876	0.10150176051713129	0.1747903613331246	0.5704253602365255	0.05704557165766923	0.005397733602222909	0.4176435099544923	0.0015759232325736473	-0.10790904499028514	1.6284947849090192e-10	0.06550144469912815
0.009347441192360433	0.017262336905335757	0.049341458836727234	0.11142387918003485	0.8012251782648308	-56.41720574873976	0.048124716336501464	0.0842812051312967	2.0893925350646976e-12	-0.6214520072087906	-0.12988955631030627	0.031058549960319627	0.17244468804819588	0.5797175085878271	0.058372850279615245	0.005828972080094346	0.4204661035298615	0.001555483566865579	-0.03268641507173158	3.5083819807598394e-10	0.04402638154042074
0.00887282542358793	0.017439974591202462	0.0473708440488947	0.10766397211775192	0.8236980127943889	-56.10582093674511	0.034126648751940804	0.06015560054135428	3.04587216104831e-12	-0.6988419724500509	-0.14360169416985868	0.027324861153783672	0.1716621428372164	0.5911136216528318	0.060200768482509506	0.006462383921883542	0.4242645550847656	0.0014766206044579497	-0.01640782378632594	5.161866821517728e-10	0.030107182176517044
0.008349271150087895	0.01764329440106937	0.04546097034417158	0.10997561825982495	0.8250624530498482	-55.72852865224924	0.029545797785421928	0.04597101673832373	3.803285346644268e-12	-0.7801725156738524	-0.16215299434446237	0.03007943324743897	0.1720694258184031	0.6046616585461803	0.0624873465383015	0.007322096496636169	0.42887895974717055	0.0013896114845017519	-0.012272236104686399	6.517209239241967e-10	0.021893250883492726
0.007843752513248047	0.01788010774798753	0.043599229693924026	0.11392597260753333	0.8191109746258569	-55.27552436763412	0.028569327463343498	0.037935254864275375	4.391399113178676e-12	-0.8819085357974513	-0.18758825587625205	0.03509764091200236	0.1737876620274161	0.6208773657990693	0.06533981118422341	0.0085054347713131	0.434435657698418	0.0013055853042061533	-0.011444881385666635	7.624451574878303e-10	0.017198238028480934
0.00737444616395913	0.018161475863718916	0.04177322797442757	0.11906126380514104	0.809374881634758	-54.721686564870524	0.029107592769403008	0.03379319021833921	4.846766727913615e-12	-1.0207039515976335	-0.22410261685106458	0.042534469202052276	0.17725257859575025	0.6407062379648147	0.06899164788058974	0.010212321003586143	0.4412515309274859	0.0012275655912656021	-0.011842663267409603	8.549287788714672e-10	0.014634628893246208
0.00694727455592671	0.018505017341462374	0.03996917321237194	0.1257804217811244	0.7960092628894138	-54.018661206901356	0.03048848384520229	0.032266422753121055	5.200689616908892e-12	-1.2257654411057302	-0.28071072032623734	0.05403569675672759	0.18339185447680809	0.6658352983353233	0.07389926532525645	0.01287443439584576	0.44993506554367674	0.001156539959215856	-0.012940690967211416	9.356388753187461e-10	0.013427302733198965
0.006565678888404148	0.01894251181098182	0.03816996349195534	0.13511147045892755	0.7772977023729023	-53.06821102275166	0.03266449417064952	0.0327677784207115	5.478028138171312e-12	-1.5650632809074196	-0.38016199426079594	0.07384489512620582	0.19426428787223643	0.6995808489022148	0.08104498955002196	0.017588983414408527	0.461722404073756	0.0010930836753322932	-0.01477267576795149	1.0115668960518575e-09	0.013228199985313896
0.006235509617399272	0.01954281851151837	0.036351566701702094	0.14958766669483942	0.7484500227513152	-51.62975527683773	0.03611130344777491	0.03541849510610041	5.698330434557306e-12	-2.251213725346883	-0.5993941181075186	0.11527336511917766	0.2154716244280294	0.7498627288673057	0.09306130857963305	0.028106325319388586	0.47963932446707114	0.0010381726802778128	-0.017904776310314393	1.0932316664370371e-09	0.014108936206117355
0.005974122214439702	0.020519827691878417	0.03447307699049653	0.17817704686027283	0.6928097141409764	-48.80632355138391	0.04279119000455754	0.04209193006480082	5.8776406818835684e-12	-4.499182150959802	-1.4325871781630126	0.24910866267855702	0.2714245553537114	0.8452871427205921	0.12136009778465262	0.06900288581426761	0.5149165279506267	0.00099469662920176	-0.024727910878134397	1.2106081426536748e-09	0.0172472572034276
0.005973185707916593	0.0251082147246894	0.03242749565742302	0.6266099735448646	0.14182300189772667	13.524062375787091	0.1551328698486797	0.12762455623194469	6.033520998942968e-12	-199.68139459835118	-8.295187418756178	95.75947769961411	4.157190385583197	2.5993043873034014	0.9898640615352834	0.9999999872110902	0.9599288721433646	0.0009945408551158127	-0.20499775904987236	3.123073021200966e-09	0.13140085137650429
0.01254275573181253	0.029767813616402277	0.030876462206362126	0.3270836621727663	0.4661744682278815	-56.60881964007077	0.16994446911158795	0.17998650314571638	7.482448481440729e-12	-0.34212769854828456	-0.12210633506158178	2.293075891860673	0.10551925101966018	0.9939824333860456	0.0572740284356863	0.005470281625384293	0.41813332931383984	0.0020860983848897214	-0.4080528775216007	1.2492389338883297e-09	0.12537371581055679
0.013534424560060359	0.02972280248418028	0.030262407972048364	0.13462721635314756	0.7385147159686926	-57.23341373370718	0.07764314471220489	0.11723445907733479	1.1818386225439201e-11	-0.45239646096686237	-0.09981351548559482	0.06458236016572677	0.09606769854598252	0.9739147716738756	0.05382573174947182	0.0044466933761107596	0.41055520005331786	0.0022506605274901226	-0.08547553414827677	1.936240858921102e-09	0.0864562662014162
0.012996556819271135	0.02965936515920957	0.029752774532979892	0.10258049304422026	0.8203622277751448	-57.42151175736616	0.04330690452506539	0.07887018252758062	1.6148446447606986e-11	-0.475851815610399	-0.09392993108625064	0.02164418844969375	0.09235585084864274	0.9662572791232926	0.05282622009856506	0.00417757818845983	0.4082811472075603	0.0021614109864293678	-0.026620153009064815	2.6304598636508318e-09	0.055536835277603495
0.012210959946513	0.02958595099559181	0.029316605173187703	0.0963099405905625	0.8461663226359042	-57.58024618310103	0.030434730855698262	0.05541885961429433	1.962669193325753e-11	-0.4687117165077377	-0.08923415732521987	0.01673575937129062	0.08928957491792322	0.9591692477159234	0.05199640027372538	0.003963135645488332	0.4063651381576526	0.0020310265271565975	-0.013159020748882958	3.18146260358163e-09	0.03649075870802829
0.011410975134190732	0.02950414762505406	0.028945772616047298	0.09423335523795362	0.8555175869213991	-57.727768098151095	0.02548625231764765	0.041035234118453674	2.2287191934106197e-11	-0.45400436376152836	-0.08507979874897581	0.01526858780437954	0.0866119907455424	0.9521646942221291	0.05123625489199971	0.0037736841678129183	0.40458702018198545	0.001898219100539205	-0.009235432336496083	3.596287132692458e-09	0.025138088814253157
0.010647158657025974	0.029414777731434527	0.02863508005552886	0.0928793796764111	0.8599879058540547	-57.87055049877135	0.023465460877072415	0.03216215964003988	2.4292516627573913e-11	-0.4378117049027006	-0.08124235430543535	0.014346030822276073	0.08422080062890767	0.9450806157119906	0.05051055172463968	0.0035989172528364567	0.40286841008540186	0.0017713830767276137	-0.00783523836334262	3.902525931216966e-09	0.018304631024611037
0.009930961706803323	0.02931835671837885	0.028380686706465246	0.0916707794366443	0.8629813961824354	-58.01144250126869	0.022528392113425548	0.026637351327204378	2.579465522439733e-11	-0.42168161958605055	-0.07762467272896112	0.01355406620536228	0.08206289108811793	0.9378519396541772	0.04980400388731508	0.0034343722640337807	0.40117488845763827	0.001652425255810752	-0.007227669736915217	4.12566905902792e-09	0.01408015770799821
0.00926350156979427	0.029215264007189337	0.028179474537485597	0.090503600306737	0.8655083835624204	-58.15168125816423	0.021994058364722135	0.0231472415263685	2.691519940478845e-11	-0.4059861107811724	-0.07418307983371218	0.012820388501837575	0.08010696144448791	0.9304570402278481	0.04911003917073189	0.0032780370123028837	0.3994915587746266	0.0015415369233474903	-0.0068943076381137525	4.286019248218855e-09	0.011364221392418732
0.008642817756993269	0.02910582002592514	0.028028736089641064	0.08935639671296247	0.8678714246221629	-58.291699625545824	0.021610883068013197	0.020894264115572332	2.774747952507306e-11	-0.390810242084025	-0.070898513408479	0.012129050502318436	0.07833254068652756	0.922896084026838	0.048426320322703824	0.003129025058447102	0.397813239893321	0.0014383976580288065	-0.006661409606105509	4.399127077075168e-09	0.00952969521688039
0.008066065826667735	0.028990323643483727	0.027926001799810796	0.08822469696072774	0.870160658126646	-58.43149491638504	0.021286057495194386	0.019394434172708933	2.8362175703966e-11	-0.3761795785087263	-0.06776370240529178	0.011475350729404053	0.07672499497199145	0.9151811793149589	0.04775271007518904	0.0029869879813910214	0.39613998876654466	0.0013425394691557707	-0.006467731208190176	4.4767574394651565e-09	0.008219742120135574
0.007530245962146921	0.028869070774207205	0.0278689364089362	0.0871087854731644	0.8724008651731915	-58.57082052660657	0.020985598038720972	0.018354276513288977	2.881258015920103e-11	-0.3621122187411237	-0.06477682518518625	0.010857557240663746	0.07527299284638261	0.9073312065926553	0.047090224544895705	0.0028518251820682586	0.39447477477001086	0.0012534678401674697	-0.006291340363917516	4.527778764575319e-09	0.007230752710616129
0.0070324496302800465	0.028742363096971747	0.027855273906537012	0.08601076464951736	0.8745959882049928	-58.70929516703548	0.020697375099550476	0.017596020536184344	2.9138831955792554e-11	-0.34862674528118914	-0.061938185452755506	0.010274905369767098	0.07396712492339975	0.899368799869235	0.04644044824137003	0.002723532203843591	0.39282215554156674	0.0011707027869830933	-0.006124458129706139	4.558872949530296e-09	0.00644579454063713
0.006569937981839928	0.028610511321775826	0.027882775806656986	0.08493351079854612	0.8767431044288361	-58.84646862811648	0.0204173951250614	0.01701213910143719	2.937117023141417e-11	-0.33574079862858724	-0.059248457881161086	0.0097269086818556	0.0727991268373904	0.8913184620285718	0.04580519299706303	0.0026021210229497	0.39118748152842536	0.0010937919727356698	-0.0059644585291512816	4.575078366166463e-09	0.005796968488669329
0.006140160298881086	0.028473835422510262	0.027949204376300555	0.0838801653600942	0.8788370946216731	-58.98186275659118	0.02014468516508405	0.016537723416610226	2.953239302327806e-11	-0.32346880101353837	-0.0567078002773343	0.009213063732090389	0.07176143689497455	0.883205334981659	0.04518629585536656	0.00248757999325007	0.38957640227818735	0.0010223138546562882	-0.005810586614961344	4.58019909961164e-09	0.005244156986985716
0.00574075122465724	0.028332663225497382	0.02805230592790804	0.08285384869047106	0.8808723567559009	-59.11499764607534	0.01987937018457039	0.01613369797858076	2.963970507250405e-11	-0.3118204989454808	-0.05431545541724406	0.008732722035278816	0.07084694481387399	0.8750543704124414	0.04458549954626016	0.0023798561336215423	0.3879945529123346	0.0009558772951507469	-0.005662747287634392	4.577111804669602e-09	0.004763034283305068
0.005369520841483669	0.02818732817320167	0.028189801221989885	0.08185749265759987	0.8828435095316587	-59.24540869960133	0.019621941896634746	0.015776623527573114	2.970610408200246e-11	-0.30080035988155296	-0.05206962986217001	0.008285046718494705	0.0700488510736735	0.8668897578170305	0.044004383508059276	0.002278849997336992	0.3864473519729367	0.0008941199742745025	-0.005521054038798874	4.5679954508454515e-09	0.004338302381204827
0.005024442734475064	0.028038166752829337	0.028359381129685165	0.08089374423450393	0.884745708819763	-59.37265784508775	0.019372976450234086	0.015452503891316683	2.974142059731682e-11	-0.29040757137223044	-0.04996752645784327	0.007869013872600632	0.06936059075852789	0.8587345265353891	0.04344432667768365	0.002184417473515474	0.3849398706767809	0.0008367064584648236	-0.005385659984219879	4.554503324035884e-09	0.003959873325001051
0.004703641913033034	0.027885515883640462	0.028558706335580355	0.07996491387540766	0.8865747922029616	-59.496340839631756	0.019133023942063933	0.0151530263437744	2.975309847663019e-11	-0.2806364115113002	-0.0480054578228946	0.007483436628774347	0.06877579508801035	0.8506102720256036	0.04290649076446851	0.0020963751972708456	0.3834767499178305	0.000783326237818209	-0.005256695448737118	4.537891874479995e-09	0.003620712084483646
0.00440538325686765	0.027729710437478607	0.028785410218386532	0.07907295311473128	0.8883273349653816	-59.61609183347295	0.018902565504583052	0.014873281129457586	2.974678113842976e-11	-0.2714768253103235	-0.04617899746643377	0.007126999354035347	0.06828827485015618	0.8425369754167366	0.04239181701250697	0.0020145075934681045	0.3820621506317378	0.0007336918438505083	-0.005134246704744892	4.519117331799144e-09	0.003315615130968025
0.004128060704393374	0.027571080992389287	0.0290371042485427	0.07821945170011074	0.8900006549528806	-59.73158593088497	0.01868199814552104	0.014610380156689107	2.972675233009749e-11	-0.26291509671828983	-0.04448314256394358	0.006798294687406662	0.06789201630220659	0.834532895810746	0.04190103194076023	0.0019385743778849406	0.3806997283985336	0.0006875370849283779	-0.005018351100785619	4.498908242287104e-09	0.0030405161262974743
0.003870187232233797	0.02740995187130442	0.029311385357161775	0.07740564792661907	0.8915927859346052	-59.842540239804286	0.018471631713979423	0.014362622293524158	2.969626784718493e-11	-0.25493454465341875	-0.042912472994347105	0.006495859283896233	0.06758118381531569	0.8266145205877642	0.04143465901856259	0.0018683178247686344	0.3793926261512963	0.0006446154083184703	-0.004908998929291684	4.477820013147367e-09	0.0027920884937541616
0.003630385610233788	0.027246639486408587	0.02960584480090395	0.07663244779790436	0.8931024312444605	-59.94871376139129	0.018271691573176752	0.014128990909372786	2.965780543909383e-11	-0.24751619753420526	-0.041461297844920315	0.0062182060317683835	0.06735012575012368	0.8187965622462431	0.04099303413498746	0.0018034694120625402	0.3781434805880388	0.0006046983869851908	-0.004806138094214795	4.456276002295875e-09	0.0025675151861655984
0.0034073798920439087	0.027081450989123002	0.02991807809580388	0.07590044992570164	0.8945289054865682	-60.049906387253735	0.01808232413778982	0.013908853286133832	2.9613253276818027e-11	-0.24063941853067888	-0.040123784808626634	0.005963851704630782	0.06719338140045569	0.8110919922932338	0.04057632330412699	0.0017437556478130218	0.3769544389262467	0.0005675743251168774	-0.004709679858723771	4.434598539093325e-09	0.0023643526411781415
