Sic1	Swe1	Clb2	Phosphorylated Swe1M	Phosphorylated Cdc28_Clb2_Sic1 Complex	Cdc20	Phosphorylated Clb2	Swe1 modified	Phosphorylated Swe1	Cdh1	SBF	Intermediary Enzyme	Mih1a	Mcm	BE	Cln	Cdc20 activated	CDC28_Clb2_Sic1_Complex	mass	Values[kswe]	Values[kmih]	Values[IEin]	Values[Cdh1in]	Values[Mih1]	Values[Mcmin]	Values[SBFin]	Values[Swe1T]
0.0035491784	0.00031588585	0.18453673	0.013336782	1.402314e-05	1.1722378	3.0203049e-05	0.018360127	0.00020500785	0.99263656	0.12405464	0.52220768	0.80809075	0.93289256	0.00024296179	0.053600963	1.4384692	0.084410675	0.80224854	0.00085637454	0.0	0.47779232000000005	0.007363439999999999	0.19190925000000003	0.06710744000000002	0.87594536	0.0322178027
0.06894846603734131	0.0009023331181868698	0.001858271085461684	0.000813546765545201	0.00014273635092544297	0.8256222014134549	1.7872781752663738e-06	0.030084810278712064	2.9129537710044827e-05	0.9998966445354384	0.03556644373117165	0.48935398360679827	0.5909859696752088	0.8282373463704081	0.005302697160119284	0.052387960850160495	1.545846707109118	0.09119069775157598	0.806269827541175	0.0021113402467028692	0.0	0.5106460163932017	0.00010335546456163858	0.4090140303247912	0.17176265362959187	0.9644335562688283	0.03182981970015418
0.2105313674370046	0.0013249538481394229	0.0003055031297812919	2.4945693174919054e-05	0.00012692407004390795	0.5434649402541629	3.382994456776452e-07	0.030345255806958387	1.6287163233275074e-06	0.9999341021552798	0.040022362628756566	0.45025274140984667	0.34536442116468685	0.6961224174752244	0.009716477316237147	0.05108675687602201	1.6070869930092233	0.0366565325031537	0.8103112718700304	0.002953685997613095	0.0	0.5497472585901533	6.589784472021964e-05	0.6546355788353131	0.3038775825247756	0.9599776373712434	0.031696784064596056
0.3109534903273042	0.0017176562430349057	0.00016000918319139892	1.0860461805489373e-05	8.781070729091082e-05	0.32567097627558983	1.5670551736766685e-07	0.029846736134802106	9.526175974420973e-07	0.9999389102696196	0.041182270213648016	0.41118238137421814	0.13763750360823976	0.5668609188001325	0.013603555848718737	0.05009185470391759	1.624987011468992	0.01859746069540374	0.8143729740228868	0.003733970370937321	0.0	0.5888176186257819	6.108973038043697e-05	0.8623624963917602	0.43313908119986755	0.9588177297863519	0.03157620545723994
0.3951747233533497	0.002104844796960341	0.00010591317562760893	6.902211567635466e-06	6.246222704651807e-05	0.16636819319820215	8.761187353411974e-08	0.02934703830008377	7.479249355863485e-07	0.9999401827728694	0.042278273729145485	0.3721917397898331	0.021877951446790767	0.4418942446287875	0.017035919982452706	0.049296838104279	1.603418273002109	0.012247507321097542	0.8184550355425085	0.004503309561908636	0.0	0.6278082602101669	5.981722713055415e-05	0.9781220485532093	0.5581057553712125	0.9577217262708545	0.03145953323354733
0.4715430204678522	0.0024870423742878946	7.660307638528976e-05	4.8818702030575205e-06	5.009575739056126e-05	0.06097623342787994	5.877156717419821e-08	0.028854012098081142	6.290440614651724e-07	0.9999394247404135	0.0434098190998025	0.3333043882183205	0.0013632205143864879	0.3232548907557158	0.020074890528397376	0.04868331747861629	1.5451509122220022	0.009552125175522614	0.8225575584806476	0.005262750678368894	0.0	0.6666956117816796	6.057525958647059e-05	0.9986367794856135	0.6767451092442842	0.9565901809001975	0.031346565386633565
0.54278730426856	0.0028645318096494937	5.77467544363289e-05	3.6189782350133657e-06	4.478373892722022e-05	0.011064598149001834	4.543326955312214e-08	0.028368641072404274	5.401513527810022e-07	0.9999365624319279	0.044590062712619345	0.2945473216104756	8.681706421985424e-05	0.21439669063618857	0.0227745196284789	0.04823815691093916	1.4469774704565115	0.008035196165384832	0.8266806454005897	0.006012858060293586	0.0	0.7054526783895244	6.34375680721444e-05	0.9999131829357801	0.7856033093638114	0.9554099372873807	0.031237332011641562
0.6098396544265867	0.003237570281642826	4.487600380911121e-05	2.7669539548519313e-06	4.2558718592222864e-05	0.014250899684454338	3.8221819157719045e-08	0.027891106406980327	4.692651530918834e-07	0.9999310789387033	0.045825218239651855	0.2559568334957736	1.819198187502625e-05	0.12136907589217479	0.025182572438506495	0.04795028877181324	1.309798250158565	0.006968552253700404	0.8308243993797235	0.006754145480386073	0.0	0.7440431665042264	6.892106129674502e-05	0.999981808018125	0.8786309241078252	0.9541747817603481	0.031131912907731096
0.6730412192594111	0.0036064121419555973	3.634067670671967e-05	2.1981501096765834e-06	4.157398482267124e-05	0.03981345814429232	3.3692583728159164e-08	0.02742138235440427	4.17429139977243e-07	0.9999234691826111	0.04712022478065588	0.2175851624854202	1.1980875980069672e-05	0.05345310909716795	0.02734129347692112	0.047810213024196746	1.1629938850505799	0.0061718404603057775	0.8349889240121136	0.007487121593283233	0.0	0.7824148375145799	7.653081738889789e-05	0.9999880191240199	0.9465468909028321	0.9528797752193441	0.03103041007560952
0.7325101120202379	0.003971317439698092	3.124866616164756e-05	1.8494956786162974e-06	4.145386182614327e-05	0.09295161181774506	3.080789471719646e-08	0.026959384889956823	3.887420005757835e-07	0.9999122099993867	0.04847992566063008	0.17951211932468028	9.947236317326052e-06	0.017166995753492932	0.029288070224622233	0.04780979309162592	1.0001516080945632	0.005651798299906815	0.8391743234110929	0.00821230647669587	0.0	0.8204878806753197	8.779000061331921e-05	0.9999900527636827	0.9828330042465071	0.9515200743393699	0.03093294056733411
