X	Y
1.0	1.0
1.8651125406936544	0.4388492481038923
1.7685211021266822	0.3974499196751834
1.606716558855063	0.33254321999610315
1.3466785757336022	0.2398275151999024
0.968671855018893	0.1305962932836033
0.5317805018404875	0.04312321589849122
0.2014563073322499	0.006984754961186069
0.05565356303512116	0.0005855483110518061
0.013208586066469689	3.4355627605496814e-05
0.0029915902107655015	1.783343505481872e-06
0.0006697891515834373	8.965147273630555e-08
0.00014956434499073005	4.473213202916302e-09
3.337817453168865e-05	2.2285313499155585e-10
7.448100498157616e-06	1.1103916953676815e-11
1.6620056209659991e-06	5.535986541851403e-13
3.709213209710471e-07	2.7736047804896193e-14
8.282509153137007e-08	1.5037765624591386e-15
1.8521240337118658e-08	8.713553580942652e-17
4.152499071513295e-09	5.979599030015846e-18
9.590983609586157e-10	-2.1614408025809305e-18
2.1947448066602918e-10	3.81271110482465e-20
6.77746562468449e-11	-5.49048668271583e-19
3.2725552563214804e-11	7.26117423562211e-19
3.652756335158279e-12	-3.606221113667378e-19
4.871132178833013e-12	3.2192041556933633e-19
1.3478708071977777e-11	2.8879421122933297e-19
5.423004349152707e-12	-2.2724112752298954e-19
-3.817567278996085e-12	3.844044620313967e-20
-1.0695821313634498e-12	1.0750418505831644e-19
3.025537361697633e-12	-9.047888569186425e-20
1.8577693649592707e-12	-5.293265747042622e-19
-6.578557222831731e-13	-3.037450532240057e-19
-6.059500265769194e-12	-3.8807018032889918e-19
-5.422264995072523e-12	-4.924705205126563e-20
-4.081244508541103e-12	3.0128399133658937e-20
-9.645936033144698e-13	2.1228882618732376e-20
4.588281030438467e-13	-8.712597346861623e-21
1.1473044657744828e-12	-2.119401794910362e-20
3.2061229902589856e-12	-2.5015578597038828e-19
6.995013107920291e-12	-6.794489656151228e-19
9.97172597569341e-12	-1.0447116753673438e-18
1.1662263897349595e-11	-1.2584843607060596e-18
1.1592629176660103e-11	-1.2333074671102788e-18
9.28882411739619e-12	-8.817214400590106e-19
4.332454484630598e-12	-1.2540195001552807e-19
4.355336986946682e-12	-2.086129815240115e-19
4.2015463284276974e-12	-2.746899524968485e-19
3.856278699787787e-12	-3.1161536490445145e-19
3.3047302917410996e-12	-3.0737172071723395e-19
2.5320972950017823e-12	-2.4994152190560906e-19
1.5235759002839816e-12	-1.2730727043999e-19
5.96116355839599e-13	-1.8287645139746833e-20
7.29182896217059e-14	-3.412441076890422e-21
-3.4933673674895983e-13	8.33281140935077e-21
-6.378471735870836e-13	1.5930988139094743e-20
-7.59811471207352e-13	1.8364964932459503e-20
-6.824280799244513e-13	1.461761760956305e-20
-3.7289545005306805e-13	3.6718219905233885e-21
-4.4136300006390643e-13	6.90573845076096e-21
-4.029920237151872e-13	4.946866372312641e-21
-3.5292455365040764e-13	3.328175557972244e-21
-2.911605898695678e-13	2.0496660077397694e-21
-2.1770013237266766e-13	1.1113377216152161e-21
-1.325431811597072e-13	5.1319069959858455e-22
-8.170573059336971e-14	-6.224848251603428e-22
-1.3144332650429958e-13	-3.559448127864814e-21
-1.781458386823676e-13	-6.321438030427733e-21
-2.2181326712757364e-13	-8.908454532849077e-21
-2.6244561183991785e-13	-1.1320497635128861e-20
-3.000428728194004e-13	-1.355756733726709e-20
-3.3460505006602096e-13	-1.5619663639263747e-20
-3.661321435797797e-13	-1.750678654111885e-20
-3.9462415336067677e-13	-1.9218936042832378e-20
-4.2008107940871194e-13	-2.0756112144404354e-20
-4.4250292172388525e-13	-2.211831484583476e-20
-4.618896803061968e-13	-2.3305544147123606e-20
-4.782413551556464e-13	-2.4317800048270886e-20
-4.915579462722343e-13	-2.5155082549276607e-20
-5.018394536559604e-13	-2.5817391650140757e-20
-5.090858773068246e-13	-2.6304727350863348e-20
-5.13297217224827e-13	-2.6617089651444378e-20
-5.144734734099676e-13	-2.6754478551883844e-20
-5.126146458622465e-13	-2.671689405218175e-20
-5.077207345816635e-13	-2.6504336152338084e-20
-4.997917395682185e-13	-2.6116804852352856e-20
-4.888276608219118e-13	-2.5554300152226066e-20
-4.748284983427433e-13	-2.4816822051957717e-20
-4.57794252130713e-13	-2.3904370551547807e-20
-4.377249221858209e-13	-2.2816945650996327e-20
-4.146205085080669e-13	-2.1554547350303285e-20
-3.884810110974511e-13	-2.0117175649468684e-20
-3.593064299539735e-13	-1.8504830548492513e-20
-3.27096765077634e-13	-1.6717512047374783e-20
-2.918520164684328e-13	-1.475522014611549e-20
-2.535721841263697e-13	-1.2617954844714635e-20
-2.1225726805144487e-13	-1.0305716143172213e-20
-1.6790726824365813e-13	-7.81850404148823e-21
-1.205221847030096e-13	-5.1563185396626835e-21
-7.010201742949925e-14	-2.3191596376955737e-21
-3.559996083612894e-14	-3.9566889976809806e-22
