enzyme E (catalase)	substrate S (hydrogen peroxide)	product 2	product 1	enzyme-substrate complex ES (catalase - hydrogen peroxide)
1.36	2.0	0.0	0.0	0.0
0.8394239998031057	3.692067746815554e-08	0.0	0.7397119814412169	0.5205760001968942
0.8394239985801182	-6.100227858603107e-13	0.0	0.7397119992903669	0.5205760014198816
0.8394239985801331	-1.5824406592215387e-13	0.0	0.7397119992901485	0.5205760014198667
0.8394239985801379	-9.288006562186366e-15	0.0	0.7397119992900765	0.5205760014198618
0.8394239985801382	-3.3790020612170734e-15	0.0	0.7397119992900736	0.5205760014198616
0.8394239985801383	-3.2137862116074124e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-3.0239326368818893e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-2.834079062156366e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-2.6442254874308435e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-2.4543719127053204e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-2.264518337979798e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-2.0746647632542747e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-1.884811188528752e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-1.694957613803229e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-1.505104039077706e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-1.3152504643521835e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-1.1253968896266604e-16	0.0	0.739711999290072	0.5205760014198616
0.8394239985801383	-9.355433149011375e-17	0.0	0.7397119992900719	0.5205760014198616
0.8394239985801383	-7.456897401756148e-17	0.0	0.7397119992900719	0.5205760014198616
0.8394239985801383	-5.558361654500919e-17	0.0	0.7397119992900719	0.5205760014198616
0.8394239985801383	-3.65982590724569e-17	0.0	0.7397119992900719	0.5205760014198616
0.8394239985801383	-1.7612901599904616e-17	0.0	0.7397119992900719	0.5205760014198616
