LacI protein	TetR protein	cI protein	LacI mRNA	TetR mRNA	cI mRNA	Values[beta]	Values[alpha0]	Values[alpha]	Values[average mRNA life time]	Values[kd_mRNA]	Values[kd_prot]	Values[k_tl]	Values[a_tr]	Values[a0_tr]
0.0	0.0	0.0	0.0	20.0	0.0	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
81.44048958611603	188.38222412618006	42.64127826277853	19.903444857802945	30.615562883369122	7.49100310162221	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
218.53881386186026	358.0270461797322	84.58881550801159	21.23354231744301	23.60893795877082	5.866272033352575	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
337.6225830364975	469.62662522869374	113.05454529298252	18.54415387016539	17.234967057202564	4.403649676090621	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
428.9386894608678	536.6641620458962	131.0348791990531	15.55983403785118	12.482120222957603	3.295820966721857	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
495.49744315979297	572.0188404750752	141.44149316626292	13.017996031210627	9.037741432032552	2.48567702702232	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
542.4665161946878	585.3982360407064	146.53180884167594	11.033673970674412	6.564293654724105	1.9026609545908348	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
574.7784438863096	583.8321815835816	147.97696914586567	9.561523960359551	4.795415479011701	1.488372116448034	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
596.5707535523892	572.335590567299	146.99315825575786	8.518891895988503	3.5333193308632067	1.198355999532669	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
611.1401974740163	554.4539671357516	144.45847160598427	7.823240806919883	2.6341247394610074	0.9998283004245201	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
621.044261610355	532.6746970953653	141.00454474101406	7.402871628957832	1.9940841983780568	0.8690042905554444	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
628.2313510032457	508.7281701682744	137.08533082265072	7.198481992061305	1.5387063753373218	0.7888212189018825	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
634.1602493519231	483.80546162465566	133.02773382771204	7.161622567326974	1.2146230921835834	0.7471640190584884	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
639.8976758475724	458.7147187853904	129.06852110304425	7.252320787242345	0.9836485849834544	0.7355348386499663	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
646.1932551174498	433.99316489194445	125.38109855189062	7.436747832222508	0.8184914701626389	0.7480749161296708	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
653.535010259494	409.98720972190483	122.0948922140018	7.685261333392946	0.6996794719204545	0.7808541234679647	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
662.1896667820724	386.90973018299405	119.30938152642888	7.97094051765278	0.6133602159884407	0.8313593746893625	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
672.2322151846042	364.88102668386745	117.10428646142556	8.268644250609103	0.5497280660076465	0.8981288945385458	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
683.5689406178244	343.9580912415235	115.5470014772965	8.554583470927872	0.5018949693521709	0.9804925202243748	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
695.9576955015993	324.1554774482382	114.69806559133342	8.806372078463932	0.46507509498761157	1.0783884581931273	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
709.0285975914525	305.46010768473195	114.61523429793769	9.003489824406447	0.43599174728685136	1.192234613472576	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
722.3075564903501	287.8416844564015	115.35655480726653	9.128054080726272	0.41244324567133095	1.3228382750358174	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
735.2440486027143	271.2599085674695	116.98272529134951	9.165758898356923	0.3929843401143393	1.4713320587822722	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03
