Responding_Osteoblasts	Active_Osteoblasts	Active_Osteoclasts	Values[Phi_C]	Values[D_B]	Values[Phi_L]	Values[Phi_P]	Values[Pbar]	Values[P_O]	Values[P_S]
0.0007734000000000002	0.0007282000000000001	0.0009127	0.19664451096791652	0.034999999999999996	0.05982275279878373	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733965426885909	0.0007282224106835884	0.0009126963399327425	0.19664401367616458	0.034999999999999996	0.05982484644976202	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733934236319968	0.0007282405311270066	0.0009126969883802622	0.19664410178049288	0.034999999999999996	0.05982656295299717	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733911913428759	0.0007282549061543904	0.0009127003681002725	0.19664456098150693	0.034999999999999996	0.059827906985831986	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733900625877782	0.0007282661669092141	0.0009127052608399374	0.19664522575488022	0.034999999999999996	0.05982891455344681	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733900373648714	0.0007282749412029165	0.0009127107786154864	0.19664597545015475	0.034999999999999996	0.05982963722681588	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733909863388068	0.0007282818017186473	0.0009127163146947108	0.19664672763092725	0.034999999999999996	0.05983013150001915	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733927169453249	0.0007282872371929293	0.0009127214894532743	0.19664743071819984	0.034999999999999996	0.05983045159238703	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733950180364541	0.0007282916438137514	0.000912726095900738	0.1966480565887958	0.034999999999999996	0.0598306454790493	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007733976887120278	0.0007282953278452718	0.0009127300510984722	0.196648593974362	0.034999999999999996	0.05983075299933469	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734005542999475	0.000728298515549061	0.0009127333554067431	0.19664904292420227	0.034999999999999996	0.05983080550383948	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734034736747534	0.0007283013661172047	0.0009127360601807711	0.19664941041613526	0.034999999999999996	0.05983082638202604	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734063403625181	0.0007283039855589332	0.0009127382435313359	0.19664970706311863	0.034999999999999996	0.05983083212230186	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734090799169224	0.0007283064397709525	0.0009127399932268983	0.19664994479020356	0.034999999999999996	0.05983083357754697	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734116453215411	0.000728308766024468	0.000912741395280325	0.19665013528385494	0.034999999999999996	0.05983083724479458	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734140114989677	0.000728310982349284	0.000912742527398532	0.19665028910198654	0.034999999999999996	0.05983084643739471	0.01937984496124031	0.0	2.9069767441860463	150.0
0.0007734161700014129	0.0007283130948190885	0.0009127434556145403	0.1966504152163812	0.034999999999999996	0.05983086227147427	0.01937984496124031	0.0	2.9069767441860463	150.0
