NFkB	IKK	IkBbeta	IkBeps	IkBalpha	NFkB_nuc	IkBbeta_NFkB	IkBeps_NFkB	IkBalpha_NFkB	IkBalpha_transcript	IKK_IkBbeta	IKK_IkBeps_NFkB	IkBbeta_transcript	IkBeps_transcript	IKK_IkBalpha	IkBeps_nuc	IKK_IkBbeta_NFkB	IkBbeta_nuc	IkBalpha_nuc	IKK_IkBeps	IkBalpha_nuc_NFkB_nuc	IkBbeta_nuc_NFkB_nuc	IkBeps_nuc_NFkB_nuc	IKK_IkBalpha_NFkB	Values[fr_after_trigger]	Values[Total_IkBbeta]	Values[Total_IkBeps]	Values[Total_IkBalpha]	Values[Total_NFkBn]
0.1	0.0	0.0	0.0	0.1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.1	0.001
0.00022814068229369644	0.0	0.0	0.0	0.06764197871955294	0.06907327394740519	0.0	0.0	0.03114180191780128	0.00389179217632846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005365138591783101	0.0	0.0005567834524998314	0.0	0.0	0.0	0.5	0.0	0.0	0.0987837806373542	0.06907327394740517
0.00017578406996196627	0.0	0.0	0.0	0.06806132765685466	0.06857456764824055	0.0	0.0	0.031216312860037575	0.00857165616569165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005932577410504551	0.0	0.0010333354217598417	0.0	0.0	0.0	0.5	0.0	0.0	0.09927764051689224	0.06857456764824053
0.00017572387581679417	0.0	0.0	0.0	0.06959951531130455	0.0679899714355289	0.0	0.0	0.031561380073850315	0.013098107262973325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006175392498033524	0.0	0.0012729246148039377	0.0	0.0	0.0	0.5	0.0	0.0	0.10116089538515485	0.0679899714355289
0.00017559325524393535	0.0	0.0	0.0	0.07217788095534712	0.06737386002484744	0.0	0.0	0.03204935799177395	0.01746910211828621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006445580940319164	0.0	0.0014011887281346466	0.0	0.0	0.0	0.5	0.0	0.0	0.10422723894712108	0.06737386002484744
0.0001751300211904372	0.0	0.0	0.0	0.0757317952537329	0.06671236931232141	0.0	0.0	0.032622671367825144	0.021682967969972954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006796118070426298	0.0	0.0014898292986629425	0.0	0.0	0.0	0.5	0.0	0.0	0.10835446662155804	0.06671236931232141
0.000174305247464693	0.0	0.0	0.0	0.08019730951315797	0.06598811369754291	0.0	0.0	0.03326572932951477	0.02573607529830908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007238681014233035	0.0	0.0015718517254775764	0.0	0.0	0.0	0.5	0.0	0.0	0.11346303884267274	0.06598811369754291
0.00017318020787820696	0.0	0.0	0.0	0.08551123126512294	0.06518432337464843	0.0	0.0	0.033981148267682705	0.029622859260004894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007777521559056227	0.0	0.001661348149790589	0.0	0.0	0.0	0.5	0.0	0.0	0.11949237953280564	0.06518432337464843
0.000171849022716886	0.0	0.0	0.0	0.091610899711001	0.06428573182805235	0.0	0.0	0.034778627485760875	0.03333612774248429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008415421747359074	0.0	0.0017637916634698197	0.0	0.0	0.0	0.5	0.0	0.0	0.12638952719676189	0.06428573182805235
0.00017041159390049837	0.0	0.0	0.0	0.09843387731716127	0.06327882427971293	0.0	0.0	0.03566997778682019	0.036867442620768555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009155383952594809	0.0	0.0018807863395663082	0.0	0.0	0.0	0.5	0.0	0.0	0.13410385510398143	0.06327882427971293
