Hsp90	CaM-Ca2	CaM-Ca4	eNOS-Cav-1	Hsp90-eNOS-CaM-Ca2	Hsp90-eNOS-CaM-Ca4	eNOS-CaM-Ca2	Hsp90-p-eNOS	Hsp90-p-eNOS-CaM-Ca2	s117	s118	L-Arg	eNOS-CaM-Ca4	sa49_degraded	Hsp90-eNOS	Hsp90-p-eNOS-CaM-Ca4	Calmodulin	NO
199987.0	347.52	2.827	34.98	10.98	1.037	2.12	0.643	0.106	0.0	0.0	500000.0	0.0415	0.0	0.083	0.0089	7635.36	0.0
199987.00181468506	347.52027493068704	2.8271414617437314	34.976106012120546	10.977463941779535	1.0372228657442109	2.121003281845998	0.6436125062821975	0.10584495682216526	0.00020435398765677814	6.864327102562181e-05	499977.76421113155	0.04148067084833883	0.003305417976184414	0.08308480665407783	0.008856237849449507	7635.361111652682	22.235788867981594
199987.00271117123	347.52033608681506	2.8271420915236476	34.97251013398404	10.976280004547078	1.03711112416243	2.1207758079618224	0.6439827102644066	0.10581469379834048	0.00040869776035009654	0.0001373377961731066	499955.52854277106	0.0414762353812306	0.006610489375338537	0.08314658271853304	0.008853713540134976	7635.362610242272	44.47145722818122
199987.00368205807	347.52039996288823	2.827142740765648	34.96898762292847	10.975102871548495	1.0370000458749653	2.1205497817356633	0.64425849004616	0.10581282038602602	0.0006130196740129286	0.00020606725047177436	499933.29333396314	0.041471832241235816	0.009915224681434	0.08319018312976963	0.00885353130146148	7635.364066413263	66.70666603600837
199987.00470428736	347.52046384762434	2.827143388263044	34.965514633511766	10.9739368795904	1.0368900279635858	2.1203259783110315	0.6444768447087733	0.10581515651437827	0.0008173199173694377	0.0002748234727383752	499911.058846208	0.041467473615821565	0.01321962958586385	0.08322310619699796	0.008853697994322385	7635.365503550129	88.94115379120974
199987.00576439608	347.520527269372	2.8271440306700333	34.96207764546868	10.972782710605193	1.0367811265048383	2.1201044547662913	0.6446517161610078	0.10581722797455852	0.0010215987098041257	0.0003436009559027868	499888.8252995423	0.041463159439650475	0.016523708076579165	0.0832489784733351	0.00885384456675018	7635.366926176107	111.17470045683605
199987.0068535235	347.52059019514394	2.8271446680385637	34.95866792468524	10.971639935817645	1.0366732967098826	2.119885087546518	0.6447914010240449	0.10581835528301861	0.001225856265741215	0.0004123954319989237	499866.5928745995	0.04145888674944719	0.01982746311728329	0.0832695732436584	0.008853914750284195	7635.368335659967	133.40712539960845
199987.00796525576	347.52065267169417	2.8271453009780187	34.9552792437656	10.970507718780176	1.0365664573851023	2.1196676938790353	0.6449021369798621	0.10581856369731311	0.001430092784317031	0.000481203437011031	499844.3617189545	0.041454651708731055	0.023130896975498465	0.08328595732012917	0.008853910397267744	7635.369733031486	155.6382810443976
199987.00909472755	347.520714756123	2.827145930124369	34.95190694310803	10.969385064681621	1.0364605135910634	2.119452072049518	0.6449889647925389	0.10581798773242926	0.001634308445928596	0.0005500221213934555	499822.13195312925	0.04145045026429816	0.026434011409186827	0.08329889960956158	0.008853842399509086	7635.37111938304	177.868046869582
199987.0102381753	347.5207765023722	2.8271465560473934	34.94854746565733	10.968270937481874	1.0363553672295467	2.1192380195589235	0.6450560323421991	0.10581676020390794	0.0018385034113918605	0.0006188491324900828	499799.9036756081	0.04144627843879529	0.02973680779081349	0.0833090062619813	0.008853721539074724	7635.372495857134	200.09632439076063
199987.01139266317	347.52083795871886	2.8271471792406535	34.945198072883564	10.967164324429005	1.0362509228532117	2.1190253428146124	0.6451067668879431	0.10581499475582112	0.0020426778223861584	0.0006876825261632241	499777.6769669261	0.04144213248391074	0.03303928719719517	0.08331677117421069	0.008853557043969285	7635.373863587666	222.32303307295226
199987.01255589066	347.5208991675575	2.827147800127011	34.941856647024835	10.966064272717395	1.0361470909413901	2.1188138623938397	0.6451440025476947	0.10581278579944416	0.002246831802596533	0.0007565206956277926	499755.45189298625	0.041438008960041	0.03634145047702029	0.08332260106037813	0.008853356579236572	7635.375223654932	244.548107012786
199987.01372604925	347.52096016573097	2.827148419066678	34.93852154534306	10.964969908892657	1.036043789609289	2.118603415582752	0.6451700829864625	0.10581021124694981	0.002450965459221362	0.0008253623130140551	499733.22850775154	0.041433904770603	0.03964329830226361	0.0833268318648285	0.008853126468902904	7635.376577058639	266.7714922475403
199987.01490171312	347.5210209850199	2.8271490363652525	34.935191489954384	10.963880447236134	1.035940945317934	2.1183938571936545	0.6451869461000073	0.10580733531317887	0.0026550788846326887	0.0008942062810218519	499711.00685543375	0.04142981716790912	0.04294483120769598	0.08332974130064673	0.008852871923983848	7635.37792470447	288.9931445652803
199987.01608175552	347.52108165267583	2.8271496522811317	34.931865484384964	10.962795190887553	1.0358384929277293	2.1181850592681477	0.6451961939074073	0.10580421090756334	0.002859172158058785	0.0009630516930435507	499688.7869722697	0.04142574374094277	0.04624604962115623	0.08333155894767424	0.008852597237129126	7635.379267400082	311.2130277292004
199987.0172652835	347.5211421919518	2.8271502670321795	34.92854274945847	10.961713528683095	1.0357363753668793	2.117976910144018	0.6451991506152713	0.1058008816301686	0.0030632453472019426	0.0010318978000695106	499666.56888797274	0.04142168239313062	0.04954695388703222	0.08333247459115856	0.008852305944999092	7635.3806058568625	333.4311120262171
199987.01845158776	347.52120262260723	2.827150880801643	34.92522267428863	10.960634929358392	1.035634543064907	2.117769313149942	0.6451969106659021	0.1057973834167517	0.003267298509747836	0.001100743983334723	499644.3526269143	0.04141763131457353	0.05284754428439043	0.08333264509882926	0.008852000962033769	7635.381940695334	355.64737308475566
199987.01964010356	347.521262961373	2.827151493743321	34.92190477879864	10.959558934404237	1.0355329532683502	2.117562185132362	0.6451903784090798	0.10579374588571493	0.003471331694738209	0.0011695897317599761	499622.1382090863	0.04141358895216304	0.05614782104097809	0.08333220010475788	0.008851684689933302	7635.383272452561	377.8617909127781
199987.02083038018	347.52132322237406	2.827152105986027	34.91858868465228	10.958485150477687	1.0354315693205332	2.117355454954264	0.6451803010826146	0.10578999345474291	0.0036753449438005595	0.001238434623214101	499599.9256508912	0.04140955397988413	0.05944778434418937	0.08333124673054253	0.008851359108391214	7635.3846015903555	400.0743491078231
199987.0220220569	347.5213834175046	2.8271527176371527	34.91527409289806	10.957413241813947	1.0353303599463077	2.117149062033952	0.6451672960675767	0.10578614625668796	0.003879338292234893	0.001307278309043964	499577.71496578684	0.04140552527045173	0.06274743434958806	0.08332987348842993	0.008851025849494728	7635.385928503698	422.2850342120903
199987.02321484475	347.5214435567629	2.8271533287829733	34.91196076678974	10.956342922985305	1.0352292985799227	2.116942954976523	0.6451518733457033	0.10578222089084921	0.004083311769961799	0.0013761205013378998	499555.506164812	0.041401501869630326	0.06604677118752832	0.0833281534985473	0.008850686258801047	7635.387253528903	444.4938351868986
