APC	LC	Va3_APC	Va536_APC	VaLCA1	Va53_APC	VaLCA1_APC	Va5_APC	Va36	Va53	Va36_APC	Va536	Va3	Va_APC	Va5	VaA536	VaA3	Va56	LC_APC	VaA53	HC53	HC536	HC3	HC5	HC36	HC	Va	VaA36	HC56	Va56_APC
3.546913403708918e-10	2.3696794234738864e-10	3.947386936685187e-11	3.882092169877117e-12	2.389052900388884e-08	1.2774810838424288e-09	1.233303509736176e-09	6.348478778501282e-09	2.539157861620116e-13	1.3667413012544487e-08	1.7279028286459545e-14	3.733517073642571e-11	6.062512979416875e-10	7.176333082244941e-10	1.1646047075078602e-07	4.875638782965714e-11	2.1180171934184883e-09	1.9487410621420904e-10	1.1809570740782688e-11	2.2956282954614365e-08	1.263822816505727e-11	2.665014455203423e-14	1.181099562099038e-12	1.071971706090576e-10	4.319826689689142e-16	1.2760268190299977e-10	3.526059614012594e-08	7.759777624986256e-13	1.312507217366178e-13	1.3229168018909348e-11
3.5469134037089157e-10	2.396851238507469e-10	3.868829661097041e-11	3.908263964886448e-12	2.4305826273462437e-08	1.2773854119694446e-09	1.2542815248788069e-09	6.343193751674398e-09	2.4995266198296636e-13	1.3694493541317012e-08	1.6958419783313116e-14	3.7683517813961446e-11	5.955893877790796e-10	7.025516951012136e-10	1.1676438113150028e-07	4.991266825520376e-11	2.135798369409191e-09	1.9721468036961381e-10	1.1947745746925089e-11	2.337361330029317e-08	1.287353505412138e-11	2.7295293627152876e-14	1.191434462045424e-12	1.0920285727856517e-10	4.3631562483181225e-16	1.2820268857885885e-10	3.451956773161606e-08	7.834603836611767e-13	1.3462261482915949e-13	1.3335011262660793e-11
3.546913403708917e-10	2.423954555233711e-10	3.791727628090309e-11	3.934143568827273e-12	2.4721470496474797e-08	1.2772000687417357e-09	1.2752773069753036e-09	6.337650353262466e-09	2.4601884527874744e-13	1.3719861960091003e-08	1.6642808529645034e-14	3.802820945191451e-11	5.850587905470992e-10	6.877870336875701e-10	1.1705397156578874e-07	5.1079254013714805e-11	2.1532575010779844e-09	1.9954623807885894e-10	1.208557415203601e-11	2.3791620226187906e-08	1.3109292696643296e-11	2.7946402187746303e-14	1.2015870888149844e-12	1.1121364554095421e-10	4.4058065883120394e-16	1.287900826808538e-10	3.379411260557009e-08	7.908221704825029e-13	1.3803468529418017e-13	1.3440260151716399e-11
3.5469134037089193e-10	2.4509893218633664e-10	3.716059752184022e-11	3.9597343582972026e-12	2.5137417140216407e-08	1.2769276849438536e-09	1.2962885990181286e-09	6.331855078348062e-09	2.421159212515836e-13	1.3743564596558711e-08	1.6332165146719075e-14	3.8369276570643904e-11	5.746612451043287e-10	6.733326629906113e-10	1.1732956587185971e-07	5.225603187100617e-11	2.170398674699195e-09	2.0186868492118965e-10	1.2223055638636461e-11	2.4210252968568028e-08	1.3345472040875178e-11	2.860340761316204e-14	1.2115597162542062e-12	1.1322929185771598e-10	4.447782888353016e-16	1.2936512924706506e-10	3.3083903477032584e-08	7.980640962979075e-13	1.4148677716061764e-13	1.3544914644512249e-11
3.5469134037089136e-10	2.477955493775301e-10	3.641804938431961e-11	3.98503968393812e-12	2.5553623003189033e-08	1.276570823516534e-09	1.317313211453807e-09	6.325814282452432e-09	2.3824535642057694e-13	1.3765646686885773e-08	1.602645768085092e-14	3.870675049135818e-11	5.643982394341046e-10	6.591820619942644e-10	1.1759148099712134e-07	5.344288953620086e-11	2.1872260167511573e-09	2.0418192975957412e-10	1.2360189927209597e-11	2.4629462121178787e-08	1.3582044822447951e-11	2.926624781811172e-14	1.2213546459175605e-12	1.1524955820051928e-10	4.489090589392043e-16	1.299280877461164e-10	3.2388619938756015e-08	8.051871766887781e-13	1.4497873286133552e-13	1.364897475890329e-11
3.546913403708919e-10	2.50485303330793e-10	3.5689421026536895e-11	4.0100628696030504e-12	2.597004617928192e-08	1.2761319811727437e-09	1.3383490203675585e-09	6.3195341844143134e-09	2.3440850401992804e-13	1.3786152396965727e-08	1.5725651780379915e-14	3.904066289494408e-11	5.542710252996453e-10	6.453288467807388e-10	1.1784002715967011e-07	5.463971567110753e-11	2.2037436875158316e-09	2.0648588466817515e-10	1.2496976775099552e-11	2.50491996039962e-08	1.3818983546161252e-11	2.9934861258464e-14	1.2309742031438988e-12	1.172742119367914e-10	4.52973537567894e-16	1.304792121917122e-10	3.1707948319755816e-08	8.121924663237307e-13	1.4851039328768774e-13	1.3752440570714962e-11
3.5469134037089245e-10	2.5316819095398964e-10	3.4974501944952814e-11	4.034807211397054e-12	2.6386646020117876e-08	1.275613590078312e-09	1.3593939655754985e-09	6.31302086937939e-09	2.3060660980627016e-13	1.3805124843989184e-08	1.54297108898486e-14	3.937104577693108e-11	5.44280634418984e-10	6.317667675410568e-10	1.1807550799521938e-07	5.5846399901887225e-11	2.2199558738714297e-09	2.0878046485700072e-10	1.2633415975353903e-11	2.5469418630864543e-08	1.4056261467127157e-11	3.060918693840508e-14	1.2404207326437693e-12	1.193030257108948e-10	4.569723154033702e-16	1.310187512615776e-10	3.104158153842802e-08	8.190810555043006e-13	1.520815978463424e-13	1.3855312212236767e-11
3.546913403708903e-10	2.5584420980930267e-10	3.427308214661973e-11	4.0592759769858916e-12	2.680338310118758e-08	1.2750180193985622e-09	1.3804460489085704e-09	6.306280291560433e-09	2.2684081702142596e-13	1.3822606117368067e-08	1.5138596408496823e-14	3.969793141043908e-11	5.344278914872477e-10	6.184897058149922e-10	1.1829822069275837e-07	5.7062832825990824e-11	2.2358667837592193e-09	2.110655886024008e-10	1.2769507355683395e-11	2.5890073679443603e-08	1.429385257324935e-11	3.128916441477306e-14	1.2496965951013236e-12	1.2133577733442752e-10	4.609060036751802e-16	1.3154694840727788e-10	3.038921896693076e-08	8.258540673212052e-13	1.5569218451142534e-13	1.3957589870835139e-11
3.5469134037089043e-10	2.58513358093909e-10	3.358495231522889e-11	4.0834724049422304e-12	2.7220219188629825e-08	1.2743475768184028e-09	1.4015033325293728e-09	6.299318276954459e-09	2.2311217122456496e-13	1.3838637299385265e-08	1.4852267844145353e-14	4.002135231025657e-11	5.24713426825872e-10	6.054916717738115e-10	1.1850845612810773e-07	5.828890601852772e-11	2.2514806408365196e-09	2.1334117717865572e-10	1.2905250777441716e-11	2.6311120461649243e-08	1.4531731567990083e-11	3.197473380105194e-14	1.258804163889402e-12	1.233722496782267e-10	4.647752325020626e-16	1.3206404196233513e-10	2.975056629766844e-08	8.32512654896134e-13	1.5934198987579385e-13	1.405927378758764e-11
3.5469134037089255e-10	2.6117563461975946e-10	3.2909903998988625e-11	4.1073997039853795e-12	2.763711720448869e-08	1.273604510117861e-09	1.4225639371717223e-09	6.2921405261542345e-09	2.1942162545791926e-13	1.3853258486178239e-08	1.4570682980667403e-14	4.0341341193814704e-11	5.151376902249599e-10	5.927668014088884e-10	1.1870649900209168e-07	5.9524512040429e-11	2.266801678501613e-09	2.1560715478716902e-10	1.304064613455831e-11	2.6732515893119973e-08	1.476987385257245e-11	3.266583577243795e-14	1.267745821403712e-12	1.2541223056063427e-10	4.68580649092364e-16	1.3257026525408153e-10	2.9125335405161404e-08	8.39057998386488e-13	1.630308492042253e-13	1.4160364255868809e-11
3.546913403708917e-10	2.638310387957625e-10	3.224772974034676e-11	4.131061052500799e-12	2.8054041196058502e-08	1.2727910085982881e-09	1.4436260405874257e-09	6.284752616907311e-09	2.157700445183785e-13	1.3866508807818718e-08	1.4293798008772852e-14	4.06579309504816e-11	5.057009615914205e-10	5.803093539725436e-10	1.1889262796631706e-07	6.076954444180923e-11	2.2818341355997685e-09	2.1786344849208996e-10	1.3175693352597892e-11	2.715421806530171e-08	1.5008255509699726e-11	3.3362411568036224e-14	1.2765239564162639e-12	1.274555126457962e-10	4.723229163227751e-16	1.3306584670548232e-10	2.8513244220302612e-08	8.45491302625306e-13	1.667585964814638e-13	1.4260861620066254e-11
3.5469134037089136e-10	2.6647957060973586e-10	3.159822321558105e-11	4.154459598014922e-12	2.8470956304832407e-08	1.271909204518722e-09	1.4646878759728057e-09	6.277160006695349e-09	2.1215820933216882e-13	1.3878426448286075e-08	1.4021567662019744e-14	4.0971154609781504e-11	4.964033621013077e-10	5.681137093988607e-10	1.1906711574993385e-07	6.202389776607848e-11	2.2965822518487642e-09	2.201099881554263e-10	1.3310392387807615e-11	2.757618621739568e-08	1.5246853287198664e-11	3.40644029935049e-14	1.2851409612592924e-12	1.2950189334116697e-10	4.760027112674029e-16	1.3355100993775305e-10	2.7914016603633258e-08	8.518137946772989e-13	1.705250644606776e-13	1.4360766274285927e-11
3.5469134037089157e-10	2.6912123060985813e-10	3.096117938375435e-11	4.1775984566244915e-12	2.8887828734602286e-08	1.2709611745661348e-09	1.4857477303523673e-09	6.269368035368199e-09	2.08586821505543e-13	1.38890486657532e-08	1.3753945359359667e-14	4.1281045308051244e-11	4.872448658900039e-10	5.561743656694825e-10	1.1923022928910637e-07	6.328746755487347e-11	2.311050262991066e-09	2.2234670637075053e-10	1.3444743226137916e-11	2.7998380707687424e-08	1.548564458130189e-11	3.4771752424189574e-14	1.2935992288430452e-12	1.315511746928194e-10	4.796207236563033e-16	1.340259738751708e-10	2.732738221590917e-08	8.580267212768227e-13	1.7433008471303863e-13	1.4460078661029967e-11
3.546913403708918e-10	2.7175601988842466e-10	3.033639458593386e-11	4.200480712669319e-12	2.930462572347521e-08	1.2699489411764959e-09	1.5068039431608054e-09	6.261381927530369e-09	2.0505650704206417e-13	1.3898411811735877e-08	1.3490883314792797e-14	4.15876362626907e-11	4.782253089531157e-10	5.444859364271138e-10	1.1938222984430467e-07	6.456015034878836e-11	2.325242397392989e-09	2.2457353840322405e-10	1.3578745882384901e-11	2.8420762987547382e-08	1.5724607421482348e-11	3.548440280574554e-14	1.3019011505515164e-12	1.3360316329061552e-10	4.831776546782156e-16	1.344909528400275e-10	2.6753076400840947e-08	8.64131346843136e-13	1.7817348767225383e-13	1.4558799270002012e-11
3.546913403708919e-10	2.7438394006513335e-10	2.9723666656888596e-11	4.223109418348902e-12	2.972131551509218e-08	1.268874473883977e-09	1.5278549047847069e-09	6.2532067949750204e-09	2.0156782024154008e-13	1.3906551350369485e-08	1.3232332654659101e-14	4.1890960744696975e-11	4.693443987196244e-10	5.330431485412959e-10	1.19523373119943e-07	6.584184368913347e-11	2.33916287228605e-09	2.2679042212840317e-10	1.3712400399307966e-11	2.884329557495033e-08	1.5963720455009344e-11	3.620229765537456e-14	1.3100491139212816e-12	1.356576701714768e-10	4.866742157050367e-16	1.3494615664948277e-10	2.6190840065488436e-08	8.701289513642321e-13	1.8205510268007123e-13	1.4656928636888444e-11
3.546913403708916e-10	2.7700499327002293e-10	2.912279504313145e-11	4.245487593304184e-12	3.013786732925478e-08	1.2677396906937378e-09	1.5488990550741744e-09	6.244847639157002e-09	1.9812124771892116e-13	1.3913501877908442e-08	1.2978243539468706e-14	4.2191052050135965e-11	4.6060172399592456e-10	5.218408396353518e-10	1.1965390938592455e-07	6.713244612024378e-11	2.352815889820327e-09	2.2899729797005703e-10	1.3845706846729098e-11	2.9265942027560173e-08	1.620296293125163e-11	3.692538106339037e-14	1.3180455002062073e-12	1.3771451072111136e-10	4.901111269683237e-16	1.353917907139599e-10	2.5640419558749543e-08	8.760208282002691e-13	1.8597475803257524e-13	1.4754467342118862e-11
3.5469134037089167e-10	2.7961918212871625e-10	2.853358087468705e-11	4.267618224433695e-12	3.0554251336471914e-08	1.266546459302102e-09	1.569934882053146e-09	6.23630935341347e-09	1.9471721160772792e-13	1.3919297140933062e-08	1.2728565254204208e-14	4.248794347895479e-11	4.519967622729711e-10	5.108739558654855e-10	1.197740835867917e-07	6.843185718784611e-11	2.366205634472211e-09	2.311941088444132e-10	1.3978665320753792e-11	2.9688666918582553e-08	1.6442314687589915e-11	3.765359769242643e-14	1.3258926827641786e-12	1.3977350458577566e-10	4.934891165678033e-16	1.3582805612550995e-10	2.5101566562237868e-08	8.818082824436198e-13	1.8993228102134803e-13	1.4851416009757392e-11
3.546913403708916e-10	2.8222650974690034e-10	2.7955827054742394e-11	4.289504265621085e-12	3.097043863120882e-08	1.2652965983646324e-09	1.5909609205638872e-09	6.227596725265007e-09	1.9135607304697307e-13	1.3923970054867396e-08	1.248324631015034e-14	4.278166831117547e-11	4.435288880235891e-10	5.001375496195857e-10	1.198841354548232e-07	6.973997743892728e-11	2.3793362699326405e-09	2.3338080010235613e-10	1.4111275942951715e-11	3.0111435811772045e-08	1.668175613483931e-11	3.8386892777540794e-14	1.333593025128862e-12	1.4183447558084004e-10	4.968089193607571e-16	1.362551497493707e-10	2.457403797721469e-08	8.87492629078936e-13	1.939274979762684e-13	1.494777530635196e-11
3.546913403708916e-10	2.8482697969467153e-10	2.7389338350367862e-11	4.311148637456453e-12	3.138640120490591e-08	1.263991878774895e-09	1.6119757508998711e-09	6.21871443873341e-09	1.8803813570748056e-13	1.39275527226487e-08	1.2242234547859768e-14	4.3072259782777155e-11	4.351973810785412e-10	4.896267771992352e-10	1.1998429962395864e-07	7.105670842170844e-11	2.3922119359619436e-09	2.355573194711966e-10	1.4243538859530196e-11	3.0534215236231e-08	1.6921268242549576e-11	3.912521212638505e-14	1.3411488790609735e-12	1.438972515986857e-10	5.000712758377763e-16	1.366732643161946e-10	2.4057595810695058e-08	8.93075191120543e-13	1.9796023430865178e-13	1.5043545939775383e-11
3.546913403708918e-10	2.874205959930699e-10	2.6833921443705162e-11	4.3325542271607466e-12	3.1802111922721953e-08	1.2626340247936803e-09	1.6329779976273212e-09	6.209667076414396e-09	1.8476364856714572e-13	1.3930076451966734e-08	1.2005477212068875e-14	4.335975106822462e-11	4.2700143270019316e-10	4.793368967467969e-10	1.2007480573167431e-07	7.238195268221642e-11	2.4048367464083114e-09	2.377236170026888e-10	1.4375454240623292e-11	3.095697266396049e-08	1.716083252590833e-11	3.9868502117335956e-14	1.3485625833063972e-12	1.4596166452635458e-10	5.032769312979033e-16	1.3708258850452594e-10	2.3552007073595464e-08	8.985572982512852e-13	2.0203031454940454e-13	1.5138728658192778e-11
3.546913403708918e-10	2.900073630997084e-10	2.6289385001590398e-11	4.353723888418324e-12	3.2217544498735856e-08	1.2612247152380855e-09	1.6539663283287012e-09	6.2004591216489164e-09	1.8153280900945646e-13	1.3931571773002429e-08	1.177292103911176e-14	4.364417526008265e-11	4.1894015270157664e-10	4.692632660738263e-10	1.2015587852571014e-07	7.371561376243092e-11	2.417214786688337e-09	2.3987964501853166e-10	1.4507022279532996e-11	3.1379676486328536e-08	1.740043103201462e-11	4.061670969856974e-14	1.355836462027824e-12	1.48027550159273e-10	5.064266348919256e-16	1.3748330702720326e-10	2.3057043674033886e-08	9.039402852403351e-13	2.06137562389188e-13	1.5233324248978387e-11
