P27	retinoblastoma protein (Rb)	cyclin A:Cdk2	cyclin D:Cdk2	cyclin E:Cdk2	E2F	phosphorylated E2F:Rb	Cdc20	early-response genes	general machinery for protein synthesis	inactive Cdc20	cyclin B:Cdk2	delayed-response genes	phosphorylated intermediary enzyme	PPX	Cdh1	P27:cyclin D:Cdk2	E2F:Rb	P27:cyclin E:Cdk2	P27:cyclin A:Cdk2	mass	phosphorylated E2F	hypophosphorylated Rb	Values[PP1A]	Values[V2]	Values[V4]	Values[V6]	Values[V8]	Values[CYCET]	Values[CYCDT]	Values[CYCAT]	Values[P27T]
0.00922806	0.000190871	1.4094	0.43929	0.0229112	0.989986	0.0192822	0.00220177	0.0121809	1.35565	2.36733	2.72898	0.900533	0.154655	1.0	0.000653278	0.010976	0.00478911	0.000542587	0.0356927	1.68776	3.98594	9.97574	0.023659824718554556	0.0652346661	126.07199999999999	354.51356	25.51453345615068	0.023453787	0.450266	1.4450927	0.056439347
0.009776337991084159	0.00019733248676045284	1.2395226332494136	0.43976528855516994	0.022606993218381333	0.9126244578710683	0.019363781603952718	0.03351930456240737	0.012180893491584884	1.4237261676413089	2.887933680984166	3.2095637592809023	0.9005328117366536	0.4754823874505244	1.0	0.0009200795801918752	0.01050111557503177	0.004348754402158132	0.0005162423646676482	0.02995969194472306	1.7725140179772187	4.063660316122821	9.976092312507118	0.025659205398418615	0.10187489218723528	143.25682197022905	394.06285725147995	23.20868143929281	0.02312323558304898	0.4502664041302017	1.2694823251941367	0.050753387875506636
0.024804498061647067	0.0009746591595039908	0.014252574039061168	0.41121712482702155	0.17022882829351765	1.2211899803521853	0.10454439610493757	0.6105984389344019	0.012180888550416045	0.7476104822960782	2.9675473647877566	2.2289913745558927	0.9005328114507016	0.7919015590838989	1.0	0.2000473589997488	0.03904928090764134	0.03508167357074024	0.016229912984181503	0.001342515226901633	0.930762049508757	3.6391812599721494	9.859401452164821	0.09930469033158391	4.65154325097939	89.33068587070444	242.12320757221823	2.166133291938833	0.18645874127769915	0.4502664057346629	0.015595089265962802	0.08142620718037155
1.049721253335884	0.44584751032224795	0.00011109181405782389	0.010826318200325289	0.006993589689143944	0.1623332992695978	1.4103608022424199	1.9401273198407447e-07	0.0121808847034325	0.7851530251478114	0.7232534488737346	0.00507859154978968	0.900532811277008	1.959284639602427e-05	1.0	0.9997225806734776	0.4394400874541923	3.359146453383698	0.3473269037911712	0.005217212547853526	0.9775019861762787	0.06815675510428491	4.78464741505162	0.8419108468508582	19.994465678448613	0.2044767637602811	10.863093230139057	0.1323939209711661	0.35432049348031514	0.4502664056545176	0.00532830436191135	1.841705457129101
0.9515288114254944	0.3534306824256362	0.00035199102619492694	0.011971196899842523	0.009351560788056238	0.25462317951225927	0.5379948237654447	1.8963163019243736e-07	0.0121808817083022	0.8245808536562882	0.16532506410706507	0.0050786018506327815	0.9005328111417925	1.9592881212928685e-05	1.0	0.9997185517258451	0.43829520868358	4.174564880186364	0.4168157399247312	0.015347881886854473	1.0265890496505503	0.032814426535934305	4.934011794622546	0.79824641288203	19.99438529656224	0.20736796633965038	10.993037775775836	0.137849109563797	0.4261673007127874	0.45026640558342257	0.0156998729130494	1.8219876419206602
0.7620290971431625	0.1994400558956681	0.0009408652221122286	0.015031975600526529	0.015543977911773027	0.4646579231888844	0.21789980257312713	1.740904302343335e-07	0.01218087937639579	0.8659886368512454	0.04083444056473998	0.005078650346661595	0.9005328110365183	1.9593067429779974e-05	1.0	0.9997086959553644	0.4352344299274857	4.293859663687757	0.5428564363047244	0.03248632048811602	1.078141106179151	0.023579920550243712	5.288802658843436	0.7030972380207691	19.99418865839995	0.21443639653181054	11.332107191360421	0.15084679562705816	0.5584004142164973	0.4502664055280122	0.03342718571022825	1.7726062838634884
0.01621920409251793	0.0006264483262675313	0.10142690066034833	0.3707093315113198	0.9384614866583314	4.705667968655549	0.004243134791974123	1.415603142342805e-07	0.012180877560852916	0.9094757986295957	0.013058018232179515	0.00508715180381955	0.9005328109545546	1.9625082498457707e-05	1.0	0.9977043956675951	0.07955707397355045	0.11232127065445975	0.20840734370555902	0.022611804370123053	1.1322819406607916	0.17776493589803413	9.882811327227293	0.03702691088100572	19.954202835128836	1.420608880076962	62.50313454631594	1.7684076457429958	1.1468688303638905	0.45026640548487024	0.12403870503047139	0.32679542614175044
0.011944783477673863	0.0003807592974260959	0.33990683969401714	0.4009603742134283	1.092020571331946	4.1633312186542994	0.01046525619710753	1.1459249694353607e-07	0.012180876147333094	0.9551467563338183	0.0068879654033151185	0.005140679322888301	0.9005328108907417	1.9830923749952814e-05	1.0	0.9871090989232397	0.049306031237854535	0.05661531667405619	0.1385222305942188	0.04375777779213103	1.189141553909177	0.7695855184745521	9.932540848831405	0.027167662536322256	19.74282663811113	4.2845092492437375	82.11043848358698	2.2527822222912346	1.2305428019261648	0.4502664054512828	0.38366461748614816	0.24353082310187824
0.012895994833706771	0.0004530390487844293	0.5373067508318238	0.3946937063935645	0.7806881618138678	3.5247426720046526	0.0233258460324124	1.0964509439238426e-07	0.012180875046814716	1.0031111713542116	0.005619061813571913	0.00539095231195034	0.9005328108410589	2.0786637840484047e-05	1.0	0.93743178381492	0.05557269903156764	0.059026093466541286	0.1131802886720347	0.07968878347746489	1.2488564748339768	1.3929026984964075	9.917197202452252	0.02944583984679548	18.75176419675275	6.663319102459898	76.43884086347963	2.7527946623454835	0.8938684504859025	0.45026640542513213	0.6169955343092887	0.261337766014774
0.013994963834886515	0.000547889537410231	0.7057912575099531	0.3874946409883845	0.4985798489496608	3.0633281021838124	0.03840243450323524	2.456808293843733e-07	0.012180874189988599	1.0534842123492536	0.0069791846576601185	0.011130540915819852	0.900532810802377	4.251169590074127e-05	1.0	0.3679927521527829	0.06277176441638761	0.06413907658440317	0.0825323526209526	0.12099434583637575	1.3115700882902452	1.8341276967285622	9.89691278037494	0.03212176591221369	7.391455651128847	8.91471672675223	71.33160941456268	3.6381178922559227	0.5811122015706134	0.4502664054047721	0.8267856033463288	0.28029342670860247
