LIPID	Xa_l	IIa_f	TF_VIIa_l	mIIa_l	VIIIa_l	Va_l	AT_f	APC_PS_l	XIa_l	Xa_f	VIII_l	V_l	IXa_l	Xa_Va_l	IIa_TM_l	VII_l	X_l	VIIa_l	IX_l	APC_l	IXa_VIIIa_l	Xa_Va_mIIa_l	TF_VIIa_Xa_l	VIIIai_l	Vai_l	alpha2M_l	II_l	PC_l	PS_l	TF_VII_Xa_l	TFPI_Xa_l	IXa_f	mIIa_f	V_IIa_l	VIII_Xa_l	TF_l	VIII_IIa_l	V_Xa_l	V_mIIa_l	XI_IIa_l	TF_VIIa_IX_l	APC_PS_VIIIa_l	VII_Xa_l	VIIIa_f	Va_f	TF_VIIa_X_l	IIa_AT_f	IX_f	VIII_mIIa_l	APC_f	Xa_AT_f	XI_f	VIIa_f	VIII_f	II_f	PC_f	V_f	X_f	mIIa_AT_l	TF_VII_l	IXa_VIIIa_X_l	VII_f	Xa_Va_II_l	Vai_f	TFPI_Xa_TF_VIIa_l	IIa_TM_PC_l	PS_f	AT_XIa_l	APC_PS_Va_l	TFPI_f	XIa_IX_l	VIIIai_f	TM_l	alpha2M_IIa_l	alpha2M_Xa_l	IXa_AT_f
170000.0	0.0	0.0	0.0	0.0	0.0	0.0	3400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	30.0	0.1	0.7	1400.0	60.0	20.0	170.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	2.5	0.0	0.0	1.0	0.0	0.0	0.0
32895.10204437908	5.1515838622507845e-06	1.008484522704732e-15	0.00013327469033409974	5.5567796233529125e-15	3.510434817012828e-10	2.2048655546946926e-08	3399.9999999972915	1.0016354340228748e-17	3.2879771227648503e-17	1.3772105160355861e-06	0.6957863330080793	19.825903361029276	4.44650536272751e-06	7.5463908495801e-15	1.1678205368763559e-16	9.615390731484542	108.78932905812756	0.09841560247155579	89.37751199917876	2.6168566389670863e-18	1.3809488527526097e-17	7.379552944416711e-16	2.442549772916748e-05	6.201818060107832e-31	3.8516632891561336e-29	2599.9999999987467	810.8954916137501	35.34073910982255	296.4098408517227	9.209878660805146e-13	1.379537164741552e-08	2.677022759554013e-08	1.1074602648896564e-16	1.40296565569252e-16	6.766222443453017e-08	0.0045417420622039266	3.1655737851578523e-18	2.327538340251898e-06	7.37406231196878e-16	1.6119707517974282e-16	3.205857510634271e-05	2.3410902540882448e-29	3.965001004035281e-08	5.567363316493203e-12	1.5920607095752567e-10	4.1663412320221e-05	3.5020131502352485e-18	0.622451468958944	1.7600474133483994e-17	4.0440245049450674e-19	2.697167503430376e-09	30.0	0.0013531415844304508	0.004213598973084754	589.1045083862496	24.659260890177325	0.17409428922451936	61.21059587156867	4.0017225369978313e-19	0.0002268357613821981	5.535428921455725e-18	0.3843822268716775	5.051915485938343e-15	1.8820609202434875e-31	3.0665098197269013e-15	2.5349350579204638e-17	3.590159148276777	3.656125378784231e-20	1.457477879544813e-27	2.4999999862046267	3.5180703055511035e-18	6.404570712966198e-33	1.0	9.802379414577955e-19	1.255459042517661e-09	1.1627987467497545e-11
32532.048502272304	2.5046312909570796e-05	3.451328698071216e-13	0.00023344982407644255	2.0126184375479012e-12	5.964762656662951e-09	4.2357385190853217e-07	3399.9999999647125	7.310430172124769e-15	1.731698390805583e-14	7.774282975303912e-06	0.6957225968570564	19.823279879220543	2.1991933045470188e-05	1.414143988889544e-12	5.5608644392705965e-14	9.609671070552569	107.34461988853747	0.09818820404746047	89.36811714671397	1.4521048763241734e-15	2.4066421824242453e-15	1.520553699409571e-13	6.600690681374159e-05	2.1487468941765305e-26	1.5028018181273064e-24	2599.9999999836436	816.232443115584	35.14994680328645	296.3563510550828	8.814692701133738e-12	1.7974862533577659e-07	1.4537449302835996e-07	4.645394351203171e-14	5.960585174569516e-14	5.057566123083145e-07	0.004123525367411852	1.2692577313045044e-15	2.0027782100170085e-05	3.230559233273708e-13	6.604849051245322e-14	7.09625720889077e-05	4.48216888348171e-25	1.9699235448969043e-07	1.0951025161831174e-10	3.4921426013306783e-09	7.28444187023942e-05	1.7252422560568817e-15	0.6317897532643788	7.369647355160013e-15	2.3867111837080323e-16	3.514592553902613e-08	29.99999999999994	0.0013703486358330522	0.004276891312045765	583.7675568844112	24.850053196713503	0.17669966592843864	62.65518747774468	2.224108384612332e-16	0.0004332109019361126	1.1418987199263444e-15	0.38989370513920596	9.898901453282731e-13	9.45122707929478e-27	1.5586568117376436e-13	1.324500041974082e-14	3.6436489449170057	2.5533949385096997e-17	3.150057414921838e-23	2.4999998202512206	2.2786120429364292e-15	2.918350496798154e-28	0.9999999999999317	4.829073578676719e-16	1.6359484522035382e-08	1.4208206177830678e-10
32526.03335859301	5.871054485060725e-05	8.596493644597472e-12	0.00032062132101880257	5.395546063337766e-11	2.6627899977134408e-08	2.06116193113759e-06	3399.999999862563	5.168006405424173e-13	7.313424860424187e-13	1.900830291807094e-05	0.6957206462909525	19.82319493536244	5.179472801040789e-05	2.3752679663775206e-11	2.052692649529289e-12	9.609396382902995	107.31347452688372	0.09800391893164066	89.36790015878192	6.796555766106327e-14	3.876268937291935e-14	2.6266222673540926e-12	0.00010882201636787122	1.5069116806542593e-23	1.1481586675950534e-21	2599.9999999362826	816.3278964527128	35.146801624622285	296.35547151159534	2.982405809908062e-11	7.000621820138298e-07	3.511176935095515e-07	1.3510274480924721e-12	1.7319340106560989e-12	1.3999165047895066e-06	0.0037458265701805714	3.452783979201834e-14	6.0838227940179985e-05	9.993094316570483e-12	1.833480349938955e-12	0.00010483050391790442	2.006179621014037e-22	4.648310361300472e-07	5.104145515485332e-10	1.767580469246816e-08	0.00010043080802436793	6.789907916360234e-14	0.6319428643239595	2.1587454580070495e-13	1.226955145692922e-14	1.3689343322328542e-07	29.999999999997318	0.0013680912860982706	0.004277926653919056	583.6721035471869	24.853198375376515	0.1767421475169618	62.68617489771857	1.0244254886870977e-14	0.000619468749355377	1.9567190692481947e-14	0.3899769686184178	1.6823580185338613e-11	8.152424275016816e-24	1.3110588265759844e-12	5.561718177042752e-13	3.644528488403836	1.7024922036411165e-15	1.5366223992578714e-20	2.4999992999365084	1.3499566924028072e-13	2.336943543308221e-25	0.9999999999973913	1.9005426516602568e-14	6.372021699958119e-08	5.443649850373128e-10
32525.917982739058	0.00010459459092503936	7.472281555284443e-11	0.0003986691167560115	4.989678369537566e-10	7.229003654433734e-08	5.951195289454781e-06	3399.9999996549977	9.085622534621266e-12	9.023179635791895e-12	3.4546152388964096e-05	0.6957192723152281	19.823126023735163	9.23601719827691e-05	1.5804986781668808e-10	2.3450675884592862e-11	9.609223425315795	107.31275230310358	0.09784280524087893	89.36782681298092	8.997787503458348e-13	2.528863530308688e-13	1.7713093801548232e-11	0.00014909747621514113	1.2573573888443194e-21	1.0198920178596833e-19	2599.999999840044	816.3296673470704	35.14674158580935	296.3554547852982	6.785706317871523e-11	1.7572364502112718e-06	6.334960026259585e-07	1.301459420315392e-11	1.6333493697601015e-11	2.715697695866655e-06	0.003404608427433281	3.137392819408979e-13	0.00012560332684548133	9.964244668989882e-11	1.68442894952895e-11	0.00013490265089384143	1.2011076986255765e-20	8.307072817274405e-07	1.4141401200873895e-09	5.200717267779702e-08	0.00012514080558215612	8.181164750889103e-13	0.6319452893433405	2.0877074479200264e-12	1.7029634427158107e-13	3.436478711431774e-07	29.999999999972065	0.0013658293537709147	0.0042779382801131065	583.6703326520454	24.853258414173634	0.1767423693312304	62.68670290693446	1.3682871795205864e-13	0.0007875814496457559	1.3161095179091981e-13	0.38997171780970746	1.1257123392691391e-10	7.73974624714144e-22	5.616760181837012e-12	6.799103554815287e-12	3.644545214692684	2.916891712696323e-14	9.792401744446799e-19	2.499998242757934	2.0631690681533064e-12	2.0980995416597733e-23	0.9999999999697502	2.2899651572788634e-13	1.5995885562482787e-07	1.3545188491337986e-09
32525.912680387664	0.00016137143215823045	3.7380361869236315e-10	0.0004690670831403829	2.6352665902107615e-09	1.5194764866156574e-07	1.3087063496340252e-05	3399.9999993101133	7.682262641236784e-11	5.861782988622529e-11	5.3919846372934543e-05	0.6957175081355718	19.823032342794864	0.00014255052925632444	6.466142649909965e-10	1.4421165879404334e-10	9.609061793202581	107.31259169419945	0.09770412375511836	89.36774965821577	6.166980903008624e-12	1.0296541402689664e-12	7.303376072338431e-11	0.00018597909230987317	3.3899725054361e-20	2.8820297015953484e-18	2599.9999996801334	816.329669530915	35.14673905826044	296.35545412547174	1.2518984738683272e-10	3.513615935367374e-06	9.84376635237728e-07	7.042893217499268e-11	8.589450811869541e-11	4.408528841001537e-06	0.0030962841304013225	1.6115229960728212e-12	0.00021287244515567398	5.51059938635417e-10	8.711248661702098e-11	0.00016194173621701454	2.500778754627908e-19	1.2839604407575117e-06	3.007291217266368e-09	1.1562488015013601e-07	0.00014742653935435865	5.277291298440565e-12	0.6319448624319216	1.1324966398998398e-11	1.2004343485045968e-12	6.871884840151675e-07	29.999999999838508	0.0013638747747579786	0.004277928366135523	583.6703304645372	24.853260941611737	0.17674158025296222	62.68663652195951	9.540309259835016e-13	0.0009393012765096671	5.455564319087955e-13	0.3899652084375034	4.620493006448258e-10	2.277474215566314e-20	1.6877543912058246e-11	4.35741396983003e-11	3.6445458744512966	2.443983724998631e-13	2.1355436637946746e-17	2.4999964863671864	1.5533974977971338e-11	5.915296660602172e-22	0.9999999998122147	1.4771506951107079e-12	3.198677854111409e-07	2.6931915408245557e-09
32525.90919543034	0.00022789511610242733	1.3334763798618435e-09	0.0005327327924686619	9.866534156158764e-09	2.7364876669285616e-07	2.4385282122131268e-05	3399.999998799408	4.152939204547989e-10	2.5764394422299073e-10	7.672495762071877e-05	0.6957153666486507	19.82291419553525	0.00020141784509474856	1.9640417674147297e-09	6.059839368547649e-10	9.608907140077045	107.3124232749423	0.09758748765923417	89.36766646973527	2.8298204981409203e-11	3.143540865221517e-12	2.2295706911546178e-10	0.00021948201023666553	4.58571783197467e-19	4.041820022734955e-17	2599.999999443339	816.3296352958727	35.14673749918254	296.35545373968694	2.0291778119883198e-10	6.114101902843895e-06	1.3969951160626726e-06	2.679590459972401e-10	3.1684727895044054e-10	6.43839772764577e-06	0.0028176305705326387	5.849753405393026e-12	0.00032063725304127524	2.1279255860752837e-09	3.1767160752563446e-10	0.00018636629578357085	2.7373781841431676e-18	1.8153903326717281e-06	5.456784742724838e-09	2.1697491598527114e-07	0.00016757996195407995	2.3187242360872665e-11	0.6319443443792119	4.315764844181443e-11	5.61114343734288e-12	1.1958948009291535e-06	29.999999999347335	0.0013622281154219492	0.004277915794233764	583.6703646873897	24.853262500179977	0.17674055891650345	62.686548281478416	4.465714472683306e-12	0.0010762081253643504	1.685226295594172e-12	0.3899589593284992	1.4063990257911306e-09	3.281475561427986e-19	4.074226242437714e-11	1.8823038266449348e-10	3.6445462598975786	1.322212875995207e-12	2.4213600655124133e-16	2.4999938858573545	7.60564609547196e-11	8.244623652448566e-21	0.9999999992057864	6.4902710946911425e-12	5.566569150491935e-07	4.668731853280314e-09
32525.905513000955	0.00030315203370884783	3.7910014616963995e-09	0.0005903785436740949	2.929686813087111e-08	4.4461743930570684e-07	4.0676281019842536e-05	3399.999998097345	1.6626865339921916e-09	8.7176343097478e-10	0.00010260442546010722	0.6957128751589515	19.822772735603674	0.00026813101907580003	4.883947037306268e-09	1.9700364750775813e-09	9.60875699253328	107.31223800109798	0.09749255344288624	89.367577735664	9.923793763722944e-11	7.908718099497737e-12	5.563792599373658e-10	0.0002498482626097074	3.906720688023373e-18	3.5420981396819175e-16	2599.999999117826	816.3295977905243	35.14673585338013	296.3554533323127	3.0127345219116127e-10	9.688360704948655e-06	1.865431385012278e-06	8.047386005220507e-10	9.225363658879378e-10	8.770067561784859e-06	0.0025657486314893557	1.6835657221683884e-11	0.0004468779692823914	6.459452574134955e-09	9.172764186962376e-10	0.00020846970202860942	1.9488943071140142e-17	2.4168618386962792e-06	8.91240482949177e-09	3.6371404221943354e-07	0.0001858271737973971	7.865422431463949e-11	0.6319437905130477	1.2976179755513936e-10	1.9935463569024635e-11	1.8951774018786643e-06	29.999999997926267	0.001360884662199868	0.004277901084861355	583.6704021603672	24.85326414421385	0.17673933010725723	62.686450027082465	1.5984014340896924e-11	0.0011997273003574373	4.2748846949445935e-12	0.38995290113128467	3.5024104654172733e-09	2.9315897948719154e-18	8.476995677531587e-11	6.240992404730853e-10	3.6445466660244703	5.332102427065635e-12	1.771682048809742e-15	2.4999903115545257	2.7940199873811194e-10	7.175091899294159e-20	0.9999999974058649	2.2015866769743046e-11	8.821541871608974e-07	7.378965128163726e-09
32525.901625192975	0.00038623484015280036	9.164366481634204e-09	0.0006426117895332137	7.366487431223311e-08	6.713712254020033e-07	6.270890054602397e-05	3399.9999971809953	5.370442601603581e-09	2.4473654678922006e-09	0.00013123889681861754	0.6957100581757418	19.822609073215	0.0003419478701552904	1.0526099632109224e-08	5.328620254975153e-09	9.608609152564675	107.31203727837088	0.09741901118548135	89.36748395984678	2.872099108812853e-10	1.7319654077198536e-11	1.2022387848805334e-09	0.00027736141913171783	2.39155452976193e-17	2.217811155056114e-15	2599.999998692982	816.3295579506822	35.14673411330776	296.3554528996117	4.1986713881341277e-10	1.4352509339753641e-05	2.3844023260266986e-06	2.0405653666023717e-09	2.2701649515972426e-09	1.1372154223191293e-05	0.002338029200694727	4.106890370032378e-11	0.0005897131916942022	1.6511895067823135e-08	2.243117417251521e-09	0.00022849130200844813	1.0211541444122616e-16	3.0810934776954145e-06	1.3509240199367692e-08	5.627474072096828e-07	0.0002023606805630443	2.216335459196494e-10	0.6319432048029322	3.293199447180991e-10	5.825504320859585e-11	2.807806592349519e-06	29.99999999445538	0.00135984006294467	0.00427788439244141	583.6704419269205	24.85326587926321	0.17673790387824995	62.68634287220587	4.71950487352455e-11	0.0013111450297907986	9.419030046508382e-12	0.3899469442941149	7.556702555615979e-09	1.861981877174346e-17	1.5841092256049487e-10	1.7130484367853212e-09	3.6445470950177703	1.742500591436719e-11	9.486189894375181e-15	2.4999856473322497	8.367506725695007e-10	4.462567266498281e-19	0.9999999929583319	6.203677757379834e-11	1.3069585674961924e-06	1.0912402901150782e-08
32525.8975583792	0.00047632751400219543	1.9625632343103085e-08	0.0006899689029766839	1.6349893213930343e-07	9.598302846692088e-07	9.115876106504319e-05	3399.9999960297546	1.4771519399837048e-08	5.9760104596981145e-09	0.0001623412556380821	0.6957069375740305	19.822424222705504	0.00042220143690857364	2.0384303933971234e-08	1.2557727633271926e-08	9.60846164313509	107.31182255181054	0.09736658032426847	89.36738560274875	7.200426769260467e-10	3.417600255738945e-11	2.3327933198866346e-09	0.0003022953479560553	1.1433312803392601e-16	1.0798295295138371e-14	2599.999998159283	816.3295160705911	35.14673228835558	296.3554524412936	5.578727501980824e-10	2.021050975912793e-05	2.949161373893691e-06	4.55845455327789e-09	4.928751909095694e-09	1.4216499198426413e-05	0.0021321231158117075	8.856247252499079e-11	0.0007474296326176251	3.71186141147241e-08	4.846353927118926e-09	0.00024663908425616844	4.2557148384541757e-16	3.8015366772203555e-06	1.936993759417797e-08	8.203043033354659e-07	0.00021735036223651953	5.434316059558947e-10	0.6319425900144603	7.361652103702989e-10	1.471315469449588e-10	3.95418422423565e-06	29.999999986976732	0.0013590903768076993	0.004277865848970812	583.6704836595712	24.85326769192255	0.1767362891860211	62.68622764256806	1.2060620796750428e-10	0.0014116223559596263	1.8673444715155484e-11	0.389941007742966	1.4645979686007774e-08	9.16616255005035e-17	2.7293050073361967e-10	4.083059908763891e-09	3.6445475439346438	4.864453269305014e-11	4.022906863654893e-14	2.4999797892173117	2.1522928140734556e-09	2.1596838932813428e-18	0.9999999833592127	1.5211030229477045e-10	1.8405665702718667e-06	1.534921256546988e-08
