P2	P1	MKK-PP	MKKK-P	MKK-P	MKK	MK-P	MKKK	MK	MK-PP	MKKK_Sig	MKK-P_P2	MK-P_P2	MKK-P_P1	MKK-P_MKKK-P	MK-P_MKK-PP	MKKK-P_P1	MKK-PP_P1	MKK_P2	MK-PP_P2	MK_MKK-PP	MKK_MKKK-P	MKK-PP_P2	MKK_P1	MKKK_P1	Sig	MK_P2
200.0	100.0	0.0	0.0	0.0	1200.0	0.0	300.0	1200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
199.9931966788371	99.54714376945111	5.320189770261232e-06	0.5087916141513793	0.013292352409451714	1194.4482832349793	3.977601361625998e-08	286.10012069386875	1199.999973896442	2.4568753316564606e-16	7.413421789756628	0.006793674182544824	1.1428003921757657e-08	0.0033852289568361052	1.1620688537571085e-05	2.798888070837733e-16	0.44946620121922315	4.800372811185864e-06	0.0	1.9886512959207197e-16	2.605235508385006e-05	5.528188080315197	9.635552311352745e-06	0.0	0.0	2.586578210243383	0.0
199.95885282117604	99.01404842333515	3.9928583177530675e-05	0.7864398244714144	0.04678829346708357	1187.8264563298737	9.377453581322616e-07	278.8163972509233	1199.9996574585837	8.005538357173e-14	7.366812372076142	0.04102198886113689	5.110900486882341e-07	0.020352520271786967	6.819711167806812e-05	6.067541470945686e-14	0.965537220715248	6.183567779361945e-05	0.0	1.302553631229761e-13	0.0003410925805346644	12.064745134702124	0.0001246788726139121	0.0	0.0	2.63318762792387	0.0
199.89545052030678	98.47928037918012	0.00013346791899568341	1.063316490946093	0.09480770479647718	1181.2262471998945	5.399591787440393e-06	271.6303563819663	1199.9985346301896	1.9973961712325144e-12	7.316067114382318	0.10401775310748972	3.949727084504824e-06	0.051374295748136005	0.00019140546976731003	1.2477360261237622e-12	1.4690847782893972	0.0002605467822981554	0.0	4.517280170308141e-12	0.0014560204836039762	18.52098382894569	0.0005277768542530368	0.0	0.0	2.683932885617695	0.0
199.80525666917103	97.94033839072652	0.000322520388480265	1.339506198294613	0.155845565312258	1174.6566839923812	1.850578807252873e-05	264.5398964807072	1199.9958982527153	1.9527981160355916e-11	7.264041005719464	0.19326230788306648	1.610783199908311e-05	0.09500964075052791	0.00040131146316621963	1.0686581516924054e-11	1.9639321795826392	0.0007197889403081369	0.0	5.409455127525563e-11	0.0040671335796376145	24.892222824232668	0.0014649150598904255	0.0	0.0	2.735958994280549	0.0
199.69054529193437	97.39732627167712	0.0006490271002869763	1.6149488969785377	0.22855048578930204	1168.1235634763	4.8129414970389485e-05	257.5456542527318	1199.990875133526	1.1581815052874889e-10	7.210705772784774	0.30617183872413795	4.708094118685206e-05	0.14980879452590118	0.0007150329609143795	5.709885716064169e-11	2.4512825387007493	0.0015823950962438485	0.0	3.697348670487616e-10	0.00902965557475999	31.176693505842923	0.00323578803063346	0.0	0.0	2.789294227215238	0.0
199.55349632936412	96.85116772128106	0.0011589647444731552	1.8895757794119785	0.311615910612437	1161.6315396042912	0.00010522442794267698	250.64835407517205	1199.982457047394	5.008726234017513e-10	7.156032749303185	0.4402094541406006	0.00011201482418183433	0.2143725663474328	0.0011467259513298171	2.2609144249951414e-10	2.9314507597916335	0.0030089525798588546	0.0	1.778904777552405e-09	0.017325710847039294	37.37343991036982	0.006182199892155048	0.0	0.0	2.843967250696826	0.0
199.3961811965498	96.30299877336168	0.001901160857196521	2.1633112099656313	0.40378529951313763	1155.184684834502	0.00020399346524974088	243.84876025817715	1199.9695304218728	1.738976801889392e-09	7.09999400994405	0.5929100432140514	0.00023159479300547667	0.28736500051385844	0.0017077286869367034	7.264808235822003e-10	3.4044641133881917	0.00517211273627616	0.0	6.716603906479031e-09	0.030033980687236582	43.48176267983825	0.01067715872649712	0.0	0.0	2.90000599005596	0.0
199.22055396814935	95.75396309620022	0.002926211961941522	2.4360735354192413	0.5038582509728383	1148.7866888969975	0.00036195178030782736	237.14766171364099	1199.9509040945911	5.132230822267292e-09	7.04256243441802	0.7618988586358014	0.0004323131021959876	0.3675214579640439	0.002406729621257443	1.999800037394496e-09	3.870263945977781	0.008251499857976618	0.0	2.1219670747779914e-08	0.04830161217490154	49.50103164092283	0.01711483889294286	0.0	0.0	2.9574375655819884	0.0
199.02844545414064	95.20514430059319	0.004285506017441292	2.7077755366279868	0.6106955489188415	1142.4409356206897	0.000599900756374031	230.54586691196792	1199.925334991135	1.3360359956309706e-08	6.9837118688021205	0.9449064984130109	0.000746541323255793	0.4536542350631235	0.0032499511716080893	4.8846922603606455e-09	4.328772249341899	0.012429215001810524	0.0	5.8455437280176714e-08	0.07331849008506129	55.43062348208858	0.02590144766759299	0.0	0.0	3.016288131197887	0.0
