Values[Vp]	Values[Cac]	G3P	PYR	ATP	NADHm	NADHc	Vm	Cam	Values[ACa]	Values[AD]	Values[ADP]	Values[AT]	Values[DelJNCa]	Values[FDe]	Values[FLNADc]	Values[FNADc]	Values[FPCa]	Values[FPNAD]	Values[FPYR]	Values[FTe]	Values[hCa]	Values[IKCa]	Values[IVCa]	Values[JGlu]	Values[Jgpd]	Values[Jhl]	Values[Jhres]	Values[JLDH]	Values[JNCa]	Values[JO2]	Values[Jph]	Values[JPYR]	Values[Jtnadh]	Values[Juni]	Values[MgADP]	Values[NADc]	Values[NADm]	Values[nKCa]	Values[PVCa]
-69.98391027581809	0.09998885137089579	28.790890999571143	11.2153326157685	3699.29970532763	67.46634827468694	10.853627131767	100.68084633706881	0.20006254090718478	0.7025473564234216	0.4061074587488773	300.70029467237055	0.10618421470604736	3.2866668603942686	0.021994160852859476	0.005426813565883501	0.7317749301106594	0.4616875530666114	0.280695963684556	0.19101199152121512	0.9109475580552723	0.9998952663173098	7.5406212110625965	-15.79898037078939	0.005392709781964849	0.06288877855745832	0.05174017456467056	0.4407815966485185	0.0012439037602005052	0.0007764718401753021	0.04407815966485185	0.24236310986147178	0.00742619281781099	0.023900716676739747	0.0010273146973250194	16.53851620698038	1989.146372868233	2132.533651725313	0.06013146993531835	0.00464768553796283
-69.98256917524498	0.09998792336230929	28.692472974388277	11.31475948442894	3699.2447406237056	68.40330262611218	10.923633768559611	100.76109748367958	0.20006776829659823	0.7025567799153596	0.40619562534699666	300.75525937629436	0.10679069878713138	3.286668645714416	0.0222928004827686	0.005461816884279805	0.7330418918436445	0.46168814092964444	0.2778315030614892	0.19237959287114817	0.9108193451003105	0.9998952429074125	7.542439887258838	-15.801075443608301	0.005392700241484506	0.0627005733440211	0.05186697203411874	0.44670370659567804	0.0012608905302414141	0.0007771371915136459	0.044670370659567804	0.24380358442854833	0.007403046269318693	0.023823682911383842	0.0010281245611077781	16.54153926569619	1989.0763662314405	2131.5966973738878	0.060129896360869885	0.0046483386409636816
-69.98122802975959	0.0999869955144076	28.594410509267615	11.413848494634683	3699.190416735943	69.28840055327937	10.993385742612732	100.84363224700473	0.20007299874773343	0.7025662086279039	0.40628275414739634	300.809583264057	0.10741711259876685	3.286670432189758	0.02257474421132574	0.005496692871306366	0.734292484210299	0.4616887291015943	0.2751765174425294	0.19373795442465702	0.9106873118607144	0.9998952194914987	7.544258562640399	-15.803170861903308	0.005392690811988212	0.06251288824343254	0.051997701770706665	0.4522877286786201	0.0012779016395849877	0.0007778210213507724	0.04522877286786201	0.24528958402982592	0.007384083638566525	0.0237532536138334	0.001028957726070294	16.544527079523135	1989.0066142573874	2130.711599446721	0.06012832308281992	0.00464899185718778
-69.97988683930572	0.09998606782721094	28.496702620040598	11.51259329992835	3699.1367528024157	70.12560216160479	11.062872153904623	100.92824585737475	0.2000782323563311	0.7025756427331187	0.4063688148055575	300.86324719758477	0.1080621211552685	3.286672219855641	0.022841281188050077	0.005531436076952311	0.7355268051621366	0.46168931759316717	0.27270950840240427	0.19508705949281385	0.9105517717472823	0.9998951960695661	7.54607723731904	-15.805266625825528	0.005392681496806687	0.06232572293375808	0.05213206632942898	0.4575597192046511	0.0012949339188301106	0.000778521686385442	0.04575597192046511	0.2468180613185009	0.007368851831489348	0.023688807811797472	0.001029812100579395	16.54747859586716	1988.9371278460953	2129.874397838395	0.06012675010119031	0.0046496451866843485
-69.97854560382707	0.09998514030073956	28.399348323178426	11.610988337523148	3699.0837666806615	70.91851829837289	11.132083215788288	101.01474898482941	0.200083469209151	0.7025850823868574	0.4064537790398201	300.91623331933897	0.10872448648807179	3.286674008744093	0.02309358515238938	0.005566041607894145	0.7367449722213733	0.4616899064140561	0.2704116967153155	0.1964269024098281	0.9104130147542234	0.999895172641612	7.54789591140663	-15.807362735526235	0.005392672299048601	0.062139077082181485	0.052269790328011496	0.4625434105615441	0.0013119843740674391	0.0007792376670829804	0.04625434105615441	0.24838618798038553	0.007356954598269506	0.023629791348388447	0.0010306857507463155	16.550392832563645	1988.8679167842117	2129.081481701627	0.06012517741600294	0.00465029862950266
-69.97720432326743	0.0999842129350137	28.30234663581134	11.709028731761883	3699.031475038551	71.67044691948075	11.20101013680084	101.10296640487186	0.2000887093846487	0.7025945277299857	0.40653762048415953	300.9685249614495	0.1094030583795853	3.28667579888408	0.02333272665736575	0.005600505068400419	0.7379471194466515	0.46169049557301883	0.26826660804611596	0.19775748703475576	0.9102713095380521	0.9998951492076336	7.549714585014927	-15.80945919115667	0.005392663221616308	0.06195295034543806	0.05241061843580064	0.46726045628886226	0.0013290501701427356	0.0007799675569654871	0.04672604562888623	0.24999133380325048	0.007348043890775143	0.023575708306798455	0.0010315768867952871	16.55326887287972	1988.7989898631993	2128.3295530805194	0.06012360502727969	0.004650952185691976
-69.97586299757053	0.09998328573005359	28.20569657574722	11.8067102120023	3698.979893436578	72.3844048116336	11.269645017414428	101.19273580181826	0.20009395295359506	0.7026039788894998	0.4066203145548347	301.02010656342236	0.110096766183082	3.2866775903017285	0.023559683709588237	0.005634822508707213	0.7391333948171718	0.4616910850779467	0.26625973283826415	0.19907882547855266	0.9101269052737835	0.9998951257676281	7.551533258255752	-15.811555992868195	0.005392654267220089	0.06176734237019846	0.05255431358541653	0.4717306445244077	0.001346128616176252	0.0007807100530089439	0.04717306445244077	0.2516310482036555	0.007341812773302349	0.023526113749633627	0.0010324838508377215	16.55610586098823	1988.7303549825856	2127.6155951883666	0.06012203293504246	0.004651605855301604
-69.97452162668012	0.09998235868587954	28.109397161489518	11.90402904237337	3698.9290364025637	73.06315539896252	11.337980759470506	101.28390669239761	0.20009919997964326	0.7026134359795512	0.4067018383293153	301.07096359743673	0.11080461157684313	3.2866793830205383	0.023775351076205608	0.005668990379735252	0.7403039579719608	0.4616916749359287	0.2643782452135273	0.20039093701678265	0.9099800333174745	0.9998951023215931	7.553351931240925	-15.813653140812233	0.005392645438391094	0.06158225279341075	0.05270065537730734	0.4759720848181251	0.0013632171529611285	0.00078146394700741	0.04759720848181251	0.25330304386746333	0.007337989567460339	0.023480607537875443	0.001033405105874815	16.558902997859022	1988.6620192405294	2126.9368446010376	0.06012046113931319	0.004652259638380865
-69.97318021053991	0.09998143180251179	28.013447412254674	12.000981961367957	3698.8789174996377	73.70923322614428	11.406010986439743	101.37633945495223	0.20010445051984962	0.7026228991023865	0.40678217043608733	301.1210825003627	0.11152566212568804	3.2866811770615754	0.02398054846221728	0.005703005493219871	0.7414589782519296	0.4616922651533113	0.2626107691704894	0.20169384715633434	0.9098309086995485	0.9998950788695256	7.555170604082283	-15.815750635140281	0.005392636737493115	0.061397681242606576	0.05284943865214502	0.4800013723668396	0.0013803133419374686	0.0007822281177861998	0.04800013723668396	0.25500518221669727	0.007336332985238116	0.023438829042199138	0.0010343392258789412	16.56165953751995	1988.5939890135603	2126.290766773856	0.0601188896401138	0.0046529135349791095
-69.97183874909362	0.09998050507997064	27.917846347988988	12.09756612963709	3698.829549388235	74.32496560376674	11.47372997296661	101.46990445173964	0.20010970462515176	0.702632368349212	0.4068612909541498	301.1704506117653	0.11225904554291202	3.2866829724436455	0.02417602772489279	0.005736864986483304	0.74259863300111	0.4616928557357508	0.2609471829663942	0.20298758683068313	0.9096797314696689	0.9998950554114232	7.556989276891686	-15.817848476003924	0.005392628166733316	0.0612136273361769	0.05300047220983492	0.4838337329932424	0.0013974148554956225	0.0007830015241633681	0.04838337329932424	0.25673546046049356	0.007336628058991113	0.023400452596220995	0.0010352848868261711	16.564374783647093	1988.5262700270334	2125.675034396233	0.06011731843746626	0.004653567545145715
-69.97049724228499	0.09997957851827637	27.822592989385036	12.193779084663204	3698.7809438827517	74.91249181669606	11.541132582414967	101.56448123365516	0.20011496234080878	0.7026418438009883	0.40693918132115603	301.2190561172488	0.11300394456232038	3.2866847691834584	0.02436247926276329	0.005770566291207483	0.7437231060905661	0.46169344668826423	0.25937845453303093	0.20427219170307287	0.9095266879108387	0.9998950319472831	7.558807949780947	-15.819946663554758	0.005392619728172043	0.06103009068362096	0.05315357765713243	0.48748315160946687	0.0014145194684073903	0.0007837831985734251	0.04874831516094669	0.2584920000256596	0.0073386827184762846	0.023365183570101155	0.0010362408585708116	16.567048086448683	1988.458867417585	2125.0875081833037	0.06011574753139253	0.004654221668930063
-69.96915569005772	0.0999786521174493	27.727686357897717	12.289618701232333	3698.733112003426	75.47378022951496	11.60821421133582	101.65995781815187	0.20012022370680638	0.7026513255291615	0.4070158242492879	301.2668879965745	0.11375959234340793	3.2866865672957783	0.02454053769363709	0.0058041071056679095	0.7448325866342224	0.4616940380152747	0.2578965022740737	0.20554770156075658	0.9093719516379248	0.9998950084771027	7.560626622861947	-15.822045197944515	0.005392611423731813	0.060847070885772535	0.05330858836844334	0.49096248644755003	0.0014316250502189928	0.0007845722412790137	0.04909624864475501	0.2602730361926206	0.007342324896524921	0.02333275496548256	0.0010372059974677501	16.569678839811598	1988.3917857886643	2124.526219770485	0.06011417692191464	0.004654875906381582
-69.96781409235551	0.09997772587750973	27.633125475759865	12.385083156833643	3698.686064023934	76.01064356485607	11.67497073995879	101.7562300324521	0.20012548875823083	0.7026608135963395	0.40709120364807333	301.3139359760662	0.11452526834459935	3.2866883667935594	0.024710786916122527	0.005837485369979395	0.7459272678707779	0.4616946297206536	0.25649407675457164	0.20681415978664042	0.9092156845935657	0.9998949850008793	7.56244529624653	-15.824144079324931	0.005392603255205544	0.06066456753500605	0.05346534854669256	0.4942835709413375	0.0014487295584709133	0.0007853678151069113	0.049428357094133756	0.2620769087894454	0.007347400069473573	0.023302924451169518	0.001038179239661858	16.57226647868364	1988.3250292600412	2123.989356435144	0.060112606609054535	0.0046555302575497
-69.96647244912207	0.09997679979847801	27.538909365997547	12.480170901234342	3698.6398095151353	76.52475259559134	11.741398487920772	101.85320091500502	0.2001307575256136	0.7026703080569138	0.4071653045534435	301.36019048486514	0.11530029460740825	3.286690167688076	0.024873764636877762	0.005870699243960387	0.7470073461893536	0.46169522180775946	0.2551646596627431	0.20807161289661327	0.909058037952974	0.99989496151861	7.564263970046579	-15.826243307847859	0.005392595224264145	0.06048258021542554	0.053623712372676345	0.4974573049006917	0.0014658310326261187	0.0007861691406516265	0.04974573049006917	0.26390205381459225	0.007353769156538056	0.02327547177214892	0.0010391595949724702	16.574810476667583	1988.2586015120792	2123.4752474044085	0.060111036592834295	0.004656184722483888
-69.96513076030108	0.09997587388037446	27.445037052445077	12.574880629651853	3698.5943573853465	77.01764844274389	11.807494174597764	101.9507801692813	0.20013603003525027	0.7026798089576356	0.40723811306240865	301.4056426146535	0.11608403240426948	3.2866919699890373	0.025029966429253977	0.0059037470872988825	0.7480730202803908	0.461695814279474	0.253902377156937	0.2093201101334377	0.9088991529472206	0.9998949380302923	7.56608264437396	-15.828342883665186	0.005392587332463469	0.060301108503038124	0.05378354323326508	0.5004937362886187	0.001482927588616037	0.0007869754918990593	0.05004937362886187	0.26574699588148276	0.007361306717971631	0.023250196477642125	0.0010401461413125845	16.577310343805944	1988.1925058254023	2122.982351557256	0.06010946687327596	0.004656839301233623
-69.96378902583623	0.09997494812321941	27.351507559759668	12.669211259007993	3698.549715917482	77.49075365122249	11.873254883472306	102.04888366455188	0.20014130630949498	0.7026893163381479	0.40730961627282536	301.450284082518	0.11687587920789075	3.2866937737046986	0.0251798493819308	0.005936627441736154	0.7491244903955674	0.46169640713823495	0.2527019252333064	0.21055970310914238	0.9087391616136706	0.9998949145359234	7.567901319340561	-15.830442806928914	0.00539257958125076	0.06012015196591427	0.05394471301980591	0.5034021347716745	0.0015000174139218623	0.0007877861922271791	0.05034021347716745	0.2676103413895243	0.0073698994026033145	0.023226915921961817	0.001041138019588097	16.579765624538492	1988.1267451165277	2122.5092463487777	0.06010789745040154	0.004657493993848423
-69.96244724567119	0.09997402252703325	27.2583199134359	12.763161906842802	3698.5058928033595	77.94538218833902	11.938678030055902	102.14743297897068	0.20014658636703328	0.7026988302314776	0.40737980222774733	301.49410719664047	0.11767526594583101	3.2866955788419614	0.025323835386878074	0.005969339015027949	0.7501619577028866	0.46169700038606787	0.2515585051915074	0.21179044548927928	0.9085781874810891	0.9998948910355007	7.569719995058322	-15.832543077791122	0.005392571971970586	0.05993971016433622	0.05410710148923094	0.5061910580293412	0.001517098763123166	0.0007886006107460464	0.05061910580293412	0.26949077233945323	0.007379444604666383	0.023205463499813943	0.0010421344290292602	16.582175895815226	1988.0613219699442	2122.054617811661	0.06010632832423318	0.004658148800377831
-69.96110541974966	0.09997309709183631	27.165473139819852	12.856731872539806	3698.462895175439	78.38274848745746	12.003761332958772	102.24635498088476	0.2001518702231346	0.702708350664492	0.4074486598639487	301.53710482456154	0.11848165450919741	3.2866973854064647	0.02546231410826685	0.006001880666479384	0.7511856237251244	0.4616975940246134	0.25046776762739853	0.21301239271354858	0.9084163461959465	0.9998948675290213	7.571538671639059	-15.834643696403823	0.005392564505870332	0.05975978265093589	0.05427059568140283	0.508868411654356	0.0015341699538575534	0.0007894181589444494	0.050886841165435605	0.2713870407226526	0.0073898492972428766	0.023185687084108748	0.0010431346229127177	16.584540765350884	1987.9962386670413	2121.6172515125427	0.06010475949479292	0.004658803720871372
-69.95976354801526	0.09997217181764897	27.0729662661231	12.949920620560292	3698.4207296362206	78.80397564443415	12.068502787748553	102.34558144472828	0.20015715788988642	0.7027178776583214	0.4075161789642362	301.57927036377987	0.11929453548808715	3.286699193402673	0.02559564566884757	0.006034251393874276	0.7521956898513187	0.4616981880551547	0.24942576365282765	0.21422560174803187	0.9082537460957316	0.9998948440164828	7.573357349194769	-15.8367446629193	0.005392557184105292	0.05958036897082359	0.05443508938696867	0.5114415033743355	0.00155122936314194	0.0007902382876138592	0.05114415033743355	0.27329796342253165	0.007401029015273048	0.023167447639112784	0.0010441379046368976	16.586859870007892	1987.9314972122515	2121.196024355566	0.06010319096210289	0.004659458755378654
-69.95842163041169	0.09997124670449162	26.9807983204364	13.042727765431435	3698.3794022855295	79.21010285999908	12.132900643287032	102.44504869824537	0.20016244937641128	0.7027274112287514	0.4075823501132001	301.6205977144705	0.1201134261096815	3.2867010028339587	0.025724163085340614	0.006066450321643514	0.753192356912369	0.4616987824786411	0.24842890226645448	0.21543013086500773	0.9080904887344309	0.9998948204978824	7.575176027837305	-15.838845977489738	0.005392550007743394	0.059401468661708604	0.054600482660647334	0.5139170922259255	0.0015682754240132766	0.000791060484023532	0.051391709222592556	0.275222417573476	0.007412906965764552	0.023150617985962556	0.0010451436241174993	16.589132874295878	1987.867099356713	2120.789897140001	0.06010162272618516	0.004660113903949259
-69.95707966688259	0.09997032175238466	26.888968331743243	13.135153058272616	3698.3389187458647	79.60209220851563	12.196953380276147	102.54469729815949	0.20016774468906876	0.7027369513865869	0.4076471646560999	301.6610812541353	0.12093786835800674	3.2867028137026706	0.025848174480044443	0.006098476690138074	0.7541758248130139	0.4616993772957117	0.24747391298193672	0.2166260394469401	0.9079266693647222	0.9998947969732171	7.576994707678627	-15.840947640267492	0.005392542977769586	0.059223081254012336	0.05476668137549754	0.5163014332261491	0.001585306622452914	0.0007918842693236438	0.05163014332261491	0.2771593363299201	0.007425413246661585	0.023135081701083356	0.00104615117447364	16.59135946897744	1987.8030466197238	2120.3979077914846	0.06010005478706198	0.004660769166632823
-69.9557376573716	0.09996939696134848	26.797475329933178	13.22719637467463	3698.2992841859796	79.98083480327938	12.260659691778743	102.64447173173637	0.2001730438316422	0.7027464981379898	0.4077106146606213	301.7007158140209	0.1217674272570806	3.2867046260102106	0.02596796509235026	0.00613032984588937	0.7551462922134501	0.46169997250671546	0.24655781296695378	0.21781338781170598	0.907762377380894	0.9998947734424848	7.57881338883067	-15.843049651404966	0.005392536095089926	0.05904520627097495	0.054933596814260396	0.5186003180154706	0.0016023214945636525	0.0007927091961559285	0.05186003180154706	0.2791077050042259	0.007438484158907031	0.023120732130926	0.0010471599889785648	16.59353936977115	1987.7393403082212	2120.0191651967207	0.06009848714475542	0.004661424543478996
-69.95439560182236	0.0999684723314035	26.70631834581497	13.318857703772084	3698.260503342857	80.34715642049342	12.324018465506517	102.74432014190499	0.20017834680551314	0.7027560514847941	0.40777269288123913	301.7394966571428	0.12260168930093043	3.2867064397570895	0.02608379911109128	0.006162009232753257	0.7561039562546822	0.4617005681117321	0.24567787806511934	0.2189922370565343	0.9075976967261418	0.9998947499056821	7.580632071405381	-15.845152011054603	0.005392529360535374	0.05886784322875622	0.05510114529422736	0.5208191118920642	0.0016193186239723853	0.0007935348464530902	0.05208191118920642	0.2810665575360195	0.0074520615986887724	0.023107471508744964	0.0010481695382510686	16.595672316142856	1987.6759815344935	2119.6528435795067	0.06009691979928771	0.004662080034537448
-69.95305350017851	0.09996754786257014	26.615496411129577	13.41013713837065	3698.2225805422127	80.70182263627498	12.387028767693677	102.84419407387601	0.20018365360982304	0.7027656114247975	0.4078333927259839	301.7774194577878	0.12344026101616125	3.2867082549429956	0.02619592134600528	0.006193514383846836	0.7570490123224491	0.4617011641105891	0.24483161717245694	0.22016264891846496	0.9074327062674502	0.9998947263628069	7.582450755514675	-15.847254719368912	0.005392522774865355	0.058690991636531124	0.05526924782253107	0.5229627876038464	0.0016362966394348004	0.0007943608294104364	0.052296278760384646	0.2830349732606322	0.007466092518943566	0.023095210161185917	0.00104917932766657	16.59775807017833	1987.6129712323063	2119.2981773637252	0.06009535275068099	0.004662735639857864
-69.95171135238367	0.09996662355486885	26.52500855856298	13.501034866020968	3698.1855197176383	81.04554352154771	12.44968982840641	102.94404824146521	0.20018896424162397	0.7027751779520339	0.4078927082253931	301.8144802823622	0.12428276764491238	3.2867100715668425	0.026304558753427233	0.006224844914203204	0.7579816538453429	0.4617017605028798	0.24401674952894456	0.2213246856495768	0.9072674801408299	0.999894702813856	7.584269441270563	-15.849357776500534	0.005392516338771068	0.05851465099658072	0.05543782977919818	0.5250359562016433	0.0016532542126240692	0.0007951867796153748	0.05250359562016434	0.28501207394916933	0.007480528451118204	0.02308386579450058	0.0010501888949695252	16.59979641552992	1987.5503101715935	2118.9544564784524	0.060093785998957525	0.004663391359489976
-69.95036915838145	0.09996569940832006	26.434853821758843	13.591551160904418	3698.149324428523	81.37897794657623	12.512001028116334	103.04384031120203	0.20019427869601902	0.7027847510570266	0.4079506340034751	301.8506755714775	0.12512885193483883	3.2867118896268264	0.02640992183337572	0.006256000514058166	0.7589020721226984	0.4617023572879783	0.24323118452362882	0.2224784099049418	0.9071020880699017	0.999894679258827	7.586088128785001	-15.851461182602154	0.0053925100528785875	0.0583388208043787	0.05560682062506921	0.527042895297996	0.001670190056078591	0.0007960123553193386	0.0527042895297996	0.2869970210899501	0.007495325078672563	0.02307336285017559	0.0010511978080675719	16.60178715643126	1987.4879989718836	2118.621022053424	0.06009221954413953	0.00466404719348353
