G_p	G_t	I_l	I_p	Q_sto1	Q_gut	I_1	I_d	X	I_po	Y	Q_sto2	Values[aa]	Values[cc]	Values[EGP]	Values[V_mmax]	Values[E]	Values[S]	Values[I]	Values[G]	Values[HE]	Values[m_3]	Values[Q_sto]	Values[Ra]	Values[k_empt]	Values[U_idm]	Values[U_id]	Values[U]	Values[S_po]
178.00000000000003	135.0	4.5	1.25	78000.0	0.0	25.0	25.0	0.0	3.6	0.0	0.0	0.00017806267806267802	0.003205128205128205	1.87872	2.0	0.0	1.7999999999999998	25.0	94.68085106382979	0.59238	0.2761204062607331	78000.0	0.0	0.05548008172581919	0.7487728445048393	0.7487728445048393	1.7487728445048392	1.767848936170213
178.00565238356268	135.14965857208972	4.748286775616997	1.2756046036922561	73766.80448511019	114.13604644626426	25.001637091343703	25.000003738580467	0.006809520941568541	3.608207237887489	-0.0017246645612883171	4116.860022678809	0.00017806267806267802	0.003205128205128205	1.8782008890458475	2.0002560379874033	0.0	1.8041036189437443	25.51209207384512	94.68385765083121	0.5922552499841102	0.2759777961398539	77883.66450778898	0.07506639977811995	0.055466643489431935	0.7493878595461809	0.7493878595461809	1.749387859546181	1.871340599003184
178.15750946805963	135.2916133977278	4.954779392629752	1.3183941336091214	69763.35184544194	431.4851040202402	25.00889598989682	25.000040785294768	0.03673408069332977	3.757235926113292	-0.003165930266937706	7788.292951664929	0.00017806267806267802	0.003205128205128205	1.868671682815621	2.0013812014340693	0.0	1.8786179630566457	26.367882672182425	94.76463269577638	0.5899900139230779	0.2734033473622617	77551.64479710687	0.2837844337979272	0.055425130411700455	0.7503017103492116	0.7503017103492116	1.7503017103492116	2.115231706490184
178.5539860096996	135.43850225962998	5.218099082275569	1.3719956683357457	65977.17353600856	917.3089982775136	25.023635101506173	25.000163071089396	0.0968852216206666	4.0856400322440285	-0.0037715038622395964	11050.929898096574	0.00017806267806267802	0.003205128205128205	1.8475426077471457	2.0036428843329372	0.0	2.042820016122014	27.439913366714908	94.97552447324446	0.5849982715098908	0.26782941842500857	77028.10343410511	0.603307071944057	0.055349022046225514	0.7516591892849079	0.7516591892849079	1.7516591892849078	2.4623504192305523
179.2663526568127	135.60711367086682	5.609875097232998	1.4447335611483496	62396.47770142218	1540.337573505167	25.04805024622599	25.000436567423748	0.19561939570116701	4.591477432500052	-0.0027758865329905974	13939.136410641418	0.00017806267806267802	0.003205128205128205	1.8147834249853765	2.007355289278364	0.0	2.2957387162500256	28.894671222966988	95.35444290255994	0.5773095430259992	0.2595015131408247	76335.6141120636	1.013068173343783	0.05522440965067622	0.7536374090160474	0.7536374090160474	1.7536374090160474	2.8842195964244954
180.34449749514764	135.81649444660027	6.176668382139611	1.5487375404166774	59010.11245077368	2272.2875188528133	25.086025425587408	25.000950280859573	0.34808254250872467	5.253837010554119	0.0007205752789782426	16485.346006017287	0.00017806267806267802	0.003205128205128205	1.771580875480209	2.0130879035983282	0.0	2.6269185052770596	30.974750808333543	95.92792419954662	0.5672416774395774	0.24904412716053964	75495.45845679096	1.4944660220147346	0.05502690197749196	0.7565180656153879	0.7565180656153879	1.756518065615388	3.3583070272263535
181.82089978584017	136.08647022573942	6.945636594288368	1.6950327511216878	55807.53112564856	3087.2768521291728	25.14327403469834	25.00183041675861	0.5766216308810637	6.044148245985472	0.007690194337318841	18720.526248635193	0.00017806267806267802	0.003205128205128205	1.7196312750970062	2.021680973321128	0.0	3.0220741229927355	33.90065502243375	96.71324456693627	0.5552289466610209	0.23718607376454606	74528.05737428374	2.0304782373618795	0.0547161317630983	0.7606893183017741	0.7606893183017741	1.760689318301774	3.8661683861932676
183.71333826118	136.43649861950001	7.929954801953338	1.891836593729231	52778.75945310792	3961.079922680571	25.22698798939033	25.003253271175993	0.9091557120119274	6.931793853211279	0.019128880472053352	20674.840032595723	0.00017806267806267802	0.003205128205128205	1.6607878500824815	2.0341842547716484	0.0	3.4658969266056396	37.836731874584615	97.71986077722342	0.5417367334311886	0.22460883701764076	73453.59948570364	2.6051717953014526	0.0542275050919076	0.7666206156905099	0.7666206156905099	1.7666206156905098	4.392041068503854
186.0265738335497	136.88477359347468	9.132656459966164	2.144326752765031	49914.36448133427	4870.157604249792	25.34535444181312	25.005454586947984	1.3770427123771913	7.886497399447758	0.03601569124238882	22378.578490435568	0.00017806267806267802	0.003205128205128205	1.5969095643811424	2.0517768059853827	0.0	3.9432486997238785	42.88653505530061	98.95030523061155	0.5272252395283941	0.2118827058586413	72292.94297176982	3.2030651935642864	0.053461980730423075	0.7748318614487653	0.7748318614487653	1.7748318614487653	4.921618093951515
188.7530845184462	137.44750149627728	10.54875736589335	2.4549199940308135	47205.42520119375	5790.449464370696	25.507088797780177	25.008735045486038	2.013068082012785	8.878831011991952	0.05927778544776707	23863.392546912117	0.00017806267806267802	0.003205128205128205	1.5298281505607862	2.0756913598836806	0.0	4.439415505995975	49.09839988061627	100.40057687151395	0.5121417686177223	0.1994574033560154	71068.81774810585	3.8083340707976494	0.05227855889760935	0.7858653448130002	0.7858653448130002	1.7858653448130002	5.4408724639000425
