PEP	ACoA	PYR	OAA	AKG	G6P	MAL	Icd	PG3	EIIA	cAMP	Cra	Crp	PdhR	ICT	GLX	FBP	AceK	Acoa2act	Acs	Akg2mal	CAMPdegr	Cya	Emp	Eno	Fdp	GltA	AceB	Mdh	Me	PckA	Pdh	PfkA	Ppc	PpsA	PykF	ACT	IclR	AceA	EIICB	Icd_P	EIIA_P	CraFBP	PdhRPYR	CrpcAMP	GLC	BM	Values[alphaGLC]	Values[alphaACT]	Values[mu]	Values[k_bm_ACoA]	Values[k_bm_AKG]	Values[k_bm_G6P]	Values[k_bm_OAA]	Values[k_bm_PEP]	Values[k_bm_PG3]	Values[k_bm_PYR]	Values[SS_Me]	Values[SS_Ppc]
0.210455879	0.351972298	0.8632780180000001	0.050535354	0.191190619	1.908140784	3.278779135	0.004290789	5.720977255	0.09647707	0.202804098	0.00029909800000000003	0.005943273	0.001163813	0.001408116	5.70593e-09	6.57504207	0.000141697	0.001	0.001096222	0.001026848	0.001	0.001	0.011515593000000001	0.011552813	0.000157492	0.001029612	0.001416969	0.00345727	0.000999714	0.002290892	0.004647401	0.000143816	0.000999714	0.000987493	0.005977168	0.0	0.0072900000000000005	0.00472323	0.003	0.000220477	0.00352292	0.006990902	0.006126187000000001	0.001346727	4.8	0.030000000000000002	0.9997500624843789	0.0	0.00017995501124718822	1.8795301174706323	0.9777555611097226	0.15396150962259436	6.398400399900026	0.4228942764308923	0.04898775306173457	0.5528617845538616	0.0009994641339665085	0.0009994641339665085
0.21045403564330978	0.35207370047448094	0.8632560513991806	0.050527124909349526	0.19118889547742587	1.908126380896895	3.2787741913262956	0.004290775281695919	5.720957888008522	0.09647746093380942	0.20278946653135257	0.0002990983754584443	0.005943352709162316	0.001163838189067073	0.0014081505892636313	5.705921358142101e-09	6.575041034127271	0.00014169699978210765	0.001	0.0010962220058460688	0.0010268480023791255	0.001	0.001	0.011515593005834051	0.011552813011805944	0.00015749199963742023	0.0010296120031316048	0.0014169689980290106	0.003457270010048092	0.0009997139482293583	0.0022908919938811807	0.004647401007005629	0.00014381600014889818	0.0009997139480596698	0.0009874929974446327	0.005977168008215972	2.0961884220669203e-06	0.0072900000000000005	0.004723229993430037	0.003	0.000220490715112076	0.003522529066190669	0.006990901624541557	0.006126161810932939	0.0013466472908376865	4.799988628834973	0.030005399136561566	0.9997500618924253	5.228214350923044e-07	0.00017995504041863692	1.8795301728224745	0.9777555898087923	0.15396154926586259	6.398401143746175	0.42289430075310336	0.04898778753894356	0.5528644950556522	0.000999465910625678	0.000999464279708784
0.21045386906595465	0.3522008875751952	0.8632445378801601	0.050520455696011324	0.1912039017247345	1.9081249633267323	3.2787861154424216	0.004290763537439287	5.72094368834327	0.09647746090531659	0.20278446725882132	0.0002990996491881515	0.005943379774985981	0.0011638513043576988	0.001408219752347824	5.7058890925628375e-09	6.5750264294230165	0.00014169699971350018	0.001	0.0010962219935877462	0.001026847999268918	0.001	0.001	0.011515593006124468	0.011552813023520656	0.0001574919993592479	0.0010296119981652173	0.0014169689975508262	0.0034572699945821577	0.000999713896838113	0.002290891989217922	0.004647401010169277	0.0001438160002787656	0.0009997138961603711	0.0009874929955401026	0.005977168016002316	4.1922231553046656e-06	0.0072900000000000005	0.00472322999183609	0.003	0.00022050245757983304	0.003522529094683523	0.0069909003508118505	0.006126148695642313	0.0013466202250140215	4.7999772556315845	0.030010799245685962	0.9997500613003629	1.043424535526638e-06	0.0001799550694658393	1.879530227934532	0.9777556183835289	0.15396158874052057	6.398401884419409	0.4228943249710067	0.04898782186973713	0.5528671940553175	0.0009994676797438521	0.0009994644248300544
0.21045375412648606	0.3523267190162872	0.8632369010767891	0.05051427241643547	0.1912206108996102	1.9081242788154926	3.278821554894667	0.004290756074286493	5.720931459619496	0.09647746098258957	0.20278278789301735	0.00029910084481231755	0.005943388867047876	0.0011638599833055843	0.001408289705835272	5.705832723131281e-09	6.575012739460473	0.00014169699976619701	0.001	0.0010962219752364492	0.0010268479943132149	0.001	0.001	0.011515593004559168	0.011552813035101302	0.00015749199919073308	0.0010296119904749392	0.001416968998285641	0.0034572699705347635	0.0009997138458246293	0.002290891986446241	0.004647401011133084	0.0001438160003836645	0.0009997138443019686	0.0009874929944814345	0.005977168023221496	6.288146348888733e-06	0.0072900000000000005	0.0047232299942854715	0.003	0.00022050992076417397	0.0035225290174105335	0.006990899155187682	0.0061261400166944275	0.0013466111329521271	4.799965880381328	0.03001620032754477	0.9997500607081911	1.5618338056894217e-06	0.00017995509839016752	1.8795302828094502	0.9777556468353039	0.15396162804843064	6.398402621954765	0.42289434908575363	0.04898785605573254	0.5528698816799122	0.0009994694414043287	0.000999464569337178
0.21045365613259004	0.3524515305274867	0.8632308792706677	0.05050847683443137	0.19123785187939138	1.9081237004824256	3.2788778965475323	0.004290750439856642	5.720920684876451	0.09647746120495615	0.20278221742512892	0.00029910192129783215	0.005943391955558774	0.001163866818959364	0.001408361029051468	5.705753195011913e-09	6.575000414433522	0.00014169699991876697	0.001	0.0010962219548380748	0.0010268479887394473	0.001	0.001	0.01151559300238544	0.011552813046564065	0.00015749199912214282	0.0010296119818710295	0.0014169690000191445	0.0034572699436096347	0.0009997137951872834	0.0022908919853980797	0.004647401010506328	0.00014381600046587878	0.0009997137924843264	0.000987492994193459	0.0059771680299263346	8.38396214706221e-06	0.0072900000000000005	0.004723230000063817	0.003	0.0002205155568850888	0.0035225287950439613	0.006990898078702168	0.006126133181040646	0.0013466080444412291	4.799954503084219	0.030021602382309692	0.9997500601159098	2.078064116362324e-06	0.00017995512719245428	1.8795303374488348	0.9777556751649503	0.15396166719072293	6.398403356373509	0.42289437309804334	0.04898789009791127	0.5528725580065416	0.0009994711956576585	0.0009994647132343165
0.21045356704381754	0.35257548728394716	0.8632257561016599	0.05050301105664696	0.19125549348477666	1.9081231666605543	3.2789523387162576	0.004290745752781996	5.720911086698195	0.09647746151955115	0.20278201529791565	0.0002991028896320046	0.005943393049875539	0.0011638726319046233	0.0014084336666613398	5.70565144591443e-09	6.574989327544629	0.0001416970001579775	0.001	0.0010962219337410715	0.001026847982956701	0.001	0.001	0.011515593000020747	0.01155281305792558	0.00015749199914347984	0.0010296119729568266	0.00141696900261901	0.003457269915707754	0.0009997137449244617	0.002290891985900817	0.004647401008575806	0.00014381600052775433	0.0009997137407073097	0.0009874929945989685	0.005977168036171096	1.047967276043375e-05	0.0072900000000000005	0.004723230008730035	0.003	0.00022052024714504703	0.0035225284804489563	0.006990897110367996	0.006126127368095388	0.0013466069501244626	4.799943123740148	0.030027005410152487	0.9997500595235193	2.5921297317636507e-06	0.00017995515587349847	1.879530391854227	0.9777557033732668	0.15396170616848157	6.39840408769604	0.42289439700854603	0.04898792399721474	0.5528752231091654	0.0009994729425523308	0.0009994648565254626
0.21045348387646676	0.35269866759471774	0.8632212675812283	0.050497831461483844	0.19127347144031276	1.908122659274537	3.279042417372473	0.004290741700800817	5.720902471908806	0.09647746190735197	0.20278193389242455	0.0002991037629748113	0.005943393490604993	0.0011638777238868194	0.0014085074448835732	5.705528365138888e-09	6.5749793279552655	0.00014169700047402157	0.001	0.0010962219123913884	0.0010268479771002577	0.001	0.001	0.011515592997604579	0.011552813069200616	0.00015749199924585127	0.0010296119639318548	0.001416969005987168	0.003457269887457777	0.000999713695034561	0.002290891987800906	0.004647401005520834	0.00014381600057137764	0.0009997136889707842	0.0009874929956292836	0.0059771680420040345	1.25752799275188e-05	0.0072900000000000005	0.004723230019957228	0.003	0.00022052430365876864	0.0035225280926481253	0.006990896237025189	0.00612612227611319	0.0013466065093950081	4.799931742348932	0.030032409411244965	0.9997500589310193	3.104044677093435e-06	0.0001799551844340854	1.8795304460271414	0.9777557314610389	0.15396174498277243	6.398404815942412	0.422894420817921	0.048987957754568635	0.5528778770605045	0.0009994746821360221	0.000999464999214542
0.21045340527793505	0.3528211202382705	0.8632172872851831	0.05049290183499404	0.19129173102343722	1.9081221708239793	3.279145988873355	0.0042907381453934626	5.720894692710779	0.09647746235757988	0.20278189050939824	0.00029910455377308854	0.0059433937254807735	0.0011638822389835853	0.001408582180370789	5.7053847943960415e-09	6.574970273122581	0.00014169700085888396	0.001	0.00109622189093336	0.0010268479712138932	0.001	0.001	0.011515592995183312	0.011552813080402052	0.00015749199942149207	0.001029611954860686	0.0014169690100434664	0.0034572698590631485	0.0009997136455159898	0.002290891990964268	0.00464740100147684	0.00014381600059857008	0.0009997136372746171	0.000987492997224435	0.005977168047467267	1.4670785273448633e-05	0.0072900000000000005	0.004723230033478222	0.003	0.00022052786481751926	0.0035225276424201966	0.0069908954462269135	0.006126117761016426	0.001346606274519228	4.799920358910357	0.030037814385758983	0.9997500583384099	3.613822829331787e-06	0.00017995521287499222	1.879530499969076	0.9777557594290434	0.15396178363465016	6.39840554113247	0.42289444452682035	0.04898799137088883	0.5528805199325108	0.000999476414455905	0.0009994651413054384
0.2104533304904612	0.35294288221989006	0.8632137354332056	0.050488191171222795	0.1913102241912224	1.90812169767178	3.2792611886491314	0.004290735004803053	5.720887629244031	0.09647746286132779	0.20278185775655536	0.00029910527318185445	0.005943393902804766	0.0011638862678954786	0.0014086577049424438	5.7052215312769976e-09	6.574962035343791	0.00014169700130576792	0.001	0.001096221869410747	0.0010268479653108703	0.001	0.001	0.01151559299277209	0.01155281309154101	0.00015749199966367134	0.0010296119457628896	0.0014169690147199379	0.003457269830585525	0.0009997135963671641	0.0022908919952746853	0.004647400996555392	0.00014381600061090996	0.0009997135856186761	0.0009874929993324419	0.0059771680525972865	1.6766190407847457e-05	0.0072900000000000005	0.0047232300490664585	0.003	0.00022053101226689436	0.003522527138672288	0.0069908947268181474	0.006126113732104531	0.0013466060971952351	4.799908973424187	0.030043220333866458	0.9997500577456911	4.121477942758851e-06	0.0001799552411969892	1.879530553681517	0.9777557872780507	0.1539618221251601	6.398406263285882	0.42289446813589066	0.04898802484708309	0.5528831517965004	0.0009994781395587348	0.0009994652828020018
0.21045325899422593	0.3530639843773063	0.86321055162178	0.05048367264789798	0.19132890903155156	1.9081212376775545	3.279386394686879	0.004290732219342247	5.720881181205559	0.09647746341066636	0.20278182673342685	0.00029910593096013047	0.00594339407076407	0.0011638898792074356	0.001408733870057503	5.705039332825193e-09	6.574954502917045	0.00014169700180883513	0.001	0.0010962218478342718	0.0010268479593944285	0.001	0.001	0.011515592990375632	0.011552813102627077	0.0001574919999665729	0.0010296119366432523	0.0014169690199581975	0.003457269802039986	0.0009997135475865125	0.002290892000631733	0.004647400990851542	0.0001438160006097607	0.0009997135340028293	0.0009874930019083865	0.005977168057425608	1.8861496950381868e-05	0.0072900000000000005	0.0047232300665273255	0.003	0.00022053380559807048	0.003522526589333722	0.006990894069039872	0.0061261101207925744	0.001346605929235931	4.799897585890166	0.03004862725573935	0.999750057152863	4.627023656458179e-06	0.00017995526940084013	1.8795306071659375	0.9777558150088248	0.1539618604553388	6.398406982422152	0.4228944916457729	0.048988058184051615	0.5528857727231921	0.0009994798574908758	0.0009994654237080495
