Caspase 3 cleaved	APAF-1	XIAP	Caspase 3 cleaved - XIAP complex	Apaf-1-Caspase 9 cleaved -XIAP complex_5	APAF-1-Caspase 9 complex	Caspase 9 cleaved	Apaf-1-Caspase 9 cleaved -XIAP complex_2	Caspase 9 cleaved-XIAP complex	APAF-1-Caspase 9-XIAP complex	APAF-1-Caspase 9 cleaved complex	Caspase 3	Caspase 9	Apaf-1-Caspase 9 cleaved -XIAP complex	Apaf-1-Caspase 9 cleaved -XIAP complex_4	Caspase 9-XIAP complex	Apaf-1-Caspase 9 cleaved -XIAP complex_3
0.0	20.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	20.0	0.0	0.0	0.0	0.0
0.04278510537870082	19.267865758526778	39.22199551838184	0.0020991855932959856	1.5976763680060957e-12	0.7037190654829828	6.609799354327756e-05	4.001345982633889e-05	7.85182869081132e-07	0.02841111305902195	2.512146884818615e-06	199.95507417458717	18.520307028351723	2.98453136832374e-08	4.202994035026408e-11	0.7474518334967837	1.5212262306018294e-06
0.12004866848829292	18.655204070690022	38.482524942746025	0.011188179381845307	1.6071894361254677e-10	1.2434239736195167	0.0003344651414965393	0.00040853408566519277	7.66305615173664e-06	0.10131781144270155	2.4121332221929107e-05	199.8683251456785	17.249930562034635	5.5277838491743e-07	2.2285856605476396e-09	1.404522844143489	2.9481167262909118e-05
0.21846390268353472	18.141253885835663	37.77519290457664	0.02998550025598645	2.35918493962761e-09	1.6544833782855497	0.0008549041836575732	0.0015800048273822787	2.8975423149858533e-05	0.20401005878842296	8.765096970817457e-05	199.74980851492057	16.149752471393697	2.971819031357814e-06	2.3010941603389427e-08	1.989037506996837	0.00016214550073467425
0.3282704073772151	17.709218823438803	37.095452550427346	0.05974524113845829	1.5309275116044288e-08	1.964322504483592	0.0016310287304407156	0.0040536530464278546	7.337487420776443e-05	0.3257129148660629	0.00021116555111319073	199.6074054928138	15.189033092800642	9.504286616451604e-06	1.1825032334580292e-07	2.514427555736761	0.0005254838915122104
0.44242132493585523	17.345411535319663	36.44008414521361	0.10072956147515164	6.299092547987384e-08	2.194344802101025	0.0026424053381774904	0.008278060982973465	0.00014862047779544155	0.45854695792738315	0.0004048348995041458	199.44730155556093	14.343421664350036	2.2783861978120146e-05	4.1115466355569337e-07	2.990920373016015	0.0012702935264718377
0.5559278096252468	17.038609011571086	35.80681319361383	0.1525489489883157	1.937588080057086e-07	2.3613456823555854	0.003857281320911839	0.014620246418184081	0.0002610812225499698	0.5967822615213968	0.0006712665126915995	199.27435557306623	13.593487912412936	4.5469532467050426e-05	1.1133952681254125e-06	3.4263813768012326	0.0025492423614740457
0.6653544674744651	16.779560039105995	35.1940309704565	0.21440612361112352	4.872352880699334e-07	2.4785654139856446	0.005239817003016621	0.02335771570504742	0.0004156059137660858	0.7362938123905355	0.0010071313658372297	199.0923855099811	12.923624731713106	7.995485333012053e-05	2.534929603736764e-06	3.826919633841455	0.00449974709015957
0.7684309799411696	16.560604157327052	34.600590691346326	0.28526935013691984	1.0572779031171267e-06	2.5564818621085794	0.006754103840708477	0.03468192840543495	0.0006155768410756329	0.8741584414984617	0.0014050421290888063	198.904390353799	12.321219033404843	0.00012819152112052124	5.08230178938096e-06	4.197328432533203	0.007233621696252364
0.8637534956513833	16.375373520804924	34.02565973211147	0.3639939341082134	2.050694051555964e-06	2.6034131430724274	0.008366303710346277	0.04870699599806342	0.0008630494587228193	1.0083532808725084	0.0018552327611837344	198.71272311418338	11.776018986675702	0.00019160994938734944	9.24751939652736e-06	4.5414089374426965	0.01083247573318739
