Galpha_GTP	APLC	IP3	Calcium{Cytosol}	Calcium{ER}	PLC	Diacylglycerol	Values[Raplc]	Values[Rpkc]	Values[Rgalpha_gtp]	Values[Rdg]	Values[Rip3]	Values[Rcyt1]	Values[Rcyt2]	Values[Rer]
0.47090666018474064	1.6773664288370245	12.491025087612169	696.4665420078302	922.029179462763	8.322633571162976	12.491025087612169	0.29544797748427576	0.43147436980696	1.2588652404484927e-07	0.6094142229584085	0.11089847430136701	0.4105395094815938	0.2582885903302292	0.9994620819513631
0.8146944718997053	1.4876930111088107	11.078553823540219	678.5815952386633	921.2795574581792	8.51230698889119	11.078553823540219	0.27109625266888177	0.40594036319957555	1.127764846806878e-06	0.5510346839833938	0.08005543944551133	0.40425892739648533	0.2533361673375499	0.9994607685201253
1.6135454843954573	1.319494226999854	9.825883207974098	658.7305504081036	920.8057966796936	8.680505773000146	9.825883207974098	0.24804881266767284	0.3801805949766911	1.7352309224713587e-05	0.49121838044606736	0.05723953899219797	0.3971293289594465	0.24776130484790618	0.99945993622688
3.741587720619745	1.1709138784750952	8.716440574048624	637.740799098399	920.5328454740559	8.829086121524904	8.716440574048624	0.2264423477152163	0.3545279250498273	0.0005014710324734702	0.43174177782423956	0.040660240119958765	0.3894027671836013	0.24177538570749027	0.9994594559341885
10.260970873862426	1.064969966475779	7.793119569920957	616.2506914406451	920.401733479787	8.935030033524221	7.793119569920957	0.21026185219747479	0.3306687090305452	0.027595653064792103	0.37784911134100746	0.029400456630547574	0.3812841007302834	0.23554726366887463	0.9994592250233603
26.140858731064768	1.8968196484379263	9.595612359799183	595.5541183737486	920.284847064381	8.103180351562074	9.595612359799183	0.3216682485685985	0.36657712384009233	0.5445056326187542	0.47937214264492856	0.053519229733374245	0.3732584883932114	0.22945162813514927	0.9994590190553557
18.071664176365886	4.18227670826917	22.86846610675158	594.1501269028363	918.3024738390858	5.81772329173083	22.86846610675158	0.5111385079463859	0.5205364944268434	0.21448116440305137	0.8394777871017436	0.43355761753776717	0.37270650792292026	0.22903459624065547	0.9994555098923011
6.033352406059333	4.01476236750426	28.184014633588255	627.1417038140455	912.7998887547878	5.98523763249574	28.184014633588255	0.5009209485464043	0.5596377878946044	0.0033806798069500113	0.8881855362633614	0.588952657481866	0.38542537650163816	0.23871635964804278	0.9994456089391406
2.149240842120368	3.5653417286278737	26.30980670400791	660.9732022351548	907.0605666248869	6.434658271372126	26.30980670400791	0.4712730576513587	0.5562729455534288	5.462061462766634e-05	0.8737701948896159	0.538224711942715	0.3979433270480763	0.24839528698746494	0.9994350246571096
0.9394501966907796	3.1622671750398212	23.51604065556632	685.9007616296336	902.0859209712701	6.837732824960179	23.51604065556632	0.4415176225288244	0.5432349506803938	1.9940412862175366e-06	0.8468616206711498	0.4542336683630524	0.4068452765669463	0.25537085041573643	0.9994256315723933
0.5325016970168753	2.804684044971048	20.881500537019882	700.9095040992619	898.0200521773238	7.195315955028952	20.881500537019882	0.41216962116614797	0.526070670260589	2.0583719762953206e-07	0.813445736144846	0.3681790684661139	0.41207924490400055	0.2595086962504548	0.9994177992411932
0.3978780491046797	2.4875323258704696	18.523573319494897	706.7600758619229	894.827428682805	7.512467674129529	18.523573319494897	0.38343274467410116	0.5061747254641696	6.415638083760902e-08	0.7743289058845177	0.28915428375520064	0.41409456774702524	0.26110924354345183	0.9994115490200198
0.38046037030809526	2.2062436116854234	16.429390837254378	704.7923674928344	892.409181025632	7.793756388314577	16.429390837254378	0.355487755513077	0.4842242907175778	5.36386263249799e-08	0.7296748488167307	0.2210751453778391	0.41341830297453913	0.2605717081885035	0.9994067551429829
0.44338136724934324	1.95676299025022	14.57162642507631	696.548278215704	890.6400683814147	8.043237009749781	14.57162642507631	0.32849435061508536	0.4607354901258304	9.893493561271013e-08	0.6798281795845722	0.16528780693415784	0.4105679084760728	0.25831107265641373	0.9994032150749677
0.6080070221712931	1.7354942314498576	12.92388683649511	683.5487483248595	889.3908637316493	8.264505768550142	12.92388683649511	0.30258843639550614	0.43615802452147656	3.4984381001965086e-07	0.6255058259514444	0.12138328212912732	0.4060166056997128	0.2547182154792412	0.999400698386109
0.9694302362712375	1.539250849067663	11.462481423648287	667.15317144935	888.5429656653188	8.460749150932337	11.462481423648287	0.27788069018877193	0.410892723743302	2.2610242895269662e-06	0.567826367879073	0.08791282900316061	0.4001750906123139	0.25013680451161124	0.9993989821178169
1.8058985305504518	1.365242972113299	10.166469337721118	648.4928119017895	887.9958529917883	8.634757027886701	10.166469337721116	0.2544606048988584	0.3852984694716303	2.7227108312715356e-05	0.5082541962260456	0.06301216368298228	0.39338528334476236	0.24485352914215752	0.9993978712037745
3.9761851775379373	1.2117332273643804	9.019258388377509	628.4611129479199	887.6689162084785	8.78826677263562	9.019258388377509	0.23250100772659169	0.3597356945978219	0.0006394823479445207	0.4485710381932723	0.04485015719319312	0.3859233161608931	0.23909850134441465	0.9993972060508559
10.388070973310619	1.1048694325961252	8.072856936078429	607.7575526052062	887.4978562986328	8.895130567403875	8.072856936078429	0.21643441564659852	0.33608550523809494	0.02894822790246752	0.3945669128967081	0.03257460991793798	0.37801567258719915	0.23305753711576574	0.9993968576391408
25.287064242915356	1.914937120036635	9.843594148667584	587.793921854076	887.3437176439676	8.085062879963365	9.843594148667584	0.323745980925115	0.3701227911278196	0.5114151614586235	0.492118558055815	0.0575317770011766	0.3701953469929559	0.22714093146680683	0.9993965434623835
17.80100454061807	4.07787364622341	22.478642921955803	586.5614781253165	885.3778456474935	5.92212635377659	22.478642921955803	0.5048201822431215	0.5161228404096502	0.20448684523418184	0.8347897682554937	0.4209364129180489	0.3697061136379023	0.22677267990182992	0.9993925172760464
6.229584494415487	3.9224865617351776	27.53799757740163	618.2427888201349	880.0425997159941	6.077513438264822	27.53799757740163	0.4951080107450605	0.5542913845666851	0.003840653279584526	0.8834962284021424	0.5720139722637589	0.382045755489445	0.23612889968035972	0.9993814084684661
2.3232674006456353	3.484403185359496	25.71070185464924	650.7132341399795	874.4806176938366	6.515596814640504	25.71070185464924	0.4655552485701812	0.5507087753615874	7.457690744824507e-05	0.8686008947588282	0.5210112402416175	0.39420125839058934	0.24548609248223813	0.9993695373933961
1.0582502358010915	3.0905218212902295	22.982166634303873	674.317155147417	869.6843556674505	6.9094781787097705	22.982166634303876	0.4358666257835254	0.5374115505373109	3.2106433602233e-06	0.8408099546733536	0.43721519370523976	0.40274159114618047	0.2521455444615156	0.9993590555831716
0.618377519468163	2.741054827980467	20.407711990789632	688.1216889183011	865.7895536738375	7.2589451720195335	20.407711990789632	0.4066210552987969	0.5200000002507509	3.7432994812171394e-07	0.8063796768443969	0.3523127033216427	0.40762564300635773	0.25598606333748264	0.9993503722857429
0.46991260367836774	2.4310989100030174	18.10332884883131	692.9768942748047	862.7513078269211	7.568901089996982	18.10332884883131	0.3780223168736611	0.49989547757491365	1.2482692874873728e-07	0.7662079360777057	0.2752115054975264	0.40932448435549673	0.2573274563729287	0.999343489466292
0.4532950576433761	2.156192007110199	16.056665553082397	690.2771107892925	860.4646219119994	7.8438079928898	16.056665553082397	0.35024768633269854	0.4777875047330912	1.0808460853457263e-07	0.7205271484876032	0.20944810768721617	0.40838103195218706	0.25658215951842006	0.9993382449844453
0.5331382701334354	1.9123716586934614	14.24105087479352	681.5771213380665	858.8021479549913	8.087628341306539	14.24105087479352	0.32345254478066165	0.454198073673764	2.0682322674868985e-07	0.669757221711413	0.156007256757624	0.4053201680073532	0.25417024776746666	0.9993343970160222
0.7423035093744224	1.6961239582466732	12.630698348666755	668.3780119319927	857.6358021813302	8.303876041753327	12.630698348666755	0.29776809119314845	0.4295787039726322	7.772588627298905e-07	0.614694831364706	0.11423066495840387	0.40061545234464374	0.250481007167371	0.999331679569072
1.2113760543051473	1.5043398761493756	11.20247302296225	652.0005728287922	856.8500596916982	8.495660123850625	11.20247302296225	0.2733006881838398	0.4043295458347545	5.512562284876693e-06	0.5565319772005719	0.08254773676425385	0.39467333338289545	0.2458523499236378	0.9993298405406191
2.3272609514847047	1.3343598045687122	9.936107564941983	633.5312976664575	856.3481949178829	8.665640195431287	9.936107564941983	0.2501443197412133	0.378810561928691	7.509096458660502e-05	0.4967951728485991	0.05907245364162644	0.3878292987538553	0.24056342076808523	0.9993286623960874
5.312660388246178	1.1860834159788016	8.819551510751399	613.8225208160958	856.0531417713491	8.813916584021198	8.819551510751399	0.2287050401704626	0.3534681982090617	0.002035182755590337	0.4375212334529175	0.04205893469842446	0.3803531757046563	0.23483710769484312	0.9993279684599978
14.212675698546208	1.151748814622811	8.064502433975255	593.5873225206736	855.8987225817473	8.848251185377189	8.064502433975255	0.22356462942324898	0.3339192597690032	0.09457884160741183	0.39407232898986316	0.03247686242416709	0.3724849678031829	0.22886729795693705	0.9993276049000456
26.41342517826536	2.688132970539269	12.850123107855774	576.0627064357537	855.5606916680284	7.311867029460731	12.850123107855774	0.4019257664852502	0.4174377208749025	0.5547758615955767	0.6228203692774048	0.11956380492446046	0.36550747891149105	0.22362138351546398	0.9993268081345711
13.152863735250737	4.133254448504842	25.305354681382624	587.3247592641311	852.3711319920886	5.866745551495159	25.305354681382624	0.5081919512876754	0.534682845028664	0.07116399042279228	0.8649307522919688	0.5091041406337443	0.3700091968176754	0.22700078803836513	0.9993192277634726
4.628684423827941	3.7639432068279035	27.09853745395934	621.5071478606418	846.7730632131448	6.2360567931720965	27.09853745395934	0.4847978799635925	0.5526164957785442	0.0011737084197222403	0.8801434537319858	0.5601600902808455	0.3832897984326717	0.23708008897394806	0.9993056458608782
1.849517189365214	3.340125021904102	24.743659245832873	651.4896951263303	841.4505634905913	6.659874978095898	24.743659245832873	0.45505015404187765	0.544899643180847	2.9954387526885745e-05	0.8595995979936268	0.49227069520247335	0.39448607947656295	0.24570704397751394	0.9992923955492587
0.9170659184075824	2.9624845648822897	22.043381205571254	671.9606778461616	836.9709080158598	7.03751543511771	22.043381205571254	0.4254924427157239	0.5301354348530811	1.8106787047182574e-06	0.8293255137945648	0.406708213710327	0.40189980945711523	0.25148599057521376	0.9992809810713613
0.5855908430415253	2.6274931406908717	19.56403330981665	682.8241770931922	833.3863091693272	7.372506859309128	19.56403330981665	0.3964535435817853	0.5118342953930873	3.0103496568806456e-07	0.7928540442655603	0.3239782341032691	0.4057608551076685	0.25451693142001725	0.9992716698635321
0.48236870804843945	2.3303786249469534	17.35355406931976	685.1796839553634	830.625391636406	7.669621375053047	17.35355406931976	0.36812626274253557	0.49107486998576094	1.3859782406763275e-07	0.7507141036537528	0.2506336856294577	0.4065914694314059	0.2551708878364779	0.99926438836226
0.49745244779575293	2.0668613128146167	15.391472768467876	680.5099804198172	828.5723578428971	7.933138687185384	15.391472768467876	0.34068049461571287	0.4684815614306489	1.567639457444368e-07	0.7031737558286123	0.18920463321490605	0.40494254026971943	0.25387332462505396	0.9992589107765452
0.6191846128163546	1.83314300600815	13.651052829931505	670.3721461426148	827.0976138224289	8.16685699399185	13.651052829931505	0.314263340384422	0.44455617404834025	3.7628804706301464e-07	0.6507785374889004	0.14001353822731868	0.4013310133856717	0.25104071996518373	0.9992549424987581
0.9098056784670846	1.625856979528998	12.107423118235808	656.2153862429719	826.076381594995	8.374143020471003	12.107423118235808	0.2889972115261836	0.41973673289866537	1.7540169101184686e-06	0.5944680487284125	0.10200238302760109	0.39621379664365897	0.24704901177880081	0.9992521779309959
1.5711953411611246	1.4420385587382887	10.738435136314278	639.2817625033634	825.3993678644974	8.55796144126171	10.738435136314278	0.26498131962383936	0.3944114774537667	1.560105329963242e-05	0.5355619930580828	0.0734312024175968	0.38997674294082907	0.2422180805345328	0.999250337653347
3.2101117731785807	1.2793957337398318	9.525381900612365	620.573569956199	824.9769059022273	8.720604266260167	9.525381900612365	0.2423375322223724	0.3689424355168393	0.00027177064081465227	0.4757066042870452	0.052413827978134854	0.38293452482565904	0.23680829917191426	0.9992491862461086
7.811381489512953	1.145683068832196	8.476292518259678	600.8728845204232	824.7378582684303	8.854316931167805	8.476292518259678	0.22264936520705828	0.3441994109502188	0.009441295204678114	0.4180888304023912	0.037513902615322677	0.3753407845997891	0.23102739395555605	0.9992485336847019
20.671157572615044	1.430948791396816	8.586356318709703	581.0825901441514	824.5959058514657	8.569051208603184	8.586356318709703	0.26348044261871645	0.3436810244069106	0.31852777868364773	0.4243793141336038	0.03893666097834977	0.36752197119011515	0.22513134308952834	0.9992481458197822
22.41769257327617	3.663313087803388	18.419894473952475	570.958455709328	823.5639718783466	6.336686912196612	18.419894473952475	0.47803254882457635	0.4799966538847398	0.39267033701726406	0.7723612463902785	0.2857055435596595	0.3634459292251147	0.22208000072556613	0.9992453181699401
8.639911161799347	4.015773828836022	27.060223007007057	596.5006608070039	818.931221605372	5.984226171163978	27.060223007007057	0.5009839242706224	0.546824710507708	0.014064540870049512	0.8798446154203413	0.5591140167135181	0.3736300744814493	0.22973252801777022	0.9992324476036515
3.163261994157986	3.5813439846774964	26.24631247383383	630.4939645982588	813.3093421838684	6.418656015322504	26.24631247383383	0.472389063458363	0.5497293415419835	0.00025625321062494046	0.8732362276442256	0.5364226272153215	0.3866889288079074	0.23968652773341406	0.9992164331119966
1.3781348971036382	3.1768029840711844	23.598846915020413	656.8507960671998	808.3181694079733	6.823197015928817	23.598846915020413	0.4426487659090064	0.5384283713446842	9.234276515197761e-06	0.8477711200873685	0.4568491302129254	0.396445351401792	0.24722908679685832	0.999201839939251
0.757989041631462	2.817592396933024	20.974145430821782	673.4029711717969	804.2160640186491	7.1824076030669755	20.974145430821782	0.4132826125247018	0.5220899161006917	8.450673183129914e-07	0.8147855840538657	0.37127382921477303	0.4024153074738764	0.2518898117617612	0.999189573837717
0.5386851766697973	2.498983047071028	18.60836794535131	680.723686710612	800.987293118058	7.501016952928972	18.60836794535131	0.38451908998243556	0.5027434117728118	2.1556585527595848e-07	0.7759210885947853	0.2919786909521373	0.40501820263084054	0.2539328055648643	0.9991797418938224
0.48855818711099386	2.2164002105049843	16.50495828594254	680.1242651130575	798.5370023286795	7.783599789495015	16.50495828594254	0.356540784932014	0.4812066062639937	1.458495467427207e-07	0.7314813768735974	0.22345492729132488	0.40480592967764273	0.25376594435048233	0.9991721741462188
0.5460369816022339	1.9657717365902294	14.63870146040513	673.1475865277313	796.7408240128188	8.034228263409771	14.63870146040513	0.3295083726608986	0.4580441846562514	2.275768572176911e-07	0.6818241205894933	0.1671974604336466	0.40232409379061934	0.25181833951866167	0.9991665674216509
0.7287926609434425	1.7434855894120804	12.983390210246666	661.3234971345149	795.469403059375	8.25651441058792	12.983390210246666	0.30355879931624385	0.4337322127980982	7.22196890113929e-07	0.6276554052901473	0.1228606722012131	0.39807027245156	0.24849421644778297	0.9991625680871654
1.1451797985391077	1.5463440207883425	11.515278571009768	646.0229724002719	794.6035560196705	8.453655979211657	11.515278571009768	0.27880420237051023	0.4086893127185567	4.402838609893562e-06	0.5700804183675392	0.08902458847886105	0.392475064584442	0.24414866353720607	0.9991598298595489
2.120820412389541	1.3715799352883156	10.21344542519866	628.3890788964324	794.0420023906117	8.628420064711685	10.21344542519866	0.2553401330356814	0.38328885404424007	5.1788466595787574e-05	0.5105583992834309	0.063833669317281	0.3858961516263023	0.23907764795624198	0.9991580475729107
4.666365025981451	1.2181415795799007	9.063103362483515	609.3266931547505	793.7032857585526	8.7818584204201	9.063103362483515	0.23344356625869284	0.3579395352088031	0.0012123498491917442	0.4509713053717263	0.045477536045426974	0.37862212548049656	0.2335187444152718	0.9991569701004009
12.143766097228768	1.1370035245206755	8.177194844343777	589.5655388306346	793.5202567137796	8.862996475479324	8.177194844343777	0.2213359440174352	0.33590880579831345	0.0527379999534556	0.40071859421911044	0.03381078076776996	0.37089728257719345	0.2276696727655959	0.9991563871120658
26.017111480479755	2.281188502340574	11.241393274055387	571.2522495263253	793.2796430996895	7.718811497659426	11.241393274055387	0.3631778446850511	0.3919842536651224	0.5397942862260855	0.5582432482837625	0.08333915273528517	0.36356495253931176	0.22216888663162515	0.9991556198862562
15.39854956955184	4.106743151739676	23.935664401106838	576.5176962977346	790.725032646271	5.893256848260324	23.935664401106838	0.5065836026713619	0.5236612231740961	0.1258226370450179	0.8513930483241912	0.46741655927258813	0.36569059621190314	0.2237584849994036	0.9991474165531652
5.481128267544506	3.823946272431418	27.219969601981834	609.8492814216295	785.2636496974467	6.176053727568582	27.219969601981834	0.488749045466421	0.5507188439817446	0.002305247262885846	0.881083577637662	0.5634621719070474	0.3788238367774916	0.23367222228612147	0.9991295193971097
2.149891125720865	3.3950103962552713	25.10503653633807	641.1839115840476	779.8537700804912	6.604989603744729	25.10503653633807	0.45909474285180946	0.5451086670071714	5.468674601569135e-05	0.8630630071071684	0.5031444535131432	0.39068376618753586	0.24276382601448535	0.9991112939629504
1.0353262727460804	3.011208863281523	22.399716584921638	663.2764589448791	775.2522919488688	6.988791136718477	22.399716584921638	0.4294849749879165	0.5311852385108559	2.9413562448796056e-06	0.8338172859481758	0.4183665306660538	0.3987770375621363	0.24904529032921052	0.9990953896163887
0.6380535187194638	2.670710461029408	19.88497736476977	675.6664498233225	771.5482205633394	7.329289538970592	19.884977364769775	0.4003637208707857	0.5134117618714044	4.242952923789252e-07	0.7981479365881864	0.3347600372100891	0.40322252074364967	0.2525226751891805	0.9990823103413623
0.507044733834626	2.3687093593197774	17.63887452704133	679.3565135039555	768.680855250682	7.631290640680222	17.63887452704133	0.3719292600240078	0.49304127234462236	1.692095996009463e-07	0.7567678699161845	0.2599339774606286	0.40453382473652777	0.25355211599501565	0.9990720119388103
0.506738745177044	2.1008577548886267	15.644620972995714	675.800609406278	766.5383470408476	7.899142245111373	15.644620972995714	0.3443544890397102	0.4707410776888562	1.6880151442465956e-07	0.7099382399419198	0.19682683214865396	0.4032702969631384	0.25256015228886153	0.9990642161697872
0.6144982449892127	1.8632951734841272	13.875587943993	666.559681213669	764.9917186677211	8.136704826515873	13.875587943993	0.3177897612780267	0.44703124742180717	3.650248190018456e-07	0.6581569871329718	0.14601124644509564	0.3999614827644505	0.24996990913411252	0.9990585342551173
0.8826072474258748	1.6525991742695856	12.306568593524338	653.106046586359	763.9147619950919	8.347400825730414	12.306568593524338	0.2923609340269789	0.42236205372866026	1.5534928107687127e-06	0.6023092004517308	0.10657361077061148	0.3950781306105642	0.24616658177937636	0.9990545506119711
1.4916086588627788	1.4657516856204873	10.915046243881502	636.7137156612795	763.1957236818597	8.534248314379512	10.915046243881502	0.26817019321910357	0.39713125478152544	1.2672259127781439e-05	0.5436670363554047	0.07683123529310484	0.3890196004155979	0.24148003322446165	0.9990518783884232
2.9817829638227473	1.3003319890518001	9.681759734257845	618.4180068531153	762.7422228998358	8.6996680109482	9.681759734257845	0.24533029095870318	0.37170407777875264	0.00020232809983986637	0.4838349269037202	0.054893823059881934	0.3821126583085786	0.23618001603813693	0.999050187826629
7.100940995111153	1.161067722223216	8.607161876761628	599.0282972715469	762.4808514885841	8.838932277776784	8.607161876761628	0.22496657372344395	0.3467887604797879	0.00646674874543042	0.4255621474924096	0.039209264298628546	0.3746201979625255	0.2304816372720548	0.9990492116601896
18.938933267421184	1.3287554378989352	8.386549304524234	579.3736352971723	762.3331376615461	8.671244562101064	8.386549304524234	0.24935568039933312	0.33907525108580217	0.24775452896690014	0.4129188702151133	0.03637782045469954	0.36683760090002915	0.22461795661116854	0.9990486593891836
23.791299744230123	3.452480630115038	16.958775973635216	567.0322378547531	761.5337228815034	6.547519369884962	16.95877597363522	0.463265964914255	0.46503802635268565	0.45060576163802135	0.7420021189138377	0.23789206949820219	0.3618510354522208	0.22089018964896878	0.9990456631154898
9.640328287113052	4.050035486430154	26.770055719610486	589.6687338058443	757.217693559325	5.949964513569846	26.770055719610486	0.5031077804883282	0.5436484384705373	0.021632624960873603	0.8775464046419975	0.551126769086394	0.3709381214249032	0.2277004491378524	0.9990292671169281
3.5054270472904787	3.622170046719418	26.456268710377582	624.0652156722691	751.5851881961225	6.377829953280582	26.456268710377582	0.47521506664344226	0.5495722178864544	0.0003863988766150914	0.8749897107274454	0.5423611874535361	0.3842611796928008	0.2378238208200887	0.9990073004750513
1.5010433279623439	3.2132207674601774	23.856886897591146	651.4525080923406	746.516461812662	6.786779232539823	23.856886897591146	0.4454626956595388	0.5391245147480974	1.2995926155243021e-05	0.8505569114257642	0.46495538748059156	0.3944724446510785	0.24569646490143843	0.9989869626830755
0.8072070605542304	2.8498997505026193	21.212934259660486	669.0637368620797	742.3290218483437	7.150100249497381	21.212934259660486	0.41604984807164586	0.5232171990920393	1.0868742538023956e-06	0.818178042865305	0.37923555435463396	0.40086170592858955	0.25067357051902905	0.998969740083085
0.5597536054072498	2.527637758096643	18.82150909963537	677.3406119492726	739.0207687274806	7.472362241903356	18.821509099635367	0.38722089854962516	0.5041695446768711	2.5132023345965725e-07	0.7798565216052586	0.29909176836250145	0.403818167356075	0.25299007863483086	0.9989558565778813
0.4962263015238903	2.241814786033383	16.694182252608883	677.5537352892181	736.5016083960653	7.758185213966619	16.694182252608883	0.3591607349595895	0.48285702460785057	1.5522405189667457e-07	0.735935754135448	0.22944519135553215	0.403893908753036	0.25304953785214385	0.9989451169364642
0.5440302600211737	1.9883124685602331	14.806553390330048	671.2369716678837	734.6487715653795	8.011687531439767	14.806553390330048	0.3320321841919986	0.4598615742891446	2.2424981561000044e-07	0.6867501810550826	0.1720143618743148	0.4016408103980572	0.25128319905244967	0.998937123822459
0.71426884333225	1.7634773065610911	13.132264628934825	659.9293851269474	733.3326217825411	8.236522693438909	13.132264628934823	0.3059745380715847	0.43566849047749695	6.663256041616872e-07	0.6329687633014365	0.12659448357927755	0.39756473440373347	0.24810034011314613	0.9989313968760306
1.1053783726854316	1.5640739053404216	11.64731497018986	645.0213116365326	732.4325926028973	8.435926094659578	11.64731497018986	0.2811022879906783	0.4107032936372643	3.8219249788959715e-06	0.5756597517266849	0.09183768166566246	0.3921051399600652	0.24386242515280293	0.998927456894972
2.016103026140785	1.3872895675460302	10.330505607565085	627.6787864393391	731.8455616300758	8.61271043245397	10.330505607565085	0.25751160210568663	0.3853443762082711	4.2293388633992144e-05	0.5162523397892941	0.06590746513956852	0.3856281667296471	0.23887196170194042	0.9989248766631749
4.366938743172125	1.2317236444962778	9.166002476324891	608.8285712306688	731.4882448340259	8.768276355503723	9.166002476324891	0.23543362153542632	0.3599871273387281	0.0009301312295168368	0.45656781685155	0.04697060775345982	0.3784297358449739	0.23337239477696484	0.9989233020644549
11.21902992573243	1.134778627998692	8.234114295373791	589.2094278962452	731.2928795270751	8.865221372001308	8.234114295373791	0.22099854934563715	0.33713950198041487	0.03897584114504425	0.40405471006992094	0.03449722592822103	0.37075631288962685	0.2275634491161972	0.9989224398426126
