Gd	Gt	R	Rl	Rg	Rlg	Rlgp	IP3	Pc	Pcg	P	Pg	Ca	Values[L]	Values[J1]	Values[kr1]	Values[J2]	Values[kr2]	Values[J3]	Values[J4]	Values[kr4]	Values[J5]	Values[J6]	Values[J7]	Values[J8]	Values[J9]	Values[J10]	Values[J11]	Values[kr11]	Values[J12]	Values[J13]	Values[J14]	Values[J15]	Values[J16]	Values[Cpc]	Values[Cc]	Values[Cp]
10000.000000000002	0.0	13.9	0.0	5.0600000000000005	0.0	0.0	0.015000000000000001	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-0.04124999999999801	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01875	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.00399838521	0.0	13.903998385207675	0.0	5.056001614792327	0.0	0.0	0.015007740354488925	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-1.3643219531900286e-06	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018759675443111155	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517477	0.0	13.903998517481465	0.0	5.056001482518535	0.0	0.0	0.015009958002683545	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	2.573941060290963e-10	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876244750335443	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517452	0.0	13.903998517458138	0.0	5.056001482541863	0.0	0.0	0.015010593368671044	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	1.674038685450796e-11	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763241710838804	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517353	0.0	13.90399851735843	0.0	5.05600148264157	0.0	0.0	0.015010775406887375	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-1.0118696991412435e-09	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763469258609215	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517517	0.0	13.90399851751905	0.0	5.056001482480954	0.0	0.0	0.015010827557333411	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	6.451159606513102e-10	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876353444666676	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517197	0.0	13.903998517199339	0.0	5.056001482800662	0.0	0.0	0.015010842501341163	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-2.6531026264819957e-09	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763553126676453	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517432	0.0	13.90399851743597	0.0	5.056001482564032	0.0	0.0	0.015010846783171576	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-2.1195489807723789e-10	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876355847896447	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517454	0.0	13.903998517459947	0.0	5.056001482540057	0.0	0.0	0.015010848010759801	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	3.537081738613779e-11	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356001344975	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517443	0.0	13.903998517448992	0.0	5.056001482551012	0.0	0.0	0.015010848362422472	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-7.764811016386375e-11	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356045302809	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.00399851745	0.0	13.903998517455904	0.0	5.0560014825441	0.0	0.0	0.015010848462951306	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-6.330935775622493e-12	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560578689133	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.00399851745	0.0	13.903998517456419	0.0	5.056001482543584	0.0	0.0	0.015010848491682457	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-1.0160761121369433e-12	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356061460307	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456499	0.0	5.056001482543502	0.0	0.0	0.015010848499670416	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-1.7763568394002505e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062458802	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456243	0.0	5.056001482543756	0.0	0.0	0.015010848501795878	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-2.8066438062523957e-12	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062724485	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456559	0.0	5.05600148254344	0.0	0.0	0.015010848502477922	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	4.547473508864641e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.0187635606280974	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456511	0.0	5.056001482543491	0.0	0.0	0.015010848502614716	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-5.684341886080802e-14	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560628268394	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.9039985174565	0.0	5.0560014825435	0.0	0.0	0.015010848502510957	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	-1.5631940186722204e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560628138692	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456552	0.0	5.056001482543447	0.0	0.0	0.015010848502109219	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	3.765876499528531e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560627636525	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.90399851745662	0.0	5.056001482543379	0.0	0.0	0.015010848501666847	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	1.0800249583553523e-12	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560627083557	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456623	0.0	5.056001482543377	0.0	0.0	0.015010848501571668	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	1.1013412404281553e-12	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560626964586	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456548	0.0	5.0560014825434525	0.0	0.0	0.015010848501838297	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	3.339550858072471e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062729787	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456587	0.0	5.0560014825434125	0.0	0.0	0.015010848501732756	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	7.389644451905042e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560627165943	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456595	0.0	5.0560014825434045	0.0	0.0	0.015010848501775082	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	8.171241461241152e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560627218852	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456543	0.0	5.056001482543456	0.0	0.0	0.015010848502027338	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	2.913225216616411e-13	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062753417	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456523	0.0	5.056001482543478	0.0	0.0	0.015010848502198146	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	6.394884621840902e-14	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062774768	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.90399851745652	0.0	5.056001482543482	0.0	0.0	0.015010848502305885	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	2.842170943040401e-14	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560627882352	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456516	0.0	5.0560014825434845	0.0	0.0	0.015010848502389804	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	7.105427357601002e-15	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062798725	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456516	0.0	5.056001482543485	0.0	0.0	0.015010848502435012	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	0.0	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062804376	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456516	0.0	5.056001482543485	0.0	0.0	0.015010848502448677	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	0.0	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.018763560628060845	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	0.0	13.903998517456516	0.0	5.056001482543485	0.0	0.0	0.015010848502450174	9.090000000000002	0.0	90.90000000000002	0.0	0.10000000000000002	0.0	0.0	9e-09	0.0	7.562500000000001	0.0	0.0	9e-06	0.0	0.0	0.0	2.7755575615628914e-17	0.0	0.0	0.0	0.00334	0.0	0.0	2.4510664230413033	0.0	0.01876356062806272	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
10000.003998517448	5.378160971912206e-19	13.903998517456426	9.140449891640465e-14	5.056001482510242	3.324320870247683e-11	2.1512644205600943e-22	0.015010848502451024	9.090000000000002	3.3218329476179585e-27	90.90000000000002	3.3218329476179585e-27	0.10000000000000002	0.001798620996209156	7.50240709942743e-06	9e-09	2.511555408091226e-10	7.562500000000001	9.140121114378278e-10	0.0027281491269919625	9e-06	1.3297283480990733e-14	3.324320870247683e-11	8.067241457868309e-20	2.7755575615628914e-17	2.0532742626383128e-19	2.0532742626383128e-19	-1.401298464324817e-45	0.00334	1.9930997685707747e-26	1.9930997685707747e-26	2.4510664230413033	1.0851124810287892e-26	0.01876356062806378	0.007655264031883095	6.512070121971074e-07	8.506656458678916e-05
