NI_sub_c_sub_t	Notch_2	NI_sub_c_sub_s{nucleus}	Complex_br_(Su(H)/CoR)	Delta	Complex_br_(Mastermind/Su(H)/_br_CoA/NI_sub_c_sub_s)	NI_sub_c_sub_s_2	Complex_br_(Serrate/Notch)	NI_sub_c_sub_s{cytosol}	Numb	s77	Su(H)	Complex_br_(Notch/Delta)	Serrate	a46_degraded	a7_degraded	a25_degraded	Notch	Mastermind	fucose	CoR	Complex_br_(Delta/N_sub_ext)	CoA	gama secretase	Complex_br_(Serrate/N_sub_ext)	s76	Ub	N_sub_tm	E(spl)-C genes
5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.6400000000000001	5.0	5.0	0.0	5.0	0.0	0.0	0.0	5.0	0.5	5.0	5.0	0.0	0.5	0.0	0.0	5.0	0.5	0.0	0.0
5.036625565710087	0.6944524091540785	0.0034605589875550116	0.00022484724442010029	3.5636095700271904	0.00045373665066477016	0.0001503655634208079	0.724479928453572	0.007630486541469172	0.5994979158716776	4.957352216057678	4.999241786884819	1.0583021280657474	4.25503652487646	4.119084468499371e-05	0.3502358917901494	0.04050208412832234	2.474429577539727	0.49957221086034126	2.474429577539727	4.999669576024478	0.027852410116909698	0.49957221086034126	0.04264778394232891	0.02048354666996563	4.957352216057678	0.4998084435918943	0.011710391076788536	7.96292200948448e-05
5.08736203278574	0.6469282491772793	0.01375441636630493	0.0014188809191928243	2.925403368722381	0.0030999792072455637	0.0010884817903661576	1.2495879095495346	0.013229489118705744	0.5669970905918207	4.951805128669622	4.994635784077437	1.5037549563955295	3.681769740659188	0.0005181102761635239	0.5211356532955793	0.07300290940817948	1.4813805134998737	0.4976041589594977	1.4813805134998737	4.9970316251179385	0.049706021586508616	0.4976041589594977	0.04819487133038443	0.06864234979127518	4.951805128669622	0.49839340793347064	0.030986338592042566	0.0008453557961251263
5.119622548783908	0.5954837028120527	0.027128001910644448	0.0033456078103653464	2.7685059383927912	0.00783032467174535	0.002974034628188526	1.4785623312265412	0.015110185390100834	0.5409078921136296	4.951083573980153	4.986335840971276	1.533953554259053	3.4050143980602043	0.0018131165709474408	0.6431086508037711	0.09909210788637045	1.22114528444472	0.4957927600261573	1.22114528444472	4.990543080945118	0.05443185654438278	0.4957927600261573	0.0489164260198537	0.1164232707132514	4.951083573980153	0.4952128488008645	0.051232578473723804	0.0024882265466149005
5.137107573785449	0.5752684315242564	0.04247131006768183	0.0056814563357253664	2.721852037272903	0.013965673431489915	0.005740435335076825	1.5803135521815006	0.015562327032464905	0.5199596928509826	4.950989714501613	4.975645296448656	1.480847498317545	3.2641997269586667	0.003995747808455059	0.7440941442684673	0.12004030714901763	1.1548774769757868	0.4961843530282213	1.1548774769757868	4.979460943420434	0.05320632014108212	0.4961843530282213	0.04901028549839169	0.1554867208598297	4.950989714501613	0.49026381685646847	0.07158546721545729	0.004707573784131426
5.144924448419743	0.5676551676374266	0.059821898403225854	0.008344908332831007	2.686814764665505	0.021298758070975223	0.009330738961044359	1.6300642021892333	0.015600823863886382	0.5031357210781808	4.950977505290127	4.963032687350976	1.4298592252083866	3.1843326965260217	0.007032033029799297	0.8320769827462201	0.13686427892181965	1.1355692763003262	0.49985781401307555	1.1355692763003262	4.963174873337898	0.051249027379886736	0.49985781401307555	0.04902249470987832	0.18560310128474203	4.950977505290127	0.48363722800915676	0.0919276802448801	0.007323646245221827
5.145805377089617	0.5650712946995996	0.07941899447221523	0.01134862542152055	2.6491018478431037	0.030007651758298434	0.013702067263500508	1.656782534637927	0.015552426922601064	0.4896216170414636	4.950975917119442	4.948338972179792	1.3908008022240106	3.1348566567897205	0.010877706358114482	0.9104127818630176	0.1503783829585368	1.1292999917962478	0.5073111954638394	1.1292999917962478	4.941027776715954	0.04968456806986758	0.5073111954638394	0.04902408288056437	0.20836080857234882	4.950975917119442	0.4754202263783853	0.11223999955259159	0.010304750640393509
5.141494540320072	0.5648244521634439	0.10151861978255561	0.014725382254320084	2.60946739696705	0.04048604519888685	0.018815173297943102	1.6726831106877276	0.015508929920413321	0.4787646709678029	4.950975710530566	4.931110065715408	1.360901484408654	3.1018428536901625	0.01549183699555735	0.9810938706670087	0.1612353290321974	1.1275796691607822	0.5188178167371548	1.1275796691607822	4.912292248978252	0.04853724795728592	0.5188178167371548	0.04902428946944153	0.22547403562210822	4.950975710530566	0.4656929897064998	0.13251674325931437	0.013678506831391409
5.1333134871706765	0.5657810040666206	0.126355711545171	0.018507445306659664	2.5697917869897693	0.05327306205801651	0.02462746881333431	1.6832994257131297	0.015492752397745634	0.47004143492946654	4.950975683657568	4.910731165833954	1.3370179534739703	3.0783140944238543	0.0208335697074294	1.0455085618491518	0.16995856507053386	1.12783343919616	0.5345548120842417	1.12783343919616	4.876176353749712	0.047681697687107095	0.5345548120842417	0.049024316342439526	0.23838647986301395	4.950975683657568	0.45453896147923667	0.15275469037943853	0.017488326801374725
5.122286849642615	0.5673841316909797	0.1541232145734243	0.022719745389955127	2.5312178122245177	0.06903950486334394	0.03108747595940049	1.691233484317312	0.015507501130084604	0.46303193029826345	4.950975680161951	4.886462332564567	1.3170757710109964	3.0605469756644004	0.026856727032003296	1.1046875766837745	0.1769680697017368	1.1290682328817176	0.5546233882385376	1.1290682328817176	4.831838944326028	0.04701884008071067	0.5546233882385376	0.04902431983805396	0.24821954001828578	4.950975680161951	0.4420557970085966	0.17295153045637487	0.02177841718213929
