H	Htot	A	HOH	AOH	HF	HP	FIHfree	CAD	NAD	CADOH	A for plotting	Values[kdeg_A]	Values[ksyn_A]	Values[KiFH]	Values[KiFA]	Values[kcatFH]
0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.009900990099009901	0.0	0.0	0.0	1.0	0.2	20.0	101.0	1.0	500.0
0.6321205588369916	0.6321205588369916	100.0	0.0	0.0	0.6259610982865382	0.5603009582304649	0.015999465891535395	0.6781532204650539	0.6781532204650539	0.0	1.0	0.2	20.0	101.0	1.6259610982865382	500.0
0.8646647168069624	0.8646647168069624	100.0	0.0	0.0	0.8562581819777719	0.7772012143012196	0.018224291910089174	0.7424151383048007	0.7424151383048007	0.0	1.0	0.2	20.0	101.0	1.856258181977772	500.0
0.9502129317080307	0.9502129317080307	100.0	0.0	0.0	0.9409822743865845	0.8578634686677856	0.01904025477371009	0.7600408759249175	0.7600408759249175	0.0	1.0	0.2	20.0	101.0	1.9409822743865845	500.0
0.9816843611875358	0.9816843611875358	100.0	0.0	0.0	0.9721508673941344	0.8876369391700052	0.01934009286475426	0.7659330104316503	0.7659330104316503	0.0	1.0	0.2	20.0	101.0	1.9721508673941344	500.0
0.9932620530468065	0.9932620530468065	100.0	0.0	0.0	0.9836171980682096	0.8986026816735935	0.019450351463958307	0.7680284523208366	0.7680284523208366	0.0	1.0	0.2	20.0	101.0	1.9836171980682096	500.0
0.9975212478462979	0.9975212478462979	100.0	0.0	0.0	0.987835431616972	0.9026384347720231	0.019490907157744507	0.7687899134615656	0.7687899134615656	0.0	1.0	0.2	20.0	101.0	1.987835431616972	500.0
0.9990881180299425	0.9990881180299425	100.0	0.0	0.0	0.9893872338430896	0.9041233312026518	0.01950582592757212	0.7690687830668886	0.7690687830668886	0.0	1.0	0.2	20.0	101.0	1.9893872338430896	500.0
0.9996645373402998	0.9996645373402998	100.0	0.0	0.0	0.9899581100760813	0.904669624534306	0.019511314122987993	0.7691712042755776	0.7691712042755776	0.0	1.0	0.2	20.0	101.0	1.9899581100760813	500.0
0.9998765901696716	0.9998765901696716	100.0	0.0	0.0	0.9901681237365594	0.9048705987551879	0.01951333310208928	0.7692088600804471	0.7692088600804471	0.0	1.0	0.2	20.0	101.0	1.9901681237365594	500.0
0.9999546000552716	0.9999546000552716	100.0	0.0	0.0	0.9902453834558571	0.9049445336054441	0.019514075841008817	0.7692227097875229	0.7692227097875229	0.0	1.0	0.2	20.0	101.0	1.990245383455857	500.0
0.999983298285233	0.999983298285233	100.0	0.0	0.0	0.9902738057153613	0.9049717327892759	0.019514349079076888	0.7692278043912406	0.7692278043912406	0.0	1.0	0.2	20.0	101.0	1.9902738057153613	500.0
0.999993855797595	0.999993855797595	100.0	0.0	0.0	0.9902842617036853	0.9049817388423625	0.01951444959793113	0.7692296785387969	0.7692296785387969	0.0	1.0	0.2	20.0	101.0	1.9902842617036853	500.0
0.9999977396782321	0.9999977396782321	100.0	0.0	0.0	0.9902881082358235	0.9049854198544315	0.01951448657664009	0.7692303679895212	0.7692303679895212	0.0	1.0	0.2	20.0	101.0	1.9902881082358235	500.0
0.9999991684603143	0.9999991684603143	100.0	0.0	0.0	0.9902895232783351	0.9049867740064526	0.01951450018017715	0.7692306216200797	0.7692306216200797	0.0	1.0	0.2	20.0	101.0	1.990289523278335	500.0
0.9999996940893916	0.9999996940893916	100.0	0.0	0.0	0.9902900438528164	0.9049872721801927	0.019514505184729355	0.7692307149270982	0.7692307149270982	0.0	1.0	0.2	20.0	101.0	1.9902900438528164	500.0
0.9999998874629662	0.9999998874629662	100.0	0.0	0.0	0.9902902353668566	0.9049874554532321	0.019514507025853032	0.7692307492537793	0.7692307492537793	0.0	1.0	0.2	20.0	101.0	1.9902902353668566	500.0
0.999999958602801	0.999999958602801	100.0	0.0	0.0	0.9902903058225903	0.904987522877201	0.0195145077031805	0.7692307618821538	0.7692307618821538	0.0	1.0	0.2	20.0	101.0	1.9902903058225903	500.0
0.9999999847843976	0.9999999847843976	100.0	0.0	0.0	0.9902903317524121	0.9049875476912471	0.019514507952457308	0.7692307665297747	0.7692307665297747	0.0	1.0	0.2	20.0	101.0	1.990290331752412	500.0
0.999999994398638	0.999999994398638	100.0	0.0	0.0	0.9902903412742035	0.9049875568033044	0.01951450804399522	0.7692307682364445	0.7692307682364445	0.0	1.0	0.2	20.0	101.0	1.9902903412742035	500.0
0.9999999979284404	0.9999999979284404	100.0	0.0	0.0	0.9902903447700595	0.9049875601487338	0.019514508077602695	0.7692307688630368	0.7692307688630368	0.0	1.0	0.2	20.0	101.0	1.9902903447700595	500.0
0.9999999992596542	0.9999999992596542	100.0	0.0	0.0	0.9902903460884787	0.9049875614104139	0.019514508090277344	0.7692307690993468	0.7692307690993468	0.0	1.0	0.2	20.0	101.0	1.9902903460884787	500.0
0.9999999997304632	0.9999999997304632	100.0	0.0	0.0	0.9902903465547581	0.9049875618566311	0.01951450809475993	0.7692307691829224	0.7692307691829224	0.0	1.0	0.2	20.0	101.0	1.9902903465547581	500.0
0.9999999998979817	0.9999999998979817	100.0	0.0	0.0	0.9902903467206627	0.9049875620153994	0.019514508096354855	0.7692307692126595	0.7692307692126595	0.0	1.0	0.2	20.0	101.0	1.9902903467206627	500.0
0.9999999999603981	0.9999999999603981	100.0	0.0	0.0	0.99029034678248	0.9049875620745558	0.019514508096949136	0.7692307692237392	0.7692307692237392	0.0	1.0	0.2	20.0	101.0	1.99029034678248	500.0
0.9999999999850521	0.9999999999850521	100.0	0.0	0.0	0.9902903468068942	0.9049875620979219	0.019514508097183844	0.7692307692281158	0.7692307692281158	0.0	1.0	0.2	20.0	101.0	1.9902903468068942	500.0
0.9999999999967988	0.9999999999967988	100.0	0.0	0.0	0.9902903468185329	0.9049875621090551	0.01951450809729573	0.769230769230201	0.769230769230201	0.0	1.0	0.2	20.0	101.0	1.990290346818533	500.0
1.000000000004748	1.000000000004748	100.0	0.0	0.0	0.9902903468264057	0.904987562116589	0.019514508097371416	0.769230769231612	0.769230769231612	0.0	1.0	0.2	20.0	101.0	1.9902903468264057	500.0
1.0000000000061993	1.0000000000061993	100.0	0.0	0.0	0.990290346827841	0.9049875621179646	0.019514508097385218	0.7692307692318696	0.7692307692318696	0.0	1.0	0.2	20.0	101.0	1.990290346827841	500.0
1.0000000000055789	1.0000000000055789	100.0	0.0	0.0	0.9902903468272299	0.9049875621173764	0.01951450809737934	0.7692307692317595	0.7692307692317595	0.0	1.0	0.2	20.0	101.0	1.99029034682723	500.0
1.000000000005735	1.000000000005735	100.0	0.0	0.0	0.9902903468273792	0.9049875621175244	0.019514508097380773	0.7692307692317872	0.7692307692317872	0.0	1.0	0.2	20.0	101.0	1.9902903468273792	500.0
1.0000000000040916	1.0000000000040916	100.0	0.0	0.0	0.990290346825752	0.9049875621159669	0.01951450809736513	0.7692307692314956	0.7692307692314956	0.0	1.0	0.2	20.0	101.0	1.990290346825752	500.0
1.0000000000028786	1.0000000000028786	100.0	0.0	0.0	0.9902903468245512	0.9049875621148172	0.019514508097353587	0.7692307692312802	0.7692307692312802	0.0	1.0	0.2	20.0	101.0	1.9902903468245512	500.0
1.0000000000019835	1.0000000000019835	100.0	0.0	0.0	0.9902903468236701	0.9049875621139689	0.019514508097345118	0.7692307692311213	0.7692307692311213	0.0	1.0	0.2	20.0	101.0	1.9902903468236701	500.0
