SMAC	C3	Casp9(p35-p12)	BIR12	BIR3R	XIAP-p2 fragment	BIR12-Casp3	XIAP-Casp9-Casp3	BIR3R-Casp9	XIAP	Casp9(p35-p10)	BIR12-SMAC	BIR3R-p2frag	XIAP-Casp3	XIAP-Casp9	BIR3R-SMAC	ProCasp3	XIAP-p2frag-Casp3	XIAP-2*SMAC	XIAP-p2frag-2*SMAC	Casp3 Substrate	cytosolic Cytochrome C	SMAC in mitochondrium	ProCasp9	APAF1	Clevage Products	Cytochrome C in mitochondrium	Values[limiting factor for apoptosome formation]	Values[free SMAC per XIAP]	Values[XIAP2*SMAC per XIAP]	Values[normalised Casp-9]	Values[normalised Casp9-P]	Values[normalised Casp-3]	Values[normalised Procasp-3]	Values[percent SMAC release]	Values[percent Apoptosome formation]	Values[XIAP_norm]	Values[XIAP_C3_norm]	Values[XIAP_C9_norm]	Values[XIAP_p2frag_norm]	Values[BIR12_norm]	Values[BIR3R_norm]	Values[BIR12_C3_norm]	Values[BIR3R_C9_norm]	Values[BIR3R_p2frag_norm]
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.12000000000000001	0.0	0.0	0.0	1.0	0.0	0.126	0.030000000000000002	3.372	0.0	10.0	0.03	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.009961495623495409	7.80471115086375e-05	0.0009017555280310375	4.2485875380736876e-05	3.771951518003565e-05	2.685555452343024e-06	3.5270336341868637e-07	5.626512564379448e-05	4.685279952760475e-06	0.054699914798546204	3.3017839043087235e-06	8.097425578511868e-08	1.8491256476386852e-09	0.0004570663860279803	0.006722216074602619	5.893074529449328e-08	0.11940162624293957	2.2435501557769207e-08	0.0009336282554267474	7.00836747965086e-10	0.9993167923731029	3.700394750517979	0.1141211816972584	0.022194156694863666	3.364194156694863	0.0006832076268966541	6.299605249482008	0.022194156694863666	0.15811897815072076	0.014819496117884877	0.030058517601034583	0.00011005946347695745	0.0006503925959053125	0.9950135520244965	0.09427633573604455	0.26019477683787773	0.8682526158499397	0.008148119232885312	0.10759493968645101	4.298398339525069e-05	0.0006743789742974108	0.0005987224631751691	5.5984660860108935e-06	7.436952305969008e-05	2.9351200756169606e-08
0.014213281950134356	0.00010869329881341986	0.000970051951117631	0.00010919547057668363	8.653496124779544e-05	1.3159693292308795e-05	2.1750724216507114e-06	0.00024255785838531602	2.2580268483097368e-05	0.045365978747656126	1.508191551121354e-05	3.7435289312474913e-07	2.4171270307554072e-08	0.0009487962281106457	0.011873673863907518	3.7205140744483335e-07	0.1186647279933127	2.69308632383503e-07	0.004067821613451544	7.085934710753342e-09	0.9982134966855046	6.031497369697541	0.10336225485696886	0.016419353046648273	3.3584193530466484	0.0017865033144951192	3.968502630302446	0.01641935304664827	0.22560765000213265	0.06456859703891339	0.03233506503725437	0.0005027305170404513	0.0009057774901118321	0.9888727332776057	0.17966464399231075	0.452688231778391	0.7200949007564464	0.018910382325332726	0.19232113844909263	0.00021315876070940155	0.001733261437725137	0.0013735708134570705	3.452495907382082e-05	0.00035841696004916453	3.83670957262763e-07
0.016375322045890147	0.0001556895273550002	0.0010543623699581742	0.00020055031470942033	0.00014466640399770617	3.4181485741733704e-05	6.934700485910076e-06	0.0005472873270919062	5.70458063204024e-05	0.03710147212847271	3.8788310049318205e-05	8.980097648907899e-07	1.2113410858526273e-07	0.0014365080057375677	0.015204735373236944	1.006180624884124e-06	0.11777098057229375	1.242145232349476e-06	0.007610702692088306	2.4509268813160127e-08	0.9966497946419507	7.499999998205521	0.093617640215639	0.012147123145416794	3.3541471231454154	0.0033502053580498035	2.500000001794468	0.012147123145416794	0.25992574676016106	0.12080480463632232	0.035145412331939144	0.001292943668310607	0.001297412727958335	0.981424838102448	0.2570028554314365	0.5950958951527735	0.5889122560075033	0.03148881480681704	0.2500321063544262	0.000562279856731479	0.003183338328720957	0.002296292126947717	0.00011007461088746151	0.0009054889892127364	1.922763628337504e-06
0.018193514155434357	0.00022660317389710448	0.0011490896625374401	0.00032662327592743835	0.00021896700134663516	6.954332100427334e-05	1.7733296289854008e-05	0.0009797885825863744	0.00011389082435420813	0.030244945854635934	7.98571970308297e-05	1.753653716767714e-06	4.27511404837386e-07	0.0019840480785694252	0.0171421337082757	2.071690697953186e-06	0.11663081045678086	4.054614924088116e-06	0.010743435565995413	6.163109827641821e-08	0.9943962929199368	8.425098685197295	0.08479171213585517	0.008986505149929658	3.350986505149929	0.005603707080063214	1.5749013148026905	0.008986505149929658	0.2887859389751485	0.17053072326976842	0.038302988751248004	0.0026619065676943233	0.0018883597824758708	0.9719234204731739	0.32704990368368925	0.700449828335678	0.4800785056291418	0.047045026367552374	0.28764956017241383	0.0011682212052120866	0.005184496443292672	0.0034756666880418276	0.00028148089348974613	0.0018077908627652081	6.785895314879142e-06
0.020067212032417632	0.0003367377385780904	0.0012576646824431674	0.0005012420837153758	0.0003192088155015258	0.00012424961186197	4.125307332193102e-05	0.001568789161673916	0.0002028658775826009	0.02457267861777359	0.00014684189888562168	3.1458121235787823e-06	1.2737799670294522e-06	0.0026571747277630876	0.017962613410009924	3.817994116076833e-06	0.11511803099405973	1.1212949618317293e-05	0.013327124887192407	1.3405197561716173e-07	0.9910901577342757	9.007874340167506	0.076797860214903	0.006648263448302025	3.3486482634483004	0.00890984226572407	0.9921256598324849	0.006648263448302024	0.3185271751177402	0.21154166487606996	0.04192215608143891	0.004894729962854056	0.0028061478214840866	0.9593169249504978	0.39049317289759533	0.7783912183899325	0.3900425177424379	0.06707879189582545	0.3100222630426006	0.0021501993885759884	0.00795622355103771	0.005066806595262314	0.0006548106876496987	0.003220093294961919	2.021872963538813e-05
0.02213225794243	0.0005128075479070427	0.0013825736088952131	0.000742920760871905	0.00046048119380156485	0.00020434017007126695	9.224533640335105e-05	0.002361195499309893	0.0003402574937071273	0.019791542755401605	0.00025363887434241486	5.433837754997109e-06	3.4794630826539798e-06	0.0035338351878262033	0.017829499399647626	6.689195614104051e-06	0.11304990361120576	2.8418191480880608e-05	0.015351564358665493	2.682816477579226e-07	0.9861350168589301	9.374999997914257	0.06955763936147544	0.004918420024367086	3.346918420024365	0.013864983141070346	0.625000002085735	0.004918420024367086	0.35130568162587306	0.24367562474072207	0.046085786963173773	0.00845462914474716	0.004273396232558689	0.9420825300933813	0.44795524316289337	0.8360526658544305	0.314151472307962	0.09357191566882692	0.3204872206183733	0.0036945771674944056	0.011792393029712777	0.007309225298437538	0.00146421168894208	0.00540091259852583	5.522957274053936e-05
0.024523301423932706	0.0008050727154532987	0.0015278691341395494	0.0010739660997374667	0.0006673230214815623	0.00031538156950627986	0.00020411731645086898	0.0034162163496299714	0.0005534198144015045	0.015640825004874258	0.00042356424896203363	9.267774059219545e-06	9.133810684582981e-06	0.004711334833529644	0.01681001199203282	1.1474002563794375e-05	0.11015779395182698	6.872666539768868e-05	0.016802983609060625	5.085177170433483e-07	0.9785185247171567	9.606274670063465	0.06300000000003067	0.003638672824097856	3.345638672824096	0.021481475282844185	0.3937253299365232	0.0036386728240978554	0.3892587527608366	0.26671402554064483	0.05092897113798498	0.014118808298734456	0.006708939295444155	0.9179816162652249	0.49999999999975664	0.8787109058634048	0.2482670635694326	0.12900874893904152	0.321051243518457	0.006096956109586802	0.017047080948213757	0.01059242891240575	0.0032399574039820474	0.00878444149843658	0.00014498112197750763
0.027458352175790655	0.001316249267510789	0.0017013072611244673	0.0015145394147349374	0.00098231138436103	0.00045753770246901833	0.0004549656209183467	0.004784497103250484	0.0008895701182287933	0.011909352380551583	0.0006977878009425179	1.5891779657524177e-05	2.382812876881756e-05	0.006309736429271636	0.014893974211692194	1.963358751610904e-05	0.10603881019781969	0.00016218363185824242	0.017622565850920834	9.251152347253199e-07	0.966432186643228	9.751968584067628	0.05706059084866237	0.002691909160970692	3.344691909160968	0.03356781335677254	0.24803141593236028	0.002691909160970692	0.435846859933185	0.27972326747493387	0.05671024203748225	0.023259593364750596	0.01096874389592324	0.8836567516484974	0.5471381678677589	0.9102696946343103	0.18903733937383466	0.17609894496066855	0.3123566875387726	0.009836846576623185	0.02404030817039583	0.015592244196206825	0.007221676522513439	0.01412016060680624	0.00037822426617170726
0.031321477200810834	0.0022768456257558634	0.001914624018831499	0.002061129202960871	0.0014853279364129813	0.0006121610870018964	0.0010335402355598896	0.006437785972638572	0.001432998091403595	0.008462515164433877	0.0011540676837766225	2.783532159628325e-05	6.366250835941766e-05	0.008457102848446857	0.01204160779801576	3.398394938673344e-05	0.10007768782859292	0.0003772282198066932	0.017666574191901905	1.6110848847357262e-06	0.9464250894535994	9.843749998664466	0.05168112742852475	0.0019914884578996947	3.3439914884578963	0.053574910546401476	0.1562500013355237	0.0019914884578996947	0.49716630477477514	0.28042181256987153	0.06382080062771664	0.03846892279255408	0.01897371354796553	0.8339807319049408	0.5898323219958352	0.9336170514033435	0.13432563753069646	0.2364268066838957	0.2933237106453069	0.015704592171564915	0.03271633655493446	0.023576633911317164	0.01640540056444269	0.02274600145085071	0.0010105160057050423
