pEGF-EGFR2	EPn	SHP	Raf1active	pSTAT3c	cbl	Ras-GTP	Grb2	Takt	pSTAT3n	ppMEK	pEGF-EGFR2-pShc-Grb2-SOS	pEGF-EGFR2-Grb2-SOS	EGF-EGFR	pShc	STAT3c	ppERK	Ras-GDP	PIP3	PP2	Pase2	Pase3	PP1	pPI3K	SOS	Ras-GAP	pEGF-EGFR2-PI3K	pEGF-EGFR2-pShc	Aktm-PDK1	EGF-EGFR2	PI3K	pAktm	pEGF-EGFR2-Ras-GAP	Shc	Grb2-SOS	STAT3n	pMEK	pERK	pSTAT3c-pSTAT3c	pEGF-EGFR2-STAT3c	Aktm	pEGF-EGFR2-Grb2	Pase	pAkt-Takt	pAktm-PDK1-Takt	EGFR	TP4-pPI3K	pEGF-EGFR2-pShc-Grb2	pAktm-Takt	pEGF-EGFR2-cbl	pEGF-EGFR2-Grb2-SOS-cbl-EPn	pSTAT3n-pSTAT3n	Raf1active-MEK	pEGF-EGFR2-pShc-Grb2-SOS-cbl	pEGF-EGFR2-STAT3c-cbl-EPn	ppMEK-ERK	Raf1	pAktm-PDK1	pRaf1active	pEGF-EGFR2-SHP2	ppERK-pEGF-EGFR2-Grb2-SOS	TP4	pEGF-EGFR2-pShc-Grb2-SHP2	ppMEK-Pase2	pERK-Pase3	pEGF-EGFR2-PI3K-cbl	pSTAT3c-PP1	pSTAT3n-PP2	PIP2	pEGF-EGFR2-Ras-GAP-Ras-GTP	pEGF-EGFR2-Shc	Aktm-Takt	pEGF-EGFR2-Grb2-SOS-Ras-GDP	Akt	pEGF-EGFR2-pSTAT3c	pEGF-EGFR2-cbl-EPn	STAT3c-pSTAT3c	MEK	ERK	EGF	pEGF-EGFR2-Grb2-SOS-cbl	pEGF-EGFR2-pPI3K	Ras-GTP-Ras-GAP	pEGF-EGFR2-STAT3c-cbl	pEGF-EGFR2-PI3K-cbl-EPn	Aktm-PDK1-Takt	pEGF-EGFR2-pShc-Grb2-SOS-Ras-GDP	pSOS	ppERK-pEGF-EGFR2-pShc-Grb2-SOS	pPI3K-PIP2	Raf1active-pMEK	pEGF-EGFR2-Grb2-SHP2	pShc-SHP2	pEGF-EGFR2-Ras-GAP-SHP2	ppMEK-pERK	pAkt	STAT3n-pSTAT3n	Raf1-Ras-GTP	TP4-PI3K	pEGF-EGFR2-pShc-Grb2-SOS-cbl-EPn	ProEGFR	pSTAT3c-pSTAT3c-PP1	PDK1	ppERK-Pase3	pSTAT3n-pSTAT3n-PP2	Akt-Takt	pMEK-Pase2	Raf1active-Pase	pAkt_total
0.0	0.5	0.10000000000000002	0.0	0.0	0.8000000000000002	0.0	1.0	0.10000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.15	0.0	0.6	0.020000000000000004	0.002	0.5	0.0	0.3	0.10000000000000002	0.0	0.0	0.0	0.0	0.20000000000000004	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.20000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.10000000000000002	0.0	0.0	0.0	0.6800000000000002	0.4000000000000001	0.008196700000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.10000000000000002	0.0	0.0	0.0	0.0	0.0	0.0
7.095058537229968e-06	0.4999987970666762	0.09999542614363709	8.333562788281902e-10	5.229853852191157e-07	0.79999752337847	3.089856616289942e-07	0.9718377366801186	0.0999900059631732	2.0178312820180135e-17	4.4393620021624885e-21	8.012776147328257e-07	4.5185258215945804e-07	0.007097996077741767	2.2255471722788428e-05	0.9999958346965154	1.043102170186274e-44	0.14998861073355482	9.879991319962898e-09	0.6	0.01999999999993461	0.002	0.499999917812651	1.874874028217158e-08	0.2718517895584069	0.09999995524307297	5.678537813982557e-07	1.553987913532478e-05	1.0872501443994677e-10	0.00023486945505784995	0.1999887977186668	3.028200875398857e-12	3.5917610678339096e-08	0.9996976818934677	0.028135773686786276	1.5340617291904305e-21	1.1542931554151125e-10	1.6853674697785016e-22	1.0210506040160666e-12	2.9554522892058205e-06	1.5141204294251047e-09	4.519258057878892e-06	0.4999999959927222	4.837197683966845e-14	3.368465338932857e-11	0.29679173447516544	1.1010410093705318e-09	7.544435320968011e-06	4.084426374677232e-13	7.979495930020455e-07	3.1625439484568284e-08	7.729332681221634e-16	2.373057695334711e-10	5.4400671604648894e-08	2.879267528088448e-07	1.7116184712421467e-22	0.49999994913716617	2.1391109296601112e-10	1.123476421394748e-22	1.0639178586423202e-06	1.162689932924967e-51	0.19999990685456592	1.120495828366264e-06	7.711343323920014e-23	9.295027225368321e-26	6.277777304286439e-08	8.218726660666789e-08	1.4301988177783987e-18	0.4999999805231453	2.1043877780565034e-15	0.00024756297563016834	4.122314354186665e-14	5.135140267336936e-06	0.09999000412297258	4.589599084820584e-12	7.951146853318597e-07	3.289761802008729e-11	0.6799999996471997	0.4000000000000001	9.136678669045857e-07	4.186476411817914e-08	1.0391667178426173e-05	6.662860985562779e-09	3.166791993949003e-07	6.036573912347783e-08	2.573714495901928e-13	5.892692759455643e-06	3.625176119951054e-54	1.9860933675608832e-51	7.722686777927147e-09	2.354647687864762e-20	8.68689081100269e-07	1.5185771417363608e-06	2.1764531087262637e-09	6.000866409872214e-44	4.1586974176734e-13	3.719844368356426e-20	4.578489373817427e-08	9.204439308618926e-08	2.7900707069099623e-08	0.9950124791927021	8.238651481095265e-14	0.09999999964342186	4.203034593652737e-48	6.326816022960589e-17	9.994002386781356e-06	6.542712916177107e-14	4.007278030186472e-09	3.444070617166197e-12
9.690009874673191e-06	0.49999401940024096	0.09996948148194328	2.5626175704706484e-08	1.5350519478591392e-06	0.7999912715996897	4.34826832527541e-06	0.9469464761754531	0.09998002310929345	1.801833876678524e-15	6.088318639783753e-17	3.3470163353859027e-06	8.801444778887332e-07	0.006223888244782049	0.00013443299677818823	0.9999916646901391	2.613858208996431e-35	0.1499140261573723	3.3650544104435074e-08	0.5999999999999942	0.019999999985076372	0.002	0.4999994619918896	5.716096038323375e-08	0.2469891697584669	0.09999977315410903	7.855030670054167e-07	3.8365799723033356e-05	5.803414793885938e-10	0.00021857693611269867	0.1999647568429991	6.915349670492181e-11	1.0107132237294502e-07	0.999169789775198	0.052925119682776564	7.1914399607729765e-19	1.2667765146916221e-08	7.146026130154638e-18	1.9361514312114997e-11	4.191432381919709e-06	6.955384152644952e-09	7.749392866087191e-06	0.49999976557362585	5.246041442685424e-12	8.303240087387499e-10	0.30175425368172915	6.4108863879042865e-09	2.7068751041053813e-05	1.983786102600256e-11	1.4887915942896103e-06	2.245478413701517e-07	3.163613643708478e-14	1.1475353209587882e-08	3.8382167593337117e-07	1.435665625884498e-06	3.2257079903863382e-18	0.4999984697917976	2.5275514975633568e-09	1.9666742179686088e-19	2.831515129202083e-06	1.2435064224377576e-41	0.1999998076569262	5.962550417010239e-06	2.2247841265153488e-18	8.359616513362536e-21	1.2005639861712154e-07	5.380044864876615e-07	2.8926724046638326e-16	0.4999999309153604	1.1088443942947262e-13	0.0005417754288746086	7.619759400807731e-13	2.1683887808618853e-05	0.09998001295560886	4.0104781183372296e-11	3.535297721508976e-06	2.1553035227292664e-10	0.6799999758419575	0.4000000000000001	7.874309483825949e-07	1.203162818950889e-07	3.378363437219447e-05	1.1724625920993791e-07	6.346382071019634e-07	2.800240591561271e-07	1.56709191500167e-11	5.856575982432044e-05	1.5375494748356949e-43	4.607631061875971e-41	2.443506977749654e-08	1.4790205860824997e-16	1.9128886892912106e-06	1.980303562278186e-05	8.528198411462798e-09	6.652602777370009e-35	2.1253979875289318e-11	7.860556996607902e-18	1.2586802994834099e-06	1.8593218738089784e-07	5.050645106495845e-07	0.99004983374922	3.624107026145804e-12	0.09999999604611216	2.3059255339425228e-38	5.935488861696981e-15	1.997601886578513e-05	1.4923656151569004e-11	2.3442637417741914e-07	9.040747658021112e-11
1.0649941580223374e-05	0.499986651223472	0.09991500703520476	1.466884265044528e-07	2.4921903924624066e-06	0.7999827839294754	1.646517367740785e-05	0.9248560979407772	0.09997004998959322	1.701298199501891e-14	8.887485432176971e-15	5.980961890664286e-06	1.1953082641031054e-06	0.00554215636328098	0.00030127219357854886	0.9999876420176568	2.3498672402362154e-30	0.14976727741509227	6.010012723638093e-08	0.5999999999999375	0.01999999973891114	0.001999999999999997	0.49999863731767724	9.872637716790722e-08	0.22492063515149646	0.09999934139874	8.664055247100956e-07	5.1352525732836455e-05	1.1833276049426808e-09	0.0001840166092442103	0.19993609422164418	2.94386836263037e-10	1.633488905715615e-07	0.9986412133968322	0.07485970956402513	1.8112653717738643e-17	1.4620713275505108e-07	1.9386268637998494e-15	7.803800411280657e-11	4.652198188020344e-06	1.3630505476160485e-08	9.375605454780828e-06	0.49999812283757533	5.060775072589182e-11	3.6513774566407555e-09	0.3066920499190939	1.528512410432752e-08	4.2200834101705696e-05	1.218277122759015e-10	1.8728658769139439e-06	5.730178651476553e-07	1.934325833131927e-13	7.981337808408815e-08	8.429008713263544e-07	3.038712613731175e-06	5.330454260114744e-16	0.4999910776265673	7.892879591325097e-09	8.22668604369374e-18	4.337542935819812e-06	2.3908559545629587e-36	0.19999970060558744	1.0506255989617784e-05	4.98795959098711e-16	3.497881169837275e-18	1.5185914075800437e-07	1.362658609520636e-06	4.395707291849639e-15	0.49999987033219256	7.529374981828712e-13	0.0007111056034554028	4.833502873935397e-12	4.302870493445292e-05	0.09997002684766966	1.0825457356832161e-10	7.240692934818718e-06	5.463819616033055e-10	0.6799997737183772	0.3999999999999975	6.895222074017785e-07	1.882480447391878e-07	6.186630104065595e-05	4.797858602943518e-07	8.108174943437184e-07	5.804209985085076e-07	1.1768024635055635e-10	0.00016593021049209089	6.069548535968923e-38	1.1768950498738488e-35	4.267086143203616e-08	1.3389064976853828e-14	2.454515172952776e-06	6.76791849407232e-05	1.546575607850763e-08	3.64856805415487e-30	1.4082405769716632e-10	1.2454144798300943e-16	6.818709190631595e-06	2.841092884538651e-07	1.915932115379695e-06	0.9851119396031143	2.3713539515771865e-11	0.09999998715473518	3.268039613653598e-33	5.871820064034073e-14	2.9946064080167846e-05	2.610883858184541e-10	1.8771624245138636e-06	4.352108939602033e-10
1.080465106700444e-05	0.4999776297386035	0.09983761943627367	4.410519004468329e-07	3.301182542186023e-06	0.7999728741951249	3.815665809048798e-05	0.9051849231210475	0.09996008586086544	7.013699207634656e-14	2.2265339805863142e-13	8.303771828022096e-06	1.4514101315938298e-06	0.0049953254741098175	0.0004753320248600682	0.9999837898928976	3.974011672022772e-27	0.14956742792005395	8.515262346548664e-08	0.599999999999723	0.019999998320736994	0.0019999999999998196	0.49999756479575713	1.376477648566759e-07	0.20526237351736024	0.09999861109792256	8.806004659983825e-07	5.671909836210184e-05	1.7811426143629176e-09	0.0001563623827796274	0.19990599259336791	7.188521377792496e-10	2.139110993496357e-07	0.9981549643751952	0.09434748305545584	1.508291218660385e-16	7.085372639736438e-07	7.457293953120685e-14	1.814748794475919e-10	4.74197416359076e-06	2.0165208601913003e-08	1.0196681199353309e-05	0.49999304530649025	2.0946550314688424e-10	8.965192320043132e-09	0.3116052381206859	2.59850764797261e-08	5.115003086994347e-05	3.6837821358562924e-10	2.1044740637547787e-06	1.0406683582339558e-06	5.933043180767392e-13	2.664426861499019e-07	1.3125721676899821e-06	4.812647769824471e-06	1.4242542570973324e-14	0.4999725556405949	1.5958987391106826e-08	8.816187801550863e-17	5.402011897592674e-06	6.73786777192671e-33	0.19999958583550428	1.3373741314418331e-05	1.6808643884130007e-14	1.8174162153465097e-16	1.7101826597582114e-07	2.435126959015561e-06	2.5338813003442433e-14	0.4999998066429694	2.4050333920492573e-12	0.0007859612862450957	1.808033513240479e-11	6.575574121092689e-05	0.09996004677098885	1.905651581624072e-10	1.1300492093112175e-05	9.773229765727704e-10	0.6799990233403133	0.3999999999999111	6.114274917957842e-07	2.4962087076239325e-07	9.143342950178017e-05	1.1535775292187716e-06	9.165111521498937e-07	9.107401963620048e-07	4.2262383013536204e-10	0.00030772392963767	2.7523731737180188e-34	3.802072714739767e-32	5.980594138601667e-08	2.3634058436493253e-13	2.72994292878349e-06	0.00014085345654174324	2.141104371020002e-08	4.2989603582077546e-27	4.65685922502635e-10	7.459049737228989e-16	1.9782171072812073e-05	3.881794192586203e-07	4.305712978576021e-06	0.9801986733068068	7.728420363751096e-11	0.09999997287205395	7.639427848651242e-30	2.5241593458464896e-13	3.990415539439312e-05	1.6792462260196893e-09	6.954693509774402e-06	1.1845380602818845e-09
1.0498718680376715e-05	0.4999675616918654	0.09974834809765895	9.53920428554219e-07	3.962435097991565e-06	0.7999620703100905	6.908715544013369e-05	0.8876107994097794	0.0999501306058512	1.899113603934307e-13	2.232477461345359e-12	1.0314733627985943e-05	1.6657998288204325e-06	0.004546934001460119	0.0006316073701515596	0.9999801751880067	8.444176150935916e-25	0.14933297990492947	1.0702345607184444e-07	0.5999999999992035	0.019999993601265722	0.0019999999999968363	0.49999635837160294	1.713601486618542e-07	0.1876946399412212	0.0999975909681737	8.566886195711484e-07	5.7453013283659166e-05	2.3170440804855977e-09	0.00013497355100143514	0.1998761653870199	1.3431976116621324e-09	2.5059714855743467e-07	0.9977258364381457	0.11172803684118927	7.059393763998369e-16	2.1935255595699794e-06	1.0372440515215568e-12	3.2163797678425615e-10	4.620402352835083e-06	2.5981757310515624e-08	1.0520972064418414e-05	0.4999826891736333	5.729245877679335e-10	1.6615143276533873e-08	0.3164939357267897	3.7027522325222825e-08	5.559115886854488e-05	7.904117062927426e-10	2.2473319389094234e-06	1.6047323934954037e-06	1.2881594900715494e-12	6.138149236420324e-07	1.7695835227241646e-06	6.6146225881730865e-06	1.4839791002142177e-13	0.49993941356294413	2.6144951020251086e-08	4.753619199486968e-16	6.0392250040068705e-06	2.0834271795103295e-30	0.19999946420653386	1.4878815797879473e-05	2.100622876656597e-13	3.164764593371303e-15	1.8285237253869975e-07	3.6414515797253897e-06	8.865882577133497e-14	0.4999997440004379	5.255554818996807e-12	0.0008012237497444038	4.857711346181229e-11	8.819412152095472e-05	0.09995007372018591	2.6958491528638724e-10	1.5405274632296565e-05	1.462909006131298e-09	0.6799971862566045	0.39999999999881125	5.477551726204974e-07	3.0748480151864573e-07	0.0001207679076437421	2.1325275581008826e-06	9.81703784535229e-07	1.2453283821761964e-06	1.0526763645164604e-09	0.00046589841175570935	1.201751513884467e-31	1.2753557273913865e-29	7.468234720908255e-08	1.796917008554446e-12	2.8495847107016173e-06	0.00022785837496444198	2.590186394521689e-08	6.877287383399391e-25	1.0987153732384054e-09	2.7002643334231253e-15	4.170787354016414e-05	4.987659438556428e-07	7.568350137895392e-06	0.9753099120283838	1.7681758110483225e-10	0.09999995387018533	2.0691965379206215e-27	7.085705328170277e-13	4.985031441576705e-05	6.398524246368292e-09	1.7310826366647947e-05	2.441912984900538e-09
9.935008115202404e-06	0.49995684560797143	0.0996578047958492	1.6968587692993508e-06	4.4977973569614185e-06	0.7999507201659388	0.00010814857798761141	0.8718615253051921	0.09994018442163077	4.013289638632418e-13	1.292468500632459e-11	1.2057767042650778e-05	1.8472553782978142e-06	0.004172586646282293	0.0007602762441278514	0.9999768347264663	5.1618547953947463e-23	0.1490780007774376	1.2498986774560883e-07	0.5999999999982278	0.01999998222926285	0.0019999999999715536	0.49999510469302183	1.9885851463323085e-07	0.17194742035526234	0.09999631473248319	8.114193479264418e-07	5.5542573893004676e-05	2.7666912883043453e-09	0.00011796170793492752	0.1998475904629688	2.14623111914359e-09	2.74020343601393e-07	0.9973592567233742	0.1272845809349784	2.3290263136710046e-15	5.1951759239164e-06	7.822959393649971e-12	4.874681607796926e-10	4.3799702294787e-06	3.0834924184175926e-08	1.051738773034134e-05	0.4999659884961818	1.2313594163319026e-09	2.616967875862121e-08	0.3213582613561182	4.738367281655269e-08	5.704659770858808e-05	1.3906044006379553e-09	2.333958280881688e-06	2.249182648589149e-06	2.2865813742430507e-12	1.1378500457101565e-06	2.21327851863526e-06	8.36529222530671e-06	8.809073164247371e-13	0.4998903660654011	3.783500964303307e-08	1.7050292062406277e-15	6.322987791456083e-06	1.7118835418790488e-28	0.19999933687180477	1.5462835286587654e-05	1.442560654478539e-12	2.8448068308852015e-14	1.900526180192757e-07	4.894979080707746e-06	2.2994085480001703e-13	0.4999996848065132	9.170618056795381e-12	0.0007808102845320278	1.0515731840890802e-10	0.00010944677477388052	0.09994010871110572	3.345962407755454e-10	1.9382387556058824e-05	1.968507758425394e-09	0.6799936491812121	0.39999999999126756	4.949046765207559e-07	3.6299441634843434e-07	0.00014888934242363527	3.3823248104485715e-06	1.0213239932265082e-06	1.5698947482149482e-06	2.1141385164567958e-09	0.0006282338221307575	1.3071650744590518e-29	1.1068175106589048e-27	8.684118350248608e-08	8.275456037608292e-12	2.868229344293669e-06	0.0003175122385364148	2.8913192012499566e-08	3.3126505809268144e-23	2.1276689315881888e-09	7.212954322304988e-15	7.278771368920948e-05	6.157445224681326e-07	1.158763484981302e-05	0.9704455335485591	3.278976809701826e-10	0.0999999311144819	1.5397419644513367e-25	1.5426928921951794e-12	5.9784567430815885e-05	1.7769294615007008e-08	3.401150381810705e-05	4.273900050731779e-09
9.242282572403551e-06	0.49994574287616816	0.0995738025064017	2.657480457316808e-06	4.932107183234256e-06	0.7999390511661991	0.00015394329245608374	0.8577067020019103	0.09993024765023722	7.229423641414829e-13	5.218072858742049e-11	1.3573843502275225e-05	2.001873178613082e-06	0.003855330748269526	0.0008593662535876309	0.9999737797377818	1.3855872879703572e-21	0.1488127752235807	1.3892709523916778e-07	0.5999999999966655	0.019999959951709334	0.0019999999998348964	0.4999938635502862	2.2002366069007268e-07	0.15779185596066725	0.0999948255025225	7.554085388491195e-07	5.222478155494205e-05	3.122924890852795e-09	0.00010406312064888237	0.19982079208843276	3.0943986514359334e-09	2.860020829021336e-07	0.9970550443074431	0.141254184909089	6.088609877786331e-15	1.0323445933436515e-05	3.9426591563591035e-11	6.694480485577053e-10	4.079243401973854e-06	3.465866265624482e-08	1.0298647295499892e-05	0.49994269869583435	2.263369960949438e-09	3.710440522478838e-08	0.32619833412060373	5.643680571782834e-08	5.6582778027346496e-05	2.151873608462224e-09	2.384597491234339e-06	2.9614665848204533e-06	3.570144650767443e-12	1.8337199377345594e-06	2.645950641639076e-06	1.0020685046340054e-05	3.6187573698728974e-12	0.4998258812664145	5.0441804517096634e-08	4.6808120481022776e-15	6.3397323244527285e-06	5.836617810176577e-27	0.19999920505736363	1.5451819094676842e-05	6.673854306578597e-12	1.651055040677302e-13	1.9428839145364736e-07	6.135919368110473e-06	4.899437755539024e-13	0.49999963039400647	1.3807491453362786e-11	0.0007402523666851806	1.9623576843639976e-10	0.00012905597439926545	0.09993015271264839	3.812808693340121e-10	2.313657003075505e-05	2.470154902832854e-09	0.6799878027025523	0.3999999999567894	4.503782207576305e-07	4.16742355490255e-07	0.0001752704853614958	4.857873629041239e-06	1.0445719610212116e-06	1.8765431809935185e-06	3.6887952907321287e-09	0.0007870414205930712	5.640951876006789e-28	3.9261877422887827e-26	9.621979740274335e-08	2.7486017577690078e-11	2.820714338764907e-06	0.00040155461988243714	3.0607957906282586e-08	7.250388559786141e-22	3.619798271233042e-09	1.5755494808001054e-14	0.00011232620153447067	7.385058306589813e-07	1.626185898828463e-05	0.9656054162576179	5.303458322964684e-10	0.09999990564207019	4.8623841333863e-24	2.8449833427851887e-12	6.970694508290205e-05	4.004161684242367e-08	5.730130416567291e-05	6.7141969226689745e-09
8.501853858549887e-06	0.49993442305628155	0.09950109758484496	3.8092468506258686e-06	5.287469768086441e-06	0.7999272098779513	0.00020501390063026376	0.8449506761933713	0.09992032068818765	1.1677257156513058e-12	1.6376053013654502e-10	1.4897253321990414e-05	2.1343197505203077e-06	0.0035830196778871663	0.0009306062823488776	0.9999710051526771	2.0911935864929623e-20	0.14854473225025458	1.490475123681743e-07	0.5999999999944143	0.01999992206599555	0.0019999999992956785	0.4999926730453956	2.3523321780214228e-07	0.14503334148246036	0.09999316853513612	6.95368543872006e-07	4.8258885645358006e-05	3.388323228473405e-09	9.247505855769233e-05	0.19979600657673915	4.148498287580354e-09	2.8876094182075886e-07	0.996809500233923	0.15383625561506098	1.3500233531885923e-14	1.814581959110268e-05	1.4977668088987172e-10	8.608044118044557e-10	3.7552871776968343e-06	3.7488421549139344e-08	9.943726874342101e-06	0.4999131971249689	3.729820945541056e-09	4.8894362866942547e-08	0.33101427323660493	6.388614380531437e-08	5.492243011503946e-05	3.0451193116433096e-09	2.4125591587111408e-06	3.7313734310469534e-06	5.11149768535797e-12	2.683606394219329e-06	3.069777987525856e-06	1.1558812776243466e-05	1.1501088231737038e-11	0.49974755833379314	6.344252335860982e-08	1.06517679004453e-14	6.169091798837088e-06	1.0725241022784336e-25	0.19999906994108863	1.5068008705749958e-05	2.3403420971536404e-11	7.043226516527585e-13	1.9665609697637214e-07	7.3261742600556675e-06	9.102910593842247e-13	0.4999995814061478	1.8746698947236224e-11	0.0006895057708767925	3.2903473973555224e-10	0.00014683267206717275	0.09992020660068794	4.0967466815747236e-10	2.662083897539728e-05	2.952513212382127e-09	0.6799790923920032	0.39999999983801776	4.123889787037781e-07	4.6912048155883756e-07	0.00019967176762685282	6.511465555554658e-06	1.057484617669578e-06	2.161360666813736e-06	5.831859001975337e-09	0.0009377638275702875	1.2706076982142198e-26	7.433322615942483e-25	1.0297819721068245e-07	7.274517993281429e-11	2.731123393178079e-06	0.00047490297163754427	3.121961964329197e-08	9.145629246520816e-21	5.619733401576657e-09	2.987120403202677e-14	0.00015914586517550185	8.661727675239964e-07	2.150455786831046e-05	0.9607894391523745	7.803444379771885e-10	0.09999987844293166	8.418969880481613e-23	4.6757937726245194e-12	7.961748161545946e-05	7.791060105705673e-08	8.680287503111346e-05	9.768231689157012e-09
7.763799580300108e-06	0.49992299426488696	0.099441950152594	5.118798245279772e-06	5.581820579998885e-06	0.7999152888780386	0.00025996477156800107	0.8334266395225691	0.09991040393544762	1.7450580482636107e-12	4.2739683995724317e-10	1.60564674289265e-05	2.2482624756935854e-06	0.0033467235121043323	0.0009772790838880631	0.9999684964258828	2.0657063347193032e-19	0.14827917720358438	1.557386133781921e-07	0.5999999999914003	0.01999986384699431	0.001999999997604833	0.49999155524143557	2.4511915374526947e-07	0.13350577901569835	0.0999913874362661	6.354310131528353e-07	4.410340922161393e-05	3.5707150786677477e-09	8.266720419761325e-05	0.1997732903424231	5.268494439353052e-09	2.844863858311482e-07	0.9966169537573767	0.16519942041304453	2.6501018984907365e-14	2.9153713931210645e-05	4.6231596993714125e-10	1.0572222027259467e-09	3.4309736423791893e-06	3.941392001112603e-08	9.508221948475021e-06	0.49987824804107855	5.671381333251718e-09	6.106144282340495e-08	0.33580619779207505	6.965106480215697e-08	5.2553817524693886e-05	4.03538596190752e-09	2.426637283055963e-06	4.55046436415827e-06	6.884340357428633e-12	3.662927210568787e-06	3.4865315939249415e-06	1.2971516123770089e-05	3.0303530926698696e-11	0.4996576013851441	7.639592837415627e-08	2.1110231599623802e-14	5.8768006805348955e-06	1.2494772946623231e-24	0.19999893258970453	1.4461139873500463e-05	6.696526432242479e-11	2.3951679650494395e-12	1.9787991084460491e-07	8.443686253835129e-06	1.530830271016616e-12	0.4999995380421457	2.3591909807248287e-11	0.0006348539031754469	5.091530519232994e-10	0.00016275114496449385	0.0999102711365806	4.2215896138530593e-10	2.981855545812488e-05	3.4066342800255275e-09	0.6799670465849774	0.3999999995049852	3.796252252240181e-07	5.204122611836389e-07	0.00022203348872064323	8.297062434935552e-06	1.0640517133550919e-06	2.4229375707686212e-06	8.573288668203546e-09	0.0010779450265729637	1.7704315284883796e-25	8.866874827523298e-24	1.0739091232353974e-07	1.6317454102839636e-10	2.6163137817645774e-06	0.0005350646017490765	3.0991321053320336e-08	7.702330857911631e-20	8.149809239029992e-09	5.103395347792529e-14	0.00021186476728331902	9.97759230627028e-07	2.7242261595525773e-05	0.955997481833151	1.0723106879218871e-09	0.09999985039862519	9.352220000552232e-22	7.069462635149529e-12	8.951621390051137e-05	1.3608604045318436e-07	0.00012175195892146406	1.3418303678383045e-08
