iron_in_Plasma	iron_Ions_Outside	iron_in_Bone Marrow	iron_in_Spleen	iron_in_Liver	iron_in_Muscle	iron_in_Duodenum	iron_in_Heart	iron_in_Lungs	iron_in_Kidneys	iron_in_Testes	iron_in_Integument	iron_in_Fat	iron_in_Stomach	iron_in_Brain	iron_in_Intestine	iron_in_RBC
100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.7088707817376416	1.5893559957499594	11.511180698618407	0.5986709027355883	10.963510068828784	5.6133625234081626	0.1035236446664511	0.6265697747307732	3.324812756274022	2.1181759953740613	0.22984054707000193	6.081142733692171	0.22003682637516045	0.46183254774540944	0.17695726501015646	4.533260616971746	51.13889632101149
0.40091723588350153	3.107693278646702	3.3470128043847844	0.2609719168210895	9.558067190416152	5.932627291721955	0.09671213701186734	0.6447736216036462	2.5330685336593177	1.9279304805462576	0.2386275009573183	6.427012899365451	0.21856016057678984	0.42770883265818715	0.18869758196145656	3.7871452612643144	60.90247327252119
0.327205204666952	4.407381921835871	2.0234814757287403	0.2096350912741123	8.159288679299134	6.095414336845733	0.08815299623112947	0.6453765756233357	1.9113242573696578	1.714167856933119	0.2409340485712919	6.6033655315828765	0.21135460617948693	0.3866262769570821	0.1955819647625979	3.1069323311888537	63.67377684495002
0.2927774630912751	5.520612638433766	1.6919015384539386	0.19898098845377477	6.97289894008822	6.207062739051848	0.08003897831904372	0.6407244590613003	1.4677137970691454	1.5207072758447173	0.24121929778596937	6.724317967306165	0.20297840256049215	0.34831486881727874	0.20087413975133384	2.562249984248245	65.1266265216635
0.26892840379742905	6.48524792449171	1.529813212606187	0.19465151940166686	5.992468202374646	6.288643631461528	0.07267510407361248	0.6333241895830354	1.1551780723322198	1.351596380568987	0.24038700406766841	6.8126972674166515	0.1943242129147948	0.3139938569704847	0.20522059836435438	2.134971117637929	66.1258793019371
0.25046631631280275	7.332687522808139	1.415442516293551	0.19170204550426104	5.1870389555255185	6.348006079569811	0.06607840252745784	0.6241202483113105	0.9342992987658458	1.2051962983667737	0.2387784997535416	6.87700658620063	0.18569754080052875	0.28360700294469615	0.20885878924816717	1.8008043473901834	66.85020954967675
0.2357720258863849	8.08773985543181	1.3262675152210213	0.18932037488865402	4.526814709819969	6.390031338919683	0.06021075629304009	0.6136941656084451	0.7771113914119288	1.0790821516603564	0.23660582320254198	6.9225339504963275	0.17726545110750602	0.2568725267158594	0.21193545406610775	1.539368669579279	67.36937383969105
0.22394552025447853	8.769838508680634	1.2549599241346696	0.18730211180479103	3.986241244565695	6.41833854933611	0.05501841541573311	0.6024675960287466	0.6643026536261147	0.9708223904547555	0.2340245996548902	6.9532000951141235	0.1691342714080894	0.23345842097057146	0.21455930441414925	1.3345778000143793	67.72780859412198
0.21434996658853778	9.394184643639177	1.197330183345264	0.185551457783442	3.5439138980254525	6.43572768579072	0.05044223780652414	0.5907573072900848	0.5825740989003168	0.8781409582751725	0.2311534994394504	6.972038326273281	0.16137160298790357	0.21302561004865903	0.21681452540180687	1.173882049103418	67.95874194930067
