sigb	lacz	x
0.0	0.0	0.0
9918.039928071325	0.00449296987129354	0.0004637073646407334
19673.948580156808	0.017873778098841494	0.0018447085396274658
29270.37633449189	0.03999693793235115	0.00412800841980086
38709.93024305841	0.07071903511868961	0.007298857029659521
47995.17474040864	0.10989854930875463	0.011342745513822727
57128.632341044715	0.1573956835582695	0.016245402192198694
66112.78432397373	0.2130722030187407	0.02199278868766154
74950.0714072084	0.27679128070033976	0.028571096110576545
83642.8944111295	0.348417350925524	0.03596674130630315
92193.61491072275	0.42781597035159474	0.04416636316560275
100604.55587712069	0.5148536861496127	0.053156818995519356
108878.00230879911	0.6093979109764245	0.06292518094875672
117016.2018524278	0.7113168046453344	0.07345873251155352
125021.36541347449	0.8204791624021713	0.08474496504949795
132895.66775691125	0.9367543094007651	0.09677157440930839
140641.24809819373	1.0600120011647427	0.109526457575616
148260.21068428401	1.1901223303905109	0.12299770938404536
155754.6253654803	1.3269556391151833	0.13717361928627986
163126.52815761574	1.4703824369157865	0.15204266816958545
170377.92179530355	1.6202733242499125	0.16759352522696486
177510.77627598823	1.7764989213502633	0.18381504487929967
184527.02939515133	1.9389298022582213	0.20069626374751162
191428.5872727522	2.107436433946092	0.21822639767428786
198217.32487105366	2.2818891204155007	0.23639483879452258
204895.08650398723	2.462157951605647	0.25519115265359976
211463.68633818082	2.6481127570397995	0.2746050753728254
217924.9088857884	2.839623064080051	0.2946265108612163
224280.5094892875	3.036558060630413	0.31524552807271067
230532.21479831648	3.2387865622826686	0.3364523583083925
236681.72323869387	3.4461769837847	0.3582373925629269
242730.70547382737	3.658597314593365	0.3805911789140301
248680.80485854278	3.8759150985360105	0.40350441995480624
254533.6378854723	4.097997417541991	0.42696797026815814
260290.79462417643	4.324710879160497	0.45097283394229276
265953.8391530813	4.555921607877627	0.47551016212685426
271524.3099843101	4.7914952402442195	0.5005712506292408
277003.7204816275	5.031296923440982	0.5261475375498704
282393.5592714997	5.275191317492965	0.5522306009563747
287695.29064745485	5.523042600830824	0.5788121565956846
292910.3549678272	5.774714479188707	0.6058840556435309
298040.16904699215	6.030070197754013	0.633438282490752
303086.126540209	6.288972556424063	0.6614669525657566
308049.59832216403	6.55128392814607	0.6899623101926102
312931.93285932747	6.816866280185508	0.7189167264841064
317734.4565762188	7.0855811982678905	0.7483226972692886
322458.4742156813	7.357289913494458	0.7781728410548524
327105.2691932691	7.6318533319163	0.808459897019847
331676.10394583247	7.90913206671027	0.8391767230431809
336172.2202744138	8.188986472808365	0.8703162937633137
340594.8396815203	8.471276683966831	0.9018716986697445
344945.16370288376	8.755862652124675	0.9338361402256808
349224.37423379614	9.042604188962885	0.9662029320213874
353433.633850124	9.331361009454726	0.9989654969576276
357574.08612407476	9.621992777457525	1.032117365458791
361646.85593477386	9.914359153496317	1.0656521737153661
365653.04977381445	10.208319844095792	1.0995636619548508
369593.75604576105	10.503734652833915	1.1338456727412063
373470.04536347673	10.800463532606273	1.168492149303585
377282.9708392942	11.098366640360819	1.2034971338885714
381033.5683710589	11.3973043926626	1.238854766141422
384722.85692356515	11.697137522638938	1.2745592815133693
388351.8388043814	11.997727137654273	1.3106050097006678
391921.49993657705	12.298934778798612	1.3469863731011587
395432.8101270585	12.600622481405928	1.3836978852956743
398886.72332982713	12.902652836120469	1.4207341495581682
402284.1779046299	13.204889050720766	1.4580898573919157
405626.0968708839	13.507195012487486	1.4957597870924424
408913.38816008903	13.809435352022287	1.5337388023190062
412146.9448619674	14.11147550686187	1.5720218507015749
415327.6454670211	14.413181785653455	1.6106039624680575
418456.3541037522	14.714421432412838	1.6494802491017468
421533.92077474034	15.015062691420885	1.6886459020052156
424561.1815875435	15.314974871999095	1.7280961911935055
427538.9589817374	15.614028413263183	1.7678264640091654
430468.0619514132	15.912094948912472	1.807832143862983
433349.2862649741	16.209047371733014	1.848108728990007
436183.41468224966	16.50475989771881	1.8886517912207406
438971.2171667792	16.79910812992666	1.9294569747796766
441713.4510947336	17.091969121963206	1.9705199951028496
444410.8614595975	17.383221441281854	2.0118366376793806
447064.18107598793	17.672745230675698	2.0534027568979147
449674.13077838643	17.96042226982954	2.095214274921842
452241.4196169455	18.246136035901486	2.1372671805810746
454766.7450490156	18.5297717641967	2.179557528288037
457250.79312941583	18.811216506120193	2.2220814369607784
459694.2386970492	19.09035918654842	2.264835088966778
462097.7455580919	19.3670906603714	2.3078147290861275
464461.9666659283	19.641303768285315	2.3510166634931426
466787.5442980676	19.912893391374457	2.394437258755051
469075.11023135675	20.181756502596908	2.4380729408403408
471325.2859132794	20.447792218336787	2.481920194149255
473538.6826309237	20.710901848113824	2.5259755605574825
475715.90167700173	20.970988942491342	2.570235638476547
477857.53451323515	21.227959339302195	2.6146970819291
479964.1629309879	21.481721208504425	2.6593565996398048
482036.35920865834	21.732185096377325	2.7042109541445556
484074.686267856	21.97926396524112	2.749256960906599
486079.6978261628	22.22287323297342	2.794491487451983
488051.93854746904	22.462930810853948	2.839911452518736
489991.9441899327	22.699357139104293	2.8855138252195087
