HFC	PFC	LDLC	IC	VLDLC	IBS	HDLC	NHDL	PLDLRs	HLDLRs	IDLC	HBS	HCE	PCE	EC	PSS	HLDLRD	PLDLRD	EBS
60000.0	57516.0	100.0	3150.0	20.0	467.0	45.0	100.0	100.0	100.0	20.0	400.0	10000.0	9363.0	0.0	0.0	0.0	0.0	0.0
59913.51870362706	57576.66088885475	135.6240239440655	3148.0801813883327	23.479961895339695	466.3741689556674	52.10948890599494	3.6666666666666665	100.00019607111379	100.00058785439155	26.534220172145965	399.92989195387565	9988.949268682612	9370.73320634112	776.6822682726324	28.75228964900933	1.000001741265776	1.0000030654702374	399.39388681791894
59794.89111074876	57719.05320698593	135.24702569542757	3144.5129807952417	23.43297291898598	465.96424238285215	52.0212902901596	3.666666666666667	99.9979143427156	100.00301196927214	26.47983736815057	399.5704197196507	9969.170705911862	9393.939402510818	1552.02069529373	57.576286484294	2.0000181037422844	1.9999956521067188	798.438095312961
59680.017046183384	57859.85143797852	135.01415469580303	3139.877342334387	23.39318696641594	465.5274516680972	52.14798639145564	3.6666666666666665	99.99322303461697	100.00736236835661	26.43483580699551	399.1939969345025	9950.017574435335	9416.884004411068	2325.624065455607	86.47107824036782	3.000068402227905	2.9999533206094804	1197.1172855492682
59568.85506044415	57999.08227293536	134.7875873750933	3134.7468727918194	23.354763142153768	465.08849221680316	52.273752304581514	3.6666666666666656	99.98618489539697	100.01356341912147	26.39137912053134	398.81819727033303	9931.483400442265	9439.5732355972	3097.2889386184297	115.43587669408109	4.000171519461378	3.9998522901762863	1595.4206077489862
59461.19398027762	58136.75916169313	134.56646725999786	3129.41292088712	23.317609415752422	464.6568328257653	52.39811622843983	3.666666666666667	99.97686130574725	100.02154323074365	26.34935955119666	398.44957544400273	9913.532953364484	9462.009295931857	3866.94124656282	144.46990152287296	5.0003455994816	4.999669400493352	1993.3509190152001
59356.885396319056	58272.89540194927	134.35054493586873	3124.0277103695657	23.28167049093504	464.23587762763964	52.52108908307354	3.6666666666666616	99.96531234916472	100.0312329803296	26.30871410535552	398.09044726250204	9896.1414777727	9484.194351449352	4634.569465389061	173.57237908132134	6.000608083616551	5.9993820985423785	2390.916179703641
59255.81334079697	58407.504234524924	134.13964680697615	3118.6728555844434	23.246903340573343	463.8267056000859	52.642682811636554	3.6666666666681174	99.95159684090278	100.04256615967458	26.269393899131334	397.7415085444058	9879.28963272018	9506.130558275654	5400.193203424709	202.74254235703413	7.0009757369754935	6.998968425775588	2788.126111153168
59157.879346086345	58540.598870169495	133.9336380055764	3113.3928769875492	23.21327153139259	463.4295188966402	52.76290932904834	3.666666666666653	99.93577235539244	100.05547818577385	26.23135761705555	397.4028472823268	9862.960998088472	9527.820067352215	6163.847899800812	231.9796309497884	8.001464669443019	7.998407005571221	3184.990922248852
59062.994984972545	58672.19250138335	133.73240460215365	3108.2122225909407	23.180742407193865	463.04419837463064	52.88178053255806	3.666666666667534	99.91789525265123	100.06990619023128	26.19456827139318	397.07433080472964	9847.140828709405	9549.265026527863	6925.5770819456	261.2828910598733	9.002090353775428	8.997677030958117	3581.52083426867
58971.07800708574	58802.29830681571	133.5358444930856	3103.144211322117	23.149285631513585	462.67051357786676	52.999308306523474	3.6666666666668153	99.89802070389182	100.08578889925687	26.15899152717395	396.75575147653865	9831.81541033446	9570.467581359228	7685.428309614033	290.65157548028054	10.002867642093918	9.996758252600221	3977.725910213553
58882.0502737877	58930.92945186242	133.3438625871882	3098.195868266044	23.118872408942476	462.30820022780625	53.11550452337757	3.6666666666668424	99.87620271644421	100.1030665609488	26.124594807831514	396.4468800769204	9816.971714612757	9591.429875251653	8443.45098676574	320.08494359003856	11.003810781438974	10.995630967033684	4373.615998216867
58795.83662281418	59058.09908729172	133.1563681995104	3093.3706002322947	23.089475057260373	461.9569877050046	53.23038104263728	3.6666666666667362	99.85249415805848	100.1216808978087	26.091346804211156	396.14748448582486	9802.59720950642	9612.154049258195	9199.695152608478	349.5822613473004	12.004933428736628	11.994276005150091	4769.2007164117185
58712.36422831697	59183.820346851404	132.97327361448131	3088.6697038494344	23.061066766524068	461.61660809374297	53.34394970886037	3.666666666664965	99.82694678063035	100.14157507289532	26.059217198187355	395.85733567621713	9788.679752897095	9632.642241701677	9954.210801104522	379.14280128146163	13.00624866536529	12.992674720919625	5164.489452109657
58631.56223357275	59308.10634436595	132.79449328601535	3084.0932262976817	23.033621460501713	461.2867986876773	53.45622234907887	3.6666666666667886	99.79961124337834	100.16269366338292	26.028176503934084	395.57620926351444	9775.207530542295	9652.896587707755	10707.047493492244	408.76584248393766	14.007769011424397	13.990808980349055	5559.49136544674
58553.361532427974	59430.970170605506	132.6199433888391	3079.640463757645	23.007113714804966	460.96730237638633	53.56721077001868	3.6666666666666172	99.7705371354947	100.1849826380511	25.998195973996193	395.30388565390786	9762.169020784102	9672.919218697542	11458.254135113903	438.45067059742473	15.00950643976083	14.988661150668596	5954.215394081011
58477.69463798321	59552.4248900802	132.44954156759064	3075.310252292234	22.981518707072766	460.6578674364728	53.67692675519465	3.6666666666665932	99.73977299828874	100.20838933680776	25.969247542416902	395.04014982548097	9749.552971496541	9692.712261866209	12207.878846819254	468.1965778035751	16.011472389781677	15.986214089742473	6348.670257910698
58404.495598311485	59672.48353784718	132.28320679820774	3071.101139093127	22.95681218546621	460.35824723980113	53.785382062038266	3.666666666666178	99.70736634683378	100.23286245116996	25.941303788662054	394.784791080811	9737.348386609983	9712.27783966265	12955.968891350203	498.0028628090606	17.01367778106671	16.98345113569955	6742.8644635585015
58333.699939955004	59791.15911637804	132.12085931145091	3067.011485704335	22.9329704473686	460.0682000138409	53.892588419054405	3.6666666666699803	99.67336369113947	100.258352005095	25.914337913352817	394.5376028528673	9725.544516531962	9731.618069278398	13702.570631434482	527.8688308300705	18.016133026789756	17.980356096775793	7136.8063086270795
58265.24462706429	59908.46459251373	131.96242055334608	3063.0395298388617	22.909970324195243	459.7874886705841	53.99855752313335	3.666666666617357	99.63781055685082	100.28480933585236	25.888323720745195	394.29838256900143	9714.130851785789	9750.73506215053	14447.729507592554	557.793793575244	19.018848046946363	18.976913241368816	7530.503885776362
58199.06803116142	60024.412894520974	131.80781316346264	3059.1834243620256	22.88778916935436	459.5158806901349	54.10330103658744	3.6666666666739616	99.60075150549547	100.31218707475408	25.86323560594777	394.0669315584494	9703.097116049003	9769.630923480636	15191.490027219848	587.777069227117	20.021832281391063	19.973107288295488	7923.965086680724
