Values[zzs]	Values[bbs]	Values[nns]	Values[hhs]	Values[VVs]	Values[INa]	Values[INaP]	Values[IKdr]	Values[IA]	Values[Iz]	Values[Minfs]	Values[Pinfs]	Values[Ainfs]
0.0015556956272487373	0.17060584819267327	0.03931111462489979	0.9590242760770105	-66.73475721198433	-0.0351819260219717	-0.05070301194711419	0.00033336520720673426	0.15339420062759046	0.0361936364721962	0.020496000548235693	0.0013883466291340792	0.3022222727443221
0.0015885901306044922	0.16578820360780538	0.04083490895977883	0.9567171885920128	-66.34738916492788	-0.0394370449342036	-0.057496813085082	0.00039459965693769454	0.15779627381355196	0.03757430413562445	0.021330814346882235	0.001579399811861242	0.3063223360250462
0.0016252609389524092	0.16093553078169442	0.04235708442020464	0.9543784791003379	-65.97320089092088	-0.044025309681899626	-0.06492032713469939	0.000464035708490585	0.16176051832817326	0.03904981808004284	0.022168766133006	0.0017888349556371788	0.31031222127619856
0.0016658371393074357	0.15607785186762427	0.04388158963301406	0.95200344947304	-65.6102652994865	-0.04897406111304091	-0.07303250760107663	0.0005426099253935776	0.1653230459446558	0.040629325881970706	0.02301221519343063	0.002018416022874176	0.31420927625231565
0.001710462664072434	0.15123950883947862	0.04541311297305169	0.9495858698162754	-65.25670240902632	-0.05431753843704482	-0.08190587826525064	0.0006314426616481799	0.1685230970839072	0.04232248671539388	0.023863977665848163	0.002270306675206235	0.31803104760849116
0.0017593008147456148	0.14644002174148207	0.04695713858406338	0.9471178411099066	-64.9106581227585	-0.06009853609555916	-0.09163008203021482	0.0007318920301438414	0.1714023341042877	0.04413969960606223	0.02472737499020352	0.00254717646912333	0.32179543629981056
0.0018125395978215403	0.14169481239826287	0.04852004373996946	0.9445895940964429	-64.57027800059934	-0.06637055002920712	-0.10231650763495495	0.0008456245788401849	0.17400444295304715	0.046092378085507237	0.025606309601399445	0.0028523394873108876	0.32552092650615344
0.0018703981639442762	0.13701581237939778	0.05010924907600821	0.9419891969604276	-64.23367481222762	-0.07320062858381597	-0.11410446485800775	0.0009747097542714937	0.1763750519836366	0.04819328732280062	0.026505376129957563	0.003189939560215197	0.3292269018667969
0.0019331347690944543	0.13241197123965542	0.05173343781494529	0.9393021369226427	-63.898887913339586	-0.08067324544023756	-0.1271696108131614	0.0011217488146518292	0.17856199336621154	0.05045696728675475	0.027430020181855756	0.003565203259255881	0.3329340718990177
0.0020010568511096725	0.1278896778278718	0.05340286800474404	0.9365107278781745	-63.563831457390876	-0.08889567335030991	-0.14173569867828142	0.0012900545899606425	0.1806159582039208	0.05290027617927799	0.028386762606679446	0.003984793027689842	0.3366650442357045
0.0020745340922574923	0.1234531052682175	0.055129814220268435	0.9335932725757494	-63.22622680164233	-0.09800560284153056	-0.15809132905503384	0.001483907898233708	0.18259164142479012	0.0555431052783629	0.02938351671973428	0.0044573113014446004	0.34044509873879125
0.0021540157641385606	0.11910448730749654	0.05692919510313921	0.9305228701255372	-62.88351189337026	-0.10818219633896682	-0.1766144150088021	0.0017089323356247034	0.1845495431269866	0.05840934284975625	0.030430041475832108	0.0049940378195427355	0.34430325142487556
0.0022400543372138424	0.11484433099237537	0.05881947648289785	0.9272656959557127	-62.53271618051573	-0.11966254529775476	-0.1978088800230399	0.001972657030546017	0.18655871194654314	0.06152820825131934	0.03153859981920643	0.005610037399267052	0.3482737487068794
0.0023333384779034424	0.11067156741649832	0.0608239968118458	0.9237784725179151	-62.17028237000149	-0.13276690236318944	-0.2223614024398119	0.002285387612783206	0.18870092198533098	0.06493615097526333	0.0327249371759277	0.006325875979873373	0.35239822203998733
0.0024347405352712964	0.10658363808558743	0.06297296348114112	0.9200046543549025	-61.791803477391895	-0.14793871396213087	-0.25123229829631033	0.0026616018946567584	0.19107714993431757	0.06867963950049277	0.03400977837134029	0.007170374712837988	0.35672889297409494
0.0025453871872539897	0.10257650846805538	0.06530655832556606	0.9158684891783508	-61.39161966186231	-0.1658107506494649	-0.2858072283228493	0.0031222790067781626	0.19381793476806908	0.07281940476078465	0.03542120004742725	0.008185217834788235	0.3613335164362978
0.002666768699606197	0.09864459079481225	0.06787996386108855	0.9112654056543201	-60.96217223330469	-0.18731976133826866	-0.3281632741959764	0.0036989783130298615	0.19710065186909004	0.07743717019277876	0.036998556066405806	0.009433055276443758	0.3663033367653908
0.002800915976457172	0.09478054160490645	0.07077190356022847	0.9060456928405474	-60.492913294959045	-0.2139173468887425	-0.3815645939293706	0.004441412303929564	0.20117987834323087	0.08264687057085622	0.0387993253617803	0.01101264089266058	0.37176656513374673
0.0029507044812004317	0.0909748682716911	0.07410005856734712	0.899985085423314	-59.96834488812451	-0.2479874840616002	-0.45145780668469293	0.0054325623960288375	0.20644443476629878	0.08861453931647685	0.0409118742250308	0.013089336521979324	0.3779126942676902
0.003120415753086847	0.08721521410998166	0.07805113222823458	0.8927275518947014	-59.36419788783951	-0.29375556430316296	-0.547673672407908	0.006821774128706097	0.2135340677203074	0.0955964395192369	0.043481349068851524	0.015962853250776624	0.38504002501720913
0.0033168813466651656	0.08348504372122016	0.08294578928789316	0.8836622146161683	-58.639151073112295	-0.3595366297084986	-0.6899694511830993	0.008906692059244544	0.22360680844712322	0.1040202148211781	0.04676851830039743	0.020238607459594975	0.39365898283952505
0.0035521566189015827	0.07976106338385376	0.08940044799642259	0.8716185626452431	-57.713995475957425	-0.46440458949089763	-0.9247967005111805	0.012374405233882531	0.23905797997274367	0.11468494466796428	0.05130677468890911	0.02734936025782309	0.4047529198057216
0.0038512399201322306	0.07600749150820094	0.09882820762970565	0.853931617149521	-56.40566359429531	-0.664540737755876	-1.392935195655194	0.019228304592782033	0.2659984916958988	0.12937984945600142	0.058439667158058824	0.0416775697845976	0.4206067363354182
0.004284807985135744	0.07216010772937632	0.11572882493219881	0.8222348272878949	-54.10914429223442	-1.2340963688364217	-2.799024080089134	0.038627912341041876	0.32780299507939287	0.15378542512998875	0.07325006325428239	0.08551144202885869	0.44881562222407595
0.00544838741787765	0.06805485872864613	0.18175534869061305	0.7014049246870147	-44.21167030550886	-14.933191138626999	-21.33930866254404	0.29981603204144175	0.8158227399578953	0.2494725593930991	0.18302805691489707	0.7169623155835241	0.5718532727332956
0.013281239299570011	0.0638186935052719	0.5178545024913302	0.280048460936145	-53.12563909888779	-0.5548415362780296	-3.7262950016047647	15.911340828733419	0.3227960442345792	0.48973721114637936	0.08059591209144468	0.11487546748577152	0.4610088391477676
0.013694939325837718	0.06058868605380121	0.18632668081952924	0.6485432048934102	-53.67494596640771	-1.1006602684515387	-3.1797014105113988	0.2626985706703055	0.28869831259629736	0.49746941099782305	0.07641388838013634	0.09752942232868374	0.45419198787759163
0.014841175262541478	0.05719356238481517	0.19885545112656652	0.644896720181975	-43.41307097188788	-16.7086649997518	-22.666954919611506	0.4370844296334684	0.7338600467192178	0.691404778649793	0.19593420165089065	0.7677487924372166	0.5816003499096214
0.022586253576769383	0.05365541204382992	0.508928885716798	0.28487188738877167	-52.847772665617626	-0.6101871085232157	-4.0324606865398	14.95424565936383	0.2796271974694859	0.8391296275161432	0.08279003575644625	0.12463433680243782	0.46446286294256095
0.022925660095164696	0.05102182703900802	0.18885061779666604	0.6433334217646965	-53.17392165941696	-1.257408739788314	-3.675181100687852	0.28104791170872595	0.25672669197768416	0.8442621546741135	0.0802201089059687	0.11324914065268193	0.46040903411638684
0.02442521359585322	0.04816824671757642	0.23157028159355486	0.586350290875903	-38.402801678404046	-47.84388239348387	-26.51125289506531	0.8902432017539941	0.9165593078099368	1.2602725899525804	0.29224501183330975	0.9461262552682458	0.6410351723896868
0.031597836280548075	0.04527775039961796	0.445351292776493	0.34261054122323353	-53.75342279016749	-0.568702502485334	-3.1076648157620688	8.555179415846807	0.2138973778591038	1.1453134124065327	0.07583292595318611	0.09525109604314407	0.45321943732415754
0.031787939276634994	0.04321802447584441	0.17742582711081137	0.6625673973873164	-53.42705711770812	-1.205924667425537	-3.417014640944582	0.21745956351762386	0.21157309103449226	1.1625784875101344	0.07827591158230067	0.10504803050020625	0.4572662964382549
0.03270412573220374	0.04093214450938286	0.19763117207986142	0.6480609512200203	-43.62626547688213	-15.938445296661433	-22.334024323576475	0.4244681485932939	0.515833646771488	1.5166124445158842	0.1924227822078155	0.7548369329943364	0.579004163950283
0.04022369414099427	0.03844247159676021	0.5133023634886295	0.2814430299580463	-53.01986414763696	-0.5744240448623884	-3.840413065678323	15.40326575785745	0.19667314074339426	1.4874776738178674	0.08142482128083645	0.118509470333142	0.46232325348669356
0.04024895889421819	0.036893433625643776	0.18177053934176715	0.654895834834402	-54.560641669071764	-0.8646396021184528	-2.4471422644365903	0.23212989963984695	0.15939442478245663	1.4263972766989994	0.0700884992891803	0.074453204701867	0.4432377296006988
0.040421947345381265	0.03528132284854016	0.1479377251841437	0.7320780543035261	-51.6995164080858	-2.159808836511702	-5.52858642971919	0.11007057957459285	0.20761308798540415	1.548180131054995	0.09244337869773647	0.17271513548303916	0.47876881903028723
0.04527087663992298	0.03323744847966227	0.8434163111924922	0.054337022991708166	9.30284826501032	-82.87287085088826	-13.709145423593668	301.4955724846566	3.9739624653441377	4.495526993798272	0.9842825574658957	0.9999999929314898	0.9509743011965677
0.04844400395756892	0.03163924001429734	0.29824923167706185	0.4986775114379566	-55.39840417901701	-0.518353844108776	-1.8995015086197604	1.6427244209083205	0.12436359609075481	1.6762398448899003	0.06455430849835442	0.057352927721057025	0.43292668372564075
0.04828343727294083	0.030648849565597557	0.143840079274399	0.7250845647304003	-55.11444371679629	-0.8174687820653153	-2.0709175932931543	0.08960176362975025	0.12441954303306604	1.6843945685317132	0.06638297743343181	0.06268985621963014	0.4364155789105225
0.0482204346126437	0.029575680837749925	0.13001879303066666	0.7722934042753073	-53.56870463075374	-1.3505892865209703	-3.279573504251067	0.062466961911234416	0.1425702096475592	1.7567328962066484	0.07720689578451342	0.10069118645208797	0.4555091752912959
0.048700095240616505	0.02821944819165483	0.17432281119396134	0.7045273218865898	-46.391812591881745	-8.637052246695385	-16.745144122234997	0.24162183004815557	0.2788606651036088	2.1237228800460124	0.15116999259472144	0.5505094114333432	0.5449804085895082
0.056171915002065045	0.026511249491028524	0.5856309293221466	0.22227975198163155	-51.830504522465134	-0.6323777090844718	-5.338275424499507	26.93789720179647	0.15388543967245527	2.1440536556357945	0.09129306231602774	0.1665652661151333	0.47713465290547674
0.05592806913125054	0.025850389041028578	0.185210370816355	0.6501102782908179	-56.091014659508964	-0.5539217237445823	-1.5355208765423245	0.23940171099940058	0.09383727751857186	1.8964640762935439	0.060289006774777824	0.046073959604163474	0.4244453973465191
0.055607168740456014	0.02536157300211418	0.12020848887333187	0.7784863306591392	-56.04989989787148	-0.6711964640427232	-1.5551450550925712	0.042533670309699574	0.09250211272155488	1.8878689451344337	0.06053466606003155	0.046680067745004154	0.42494767452733756
0.05530401189078473	0.024873186518921637	0.11169994476911906	0.8124986029804364	-55.78273374454219	-0.7564292140718634	-1.688561657771845	0.031960119396204495	0.09356019327291742	1.8923520998619858	0.062153918801387126	0.05080700456642034	0.42821523345340706
0.0550391269529504	0.024344985556953757	0.11403539384449111	0.8158973868544688	-55.23822905125895	-0.8878702606580383	-1.9944948389447317	0.03527051583237706	0.0974516879588077	1.913257524357142	0.06557997272655247	0.060308626027767695	0.43489388900757475
0.054857327241259066	0.023717811175681936	0.12245986478505054	0.8028302939340718	-54.062077319832994	-1.2211546985706927	-2.8382199627347187	0.048493030174670465	0.10830502926096094	1.9714583848369875	0.07358710332444271	0.08674631404068525	0.4493978638460161
0.054961718013443545	0.02286209060455623	0.14968705171838897	0.7537081530387757	-50.20386469614623	-3.354874434462842	-8.073098412284628	0.11987512886636223	0.15679697113613605	2.187263966595256	0.106526528118724	0.25579220039750616	0.49745171336248134
0.06196495489101702	0.02151565251485716	0.8413485607440903	0.0462863586992064	-35.01111021780665	-7.4525117076988066	-26.51587594380652	165.32176238741897	0.5186536468577139	3.4073840748607176	0.3711035958594869	0.9819482609663062	0.6790576440872171
0.062384027184690445	0.02095982739241617	0.23549357483023634	0.5782462916641866	-56.30139844584522	-0.4637289846878881	-1.4387274273807948	0.6218410365395004	0.07424844555760592	2.1022544754404433	0.05904651090689885	0.04308803086245802	0.4218777131916369
0.06193936212108103	0.02088644919702599	0.12359661977316949	0.7651887288567298	-56.81383776148327	-0.5292759154055892	-1.2267005699391076	0.0464659323950611	0.06967967848546883	2.055529720300433	0.05611987001762891	0.03656973038095265	0.41564141897542806
0.061469152166303734	0.020913315886235902	0.10276442549539748	0.8246546118981041	-57.26656926716467	-0.5003312494560126	-1.0645946144386917	0.021903522859840336	0.06612772182478974	2.012096234641818	0.05364826487346403	0.03160913117733914	0.41015407828556955
0.06097182077918172	0.02105896313240695	0.09557742189302387	0.8484691426234692	-57.851622234752135	-0.4343330951560519	-0.8854940179401852	0.016096503932612544	0.06207973995914017	1.9601451274441235	0.05060619367258013	0.026155111180655565	0.403096105321248
0.06044257850555671	0.02136624273617584	0.08965393628538323	0.8634317575075483	-58.59533281038873	-0.3558321572435936	-0.6996428657037532	0.012173708388207293	0.05753616929547299	1.89817906204896	0.04697457731188739	0.02053027028471274	0.3941820570339694
0.05987917026215636	0.02189054037757381	0.0832319671865168	0.8768810029924529	-59.48273139168616	-0.27867885242614665	-0.5273281222536098	0.008787342375769714	0.05280728211182285	1.827348722933184	0.04296535868215743	0.015353934922273204	0.38363764154001256
0.05928313866040931	0.022694175696437623	0.07640931738650752	0.8902413973627727	-60.47247775680393	-0.2114563000445968	-0.3840757392908488	0.0060389792197951325	0.04829660700884441	1.7504841954417125	0.03887962833431956	0.011087078836215531	0.3720052387031204
0.05865912397469144	0.02384001286849678	0.0696034059715273	0.9032219861447301	-61.51296636900207	-0.15775034395102294	-0.274852671172704	0.0040116260816819614	0.0443355686218221	1.6710244374319119	0.034987359718499506	0.007863292808751506	0.35993452902003426
0.058013260432765536	0.02538498927880251	0.06318565918233547	0.9152426527548357	-62.55679870968538	-0.11726826426114384	-0.19627633474061812	0.0026245817456649486	0.04110355134072992	1.5920695835638292	0.03146126278009157	0.005565432678641753	0.34800048707052095
0.05735173602406468	0.027374782386772642	0.05738345987317001	0.9259022261395954	-63.56826227086907	-0.08777256786080603	-0.14153263966599303	0.001719585945044136	0.03863732336888278	1.5159060448984278	0.028373901639601448	0.003978935480015214	0.33661557118791147
0.05667997644010373	0.029840280302609556	0.052286496666161475	0.9350564386618064	-64.52430576054176	-0.06661102877164364	-0.10385196867260034	0.0011424454014642908	0.03688186641986282	1.4439617492877792	0.025727327835866454	0.0028962580180319194	0.3260258052475094
0.05600237758288303	0.032795946707416604	0.04788985992932326	0.9427531521596267	-65.41223649617606	-0.051468241977831626	-0.07787720506254872	0.0007759693096167977	0.03574023906897179	1.3769732156597791	0.02348555843610693	0.002155849696804468	0.3163467711342075
0.05532234686163663	0.03623984044221543	0.04413730723042066	0.9491442907820646	-66.2266957749824	-0.04057122737103496	-0.05979372436688454	0.0005413325398432494	0.03510660493451738	1.315194982383635	0.021597651614614417	0.0016441297296945214	0.30760613326681563
0.05464246397576299	0.04015490912537613	0.04095183458856577	0.9544190554796844	-66.96706983292026	-0.032646881642433484	-0.047019281685545145	0.000388681518427014	0.034883233137971925	1.2585760569109194	0.020010778716110553	0.0012850266811076062	0.2997783642493571
0.053964659992095064	0.044511141219944685	0.038253422520306266	0.9587648540665615	-67.6356074167064	-0.026808626515734887	-0.03784258157495724	0.00028733567287680137	0.03498702694721802	1.2068868416871714	0.01867637602646685	0.001028591460835434	0.2928089782249644
0.05329037412400122	0.049268187123898716	0.035967758330752234	0.9623490350589217	-68.23615871629438	-0.022446319473888834	-0.031134698666865804	0.00021854470392255082	0.03535046987121769	1.1598032443840554	0.017552356959063157	0.0008421418678626057	0.2866300201731858
0.05262067812012406	0.05437812278671617	0.034029630438086225	0.965313041382259	-68.77336936437501	-0.019140425143887203	-0.026147157842342724	0.00017078953021357147	0.03592008857635256	1.1169596982519867	0.016603362485439234	0.0007041675705799687	0.28116938424861937
0.051956370449107024	0.05978811000902813	0.03238354064500822	0.967772843146182	-69.25218159804018	-0.01660085095100867	-0.02237851393734173	0.00013690553615758907	0.03665409898895151	1.077981338903024	0.01580016482115747	0.0006003520058836725	0.27635611783121145
0.05129804605506884	0.0654427899520638	0.030983035317418084	0.9698219846992019	-69.67753445535547	-0.014625123164241506	-0.019488291219102335	0.00011236304361481526	0.037520024376236194	1.0425027734617247	0.015118791780462352	0.0005210318844859925	0.2721232347444264
0.0506461475652035	0.07128631931228104	0.029789557663807843	0.9715353361606534	-70.05419018073525	-0.013070295251627452	-0.017241855550785157	9.424517872994488e-05	0.038492603329845644	1.0101784274139676	0.014539634909065636	0.0004595835753515142	0.26840903319029513
0.05000100282959117	0.07726401585843176	0.028771215135527998	0.9729726765994614	-70.3866396610356	-0.011834177596032062	-0.01547501089502343	8.06373181517478e-05	0.039552075342206484	0.9806876858063501	0.014046648344264273	0.00041139446586595013	0.26515754255995083
0.049362852528570575	0.0833236208157273	0.027901635971111647	0.9741817830558176	-70.67905682561106	-0.010842769267302111	-0.014071081741844706	7.025839857024104e-05	0.04068283050698619	0.9537368686302536	0.013626670407029829	0.0003732014465324261	0.26231848143044156
0.048731870595769194	0.08941621122804594	0.027158977516226826	0.9752009606707268	-70.9352830148082	-0.010041788549795082	-0.01294591419212448	6.223508330123779e-05	0.04187237224365877	0.9290593210673295	0.013268866612724802	0.00034266050207714554	0.259846956645314
0.04810817943531896	0.09549680868644089	0.026525096098391814	0.9760610587361636	-71.15882936096294	-0.009390914313891278	-0.01203793488993139	5.596119723416778e-05	0.043110533653994206	0.9064144178742581	0.012964279899563077	0.00031806295156953067	0.257703039318276
0.04749186135398247	0.10152473574168104	0.02598486555382583	0.9767870538106151	-71.3528896375958	-0.00885982979854015	-0.011301473426248118	5.100875082538216e-05	0.04438889268748564	0.8855859799837104	0.012705470545866068	0.00029814575824536346	0.2558512966174744
0.04688296722316656	0.10746377025324726	0.025525623709211062	0.9773992840119825	-71.52035883810782	-0.008425474312930512	-0.010702215333809797	4.707065428472812e-05	0.04570033975917173	0.8663804108888704	0.012486228960047887	0.0002819629302375511	0.2542603235837797
0.04628152309930522	0.11328214362149218	0.025136725142656642	0.9779144090042183	-71.663854514889	-0.008070112165609138	-0.01021406370993936	4.3923211039410956e-05	0.047038760588530217	0.8486247408213861	0.012301346747973887	0.00026879711787966375	0.25290229858742136
0.04568753532750995	0.11895242285876655	0.024809180499668324	0.9783461570137975	-71.78573903720287	-0.007779960241603988	-0.009816944256625893	4.1401157208489125e-05	0.04839880517480337	0.8321646912022791	0.012146433993114067	0.0002580980145762634	0.2517525737861247
0.04510099450914798	0.12445130997888013	0.024535365523953682	0.9787059075263276	-71.88814164501761	-0.007544201593209033	-0.0094952503798214	3.938078719470289e-05	0.04977572060262664	0.8168628242185266	0.012017773040653084	0.0002494388694567777	0.25078930483751627
0.044521878611526594	0.1297593859337379	0.02430878590952861	0.9790031474839751	-71.97297963592186	-0.0073542686710735125	-0.009236728085059308	3.776837284495101e-05	0.05116523078032153	0.8025968123770049	0.011912201087988393	0.0002424853989025696	0.24999312010161512
0.043950155424443485	0.13486082065213303	0.02412388673793292	0.9792458300531731	-72.04197831685784	-0.00720331694672125	-0.009031666820940091	3.649210074157451e-05	0.05256345041085359	0.7892578440896243	0.011827015527409728	0.00023697329393528068	0.24934682740874967
0.04338578451519731	0.1397430658213004	0.023975897542378288	0.979440658131786	-72.09668953879424	-0.007085834400017841	-0.008872305715883317	3.549638199432896e-05	0.05396682372214822	0.776749169778551	0.011759897299345836	0.00023269176005761053	0.2488351554277717
0.042828718795842886	0.14439654296216306	0.023860705831376023	0.9795933096121316	-72.1385087521884	-0.006997348961836136	-0.008752393202655502	3.4737784098987077e-05	0.05537208092399203	0.7649847859269319	0.011708848544444905	0.00022947134031371517	0.24844452625275884
0.04227890578818437	0.14881433596738608	0.02377475343368267	0.9797086173154177	-72.16869059423372	-0.0069342072856823644	-0.008666857081928764	3.418208679791167e-05	0.056776207192877085	0.7538882504463582	0.011672141648540892	0.00022717481379602383	0.2481628557927058
0.041736288651229546	0.15299189460477605	0.023714951188819843	0.9797907134935965	-72.18836306154002	-0.0068934059626206455	-0.008611554945048588	3.380212667497797e-05	0.05817642039074297	0.7433916206144684	0.011648277402830793	0.00022569032621540207	0.24797937872494877
0.04120080702098191	0.15692675336887044	0.023678608423045516	0.9798431465327181	-72.19854034929222	-0.006872461647286135	-0.008583083652885449	3.357620184268272e-05	0.05957015473336822	0.7334345037606075	0.011635950485431115	0.00022492615689131764	0.24788449501136814
0.0406723977007797	0.16061826843142699	0.023663374393999338	0.9798689757134654	-72.20013444966642	-0.006869310311463902	-0.008578632633119936	3.34868789682062e-05	0.06095504840315433	0.7239632106835752	0.011634020849958671	0.00022480669721080453	0.24786963528386322
0.04015099523178684	0.16406737422794881	0.023667189470812706	0.9798708485515358	-72.193965606356	-0.006882228487939088	-0.00859586998899109	3.352009252057701e-05	0.06232893369149008	0.7149300020362327	0.011641489902085056	0.0002252693343328846	0.24792714271465568
0.03963653236685654	0.16727636028093482	0.023688244247200535	0.9798510642644009	-72.18077172295081	-0.00690977124949974	-0.008632853389136497	3.3664458362528056e-05	0.06368982866519295	0.7062924183556656	0.011657480573430962	0.0002262620172369612	0.24805016926485898
0.03912894046599378	0.17024866819828002	0.023724945160973072	0.9798116261121034	-72.16121681930609	-0.006950723022902644	-0.008687959829210631	3.3910746190499844e-05	0.06503592967205812	0.6980126850631431	0.011681220582362423	0.00022774134143840606	0.24823258447262253
0.03862814982789299	0.17298870828232382	0.023775885455585843	0.9797542847919631	-72.13589862604447	-0.00700405831748509	-0.00875982987558331	3.4251470703973826e-05	0.06636560420860738	0.6900571844138235	0.011712028311109561	0.00022967103103190218	0.2484688951700177
