Ions	Energy pool	Adenylate pool	Values[ATP]	Values[AMP]
10.0	2.1	1.11	1.0000000000000002	0.009999999999999934
14.772454442525662	2.04041219558563	1.1171021845261069	0.9463596135722593	0.023049602512736096
17.748736513352164	2.0107811813819803	1.130780277342009	0.9153933521881751	0.035392448148203824
19.6392542734945	2.0019149257629207	1.1463524391443036	0.9004431628423543	0.04488067622373718
20.821060586414426	2.006691200413894	1.1627256634377132	0.895706492633229	0.051740955657047914
21.518010229041245	2.020960440323344	1.179491017546252	0.8979152073922406	0.05644578461514893
21.874388536027983	2.0420271704460724	1.1964510555241754	0.9050306439359064	0.05945452901400953
21.988982105965412	2.068017960856979	1.2134936800552745	0.9156841183602596	0.06115983755855522
21.93232287881077	2.09756629870834	1.2305476211465733	0.9289032400575428	0.061884562495776306
21.756102501187225	2.1296466818718596	1.2475637398862716	0.9439713149156729	0.06188837293008468
21.498727859683015	2.163475447421901	1.264506140118392	0.9603464721957828	0.06137716489227418
21.18878172214887	2.1984464946974223	1.2813475925636433	0.9776114287942494	0.06051252666047091
20.84743984055328	2.234094248944925	1.2980669267856988	0.9954456294819943	0.05941830732276817
20.49010803891741	2.2700649195126923	1.3146475514504345	1.013604626696493	0.05818725863423513
20.12782164745216	2.3060928160643352	1.3310763486090893	1.0319037374607896	0.05688727000554369
19.7682000861989	2.341983145730327	1.3473430346911077	1.0502064770469401	0.05556636600772095
19.416322163434838	2.377596917781776	1.363439553918145	1.0684145379991177	0.05425717413548684
19.07539241758389	2.4128355727049042	1.3793596204316703	1.086457348183033	0.05298139590979926
18.747238526950092	2.447635594428047	1.3950983809706008	1.1042888129238955	0.051751599466449326
18.432734595057664	2.481955490768162	1.4106520667700555	1.1218782320792355	0.05057480808112924
18.132087554963764	2.515771635460145	1.4260180045439563	1.139207478407186	0.04945384749099757
17.845133544840976	2.549070358391189	1.441193851637934	1.1562656602172854	0.048389153464030166
17.5714237966178	2.5818466080513094	1.4561778910540777	1.173048081365597	0.04737936436836554
