cca1_c	toc1luc_1	cca1luc	luc_mrna	toc1luc_2	acc	toc1luc_mrna	toc1_mrna	cca1_mrna	cca1luc_mrna	toc1_1	luc	cca1_n	toc1_2	Values[toc1luc]
0.051315426489096	0.0	0.0	0.0	0.0	0.27206737287826505	0.0	0.0385665277682963	0.104555645465821	0.0	0.206521274112594	0.0	3.07283764226433	0.312711901675853	0.0
0.11232062953225921	0.0	0.0	0.0	0.0	0.32938495177557797	0.0	0.03409860937342092	0.23919808064830134	0.0	0.20607537778929488	0.0	2.7620439354583275	0.21968608206837853	0.0
0.08910757628660305	0.0	0.0	0.0	0.0	0.3821893316098957	0.0	0.0322499777075989	0.1822678180096574	0.0	0.20350687302451093	0.0	2.6448825796979176	0.1608573744737572	0.0
0.056324156445386846	0.0	0.0	0.0	0.0	0.4308358826912357	0.0	0.03325706806725148	0.11395754452937645	0.0	0.20090996491954882	0.0	2.3087844462636395	0.12347491883693765	0.0
0.033953225246417286	0.0	0.0	0.0	0.0	0.47565199339142133	0.0	0.03891455222559567	0.06870928005993134	0.0	0.20094404792046203	0.0	1.8644162881421789	0.09975422250767309	0.0
0.021245444047696346	0.0	0.0	0.0	0.0	0.5169392734481933	0.0	0.05190123952288011	0.043290568020725284	0.0	0.20756306202936226	0.0	1.4359301022329445	0.0851510244430657	0.0
0.014622311217790217	0.0	0.0	0.0	0.0	0.5549755837806543	0.0	0.07506665243788198	0.03015468673844012	0.0	0.22628613999564576	0.0	1.0807002935468624	0.07732610323700223	0.0
0.011630546237394918	0.0	0.0	0.0	0.0	0.5900169064766159	0.0	0.10950961390245738	0.02438314556995937	0.0	0.26347540390696167	0.0	0.8112969242283514	0.07547145503241208	0.0
0.01115212166808688	0.0	0.0	0.0	0.0	0.6222990675366411	0.0	0.15278299269350124	0.02383845043470369	0.0	0.324216339845503	0.0	0.6219787564781066	0.07972177987361094	0.0
0.01309110220735384	0.0	0.0	0.0	0.0	0.6520393239689671	0.0	0.19957867390294975	0.028501082191132864	0.0	0.4100067954256583	0.0	0.5045156679778542	0.0905224350971417	0.0
