PKA	Ca	PP2A	PP2ACa	PP2B	PP2AP	PP2APCa	CK1	D75:137	D34:75:137	D75	D34:75	cAMP	CDK5	PP2C	D	D137	D34	D34:137	PDE	PDEP	cAMP_R2C2	cAMP3_R2C2	cAMP4_R2C	PP2BinactiveCa2	CK1P	D34:75_PP2ACa	D75_PP2A	D34:75:137_PP2APCa	D75:137_PP2AP	D75_PKA	D34:75:137_PP2B	D75:137_PP2ACa	D34:75:137_PP2A	D75_CK1	cAMP2_R2C2	D34:75_PP2AP	D75_PP2APCa	D137_PKA	D34:75:137_PP2C	D34:137_CDK5	D34_PP2B	D34_CK1	D34:75_PP2A	D75_PP2ACa	D137_PP2C	D75:137_PP2APCa	D_PKA	PP2A_PKA	D_CDK5	D34:75:137_PP2AP	PDE_PKA	D34:137_PP2B	D_CK1	D34:75_PP2APCa	AMP	D75:137_PP2C	D34:75:137_PP2ACa	D34_CDK5	D75:137_PKA	D75_PP2AP	cAMP_PDE	PP2ACa_PKA	PP2Binactive	CK1P_PP2B	D34:75_PP2B	D34:75_CK1	D34:137_PP2C	D75:137_PP2A	D137_CDK5	cAMP_PDEP	cAMP4_R2C2	cAMP4_R2	R2C2
0.0	1.273301672554089e-08	1.6755091285771974e-07	4.221975337192703e-10	1.9976706246454774e-08	0.0	0.0	1.4694528481099238e-08	9.903749405219706e-08	0.0	1.602157098718225e-06	0.0	0.0	9.264726426112917e-08	1.1670754554975704e-07	2.922975566231159e-06	1.8068142253318032e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.226745037595314e-08	1.2924889298943494e-07	0.0	3.000356540938159e-08	0.0	0.0	0.0	0.0	9.90584875401396e-12	0.0	6.895266901516148e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6058877772817634e-10	1.0524349843624722e-08	0.0	0.0	0.0	1.0111636748546151e-07	0.0	0.0	0.0	1.2581071766051153e-08	0.0	0.0	5.76810460661858e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.6717560351569417e-07	2.5802398618974737e-09	0.0	0.0	0.0	1.8528295726969873e-09	6.236368253408405e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2817446915629566e-08	1.6752689251225037e-07	4.2520946769226736e-10	2.0496718590178796e-08	0.0	0.0	1.5040899998091062e-08	1.0225364293250792e-07	0.0	1.6002273773992014e-06	0.0	0.0	9.268174755553082e-08	1.1625810437970331e-07	2.9152459630027834e-06	1.8626980760202748e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.272262784469391e-08	1.2843312444783524e-07	0.0	2.996324751417228e-08	0.0	0.0	0.0	0.0	1.0301683531215918e-11	0.0	7.050195809441231e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6154544035890307e-10	1.0808863715618502e-08	0.0	0.0	0.0	1.0088609191693205e-07	0.0	0.0	0.0	1.28449671692188e-08	0.0	0.0	5.933031904678535e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.661498409897142e-07	2.6308125754126075e-09	0.0	0.0	0.0	1.912803381994741e-09	6.432160527536258e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2897671402424485e-08	1.6750728776085598e-07	4.280726018733781e-10	2.09974227885103e-08	0.0	0.0	1.5370033511237232e-08	1.0542061287442702e-07	0.0	1.5980803671208225e-06	0.0	0.0	9.271143459713018e-08	1.1581726763728649e-07	2.9078707188394114e-06	1.9180262482386495e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.3153475310000624e-08	1.2766123807661512e-07	0.0	2.991962707170163e-08	0.0	0.0	0.0	0.0	1.0693492431958209e-11	0.0	7.19561933929962e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6242010938314765e-10	1.1088571307930005e-08	0.0	0.0	0.0	1.0066266732662221e-07	0.0	0.0	0.0	1.309411959932332e-08	0.0	0.0	6.0941610547837955e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.651701124279649e-07	2.6789894735236293e-09	0.0	0.0	0.0	1.9718989637536618e-09	6.62589807624672e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2973960309463042e-08	1.6749128138590666e-07	4.307961003376851e-10	2.1479515578521156e-08	0.0	0.0	1.5682958966112626e-08	1.0852646424442233e-07	0.0	1.5957786118931141e-06	0.0	0.0	9.273713236382606e-08	1.1538683744670574e-07	2.9008258813078457e-06	1.9725329381325124e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.356163935255871e-08	1.2693033724246386e-07	0.0	2.987373401316377e-08	0.0	0.0	0.0	0.0	1.1079834510360084e-11	0.0	7.332281413577446e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6322253586213324e-10	1.1362200001970689e-08	0.0	0.0	0.0	1.004461941708262e-07	0.0	0.0	0.0	1.3329514624568336e-08	0.0	0.0	6.2509625513238146e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.6423393731564277e-07	2.7249077532766956e-09	0.0	0.0	0.0	2.0298861302191617e-09	6.816673465346876e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3046559995173649e-08	1.674782079221335e-07	4.333883884511001e-10	2.1943673232104937e-08	0.0	0.0	1.5980637999235946e-08	1.1156214132562671e-07	0.0	1.5933723304278724e-06	0.0	0.0	9.275950392059621e-08	1.149681178112298e-07	2.894090610666382e-06	2.0260120741842209e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.3948621525887605e-08	1.262377394494215e-07	0.0	2.982639335869951e-08	0.0	0.0	0.0	0.0	1.1459556763200484e-11	0.0	7.460861235933692e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6396108481093225e-10	1.1628815225416483e-08	0.0	0.0	0.0	1.0023671193642989e-07	0.0	0.0	0.0	1.3552066968177557e-08	0.0	0.0	6.403066963353942e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.633390108947765e-07	2.7686943472302573e-09	0.0	0.0	0.0	2.086589689141532e-09	7.003784142973038e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3115695791489766e-08	1.6746752542975257e-07	4.358572300405542e-10	2.2390551164549627e-08	0.0	0.0	1.626396603455148e-08	1.1452095217472115e-07	0.0	1.5909016917933346e-06	0.0	0.0	9.27790945136832e-08	1.1456201361918966e-07	2.8876465859576876e-06	2.0783066016374498e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.4315794573250304e-08	1.2558096630220717e-07	0.0	2.9778263096185036e-08	0.0	0.0	0.0	0.0	1.1831750231188897e-11	0.0	7.581977136119873e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6464294738603326e-10	1.1887753750804503e-08	0.0	0.0	0.0	1.0003420970054544e-07	0.0	0.0	0.0	1.3762623567061269e-08	0.0	0.0	6.550232630006051e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.624831873021403e-07	2.8104669600592044e-09	0.0	0.0	0.0	2.141879546404383e-09	7.1866957857705e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.318157440931138e-08	1.674587924301285e-07	4.3820979579129736e-10	2.2820783746075765e-08	0.0	0.0	1.6533775878955983e-08	1.1739813271267866e-07	0.0	1.5883986807285267e-06	0.0	0.0	9.279635282607707e-08	1.1416911214653296e-07	2.881477535388324e-06	2.129299598201034e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.466441644690698e-08	1.2495773056894237e-07	0.0	2.9729865326256328e-08	0.0	0.0	0.0	0.0	1.219571179865785e-11	0.0	7.696191017173697e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6527431878878487e-10	1.2138568928786776e-08	0.0	0.0	0.0	9.983863535094557e-08	0.0	0.0	0.0	1.3961967531726712e-08	0.0	0.0	6.692318924680478e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.616644648038164e-07	2.8503350032002397e-09	0.0	0.0	0.0	2.195662417236193e-09	7.3650118229764666e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3244385982676267e-08	1.6745164919161448e-07	4.404527218491496e-10	2.3234984357424982e-08	0.0	0.0	1.6790841784869378e-08	1.2019048321706357e-07	0.0	1.5858886263646167e-06	0.0	0.0	9.281164847452754e-08	1.1378974948670421e-07	2.875568863902742e-06	2.178906906651913e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.499564248391343e-08	1.2436592211095356e-07	0.0	2.968161171047983e-08	0.0	0.0	0.0	0.0	1.2550911121944109e-11	0.0	7.804013174567893e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6586054977696006e-10	1.238098607898322e-08	0.0	0.0	0.0	9.964990339862265e-08	0.0	0.0	0.0	1.4150822550517479e-08	0.0	0.0	6.829264434312775e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.608809727795701e-07	2.888400379090731e-09	0.0	0.0	0.0	2.2478749151573873e-09	7.538448126848931e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3304305835111643e-08	1.6744580258095523e-07	4.4259216098669234e-10	2.3633745582189203e-08	0.0	0.0	1.703588369251787e-08	1.2289606862160082e-07	0.0	1.5833914459448862e-06	0.0	0.0	9.282528625752539e-08	1.1342406429333516e-07	2.8699073592007057e-06	2.2270710712495282e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.531053597996633e-08	1.2380359374022164e-07	0.0	2.9633824167852273e-08	0.0	0.0	0.0	0.0	1.2896962443511432e-11	0.0	7.905907043151035e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.664062738009746e-10	1.2614866384113018e-08	0.0	0.0	0.0	9.946790158361454e-08	0.0	0.0	0.0	1.4329857357510059e-08	0.0	0.0	6.96106932255204e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.601309602712453e-07	2.924758166598364e-09	0.0	0.0	0.0	2.298477853961062e-09	7.706812158859197e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3361496011658183e-08	1.6744101368241232e-07	4.4463382763389473e-10	2.401763952335676e-08	0.0	0.0	1.726957141435912e-08	1.255139699540683e-07	0.0	1.5809226657743267e-06	0.0	0.0	9.283751787808071e-08	1.130720414444526e-07	2.864480956995441e-06	2.2737563026026733e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.5610077469974124e-08	1.2326894751954384e-07	0.0	2.9586751855717734e-08	0.0	0.0	0.0	0.0	1.3233600455881511e-11	0.0	8.002293763346165e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6691551487266915e-10	1.284017751074533e-08	0.0	0.0	0.0	9.929249647230725e-08	0.0	0.0	0.0	1.4499690085134068e-08	0.0	0.0	7.087781044802296e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.594127857890525e-07	2.959497217615783e-09	0.0	0.0	0.0	2.347451518907246e-09	7.869985649611146e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3416106613119147e-08	1.6743708776105753e-07	4.465830375645387e-10	2.4387218196960762e-08	0.0	0.0	1.749252862436922e-08	1.2804408050880743e-07	0.0	1.5784942516152536e-06	0.0	0.0	9.284855149947395e-08	1.1273354716703661e-07	2.8592785551243446e-06	2.318944334083692e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.589517284594881e-08	1.2276032188094399e-07	0.0	2.954058497616548e-08	0.0	0.0	0.0	0.0	1.3560659893683349e-11	0.0	8.093556418619773e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.673917781423312e-10	1.3056969920862469e-08	0.0	0.0	0.0	9.912353815770867e-08	0.0	0.0	0.0	1.466089238974249e-08	0.0	0.0	7.209482912101099e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.587249082707661e-07	2.9927006863234764e-09	0.0	0.0	0.0	2.3947917871761936e-09	8.027910342816484e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.346827696801335e-08	1.6743386603280874e-07	4.4844474329741735e-10	2.474301399869837e-08	0.0	0.0	1.7705336615083467e-08	1.3048693721596725e-07	0.0	1.576115291359223e-06	0.0	0.0	9.285855962353295e-08	1.124083574926255e-07	2.854289864484465e-06	2.362630975519046e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.61666605471175e-08	1.2227617960362375e-07	0.0	2.9495466123531467e-08	0.0	0.0	0.0	0.0	1.3878058138958157e-11	0.0	8.180043955552676e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6783812687884745e-10	1.326535762272617e-08	0.0	0.0	0.0	9.896086423274993e-08	0.0	0.0	0.0	1.481399332515621e-08	0.0	0.0	7.326284884648481e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.580658789536004e-07	3.024446500582906e-09	0.0	0.0	0.0	2.4405069153442964e-09	8.180576143716237e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3518136643605936e-08	1.6743121905710136e-07	4.5022356517765744e-10	2.5085540213077705e-08	0.0	0.0	1.7908537727415398e-08	1.3284358433028196e-07	0.0	1.5737925441178768e-06	0.0	0.0	9.286768544799536e-08	1.1209618074276027e-07	2.8495052919113065e-06	2.4048233087771304e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.642531783565128e-08	1.2181509692582624e-07	0.0	2.945149941113384e-08	0.0	0.0	0.0	0.0	1.4185780732319802e-11	0.0	8.262074695253962e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6825724657079786e-10	1.3465502903740704e-08	0.0	0.0	0.0	9.880430307054779e-08	0.0	0.0	0.0	1.4959482880606352e-08	0.0	0.0	7.438316353499175e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.57434334180373e-07	3.0548077708970463e-09	0.0	0.0	0.0	2.4846149392837086e-09	8.32801148145602e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3565806363173138e-08	1.6742904128485022e-07	4.5192381965235903e-10	2.5415291523368085e-08	0.0	0.0	1.8102638531001656e-08	1.3511546047839278e-07	0.0	1.5715308937698895e-06	0.0	0.0	9.287604813124834e-08	1.1179667583362277e-07	2.8449158453041355e-06	2.4455373473099806e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.667186642886709e-08	1.2137575350168657e-07	0.0	2.9408758006874064e-08	0.0	0.0	0.0	0.0	1.448386901490848e-11	0.0	8.339939506909634e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6865149952175014e-10	1.3657603854132203e-08	0.0	0.0	0.0	9.865367660578553e-08	0.0	0.0	0.0	1.5097815279052517e-08	0.0	0.0	7.545720312245122e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.5682898886641527e-07	3.083853181348599e-09	0.0	0.0	0.0	2.5271415200864257e-09	8.470275262965312e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.361139879007657e-08	1.6742724664260017e-07	4.535495442661053e-10	2.573274458257764e-08	0.0	0.0	1.8288112712398107e-08	1.3730430684384998e-07	0.0	1.569333716612431e-06	0.0	0.0	9.288374708204844e-08	1.115094666901804e-07	2.8405130581250707e-06	2.4847961175791156e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.690697746691643e-08	1.2095692335536788e-07	0.0	2.9367290244688635e-08	0.0	0.0	0.0	0.0	1.4772409780169378e-11	0.0	8.413904659431803e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6902297094722186e-10	1.3841884493968747e-08	0.0	0.0	0.0	9.850880262534913e-08	0.0	0.0	0.0	1.5229411960404567e-08	0.0	0.0	7.64864881585096e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.5624863063810834e-07	3.1116473123966242e-09	0.0	0.0	0.0	2.5681181877174195e-09	8.607450292601588e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3655019237815721e-08	1.67425764941591e-07	4.5510452024171803e-10	2.603835856038674e-08	0.0	0.0	1.8465403696835046e-08	1.3941209245992605e-07	0.0	1.5672031802842322e-06	0.0	0.0	9.289086545900605e-08	1.112341537344075e-07	2.8362889288345734e-06	2.5226280842564965e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.7131275937298554e-08	1.2055746669930448e-07	0.0	2.932712459119778e-08	0.0	0.0	0.0	0.0	1.5051526588047358e-11	0.0	8.48421433876353e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6937350771506553e-10	1.4018586865053062e-08	0.0	0.0	0.0	9.836949667296382e-08	0.0	0.0	0.0	1.535466431210575e-08	0.0	0.0	7.747259400539525e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.5569211454932355e-07	3.1382509529901424e-09	0.0	0.0	0.0	2.6075809126661135e-09	8.739637868029284e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3696766296986111e-08	1.6742453894236203e-07	4.5659229284440507e-10	2.633257570438341e-08	0.0	0.0	1.8634927038417832e-08	1.4144095318211716e-07	0.0	1.5651404879840639e-06	0.0	0.0	9.289747304545075e-08	1.109703229795851e-07	2.832235871825951e-06	2.559065852107229e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.734534464037168e-08	1.201763225292999e-07	0.0	2.9288273704288366e-08	0.0	0.0	0.0	0.0	1.532137244878722e-11	0.0	8.551092898294434e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.697047512932604e-10	1.418796473499381e-08	0.0	0.0	0.0	9.823557362290317e-08	0.0	0.0	0.0	1.547393615909746e-08	0.0	0.0	7.8417122854212e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.551583582803546e-07	3.163721374889338e-09	0.0	0.0	0.0	2.6455689367628947e-09	8.866953331645233e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3736732399706931e-08	1.674235219402968e-07	4.58016189933644e-10	2.6615821912758886e-08	0.0	0.0	1.87970726091892e-08	1.4339314166493357e-07	0.0	1.563146079073143e-06	0.0	0.0	9.290362862473537e-08	1.1071755325328528e-07	2.8283466772240685e-06	2.5941450912384063e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.7549727760533805e-08	1.198125018821969e-07	0.0	2.9250737766518357e-08	0.0	0.0	0.0	0.0	1.5582123634226292e-11	0.0	8.614746873516294e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7001816592126278e-10	1.435027856436016e-08	0.0	0.0	0.0	9.810684898454288e-08	0.0	0.0	0.0	1.558756604875358e-08	0.0	0.0	7.93216818235469e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.546463377403633e-07	3.1881125863430227e-09	0.0	0.0	0.0	2.682123813695444e-09	8.98952239072093e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3775004312369203e-08	1.6742267584516057e-07	4.5937933841184205e-10	2.688850728793989e-08	0.0	0.0	1.8952206548112148e-08	1.4527098781687927e-07	0.0	1.5612197882820497e-06	0.0	0.0	9.290938187918123e-08	1.104754216907298e-07	2.8246144787648833e-06	2.6279036787186456e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.774493401512454e-08	1.1946508187917228e-07	0.0	2.9214507130681493e-08	0.0	0.0	0.0	0.0	1.5833974606422888e-11	0.0	8.675366730384684e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7031506199113722e-10	1.4505791650277744e-08	0.0	0.0	0.0	9.798313993991068e-08	0.0	0.0	0.0	1.5695869287426957e-08	0.0	0.0	8.018786658992545e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.5415508314203165e-07	3.211475554902931e-09	0.0	0.0	0.0	2.717288649148278e-09	9.107478180907244e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3811663592110252e-08	1.674219695882083e-07	4.60684679401047e-10	2.7151026670734128e-08	0.0	0.0	1.9100673049844747e-08	1.4707686629869019e-07	0.0	1.5593609773634536e-06	0.0	0.0	9.291477497220083e-08	1.1024350807327192e-07	2.8210327267983854e-06	2.6603809858997867e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.793143953243141e-08	1.1913320026362808e-07	0.0	2.91795645062646e-08	0.0	0.0	0.0	0.0	1.6077133682173615e-11	0.0	8.733128434098445e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7059661622669494e-10	1.4654767055464342e-08	0.0	0.0	0.0	9.786426620033366e-08	0.0	0.0	0.0	1.5799139828480774e-08	0.0	0.0	8.101724871263865e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.5368367537288653e-07	3.233858423946945e-09	0.0	0.0	0.0	2.751107476216932e-09	9.220958827464645e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3846786989207903e-08	1.6742137781769564e-07	4.6193498201806777e-10	2.7403760185914025e-08	0.0	0.0	1.9242796002689254e-08	1.48813170264509e-07	0.0	1.5575686424536303e-06	0.0	0.0	9.291984385160988e-08	1.1002139816629544e-07	2.8175951656480815e-06	2.69161729613992e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.810969044332769e-08	1.1881605045775813e-07	0.0	2.914588674262749e-08	0.0	0.0	0.0	0.0	1.6311819425753393e-11	0.0	8.788194853623303e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.708638889672329e-10	1.4797465223447238e-08	0.0	0.0	0.0	9.775005069000594e-08	0.0	0.0	0.0	1.5897651983788295e-08	0.0	0.0	8.181136610257448e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.532312426686173e-07	3.255306702140007e-09	0.0	0.0	0.0	2.783624749265574e-09	9.33010545838333e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3880446807277576e-08	1.6742087985404179e-07	4.63132855810784e-10	2.764707376820496e-08	0.0	0.0	1.9378880465466984e-08	1.5048229075055428e-07	0.0	1.5558414995437207e-06	0.0	0.0	9.292461930040433e-08	1.0980868618073303e-07	2.8142958147919993e-06	2.721653341498294e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.828010520617034e-08	1.1851287714687116e-07	0.0	2.9113446248057523e-08	0.0	0.0	0.0	0.0	1.6538257662747214e-11	0.0	8.840716984596117e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7111783870120667e-10	1.49341421953204e-08	0.0	0.0	0.0	9.764032007783408e-08	0.0	0.0	0.0	1.5991661970295292e-08	0.0	0.0	8.257171623946708e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.527969575928543e-07	3.2758634327694227e-09	0.0	0.0	0.0	2.814884945725681e-09	9.435060621760744e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.391271123829938e-08	1.6742045881940876e-07	4.642807622292521e-10	2.7881319668129662e-08	0.0	0.0	1.9509214021831985e-08	1.5208659990379615e-07	0.0	1.5541780552039532e-06	0.0	0.0	9.292912781676793e-08	1.0960497664653728e-07	2.811128952425076e-06	2.7505299211847843e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.84430767322111e-08	1.1822297222269657e-07	0.0	2.9082212162511493e-08	0.0	0.0	0.0	0.0	1.675667894997922e-11	0.0	8.890835056987499e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7135933469940443e-10	1.506504823351093e-08	0.0	0.0	0.0	9.753490519840728e-08	0.0	0.0	0.0	1.6081409336656737e-08	0.0	0.0	8.329975119951927e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.5238003423783214e-07	3.295569361826195e-09	0.0	0.0	0.0	2.844932242200847e-09	9.535966984823945e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.3943644657773758e-08	1.6742010093797206e-07	4.6538102500551736e-10	2.810683695595793e-08	0.0	0.0	1.9634068013207117e-08	1.536284379816434e-07	0.0	1.5525766628685203e-06	0.0	0.0	9.293339232756458e-08	1.0940988572933795e-07	2.8080891013578295e-06	2.77828760051141e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.859897429641144e-08	1.1794567114331799e-07	0.0	2.9052151290632234e-08	0.0	0.0	0.0	0.0	1.696731650206932e-11	0.0	8.938679509644324e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7158916774303028e-10	1.519042683166253e-08	0.0	0.0	0.0	9.743364136422442e-08	0.0	0.0	0.0	1.616711825110648e-08	0.0	0.0	8.399687438999642e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.519797256649066e-07	3.3144630827230585e-09	0.0	0.0	0.0	2.8738102621448114e-09	9.632966308210158e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.397330789646966e-08	1.6741979496995497e-07	4.664358396559162e-10	2.8323951997625314e-08	0.0	0.0	1.9753698661186016e-08	1.5511010332908127e-07	0.0	1.5510355677885767e-06	0.0	0.0	9.29374327700751e-08	1.0922304212047121e-07	2.805171016618096e-06	2.8049664743118193e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.874814528115186e-08	1.1768034963131981e-07	0.0	2.9023228845484503e-08	0.0	0.0	0.0	0.0	1.7170404481553858e-11	0.0	8.984371855779724e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.718080592816763e-10	1.5310514022588454e-08	0.0	0.0	0.0	9.733636858988475e-08	0.0	0.0	0.0	1.624899867744634e-08	0.0	0.0	8.466443856940475e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.515953215469548e-07	3.3325811742670858e-09	0.0	0.0	0.0	2.901561881141064e-09	9.726198640039318e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.4001758486766886e-08	1.674195317399375e-07	4.674472822323224e-10	2.8532978924824378e-08	0.0	0.0	1.9868348103933435e-08	1.565338444725177e-07	0.0	1.5495529439857996e-06	0.0	0.0	9.294126658102073e-08	1.0904408762994452e-07	2.802369674200435e-06	2.83060597656403e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.889091676895979e-08	1.1742642065246903e-07	0.0	2.899540905929898e-08	0.0	0.0	0.0	0.0	1.7366176564281388e-11	0.0	9.02802546454176e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7201666945324245e-10	1.5425537895258983e-08	0.0	0.0	0.0	9.724293175014068e-08	0.0	0.0	0.0	1.63272474534424e-08	0.0	0.0	8.530374474796629e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.512261459806026e-07	3.349958325612343e-09	0.0	0.0	0.0	2.9282290725133905e-09	9.815801668837763e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.4029050888107428e-08	1.6741930375554345e-07	4.684173173264658e-10	2.8734220087876927e-08	0.0	0.0	1.9978245341873036e-08	1.579018542464218e-07	0.0	1.5481269235388707e-06	0.0	0.0	9.294490909598136e-08	1.0887267750972344e-07	2.7996802609264665e-06	2.855244734366452e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.9027596989637976e-08	1.171833316742114e-07	0.0	2.8968655666180222e-08	0.0	0.0	0.0	0.0	1.755486476884226e-11	0.0	9.069746255949833e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7221560395836898e-10	1.5535718301921126e-08	0.0	0.0	0.0	9.71531806766625e-08	0.0	0.0	0.0	1.6402049274225586e-08	0.0	0.0	8.591604188355547e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.508715554687451e-07	3.366627453739097e-09	0.0	0.0	0.0	2.953852792222382e-09	9.901910227355319e-09	0.0	0.0	0.0	6.640000000000001e-06
