ATP	CTcap	PCr	CTtis	ADP	Cr	CFcap	CFtis	Values[StO2m]	Values[RStO2m]	Values[Katpase]	Values[Qm]	Values[PSm]	Values[Vmax]	Values[KatpaseE]	Values[dQMm]	Values[tauQm]	Values[ATPase_flux_mM]	Values[CK_flux_mM]	Values[oxygen_phosphorilation_rate_mM]
8.198857	5.281527	40.98942000000001	0.4084824000000001	0.001142	1.01056	0.03969	0.0374	81.16970154293584	-1.889360265527884e-05	0.3207601	3.118	5338.199702214221	23.11702	3.3423645	12.74981	0.42	2.6298661912056995	-0.0012461269327794817	2.62905591378231
8.198856669828238	5.282002284270692	40.98914498463298	0.4084905427876667	0.0011423301717625196	1.0108350153670005	0.039693025141203694	0.037404546813047654	81.17185872540206	7.682098231320822e-06	0.3207601	3.118	5338.199702214221	23.11702	3.3423645	12.74981	0.42	2.629866085299773	5.880779503847836e-05	2.629807210769494
8.198856645577186	5.2819297167645916	40.989123617963024	0.40848963087721785	0.0011423544228160488	1.0108563820369472	0.039692563235823417	0.03740403759330589	81.17155465357644	3.936044287167206e-06	0.3207601	3.118	5338.199702214221	23.11702	3.3423645	12.74981	0.42	2.6298660775210028	4.768030788324011e-06	2.629861304075364
8.198856643528456	5.281893061785468	40.98912181491036	0.408489202009292	0.0011423564715420686	1.0108581850896057	0.03969232992292347	0.03740379811119631	81.17140348494036	2.0737018480154745e-06	0.3207601	3.118	5338.199702214221	23.11702	3.3423645	12.74981	0.42	2.629866076863853	4.596373368633757e-07	2.6298656201049537
8.186013731531325	1.2990159028193184	32.26540514099862	0.3242866791740286	0.013985268468688425	9.734574859001379	0.0183190114368564	0.011245281813085269	58.25805962278722	-0.2822819622252595	3.3423645	14.688930998068223	16548.257701735653	23.11702	3.3423645	12.74981	0.42	27.36064169278283	1.989126628801196	25.367882746319708
8.184627829108532	1.1872803772418874	31.52311158135048	0.31612224530162597	0.01537117089148208	10.476868418649481	0.01762410930095017	0.010187250888848464	56.66886903493498	-0.30186021041527067	3.3423645	15.758807928502804	16980.339217954584	23.11702	3.3423645	12.74981	0.42	27.35600950172442	0.16605805769455045	27.189634601162005
8.184515208033782	1.1892176409722006	31.46415923592946	0.3159955652595019	0.01548379196623063	10.535820764070525	0.017636389501196014	0.010171903498252964	56.6558888862578	-0.30202012111087106	3.3423645	15.857731398573382	17017.448722918394	23.11702	3.3423645	12.74981	0.42	27.35563308104223	0.011393162940668392	27.34421815910764
8.18450846920996	1.19097288507643	31.460622749913565	0.31607563990383425	0.01549053079005577	10.53935725008643	0.017647508399811197	0.010181601019460945	56.67372287843764	-0.3018004128343531	3.3423645	15.866878107556845	17020.856840300978	23.11702	3.3423645	12.74981	0.42	27.355610557436716	0.0003220025294330286	27.35528795422936
8.184508526276597	1.191424195708068	31.460648218855322	0.3160998590432278	0.015490473723418325	10.539331781144671	0.017650366157158565	0.010184536530852082	56.678859346859376	-0.3017371334175546	3.3423645	15.867723834917282	17021.171766514428	23.11702	3.3423645	12.74981	0.42	27.355610748174215	-0.00010468704630981367	27.355715639334115
8.184508656609207	1.1915190898478154	31.46071537240687	0.31610519150043215	0.01549034339080578	10.539264627593113	0.01765096697944903	0.010185183009635158	56.67997578977688	-0.3017233792481705	3.3423645	15.867802032963104	17021.20088369046	23.11702	3.3423645	12.74981	0.42	27.355611183793304	-3.440535174674946e-05	27.35564565572119
