Active Cyclin:CDK complex	Unphosphorylated CDC25	Unphosphorylated wee1	Free cyclin	Free CKI	One-site phosphorylated CDC25	Active SKP2 or APC	Cyclin:CDK:CKI complex with CKI phosphorylated	phosphorylated wee1	Two-site phosphorylated CDC25	Inactive Cyclin:CDK complex	Cyclin:CDK:CKI complex with CKI unphosphorylated	Free CDK	totalCyclin
0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.9990000000000001	0.2
0.5413603482942014	60.12148570879259	6.021239805486325	55.761047793042245	0.0	2.9565731316066044	0.00022042547810906282	0.0	0.299965782799215	0.1339970424562447	43.178489562077985	0.0	0.7814007504481392	99.48089770341443
25.227804201175694	11.15339109888989	2.564010171051916	15.217779744725332	0.0	21.88909067783202	0.019262401537013737	0.0	6.082636996581946	53.42398989961675	5.690621916418923	0.0	0.845407869412027	46.13620586231995
19.505360366323	18.13915528167454	3.4198697268742784	13.841859560493658	0.0	27.636201910165855	0.05629895677904619	0.0	6.082259589394537	49.245935970847796	5.665863845126266	0.0	0.8741438789427537	39.013083771942924
17.93501496957276	20.551218423114435	3.716729464734166	12.85174788654449	0.0	29.346223055442625	0.0915832371535736	0.0	6.100114145690397	48.27099462568855	5.426336738700399	0.0	0.8831932414586342	36.21309959481765
16.55949957295999	22.742016925133942	3.9450099391660474	12.115809431198562	0.0	30.374457504780974	0.12519426621776095	0.0	5.987610588558922	46.209730847334775	5.316231484872115	0.0	0.8906213447108395	33.99154048903067
15.34811154165222	24.84063882036551	4.142595802851465	11.52746850087491	0.0	31.065482036895478	0.1571693696316898	0.0	5.832616672590853	43.84600389716218	5.262630079481886	0.0	0.8969462918943294	32.13821012200901
14.273653189044095	26.898781993831	4.3246441032762615	11.040696471113115	0.0	31.557888742998504	0.1875440191004608	0.0	5.666237074521794	41.45214104115105	5.239790681153016	0.0	0.9024327806490144	30.554140341310227
13.312709328768928	28.93779262767418	4.49753436173461	10.63088468471567	0.0	31.910521380167342	0.21635125132462105	0.0	5.499111009740158	39.11813970690615	5.237453359551476	0.0	0.907249186558398	29.181047373036076
12.445798667005993	30.96758527485519	4.664247104579469	10.28271464427171	0.0	32.15080030452708	0.24362106456294982	0.0	5.334518796209184	36.8692734285043	5.2510792844295455	0.0	0.9115156102428223	27.97959259570725
